gene_name	gene_id	chr	start	end	gene_length	length_quintile	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_n_peaks	is_mecp2_up	is_neuronal	is_synapse	k119ub_decile	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	atac_fdr	k27ac_fdr	k27me3_fdr	k119ub_fdr	atac_remodeled	k27ac_remodeled	k27me3_remodeled	k119ub_remodeled	neuronal_group	synapse_group
Rapgef5	ENSMUSG00000041992.9	chr12	117516478	117759737	243259	5	0.000195658112363745	-0.154084828760767	0.00183429108508667	TRUE	Hypomethylated	-0.049620746	0.853507706	2	FALSE	FALSE	FALSE	7	1.08001530037781	1.48434155814745	-0.497097052721931	0.247099395	8.96287182747945e-06	9.82143941563114e-10	0.0025320746943416	0.009631581	TRUE	TRUE	TRUE	TRUE	Neither	Neither
Rapgef6	ENSMUSG00000037533.20	chr11	54522846	54699285	176439	5	-0.000316584444949201	-0.21715058793568	0.000747319588023268	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.00122855685823875	-0.505391011975659	NA	NA	0.995476763398815	0.000627313006369131	NA	NA	FALSE	TRUE	NA	NA	Neither	Neither
Rapgefl1	ENSMUSG00000038020.5	chr11	98836784	98853697	16913	3	-0.00122534333060324	-0.267196249225159	0.0912339052082803	FALSE	Hypomethylated	-0.250984796	0.246128367	2	FALSE	FALSE	FALSE	5	0.0519278123139596	-0.224609339350351	NA	0.029457678	0.788625639642043	0.174177069774704	NA	0.863919629	FALSE	FALSE	NA	FALSE	Neither	Neither
Raph1	ENSMUSG00000026014.15	chr1	60482291	60567104	84813	5	-0.000912948513588432	-0.330872671180589	0.000351527491189408	TRUE	Hypomethylated	-0.15437258	0.462142246	2	FALSE	TRUE	TRUE	8	0.0666681483854884	0.112688640056886	NA	0.435666301	0.727473996311071	0.469175120770677	NA	0.000513049	FALSE	FALSE	NA	TRUE	Gene set only	Gene set only
Rapsn	ENSMUSG00000002104.11	chr2	91035619	91045729	10110	2	-0.000617938851340132	-0.351410628278972	0.0914838049861053	FALSE	Hypomethylated	-0.066446899	0.778019803	1	FALSE	TRUE	TRUE	NA	0.333704322473174	NA	NA	NA	0.18043252828914	NA	NA	NA	FALSE	NA	NA	NA	Gene set only	Gene set only
Rara	ENSMUSG00000037992.16	chr11	98927817	98974942	47125	4	-0.00119383691071356	-0.165300218612776	0.0867404022658267	FALSE	Hypomethylated	-0.01873631	0.952138673	2	FALSE	TRUE	TRUE	4	-0.368241010349397	-0.58265087340624	NA	-0.0014437	0.0934541423578677	0.00109675186011715	NA	0.992107535	FALSE	TRUE	NA	FALSE	Gene set only	Gene set only
Rarb	ENSMUSG00000017491.9	chr14	16430838	16819156	388318	5	0.00232540220600852	0.00890984536242172	0.828615125621503	FALSE	Hypermethylated	-0.089429138	0.698047165	13	FALSE	TRUE	TRUE	4	0.646022987815317	0.506506466842157	-0.159378354720582	-0.094098854	0.00221537346571917	0.0223757070608128	0.444689964392926	0.433416952	TRUE	TRUE	FALSE	FALSE	Gene set only	Gene set only
Rarg	ENSMUSG00000001288.15	chr15	102234937	102257517	22580	3	-0.00204949745780333	-0.337796744165002	0.0203869891904786	TRUE	Hypomethylated	-0.075817542	0.744564624	2	FALSE	TRUE	TRUE	7	0.086730872857495	-0.119400131320343	NA	0.360209241	0.688088296233381	0.441014678584751	NA	0.129129212	FALSE	FALSE	NA	FALSE	Gene set only	Gene set only
Rarres1	ENSMUSG00000049404.7	chr3	67478971	67515523	36552	4	0.000439655659422418	-0.244091278830172	0.0708137919240453	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	3	0.844751864274477	NA	-0.283547527471419	-0.187303869	0.00916314555808175	NA	0.125755365368804	0.07364315	TRUE	NA	FALSE	FALSE	Neither	Neither
Rarres2	ENSMUSG00000009281.6	chr6	48569695	48572789	3094	1	-0.00189089945692021	-0.230174747242069	0.618328598288657	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	7	-0.153215513314203	-0.990281846981083	NA	0.307915375	0.354363087744528	2.80185390557604e-05	NA	0.047137044	FALSE	TRUE	NA	TRUE	Neither	Neither
Rars	ENSMUSG00000018848.4	chr11	35808380	35834506	26126	3	0.00118387263377657	-0.200602910597282	0.193404841069257	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Rars2	ENSMUSG00000028292.14	chr4	34614956	34660167	45211	4	0.00153124338633356	-0.0998707368873606	0.454958896109002	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0550601120841547	0.0873837832833231	NA	NA	0.758406283567079	0.581080600871357	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Rasa1	ENSMUSG00000021549.14	chr13	85214779	85289130	74351	5	0.000660686047860655	-0.185836405626321	0.0706405326754503	FALSE	Hypomethylated	-0.136283438	0.51523836	1	FALSE	FALSE	FALSE	10	-0.152880856460033	-0.0591470514324112	NA	1.410406724	0.411747245172908	0.693708607400734	NA	6.49e-26	FALSE	FALSE	NA	TRUE	Neither	Neither
Rasa2	ENSMUSG00000032413.12	chr9	96539299	96631617	92318	5	0.0004066289861182	-0.11291451330125	0.156352934399736	FALSE	Hypomethylated	0.950049872	0.004448946	1	TRUE	FALSE	FALSE	9	0.0250216156536675	-0.245952788109907	NA	0.571945338	0.904963245347382	0.208021776275974	NA	0.000289753	FALSE	FALSE	NA	TRUE	MeCP2-up only	MeCP2-up only
Rasa3	ENSMUSG00000031453.16	chr8	13566947	13677603	110656	5	-0.00166870088757997	-0.360284011177334	6.49472754344916e-06	TRUE	Hypomethylated	0.013699534	0.966984809	5	FALSE	FALSE	FALSE	5	0.137716694123594	0.988723842211415	NA	0.015307166	0.41738506281337	7.97359553687185e-06	NA	0.893586482	FALSE	TRUE	NA	FALSE	Neither	Neither
Rasa4	ENSMUSG00000004952.13	chr5	136083915	136111860	27945	4	0.00016805070788729	-0.056434742491146	0.72819661288073	FALSE	Hypomethylated	-0.208957064	0.33067332	3	FALSE	FALSE	FALSE	5	0.211274870507016	0.270367574505864	NA	0.04496307	0.212801830699777	0.0910214703473319	NA	0.831563264	FALSE	FALSE	NA	FALSE	Neither	Neither
Rasal1	ENSMUSG00000029602.11	chr5	120648811	120679597	30786	4	-0.00213834009214799	-0.275200178751773	0.00851296601998047	TRUE	Hypomethylated	-0.003256609	0.993751405	4	FALSE	TRUE	FALSE	2	-0.791852034579734	-1.71593557170244	NA	-0.242448315	0.000680846931195316	8.48621804927723e-08	NA	0.036833322	TRUE	TRUE	NA	TRUE	Gene set only	Neither
Rasal2	ENSMUSG00000070565.11	chr1	157135181	157412595	277414	5	-0.00111689069429267	-0.189177294962905	3.6280546214796e-05	TRUE	Hypomethylated	-0.222883316	0.331035222	1	FALSE	FALSE	FALSE	4	0.0662185430684161	0.292341120449832	NA	-0.027329858	0.708027238229225	0.087028146743668	NA	0.883427269	FALSE	FALSE	NA	FALSE	Neither	Neither
Rasal3	ENSMUSG00000052142.15	chr17	32390658	32403583	12925	3	0.000552807868002821	-0.141125784860834	0.581471774391151	FALSE	Hypomethylated	0.008753797	0.98105836	1	FALSE	FALSE	FALSE	1	NA	NA	-0.169594504485257	-0.804408439	NA	NA	0.4402500320996	2.51e-07	NA	NA	FALSE	TRUE	Neither	Neither
Rasd1	ENSMUSG00000049892.7	chr11	59963180	59964944	1764	1	-0.00327154478948434	-0.209571246466056	0.708439814314671	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	3	0.0333114216670184	0.102568249251703	NA	-0.197901676	0.861707404883557	0.535108461829008	NA	0.054512416	FALSE	FALSE	NA	FALSE	Neither	Neither
Rasd2	ENSMUSG00000034472.13	chr8	75213943	75224113	10170	2	-0.00183320077599394	-0.197025047432753	0.272312894787275	FALSE	Hypomethylated	-0.135286546	0.523427118	3	FALSE	TRUE	TRUE	7	-0.0404479625220425	-0.564209087609262	NA	0.310638245	0.832219119534062	0.0087656279370381	NA	0.001828837	FALSE	TRUE	NA	TRUE	Gene set only	Gene set only
Rasef	ENSMUSG00000043003.14	chr4	73714578	73790994	76416	5	0.000722561181597737	-0.139583455370475	0.0836018859217766	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	-0.122817956377989	NA	NA	NA	0.543109822612637	NA	NA	NA	FALSE	NA	Neither	Neither
Rasgef1a	ENSMUSG00000030134.11	chr6	118011437	118091546	80109	5	0.000254923836688212	-0.164694496460065	0.0352996255795448	TRUE	Hypomethylated	-0.048478878	0.844416713	1	FALSE	FALSE	FALSE	6	0.219761932205532	-0.0237053715309694	NA	0.159365579	0.175359436810265	0.875187773231194	NA	0.122823407	FALSE	FALSE	NA	FALSE	Neither	Neither
Rasgef1b	ENSMUSG00000089809.9	chr5	99217425	99729065	511640	5	-0.0174903650141034	-0.626358182933927	1.91183600778509e-17	TRUE	Hypomethylated	-0.016478588	0.959526103	53	FALSE	FALSE	FALSE	4	0.0794719166103066	-1.39804037149359	0.0707782346425778	-0.002266543	0.657266547878375	1.65196695187198e-11	0.756594063073756	0.985713528	FALSE	TRUE	FALSE	FALSE	Neither	Neither
Rasgef1c	ENSMUSG00000020374.16	chr11	49901834	49980994	79160	5	-0.000443171505519081	-0.111682668442598	0.0857444076320324	FALSE	Hypomethylated	-0.04591263	0.859128285	4	FALSE	FALSE	FALSE	4	0.052099461106932	NA	NA	-0.108266447	0.778170826640117	NA	NA	0.407265207	FALSE	NA	NA	FALSE	Neither	Neither
Rasgrf1	ENSMUSG00000032356.12	chr9	89909907	90026977	117070	5	-0.00126720028020109	-0.227365646616949	0.0023968740676194	TRUE	Hypomethylated	-0.174095574	0.403180328	10	FALSE	TRUE	TRUE	3	0.0594377685315079	-0.0245053957492935	-0.318662587008219	-0.15596061	0.751991215846582	0.893212046080557	0.0759569090146621	0.11335262	FALSE	FALSE	FALSE	FALSE	Gene set only	Gene set only
Rasgrf2	ENSMUSG00000021708.17	chr13	91880399	92131656	251257	5	0.00111763686069899	-0.0901776664623967	0.141283778408557	FALSE	Hypomethylated	-0.037154805	0.89097782	1	FALSE	TRUE	TRUE	NA	NA	NA	-0.546324412951279	NA	NA	NA	0.00217898011213015	NA	NA	NA	TRUE	NA	Gene set only	Gene set only
Rasgrp1	ENSMUSG00000027347.18	chr2	117279992	117343001	63009	5	0.00439647279138815	0.14633210821544	0.0366188290155755	TRUE	Hypermethylated	-0.132516521	0.536789232	2	FALSE	FALSE	FALSE	5	0.186134195070055	NA	-0.310068665750142	0.066868774	0.350992107354906	NA	0.0566516068605377	0.61085038	FALSE	NA	FALSE	FALSE	Neither	Neither
Rasgrp2	ENSMUSG00000032946.16	chr19	6399339	6415216	15877	3	-0.00600206095128468	-0.382502199524311	0.00253961244001835	TRUE	Hypomethylated	-0.095259842	0.667135206	1	FALSE	FALSE	FALSE	1	1.18848131154007	1.6818560080329	NA	-0.601551471	2.12055403956391e-09	1.76582021576612e-17	NA	7.15e-10	TRUE	TRUE	NA	TRUE	Neither	Neither
Rasgrp3	ENSMUSG00000071042.12	chr17	75435895	75529054	93159	5	0.00286033027500458	0.0998226592445367	0.192566610715949	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.22440733690152	NA	NA	NA	0.298516827700878	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rasgrp4	ENSMUSG00000030589.15	chr7	29134850	29153961	19111	3	-0.000368029103401973	-0.302009629105963	0.0736271623429387	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	-0.309313922318986	NA	NA	NA	0.247322215175255	NA	NA	NA	FALSE	NA	Neither	Neither
Rasip1	ENSMUSG00000044562.12	chr7	45627487	45639093	11606	2	0.00189914609985747	0.028792980795732	0.886571025263697	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.128468672906083	NA	NA	NA	0.435046341710476	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rasl10a	ENSMUSG00000034209.4	chr11	5058127	5060385	2258	1	-0.00939523144033683	-1.07027351062159	0.156603796915577	FALSE	Hypomethylated	-0.162022937	0.43882213	1	FALSE	FALSE	FALSE	3	0.0996950415571512	NA	-0.0209373161405087	-0.163841795	0.700993202816364	NA	0.933242610249306	0.111983069	FALSE	NA	FALSE	FALSE	Neither	Neither
Rasl10b	ENSMUSG00000020684.14	chr11	83409136	83421039	11903	2	-0.000354897370987043	-0.0720021359116967	0.753533826817197	FALSE	Hypomethylated	-0.050297049	0.847829791	1	FALSE	FALSE	FALSE	NA	0.397814102424931	0.241912502846771	NA	NA	0.0608698677213932	0.136383519886738	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Rasl11a	ENSMUSG00000029641.8	chr5	146845070	146847726	2656	1	-0.0041342662752656	-0.235311696354739	0.451488080227394	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.141354759686914	NA	NA	NA	0.465463487342309	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rasl11b	ENSMUSG00000049907.8	chr5	74195285	74199481	4196	1	0.00995186521639618	0.305083832192597	0.210080623137772	FALSE	Hypermethylated	-0.177074083	0.424285449	4	FALSE	FALSE	FALSE	7	0.0240254582075758	-0.358153322280226	1.8846771470207	0.332971022	0.897412760458873	0.0545131263410009	1.44250474983563e-12	0.001086795	FALSE	FALSE	TRUE	TRUE	Neither	Neither
Rasl12	ENSMUSG00000041696.14	chr9	65398505	65414853	16348	3	-0.00383935729063376	-0.388788496252406	0.00779793991045234	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.103584178707566	NA	NA	NA	0.627564715564724	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rasl2-9	ENSMUSG00000083649.5	chr7	5124937	5125950	1013	1	-0.000779825120169133	-0.0940175501343699	0.906166797714961	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0503001524910403	NA	NA	NA	0.823366414012182	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rassf1	ENSMUSG00000010067.13	chr9	107551554	107562267	10713	2	0.00183610868654429	-0.0474837180165115	0.825879288584013	FALSE	Hypomethylated	-0.047650186	0.852602438	2	FALSE	FALSE	FALSE	6	-0.0437513187361387	-0.0903503211368719	0.614149692560626	0.213622611	0.822238551663254	0.585586789346927	0.00665683639753552	0.281708666	FALSE	FALSE	TRUE	FALSE	Neither	Neither
Rassf10	ENSMUSG00000098132.1	chr7	112953961	112957457	3496	1	-0.0161032321427393	-0.575963278201501	0.0202447557609846	TRUE	Hypomethylated	-0.216263347	0.243349548	7	FALSE	TRUE	FALSE	1	0.241772834820868	0.104816585250759	0.00488284344985852	-0.475147566	0.223318609966111	0.704863046533516	0.982652835536607	2.34e-06	FALSE	FALSE	FALSE	TRUE	Gene set only	Neither
Rassf2	ENSMUSG00000027339.15	chr2	131989414	132030258	40844	4	-0.000434894862625157	-0.17894492342949	0.0626152076975386	FALSE	Hypomethylated	-0.052130409	0.836701854	1	FALSE	FALSE	FALSE	4	0.205760559556854	NA	0.0671746614502699	-0.054684712	0.279941854383894	NA	0.801786845668182	0.55982609	FALSE	NA	FALSE	FALSE	Neither	Neither
Rassf3	ENSMUSG00000025795.8	chr10	121410349	121476347	65998	5	-0.00236858672604221	-0.195722392372094	0.00273657571152266	TRUE	Hypomethylated	-0.01424283	0.965458436	5	FALSE	FALSE	FALSE	6	0.198371141288099	0.0891002916057363	0.492274080892119	0.20817601	0.310773192823666	0.597151693472852	0.00648107164519131	0.035643214	FALSE	FALSE	TRUE	TRUE	Neither	Neither
Rassf4	ENSMUSG00000042129.8	chr6	116633007	116673952	40945	4	-0.0013691528993272	-0.223592362095963	0.0367542217849766	TRUE	Hypomethylated	-0.063314249	0.785104187	2	FALSE	FALSE	FALSE	4	0.622197283640749	NA	-0.446291115109535	-0.043844896	0.000781853821556338	NA	0.0240318514742325	0.68023539	TRUE	NA	TRUE	FALSE	Neither	Neither
Rassf5	ENSMUSG00000026430.16	chr1	131176409	131245258	68849	5	-0.00521633959069096	-0.349583482012441	1.29816396252444e-06	TRUE	Hypomethylated	-0.057780619	0.805744953	5	FALSE	FALSE	FALSE	2	0.130130904810385	0.169918727332095	NA	-0.286741324	0.429900749423964	0.278081665003935	NA	0.079189934	FALSE	FALSE	NA	FALSE	Neither	Neither
Rassf6	ENSMUSG00000029370.10	chr5	90603075	90640657	37582	4	-0.000846196799344327	-0.231928394779014	0.0432539503734563	TRUE	Hypomethylated	-0.208360917	0.305546673	1	FALSE	FALSE	FALSE	6	-0.0672290461380784	NA	1.15659283562721	0.225744974	0.741189857396207	NA	9.41910147734164e-06	0.105516385	FALSE	NA	TRUE	FALSE	Neither	Neither
Rassf7	ENSMUSG00000038618.12	chr7	141215859	141218658	2799	1	0.00239985503623735	-0.0880286158902666	0.859755572376649	FALSE	Hypomethylated	-0.06267559	0.794194091	1	FALSE	FALSE	FALSE	NA	0.0185320203576484	NA	NA	NA	0.927351217442003	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rassf8	ENSMUSG00000030259.12	chr6	145746747	145821079	74332	5	0.0012020329498504	-0.00856092384786937	0.882546668316413	FALSE	Hypomethylated	0.101737379	0.646875268	14	FALSE	FALSE	FALSE	6	-0.0740672251673727	-0.175926120880356	1.21519523090807	0.20867455	0.696884582157733	0.347614679353904	7.87827910535974e-06	0.181757625	FALSE	FALSE	TRUE	FALSE	Neither	Neither
Rassf9	ENSMUSG00000044921.5	chr10	102512221	102549736	37515	4	0.000331413257541522	-0.177039700551037	0.20835678617566	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.0714734352547276	NA	NA	NA	0.753045308255154	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Raver1	ENSMUSG00000010205.11	chr9	21074157	21092008	17851	3	0.00280995158329246	0.0622484468346559	0.757586263127449	FALSE	Hypermethylated	-0.069061038	0.758747135	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Raver2	ENSMUSG00000035275.14	chr4	101068982	101152370	83388	5	-0.00132467362677509	-0.249734337065716	0.00156119561355435	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	6	0.138822874470912	NA	NA	0.119942312	0.574685869616637	NA	NA	0.372099102	FALSE	NA	NA	FALSE	Neither	Neither
Rax	ENSMUSG00000024518.4	chr18	65928276	65939787	11511	2	-0.00321448650584991	-0.237318146462187	0.182193844894708	FALSE	Hypomethylated	-0.200581933	0.328681223	1	FALSE	TRUE	FALSE	3	0.340578384684584	NA	-0.0595440129291071	-0.134487242	0.0764729519205275	NA	0.759624275751264	0.161954361	FALSE	NA	FALSE	FALSE	Gene set only	Neither
Rb1	ENSMUSG00000022105.6	chr14	73183672	73325822	142150	5	-0.000880987436732324	-0.257389590077655	0.000138016567710178	TRUE	Hypomethylated	NA	NA	NA	FALSE	TRUE	FALSE	NA	-0.00435023873351466	NA	NA	NA	0.985638695633781	NA	NA	NA	FALSE	NA	NA	NA	Gene set only	Neither
Rb1cc1	ENSMUSG00000025907.14	chr1	6206196	6276648	70452	5	0.00108967858735209	-0.143286406393453	0.271202268027914	FALSE	Hypomethylated	-0.044110638	0.868730047	1	FALSE	FALSE	FALSE	6	0.034107199567965	0.269067869389612	NA	0.129805065	0.853821546207885	0.0700852498210818	NA	0.454985211	FALSE	FALSE	NA	FALSE	Neither	Neither
Rbak	ENSMUSG00000061898.10	chr5	143172185	143180775	8590	2	0.000224601000180685	-0.18982130641684	0.52453865418514	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	-0.0328916956089305	NA	NA	NA	0.856662744692355	NA	NA	NA	FALSE	NA	NA	Neither	Neither
Rbbp4	ENSMUSG00000057236.10	chr4	129307099	129335370	28271	4	-0.000213824344618781	-0.246795636632575	0.175707007017954	FALSE	Hypomethylated	-0.032307422	0.906668395	1	FALSE	TRUE	FALSE	NA	0.0108579670626015	0.227965192101935	NA	NA	0.960855434881166	0.115938897797875	NA	NA	FALSE	FALSE	NA	NA	Gene set only	Neither
Rbbp5	ENSMUSG00000026439.14	chr1	132477364	132505659	28295	4	0.000284770233097751	-0.317968393078796	0.0498180174313283	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.267239466831976	0.0551538714252703	NA	NA	0.146840358801161	0.721477791603772	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Rbbp6	ENSMUSG00000030779.16	chr7	122965685	123002557	36872	4	0.000247988787365401	-0.149719224285376	0.294145991152111	FALSE	Hypomethylated	-0.050161628	0.842424796	1	FALSE	FALSE	FALSE	NA	-0.00216182055278691	NA	NA	NA	0.993857295018344	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rbbp7	ENSMUSG00000031353.13	chrX	162760401	162779092	18691	3	0.00142866978388847	-0.131436677189119	0.57716542381277	FALSE	Hypomethylated	-0.095966806	0.719638255	1	FALSE	TRUE	FALSE	NA	0.0297366302919039	-0.0545592250239642	NA	NA	0.879669317302804	0.719065123299325	NA	NA	FALSE	FALSE	NA	NA	Gene set only	Neither
Rbbp8	ENSMUSG00000041238.16	chr18	11633275	11745221	111946	5	0.000523970130821125	-0.187039016584501	0.0178002041282644	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0594722145821996	0.223678135551708	-0.227699977117608	NA	0.744129244449063	0.218522515362254	0.250683561482835	NA	FALSE	FALSE	FALSE	NA	Neither	Neither
Rbbp8nl	ENSMUSG00000038980.1	chr2	180277645	180289879	12234	2	-0.000752139491577476	-0.194015483731051	0.363464149683826	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.351008334756071	NA	NA	NA	0.0849416586764041	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rbbp9	ENSMUSG00000027428.9	chr2	144542264	144550869	8605	2	0.00157876647614205	-0.0959488758025375	0.788017981743733	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0394203887994091	NA	NA	NA	0.879807860674412	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rbck1	ENSMUSG00000027466.15	chr2	152316333	152332653	16320	3	0.000976084422017031	-0.123409616404358	0.580154811266835	FALSE	Hypomethylated	-0.18495401	0.370423433	1	FALSE	FALSE	FALSE	1	-1.05029054445995	0.0793919671611107	NA	-0.671917106	8.39299483935797e-09	0.657056276455011	NA	1.28e-05	TRUE	FALSE	NA	TRUE	Neither	Neither
Rbfa	ENSMUSG00000024570.7	chr18	80192264	80200658	8394	2	0.00380415463465497	0.254589163500988	0.377158160482365	FALSE	Hypermethylated	-0.006993564	0.985578879	1	FALSE	FALSE	FALSE	NA	-0.0660394875791768	NA	NA	NA	0.747854421073215	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rbfox1	ENSMUSG00000008658.16	chr16	5885354	7411526	1526172	5	-0.000753751325621374	-0.162414853315485	1.38447442980241e-08	TRUE	Hypomethylated	-0.091006877	0.687850032	45	FALSE	TRUE	FALSE	2	0.466937365099848	0.0657522995746107	-0.167084548390229	-0.247951896	0.00730329919450847	0.704811090679217	0.415447385432775	0.022258512	TRUE	FALSE	FALSE	TRUE	Gene set only	Neither
Rbfox2	ENSMUSG00000033565.18	chr15	77078989	77307004	228015	5	-0.00115482343947353	-0.262046195914043	1.15780168653205e-05	TRUE	Hypomethylated	NA	NA	NA	FALSE	TRUE	FALSE	NA	0.318743787952105	0.956896471397809	NA	NA	0.0596805013276225	5.7955881093077e-06	NA	NA	FALSE	TRUE	NA	NA	Gene set only	Neither
Rbfox3	ENSMUSG00000025576.17	chr11	118489761	118911597	421836	5	-0.000427606057129062	-0.229596115096292	2.98688756958262e-05	TRUE	Hypomethylated	-0.063623939	0.782759783	22	FALSE	TRUE	FALSE	1	0.0930799658720816	0.892576711422331	NA	-0.681779959	0.644424979102105	1.7840463288155e-06	NA	1.48e-05	FALSE	TRUE	NA	TRUE	Gene set only	Neither
Rbis	ENSMUSG00000078784.8	chr3	14606283	14611285	5002	1	0.00300263981093407	0.0173218443109017	0.97498817407574	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.108261643229484	NA	NA	NA	0.543982616710784	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Rbks	ENSMUSG00000029136.9	chr5	31624438	31697627	73189	5	-0.000774571488320674	-0.328394261906471	0.00187020187657356	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Rbl1	ENSMUSG00000027641.13	chr2	157145892	157204534	58642	4	-0.000270059581756073	-0.190325828335035	0.0527080497201311	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.322028698649244	0.133893243850709	NA	NA	0.0646322896942309	0.404400695412053	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Rbl2	ENSMUSG00000031666.15	chr8	91070056	91123844	53788	4	0.000259615503182062	-0.225168812671594	0.0602892729441742	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.213641640669923	0.460317544471749	NA	NA	0.313122005198836	0.018153516483143	NA	NA	FALSE	TRUE	NA	NA	Neither	Neither
Rbm10	ENSMUSG00000031060.16	chrX	20617502	20650901	33399	4	0.000100127569651909	-0.218575659399149	0.156090792974374	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Rbm11	ENSMUSG00000032940.16	chr16	75592843	75602829	9986	2	-0.001945396426659	-0.282122530298379	0.142750240460502	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	8	0.211109118970413	0.145638427937996	NA	0.480789078	0.237149242985755	0.445606644522293	NA	1.79e-05	FALSE	FALSE	NA	TRUE	Neither	Neither
Rbm12	ENSMUSG00000089824.10	chr2	156091957	156111978	20021	3	0.000570146167059639	-0.133011347912443	0.500140270539693	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Rbm12b1	ENSMUSG00000046667.14	chr4	12140263	12146731	6468	2	0.000818630252002671	-0.183273913025877	0.757617796211194	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0851822588610823	0.00226499554711304	NA	NA	0.654772472009672	0.990592161005467	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Rbm12b2	ENSMUSG00000052137.11	chr4	12089438	12096243	6805	2	0.00209401250226483	-0.10689371689306	0.845328961127932	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	0.121226510759122	0.112405938351137	NA	1.594810385	0.496891482589772	0.486357474678999	NA	3.45e-25	FALSE	FALSE	NA	TRUE	Neither	Neither
Rbm14	ENSMUSG00000006456.10	chr19	4800568	4811634	11066	2	0.000913836973182333	-0.113248476495657	0.636486262390189	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
