gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Eid1	chr2	FALSE	TRUE
Hnrnpl	chr7	FALSE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Mcfd2	chr17	FALSE	TRUE
Bbs2	chr8	FALSE	TRUE
Etfdh	chr3	FALSE	TRUE
Ndufs2	chr1	FALSE	TRUE
Spr	chr6	FALSE	TRUE
Leo1	chr9	FALSE	FALSE
Bpifa6	chr2	FALSE	TRUE
St6gal2	chr17	FALSE	FALSE
Syt5	chr7	FALSE	TRUE
Sptbn2	chr19	FALSE	FALSE
Apom	chr17	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Gdf2	chr14	FALSE	TRUE
Med21	chr6	FALSE	TRUE
Acot4	chr12	FALSE	TRUE
Hsdl1	chr8	FALSE	FALSE
Tmem229a	chr6	FALSE	TRUE
Epgn	chr5	FALSE	FALSE
Adam1a	chr5	FALSE	FALSE
Hint1	chr11	FALSE	TRUE
Nagpa	chr16	FALSE	TRUE
Mttp	chr3	FALSE	TRUE
Fyb2	chr4	FALSE	TRUE
Syf2	chr4	FALSE	FALSE
Blvra	chr2	FALSE	FALSE
Cited4	chr4	FALSE	TRUE
Pip5k1c	chr10	FALSE	FALSE
Armcx5	chrX	FALSE	FALSE
Thpo	chr16	FALSE	TRUE
Lrrc7	chr3	FALSE	TRUE
Taf13	chr3	FALSE	TRUE
Klk12	chr7	FALSE	FALSE
Serpina3g	chr12	FALSE	FALSE
H2-DMa	chr17	FALSE	TRUE
Prl2b1	chr13	FALSE	TRUE
Slc27a4	chr2	FALSE	FALSE
Tmem262	chr19	FALSE	FALSE
Ndufb7	chr8	FALSE	TRUE
Mmd	chr11	FALSE	TRUE
Gstm6	chr3	FALSE	FALSE
Has2	chr15	FALSE	FALSE
Rps7	chr12	FALSE	TRUE
Yipf3	chr17	FALSE	TRUE
Trim75	chr8	FALSE	FALSE
Arhgef2	chr3	FALSE	TRUE
Rab33a	chrX	FALSE	TRUE
Ppip5k1	chr2	FALSE	TRUE
Pdcl3	chr1	FALSE	TRUE
Aanat	chr11	FALSE	TRUE
Psmd5	chr2	FALSE	TRUE
Bcas2	chr3	FALSE	FALSE
Tchh	chr3	FALSE	FALSE
6030468B19Rik	chr11	FALSE	FALSE
Atf6b	chr17	FALSE	FALSE
Gba2	chr4	FALSE	TRUE
Ctsg	chr14	FALSE	TRUE
Stap1	chr5	FALSE	TRUE
Kmt2b	chr7	FALSE	FALSE
Itga2b	chr11	FALSE	TRUE
Rpl41	chr10	FALSE	TRUE
Pias4	chr10	FALSE	FALSE
Foxa2	chr2	FALSE	TRUE
Fbxw9	chr8	FALSE	TRUE
Armh2	chr13	FALSE	FALSE
Pip4k2c	chr10	FALSE	TRUE
Cdc25b	chr2	FALSE	TRUE
Bnip3l	chr14	FALSE	TRUE
Capn3	chr2	FALSE	FALSE
Gm1979	chr5	FALSE	TRUE
Bche	chr3	FALSE	FALSE
Il5	chr11	FALSE	FALSE
1810030O07Rik	chrX	FALSE	FALSE
Plcz1	chr6	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Acss1	chr2	FALSE	FALSE
Drg2	chr11	FALSE	FALSE
Cnot10	chr9	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Glb1l	chr1	FALSE	TRUE
Bend5	chr4	FALSE	FALSE
Mbd3l1	chr9	FALSE	FALSE
Ube2g2	chr10	FALSE	FALSE
Pnrc1	chr4	FALSE	TRUE
Cplx2	chr13	FALSE	TRUE
Lce1m	chr3	FALSE	FALSE
Zfp879	chr11	FALSE	TRUE
Bcl6	chr16	FALSE	TRUE
Junb	chr8	FALSE	TRUE
Map3k8	chr18	FALSE	TRUE
Fastk	chr5	FALSE	TRUE
Osbpl7	chr11	FALSE	FALSE
1110032F04Rik	chr3	FALSE	TRUE
Tfe3	chrX	FALSE	TRUE
Tomm5	chr4	FALSE	TRUE
Rplp0	chr5	FALSE	TRUE
Hoxd11	chr2	FALSE	FALSE
Gbp9	chr5	FALSE	FALSE
Rsl1d1	chr16	FALSE	FALSE
Zdhhc22	chr12	FALSE	TRUE
Ech1	chr7	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
Irak1bp1	chr9	FALSE	TRUE
G6pc2	chr2	FALSE	FALSE
Psmc6	chr14	FALSE	TRUE
Tmsb15a	chrX	FALSE	FALSE
Barx1	chr13	FALSE	FALSE
Mrpl54	chr10	FALSE	FALSE
Nop56	chr2	FALSE	TRUE
Rhox2f	chrX	FALSE	FALSE
B3gat2	chr1	FALSE	TRUE
Tnks	chr8	FALSE	TRUE
Apex1	chr14	FALSE	TRUE
Tuba4a	chr1	FALSE	TRUE
Gchfr	chr2	FALSE	TRUE
Ufm1	chr3	FALSE	TRUE
Mt3	chr8	FALSE	TRUE
Snapc2	chr8	FALSE	TRUE
Arl6ip5	chr6	FALSE	TRUE
1500009L16Rik	chr10	FALSE	TRUE
Birc3	chr9	FALSE	TRUE
Zfp747	chr7	FALSE	FALSE
Rbbp9	chr2	FALSE	TRUE
Krt17	chr11	FALSE	FALSE
Mrgprf	chr7	FALSE	FALSE
Shmt2	chr10	FALSE	TRUE
Cyp21a1	chr17	FALSE	FALSE
Vmn1r202	chr13	FALSE	FALSE
Ccna2	chr3	FALSE	TRUE
Ces1f	chr8	FALSE	FALSE
Ccl27a	chr4	FALSE	TRUE
Ssu2	chr6	FALSE	TRUE
Ptpn6	chr6	FALSE	FALSE
Pom121l12	chr11	FALSE	FALSE
Naaladl1	chr19	FALSE	FALSE
Aldoc	chr11	FALSE	TRUE
Ccdc71l	chr12	FALSE	TRUE
Sppl2a	chr2	FALSE	FALSE
Samd9l	chr6	FALSE	FALSE
Fbxo5	chr10	FALSE	TRUE
Hspa4l	chr3	FALSE	TRUE
Calml3	chr13	FALSE	FALSE
Vmn1r220	chr13	FALSE	TRUE
Rbm43	chr2	FALSE	TRUE
Slpi	chr2	FALSE	FALSE
Vmn1r40	chr6	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Rpsa	chr9	FALSE	TRUE
Prmt2	chr10	FALSE	TRUE
Fzd5	chr1	FALSE	TRUE
Vmn1r27	chr6	FALSE	TRUE
Arl6ip1	chr7	FALSE	TRUE
Cdkn2b	chr4	FALSE	FALSE
Slc6a19	chr13	FALSE	TRUE
Mrpl36	chr13	FALSE	TRUE
Tmem125	chr4	FALSE	FALSE
Exosc3	chr4	FALSE	TRUE
Foxe1	chr4	FALSE	FALSE
Lrfn4	chr19	FALSE	FALSE
Bcl2l1	chr2	FALSE	TRUE
Erg	chr16	FALSE	TRUE
Ssxb5	chrX	FALSE	FALSE
Golga7b	chr19	FALSE	TRUE
Cst11	chr2	FALSE	FALSE
Vwce	chr19	FALSE	TRUE
Ppbp	chr5	FALSE	FALSE
Oaz1	chr10	FALSE	FALSE
Ckb	chr12	FALSE	FALSE
Mks1	chr11	FALSE	TRUE
Cyb561a3	chr19	FALSE	TRUE
Zc2hc1a	chr3	FALSE	TRUE
Cnga4	chr7	FALSE	FALSE
Krtap7-1	chr16	FALSE	TRUE
Cstdc4	chr16	FALSE	FALSE
Iqcf5	chr9	FALSE	FALSE
Vps25	chr11	FALSE	TRUE
Clk3	chr9	FALSE	TRUE
Miip	chr4	FALSE	TRUE
Calr3	chr8	FALSE	TRUE
Lamb2	chr9	FALSE	TRUE
Ndufb9	chr15	FALSE	TRUE
Ms4a3	chr19	FALSE	FALSE
Pigs	chr11	FALSE	FALSE
Hmgn5	chrX	FALSE	TRUE
Ildr2	chr1	FALSE	TRUE
Gpx8	chr13	FALSE	TRUE
Pnma2	chr14	FALSE	TRUE
Fndc9	chr11	FALSE	FALSE
Tex261	chr6	FALSE	TRUE
Btbd10	chr7	FALSE	TRUE
Mtrf1l	chr10	FALSE	TRUE
Cyp2j9	chr4	FALSE	TRUE
Casp8ap2	chr4	FALSE	TRUE
Urb2	chr8	FALSE	TRUE
Rpp30	chr19	FALSE	TRUE
Lrrc47	chr4	FALSE	FALSE
Trim38	chr13	FALSE	TRUE
Ttpal	chr2	FALSE	FALSE
Cckbr	chr7	FALSE	FALSE
Atox1	chr11	FALSE	TRUE
Per1	chr11	FALSE	TRUE
Tcf19	chr17	FALSE	FALSE
Dcps	chr9	FALSE	TRUE
Arl14	chr3	FALSE	TRUE
Prkra	chr2	FALSE	TRUE
Rps19	chr7	FALSE	TRUE
Armcx1	chrX	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Rps13	chr7	FALSE	FALSE
Cuedc2	chr19	FALSE	TRUE
Zkscan7	chr9	FALSE	TRUE
Spata32	chr11	FALSE	TRUE
Fancb	chrX	FALSE	TRUE
Tpgs1	chr10	FALSE	FALSE
Tmco6	chr18	FALSE	TRUE
Shbg	chr11	FALSE	FALSE
Ogfod2	chr5	FALSE	TRUE
Mex3b	chr7	FALSE	TRUE
Erg28	chr12	FALSE	TRUE
Klk1b26	chr7	FALSE	FALSE
Mei4	chr9	FALSE	FALSE
Nt5c	chr11	FALSE	TRUE
Ccar1	chr10	FALSE	FALSE
Mrfap1	chr5	FALSE	TRUE
1810010H24Rik	chr11	FALSE	TRUE
Mc5r	chr18	FALSE	TRUE
Josd2	chr7	FALSE	FALSE
Plk1	chr7	FALSE	TRUE
Rpf2	chr10	FALSE	TRUE
Ceacam11	chr7	FALSE	FALSE
Arhgap28	chr17	FALSE	TRUE
Dck	chr5	FALSE	TRUE
Nkx2-3	chr19	FALSE	FALSE
S100z	chr13	FALSE	FALSE
Ppp2r3a	chr9	FALSE	TRUE
Foxd3	chr4	FALSE	FALSE
Rdh8	chr9	FALSE	FALSE
Tmem62	chr2	FALSE	TRUE
Otud5	chrX	FALSE	FALSE
Prr30	chr14	FALSE	FALSE
Gas7	chr11	FALSE	TRUE
Ldhal6b	chr17	FALSE	FALSE
Atp6ap2	chrX	FALSE	FALSE
Uprt	chrX	FALSE	FALSE
Zfp367	chr13	FALSE	TRUE
Ndor1	chr2	FALSE	TRUE
Ccdc90b	chr7	FALSE	TRUE
Gm9376	chr14	FALSE	FALSE
Irf1	chr11	FALSE	FALSE
Cited1	chrX	FALSE	TRUE
Btf3	chr13	FALSE	TRUE
Mafa	chr15	FALSE	FALSE
Mrpl53	chr6	FALSE	TRUE
Samd5	chr10	FALSE	FALSE
Pex5	chr6	FALSE	FALSE
Hdac2	chr10	FALSE	FALSE
Smco3	chr6	FALSE	TRUE
Phlda3	chr1	FALSE	FALSE
Esp36	chr17	FALSE	FALSE
Mettl22	chr16	FALSE	FALSE
Immp1l	chr2	FALSE	TRUE
Ufsp1	chr5	FALSE	TRUE
Lrrc58	chr16	FALSE	FALSE
Slc45a2	chr15	FALSE	FALSE
Cideb	chr14	FALSE	TRUE
Prg2	chr2	FALSE	FALSE
Glud1	chr14	FALSE	TRUE
Srsf5	chr12	FALSE	FALSE
Habp2	chr19	FALSE	TRUE
Zfp41	chr15	FALSE	TRUE
Casq1	chr1	FALSE	TRUE
Susd2	chr10	FALSE	TRUE
Vmn1r218	chr13	FALSE	TRUE
Cuzd1	chr7	FALSE	FALSE
Rnf146	chr10	FALSE	TRUE
Lag3	chr6	FALSE	TRUE
Kif26a	chr12	FALSE	FALSE
Hcls1	chr16	FALSE	TRUE
Tubb2a	chr13	FALSE	TRUE
Zmynd12	chr4	FALSE	TRUE
Fam32a	chr8	FALSE	TRUE
Kcnab3	chr11	FALSE	TRUE
Aldh18a1	chr19	FALSE	TRUE
Fancd2os	chr6	FALSE	FALSE
Tmem139	chr6	FALSE	TRUE
Zbtb21	chr16	FALSE	TRUE
Vmo1	chr11	FALSE	TRUE
Mybl2	chr2	FALSE	FALSE
Pmpcb	chr5	FALSE	TRUE
Ccnj	chr19	FALSE	TRUE
Cotl1	chr8	FALSE	TRUE
Inhbe	chr10	FALSE	TRUE
Bex1	chrX	FALSE	TRUE
Jak2	chr19	FALSE	TRUE
Krt13	chr11	FALSE	FALSE
Rrp9	chr9	FALSE	TRUE
Akr7a5	chr4	FALSE	FALSE
Cbfb	chr8	FALSE	TRUE
Mfsd5	chr15	FALSE	TRUE
Eqtn	chr4	FALSE	FALSE
Gadd45a	chr6	FALSE	TRUE
Klre1	chr6	FALSE	FALSE
Abcg5	chr17	FALSE	FALSE
Uap1l1	chr2	FALSE	FALSE
Dbx1	chr7	FALSE	FALSE
Zfp72	chr13	FALSE	TRUE
Clec2i	chr6	FALSE	FALSE
Surf1	chr2	FALSE	FALSE
Vwa7	chr17	FALSE	TRUE
Lsm2	chr17	FALSE	TRUE
Rps6	chr4	FALSE	TRUE
Rps9	chr7	FALSE	TRUE
Rgs4	chr1	FALSE	TRUE
Syt8	chr7	FALSE	TRUE
Defb25	chr2	FALSE	FALSE
Tcf4	chr18	FALSE	TRUE
Tldc2	chr2	FALSE	TRUE
Usb1	chr8	FALSE	TRUE
Ccdc178	chr18	FALSE	FALSE
Ubxn6	chr17	FALSE	TRUE
Slc13a5	chr11	FALSE	FALSE
Smad7	chr18	FALSE	TRUE
Pou5f2	chr13	FALSE	TRUE
Ly6f	chr15	FALSE	FALSE
Fastkd3	chr13	FALSE	TRUE
Ttc22	chr4	FALSE	TRUE
Vgll2	chr10	FALSE	TRUE
Glra4	chrX	FALSE	FALSE
Gm10406	chr14	FALSE	TRUE
Klhl28	chr12	FALSE	TRUE
Zfp948	chr17	FALSE	FALSE
Chgb	chr2	FALSE	TRUE
Mettl18	chr1	FALSE	TRUE
Nhsl1	chr10	FALSE	TRUE
Purg	chr8	FALSE	TRUE
Piga	chrX	FALSE	TRUE
Neurog3	chr10	FALSE	FALSE
Pdlim2	chr14	FALSE	TRUE
Taf10	chr7	FALSE	TRUE
Fgf8	chr19	FALSE	FALSE
Fibin	chr2	FALSE	FALSE
Orai2	chr5	FALSE	TRUE
Tcl1	chr12	FALSE	FALSE
Klk1b9	chr7	FALSE	FALSE
Qprt	chr7	FALSE	TRUE
Anapc13	chr9	FALSE	TRUE
Cldn12	chr5	FALSE	TRUE
Prl7d1	chr13	FALSE	FALSE
Hal	chr10	FALSE	TRUE
Saraf	chr8	FALSE	TRUE
Atp8b2	chr3	FALSE	TRUE
Asns	chr6	FALSE	TRUE
Ly6k	chr15	FALSE	FALSE
1700012A03Rik	chr6	FALSE	TRUE
Scgb1b20	chr7	FALSE	FALSE
Gclm	chr3	FALSE	TRUE
Fam8a1	chr13	FALSE	TRUE
Ctsc	chr7	FALSE	FALSE
Rrp15	chr1	FALSE	TRUE
Zfp42	chr8	FALSE	FALSE
Rnf126	chr10	FALSE	FALSE
Arhgap17	chr7	FALSE	FALSE
Rhox11	chrX	FALSE	TRUE
Cetn2	chrX	FALSE	TRUE
Krt10	chr11	FALSE	TRUE
Pnkp	chr7	FALSE	FALSE
Clec2h	chr6	FALSE	FALSE
Zfp580	chr7	FALSE	TRUE
Pspn	chr17	FALSE	TRUE
Rab42	chr4	FALSE	TRUE
Kcnv1	chr15	FALSE	FALSE
Rraga	chr4	FALSE	TRUE
Pax6	chr2	FALSE	TRUE
4933436I01Rik	chrX	FALSE	TRUE
Pim2	chrX	FALSE	TRUE
Slc35a5	chr16	FALSE	TRUE
Myod1	chr7	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Phykpl	chr11	FALSE	TRUE
Zfp429	chr13	FALSE	TRUE
Porcn	chrX	FALSE	TRUE
Lrrc59	chr11	FALSE	FALSE
Mlana	chr19	FALSE	FALSE
Naa38	chr11	FALSE	TRUE
Cpt1b	chr15	FALSE	FALSE
Stk35	chr2	FALSE	TRUE
Zfp692	chr11	FALSE	TRUE
Slc10a2	chr8	FALSE	FALSE
Kcnj9	chr1	FALSE	TRUE
Zfp784	chr7	FALSE	TRUE
Impdh2	chr9	FALSE	FALSE
Ttll13	chr7	FALSE	TRUE
Dpep2	chr8	FALSE	TRUE
Zfp786	chr6	FALSE	TRUE
Ppp1ca	chr19	FALSE	TRUE
Tnfaip3	chr10	FALSE	TRUE
Pdf	chr8	FALSE	TRUE
Phyhip	chr14	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
Mpeg1	chr19	FALSE	FALSE
Lamtor5	chr3	FALSE	TRUE
6430571L13Rik	chr9	FALSE	TRUE
Tbrg4	chr11	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
En2	chr5	FALSE	FALSE
Dpp10	chr1	FALSE	TRUE
Dnajb7	chr15	FALSE	FALSE
Serpina3i	chr12	FALSE	FALSE
Lig1	chr7	FALSE	FALSE
Ncf4	chr15	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Galnt4	chr10	FALSE	TRUE
Krtap26-1	chr16	FALSE	FALSE
Nrgn	chr9	FALSE	TRUE
Nkx2-4	chr2	FALSE	FALSE
Mxra8	chr4	FALSE	TRUE
Iqgap3	chr3	FALSE	TRUE
Rnf138rt1	chrX	FALSE	TRUE
Spata2l	chr8	FALSE	TRUE
Coq9	chr8	FALSE	FALSE
Gpx6	chr13	FALSE	TRUE
Ttc5	chr14	FALSE	TRUE
Nebl	chr2	FALSE	TRUE
Kxd1	chr8	FALSE	TRUE
Hif3a	chr7	FALSE	TRUE
Trim59	chr3	FALSE	TRUE
Hoxb3	chr11	FALSE	FALSE
Atpaf2	chr11	FALSE	TRUE
Nfkbil1	chr17	FALSE	FALSE
Fxyd4	chr6	FALSE	TRUE
Ccnt2	chr1	FALSE	FALSE
Itpkc	chr7	FALSE	FALSE
Mlx	chr11	FALSE	TRUE
Ces2g	chr8	FALSE	TRUE
Sephs2	chr7	FALSE	TRUE
Cand2	chr6	FALSE	TRUE
Naa80	chr9	FALSE	TRUE
Usp17lc	chr7	FALSE	FALSE
Tesc	chr5	FALSE	FALSE
Gzmf	chr14	FALSE	TRUE
Insyn2b	chr11	FALSE	TRUE
Zfp931	chr2	FALSE	TRUE
Svbp	chr4	FALSE	TRUE
Gpat2	chr2	FALSE	FALSE
Tdpoz4	chr3	FALSE	FALSE
Sap18b	chr8	FALSE	TRUE
Lrp10	chr14	FALSE	TRUE
Dsel	chr1	FALSE	TRUE
Pebp1	chr5	FALSE	TRUE
Ptges3	chr10	FALSE	TRUE
Aoah	chr13	FALSE	TRUE
H2-Eb1	chr17	FALSE	TRUE
Tgfbr1	chr4	FALSE	TRUE
Ppp1r35	chr5	FALSE	TRUE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	FALSE	TRUE
Spp1	chr5	FALSE	FALSE
Tnfrsf4	chr4	FALSE	FALSE
BC048679	chr7	FALSE	TRUE
2200002D01Rik	chr7	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Fezf1	chr6	FALSE	FALSE
Aunip	chr4	FALSE	TRUE
Tubg2	chr11	FALSE	FALSE
Sf3a3	chr4	FALSE	FALSE
Fam181a	chr12	FALSE	TRUE
Tiam2	chr17	FALSE	TRUE
Retreg2	chr1	FALSE	FALSE
Pgls	chr8	FALSE	TRUE
Gk2	chr5	FALSE	TRUE
Ccnd1	chr7	FALSE	TRUE
Dscaml1	chr9	FALSE	TRUE
Gfi1b	chr2	FALSE	FALSE
Mvp	chr7	FALSE	TRUE
Fxn	chr19	FALSE	TRUE
Il12a	chr3	FALSE	TRUE
Fam241b	chr10	FALSE	FALSE
Pura	chr18	FALSE	FALSE
Pdcd4	chr19	FALSE	TRUE
Pcdhb1	chr18	FALSE	FALSE
Cep63	chr9	FALSE	FALSE
Aloxe3	chr11	FALSE	TRUE
Clpsl2	chr17	FALSE	FALSE
Ttc32	chr12	FALSE	TRUE
Krtap1-5	chr11	FALSE	FALSE
Pelo	chr13	FALSE	TRUE
Zfp24	chr18	FALSE	TRUE
Rhox8	chrX	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE
Gp2	chr7	FALSE	FALSE
Acsbg2	chr17	FALSE	FALSE
Tat	chr8	FALSE	TRUE
Hnrnph3	chr10	FALSE	FALSE
Tmco5	chr2	FALSE	FALSE
Cdkn2aip	chr8	FALSE	TRUE
Krtap20-2	chr16	FALSE	FALSE
Fsip2	chr2	FALSE	FALSE
Cmtm2b	chr8	FALSE	FALSE
Pnrc2	chr4	FALSE	FALSE
Vmn1r234	chr17	FALSE	FALSE
Rassf1	chr9	FALSE	TRUE
Ap3d1	chr10	FALSE	FALSE
Mrps16	chr14	FALSE	TRUE
Nkx2-6	chr14	FALSE	TRUE
Mcm4	chr16	FALSE	TRUE
Gjd4	chr18	FALSE	FALSE
Ibsp	chr5	FALSE	FALSE
Marveld1	chr19	FALSE	TRUE
Man2b2	chr5	FALSE	TRUE
Ovgp1	chr3	FALSE	FALSE
Trim28	chr7	FALSE	TRUE
Cdk14	chr5	FALSE	TRUE
Fga	chr3	FALSE	FALSE
Hoxd13	chr2	FALSE	FALSE
Slc6a3	chr13	FALSE	FALSE
Rarb	chr14	FALSE	TRUE
Clcf1	chr19	FALSE	FALSE
Pgam2	chr11	FALSE	FALSE
Tle5	chr10	FALSE	FALSE
Spred3	chr7	FALSE	TRUE
Dnph1	chr17	FALSE	TRUE
2200002J24Rik	chr7	FALSE	FALSE
BC048507	chr13	FALSE	TRUE
Olfml1	chr7	FALSE	FALSE
Nat1	chr8	FALSE	TRUE
Eogt	chr6	FALSE	TRUE
Tdp2	chr13	FALSE	TRUE
Zfp280b	chr10	FALSE	FALSE
Zfp868	chr8	FALSE	TRUE
Gna11	chr10	FALSE	FALSE
Psg16	chr7	FALSE	TRUE
Smim7	chr8	FALSE	TRUE
Gstm7	chr3	FALSE	TRUE
Calcr	chr6	FALSE	FALSE
Riox2	chr16	FALSE	TRUE
Serbp1	chr6	FALSE	TRUE
Rnpc3	chr3	FALSE	TRUE
4930503E14Rik	chr14	FALSE	FALSE
Robo4	chr9	FALSE	TRUE
Usp27x	chrX	FALSE	TRUE
Lbx1	chr19	FALSE	FALSE
Ly6d	chr15	FALSE	TRUE
Kdf1	chr4	FALSE	FALSE
Trim65	chr11	FALSE	TRUE
Dus1l	chr11	FALSE	FALSE
Acot10	chr15	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Coq8b	chr7	FALSE	TRUE
Klhdc7b	chr15	FALSE	FALSE
Mrpl32	chr13	FALSE	TRUE
Lrriq4	chr3	FALSE	FALSE
Sox15	chr11	FALSE	FALSE
Smc4	chr3	FALSE	TRUE
Tor1aip2	chr1	FALSE	TRUE
Dhx36	chr3	FALSE	FALSE
Tbc1d10c	chr19	FALSE	FALSE
Scgb1b12	chr7	FALSE	TRUE
Rpf1	chr3	FALSE	TRUE
Tfap4	chr16	FALSE	TRUE
Pde6h	chr6	FALSE	FALSE
Nap1l1	chr10	FALSE	TRUE
Ctso	chr3	FALSE	TRUE
Spdya	chr17	FALSE	TRUE
Gng13	chr17	FALSE	FALSE
Dkc1	chrX	FALSE	TRUE
Cox6c	chr15	FALSE	FALSE
Tsga8	chrX	FALSE	FALSE
Myoc	chr1	FALSE	TRUE
Krt15	chr11	FALSE	FALSE
Prkar1a	chr11	FALSE	FALSE
Dsg4	chr18	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Kcnb2	chr1	FALSE	TRUE
Csn1s2b	chr5	FALSE	FALSE
Dlst	chr12	FALSE	FALSE
Mgat4f	chr1	FALSE	FALSE
Golga5	chr12	FALSE	FALSE
Cbx1	chr11	FALSE	FALSE
Cxcr1	chr1	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Nop16	chr13	FALSE	TRUE
Tmem247	chr17	FALSE	FALSE
Csdc2	chr15	FALSE	TRUE
Pdss1	chr2	FALSE	FALSE
Cd38	chr5	FALSE	TRUE
Mfsd2b	chr12	FALSE	FALSE
Plxnb1	chr9	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Prps1l1	chr12	FALSE	FALSE
Cdkn1b	chr6	FALSE	TRUE
Dusp4	chr8	FALSE	TRUE
Nuggc	chr14	FALSE	FALSE
Taf1a	chr1	FALSE	FALSE
Pars2	chr4	FALSE	TRUE
Klk6	chr7	FALSE	FALSE
Zswim2	chr2	FALSE	FALSE
AI854703	chr6	FALSE	TRUE
Tbx15	chr3	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Dyrk1b	chr7	FALSE	FALSE
Prr23a1	chr9	FALSE	FALSE
Gucy2e	chr11	FALSE	TRUE
Bod1	chr11	FALSE	TRUE
Prss8	chr7	FALSE	FALSE
Msl3	chrX	FALSE	TRUE
Wnt9b	chr11	FALSE	TRUE
Mcoln1	chr8	FALSE	TRUE
Hopx	chr5	FALSE	TRUE
Msh6	chr17	FALSE	FALSE
Ppan	chr9	FALSE	TRUE
Jsrp1	chr10	FALSE	TRUE
Nfe2l1	chr11	FALSE	TRUE
Gm1527	chr3	FALSE	FALSE
Zkscan6	chr11	FALSE	TRUE
Ptgfr	chr3	FALSE	FALSE
Gm4871	chr5	FALSE	FALSE
Agbl5	chr5	FALSE	TRUE
Rfc2	chr5	FALSE	FALSE
Msh4	chr3	FALSE	TRUE
AU022252	chr4	FALSE	FALSE
Madcam1	chr10	FALSE	TRUE
Abhd10	chr16	FALSE	TRUE
Mzf1	chr7	FALSE	TRUE
Actrt3	chr3	FALSE	TRUE
Tuba3a	chr6	FALSE	TRUE
Ccdc69	chr11	FALSE	TRUE
Xkr9	chr1	FALSE	TRUE
Sharpin	chr15	FALSE	TRUE
Ppm1k	chr6	FALSE	TRUE
Nagk	chr6	FALSE	TRUE
1700020L24Rik	chr11	FALSE	TRUE
Agpat2	chr2	FALSE	FALSE
Scd4	chr19	FALSE	TRUE
Nfatc2ip	chr7	FALSE	TRUE
Midn	chr10	FALSE	TRUE
Msto1	chr3	FALSE	FALSE
Clec9a	chr6	FALSE	FALSE
Mak16	chr8	FALSE	TRUE
Paqr6	chr3	FALSE	FALSE
Hnrnpdl	chr5	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Med17	chr9	FALSE	FALSE
Tmem115	chr9	FALSE	FALSE
Cklf	chr8	FALSE	TRUE
Nr2f2	chr7	FALSE	TRUE
Rbm12b2	chr4	FALSE	TRUE
Ubfd1	chr7	FALSE	FALSE
Thra	chr11	FALSE	FALSE
Tsku	chr7	FALSE	TRUE
Arfrp1	chr2	FALSE	TRUE
Rad21l	chr2	FALSE	TRUE
Enpp5	chr17	FALSE	FALSE
Map6d1	chr16	FALSE	TRUE
Senp2	chr16	FALSE	FALSE
Trim46	chr3	FALSE	FALSE
Mafb	chr2	FALSE	TRUE
Sprr1b	chr3	FALSE	FALSE
Mfap5	chr6	FALSE	FALSE
Avpr1a	chr10	FALSE	FALSE
Rnase1	chr14	FALSE	FALSE
Leap2	chr11	FALSE	TRUE
Gm15056	chr8	FALSE	FALSE
Abraxas1	chr5	FALSE	TRUE
Vash1	chr12	FALSE	TRUE
Reps2	chrX	FALSE	TRUE
Eid2	chr7	FALSE	TRUE
Wrn	chr8	FALSE	FALSE
Cfap126	chr1	FALSE	TRUE
Trim17	chr11	FALSE	TRUE
Snx21	chr2	FALSE	FALSE
Hoxa7	chr6	FALSE	FALSE
Tfb2m	chr1	FALSE	TRUE
Gm13889	chr2	FALSE	TRUE
Rpa1	chr11	FALSE	FALSE
Mettl23	chr11	FALSE	FALSE
Ldlr	chr9	FALSE	TRUE
Slc40a1	chr1	FALSE	TRUE
Gpr101	chrX	FALSE	FALSE
Tmie	chr9	FALSE	TRUE
C1qtnf6	chr15	FALSE	TRUE
Gm815	chr19	FALSE	TRUE
Cryab	chr9	FALSE	TRUE
Rps6kb2	chr19	FALSE	FALSE
Pold4	chr19	FALSE	TRUE
Ubl5	chr9	FALSE	TRUE
Wdr45b	chr11	FALSE	FALSE
Tmem200c	chr17	FALSE	TRUE
Asphd1	chr7	FALSE	FALSE
Fadd	chr7	FALSE	TRUE
Fam47e	chr5	FALSE	FALSE
