gene_name	feature_type	chr	strand	n_intervals	total_bases	n_enhancer_intervals	ctrl_coverage	ctrl_methylated	mut_coverage	mut_methylated	mch_ctrl	mch_mut	delta_mch	has_enhancer
Thoc6	Exon	chr17	-	8	2026	0	54921	970	89940	1530	0.0176617323064037	0.0170113408939293	-0.000650391412474458	FALSE
Thoc6	SpliceSite_Donor	chr17	-	7	147	0	3927	54	6973	124	0.0137509549274255	0.017782876810555	0.00403192188312948	FALSE
Thoc6	SpliceSite_Acceptor	chr17	-	7	147	0	3321	57	5561	83	0.017163504968383	0.0149253731343284	-0.00223813183405466	FALSE
Thoc6	Intron	chr17	-	7	3243	0	82191	1469	145057	2591	0.017873003126863	0.0178619439254914	-1.10592013716805e-05	FALSE
Thoc6	3UTR	chr17	-	1	191	0	6111	72	9440	116	0.0117820324005891	0.0122881355932203	0.000506103192631238	FALSE
Thoc7	5UTR	chr14	-	2	126	0	1315	27	2854	39	0.020532319391635	0.0136650315346882	-0.00686728785694682	FALSE
Thoc7	Exon	chr14	-	9	6561	0	169167	2297	266242	3758	0.013578298367885	0.0141149781026284	0.000536679734743447	FALSE
Thoc7	SpliceSite_Donor	chr14	-	8	168	0	3015	86	4769	228	0.0285240464344942	0.047808764940239	0.0192847185057448	FALSE
Thoc7	SpliceSite_Acceptor	chr14	-	8	168	0	4264	63	7065	68	0.0147748592870544	0.00962491153573956	-0.00514994775131485	FALSE
Thoc7	Intron	chr14	-	8	6280	0	165033	2829	259293	4101	0.0171420261402265	0.0158160845067163	-0.00132594163351016	FALSE
Thoc7	3UTR	chr14	-	7	1759	0	47798	733	73883	932	0.0153353696807398	0.0126145392038764	-0.00272083047686338	FALSE
Thop1	5UTR	chr10	+	1	228	0	3878	94	8561	229	0.0242392986075297	0.0267492115407079	0.00250991293317821	FALSE
Thop1	Exon	chr10	+	13	5059	0	160761	2823	282075	5273	0.0175602291600575	0.0186936098555349	0.0011333806954774	FALSE
Thop1	SpliceSite_Donor	chr10	+	12	252	0	7787	214	14078	413	0.0274817002696802	0.0293365534877113	0.00185485321803109	FALSE
Thop1	SpliceSite_Acceptor	chr10	+	12	252	0	8312	118	14713	224	0.0141963426371511	0.0152246312784612	0.00102828864131012	FALSE
Thop1	Intron	chr10	+	12	7466	0	240853	4103	420549	7431	0.0170352870838229	0.0176697602419694	0.000634473158146513	FALSE
Thop1	3UTR	chr10	+	1	543	0	15989	220	30788	567	0.0137594596284946	0.0184162660776926	0.00465680644919802	FALSE
Thpo	5UTR	chr16	-	3	516	0	13171	252	19893	501	0.0191329435881862	0.0251847383501734	0.00605179476198726	FALSE
Thpo	Exon	chr16	-	7	2628	0	64942	1287	107226	1904	0.0198176834714053	0.0177568873221047	-0.00206079614930054	FALSE
Thpo	SpliceSite_Donor	chr16	-	6	126	0	2963	69	4666	125	0.0232872089098886	0.0267895413630519	0.00350233245316324	FALSE
Thpo	SpliceSite_Acceptor	chr16	-	6	126	0	2924	67	5180	91	0.0229138166894665	0.0175675675675676	-0.00534624912189892	FALSE
Thpo	Intron	chr16	-	6	7430	1	153323	2546	257850	4868	0.01660546689016	0.0188791933294551	0.00227372643929512	TRUE
Thpo	3UTR	chr16	-	1	957	0	23819	549	39392	453	0.0230488265670263	0.0114997969130788	-0.0115490296539475	FALSE
Thra	5UTR	chr11	+	3	537	0	9317	177	14547	380	0.0189975313942256	0.0261222245136454	0.00712469311941982	FALSE
Thra	Exon	chr11	+	17	4614	0	113219	2191	199966	3721	0.0193518755685883	0.0186081633877759	-0.00074371218081239	FALSE
Thra	SpliceSite_Donor	chr11	+	16	336	0	7325	128	12797	255	0.0174744027303754	0.0199265452840509	0.00245214255367552	FALSE
Thra	SpliceSite_Acceptor	chr11	+	16	336	0	6443	165	11975	245	0.0256091882663356	0.0204592901878914	-0.00514989807844412	FALSE
Thra	Intron	chr11	+	16	23755	0	541182	9005	940303	16282	0.016639503900721	0.0173156950472348	0.000676191146513759	FALSE
Thra	3UTR	chr11	+	2	1070	0	22534	700	40730	934	0.0310641696991213	0.0229315001227596	-0.00813266957636169	FALSE
Thrap3	5UTR	chr4	-	6	1163	0	23883	324	39782	617	0.0135661349076749	0.0155095269217234	0.00194339201404848	FALSE
Thrap3	Exon	chr4	-	15	9234	0	214146	2978	355120	4841	0.0139064003063331	0.0136320117143501	-0.000274388591982984	FALSE
Thrap3	SpliceSite_Donor	chr4	-	14	294	0	7889	84	12905	162	0.0106477373558119	0.0125532739248353	0.00190553656902345	FALSE
Thrap3	SpliceSite_Acceptor	chr4	-	14	294	0	7278	89	12218	124	0.0122286342401759	0.0101489605500082	-0.00207967369016769	FALSE
Thrap3	Intron	chr4	-	14	29445	0	782407	10084	1289575	17045	0.0128884327466395	0.0132175329081286	0.000329100161489111	FALSE
Thrap3	3UTR	chr4	-	7	2732	0	56968	1016	97234	1321	0.0178345737958152	0.0135857827508896	-0.00424879104492559	FALSE
Thrb	5UTR	chr14	+	8	1029	0	28771	581	46110	925	0.0201939452921344	0.0200607243548037	-0.000133220937330709	FALSE
Thrb	Exon	chr14	+	14	7403	0	202581	3585	329448	5282	0.0176966250536822	0.0160328792404264	-0.00166374581325582	FALSE
Thrb	SpliceSite_Donor	chr14	+	13	273	0	7026	116	11332	190	0.0165101053230857	0.0167666784327568	0.000256573109671115	FALSE
Thrb	SpliceSite_Acceptor	chr14	+	13	273	0	7782	140	12396	175	0.0179902338730403	0.0141174572442723	-0.003872776628768	FALSE
Thrb	Intron	chr14	+	13	370427	3	10167208	274867	15985755	459590	0.0270346588758684	0.0287499714589646	0.00171531258309618	TRUE
Thrb	3UTR	chr14	+	1	4427	0	112204	1532	181855	2530	0.0136537021853053	0.0139121827829864	0.000258480597681108	FALSE
Thrsp	5UTR	chr7	-	1	227	0	6386	65	11314	165	0.0101785155026621	0.0145837016086265	0.00440518610596441	FALSE
Thrsp	Exon	chr7	-	2	2189	0	63603	753	103432	1316	0.0118390641950851	0.0127233351380617	0.000884270942976585	FALSE
Thrsp	SpliceSite_Donor	chr7	-	1	21	0	510	1	948	11	0.00196078431372549	0.0116033755274262	0.00964259121370067	FALSE
Thrsp	SpliceSite_Acceptor	chr7	-	1	21	0	439	6	750	9	0.0136674259681093	0.012	-0.00166742596810934	FALSE
Thrsp	Intron	chr7	-	1	2604	0	71824	872	123446	2068	0.0121407885943417	0.0167522641478865	0.0046114755535448	FALSE
Thrsp	3UTR	chr7	-	2	600	0	23096	206	36179	365	0.00891929338413578	0.0100887255037453	0.00116943211960949	FALSE
Thsd1	5UTR	chr8	+	3	327	0	8643	151	14084	150	0.0174707856068495	0.0106503834138029	-0.00682040219304657	FALSE
Thsd1	Exon	chr8	+	5	4422	0	133264	1773	220184	2847	0.0133044182975147	0.0129300948297787	-0.000374323467735978	FALSE
Thsd1	SpliceSite_Donor	chr8	+	4	84	0	2384	48	3959	86	0.0201342281879195	0.0217226572366759	0.00158842904875647	FALSE
Thsd1	SpliceSite_Acceptor	chr8	+	4	84	0	2301	20	3555	35	0.00869187309865276	0.00984528832630099	0.00115341522764823	FALSE
Thsd1	Intron	chr8	+	4	29600	0	800684	11019	1270356	17097	0.013761983504104	0.0134584321245383	-0.000303551379565673	FALSE
Thsd1	3UTR	chr8	+	1	1667	0	45623	493	76202	1073	0.0108059531376718	0.0140809952494685	0.00327504211179673	FALSE
Thsd4	5UTR	chr9	-	4	617	0	15277	335	23518	398	0.021928389081626	0.0169232077557615	-0.00500518132586443	FALSE
Thsd4	Exon	chr9	-	22	13986	0	421137	8517	679618	13009	0.0202238226515362	0.0191416354481488	-0.00108218720338739	FALSE
Thsd4	SpliceSite_Donor	chr9	-	21	441	0	14779	295	23380	406	0.0199607551255159	0.0173652694610778	-0.00259548566443809	FALSE
Thsd4	SpliceSite_Acceptor	chr9	-	21	441	0	13096	270	20772	387	0.0206169822846671	0.018630849220104	-0.00198613306456309	FALSE
Thsd4	Intron	chr9	-	21	541130	2	15621096	449547	24662541	738456	0.0287781984055408	0.0299424134763729	0.00116421507083212	TRUE
Thsd4	3UTR	chr9	-	1	5468	0	154027	3489	248462	5344	0.0226518727236134	0.0215083191795929	-0.00114355354402054	FALSE
Thsd7a	5UTR	chr6	-	1	457	0	9803	344	15841	280	0.0350912985820667	0.0176756517896597	-0.017415646792407	FALSE
Thsd7a	Exon	chr6	-	31	13737	0	402827	6872	635453	10330	0.0170594324610813	0.0162561196500764	-0.000803312811004906	FALSE
Thsd7a	SpliceSite_Donor	chr6	-	30	630	0	21008	385	33327	621	0.0183263518659558	0.0186335403726708	0.000307188506714982	FALSE
Thsd7a	SpliceSite_Acceptor	chr6	-	30	630	0	21862	546	34001	826	0.0249748421919312	0.0242934031352019	-0.000681439056729297	FALSE
Thsd7a	Intron	chr6	-	30	424064	1	9979038	179836	15678619	312293	0.018021376409229	0.019918399700892	0.001897023291663	TRUE
Thsd7a	3UTR	chr6	-	1	5760	0	137337	2448	214866	3784	0.0178247668144783	0.0176109761432707	-0.000213790671207564	FALSE
Thsd7b	5UTR	chr1	+	4	637	0	13810	415	20904	688	0.0300506879073135	0.0329123612705702	0.00286167336325669	FALSE
Thsd7b	Exon	chr1	+	32	12171	0	368293	5576	581339	11414	0.0151401194157912	0.0196339829256252	0.00449386350983392	FALSE
Thsd7b	SpliceSite_Donor	chr1	+	31	651	0	22551	318	35491	696	0.0141013702274844	0.0196106055056211	0.00550923527813677	FALSE
Thsd7b	SpliceSite_Acceptor	chr1	+	31	651	0	19454	245	29956	485	0.0125938110414311	0.0161904126051542	0.00359660156372316	FALSE
Thsd7b	Intron	chr1	+	31	933806	4	23366634	423027	36820958	831107	0.0181038912151404	0.0225715745907535	0.00446768337561309	TRUE
Thsd7b	3UTR	chr1	+	2	1503	0	43979	722	67018	1038	0.0164169262602606	0.015488376257125	-0.000928550003135627	FALSE
Thtpa	5UTR	chr14	+	1	676	0	16014	268	31905	566	0.0167353565630074	0.0177401661181633	0.00100480955515593	FALSE
Thtpa	Exon	chr14	+	2	2830	0	77714	993	141663	2236	0.0127776205059577	0.0157839379372172	0.00300631743125945	FALSE
Thtpa	SpliceSite_Donor	chr14	+	1	21	0	487	1	923	3	0.00205338809034908	0.00325027085590466	0.00119688276555558	FALSE
Thtpa	SpliceSite_Acceptor	chr14	+	1	21	0	509	3	937	39	0.00589390962671906	0.0416221985058698	0.0357282888791507	FALSE
Thtpa	Intron	chr14	+	1	1373	0	37997	403	60754	1458	0.010606100481617	0.0239984198571287	0.0133923193755118	FALSE
Thtpa	3UTR	chr14	+	1	1482	0	41413	549	70606	1109	0.0132567068311883	0.0157068804350905	0.00245017360390223	FALSE
Thumpd1	5UTR	chr7	-	1	57	0	1323	7	2068	31	0.00529100529100529	0.0149903288201161	0.00969932352911076	FALSE
Thumpd1	Exon	chr7	-	4	3004	0	85284	1055	137577	2157	0.0123704329065241	0.0156784927713208	0.0033080598647967	FALSE
Thumpd1	SpliceSite_Donor	chr7	-	3	63	0	1688	14	2663	32	0.00829383886255924	0.0120165227187383	0.00372268385617902	FALSE
Thumpd1	SpliceSite_Acceptor	chr7	-	3	63	0	1261	21	1955	27	0.0166534496431404	0.0138107416879795	-0.00284270795516083	FALSE
Thumpd1	Intron	chr7	-	3	2702	0	78616	841	126796	1504	0.0106975679251043	0.0118615729202814	0.00116400499517709	FALSE
Thumpd1	3UTR	chr7	-	1	1582	0	45803	556	73984	1204	0.0121389428640045	0.0162737889273356	0.0041348460633311	FALSE
Thumpd2	5UTR	chr17	-	1	22	0	333	22	643	40	0.0660660660660661	0.0622083981337481	-0.003857667932318	FALSE
Thumpd2	Exon	chr17	-	11	2239	0	70443	902	110220	1240	0.0128046789602941	0.0112502268190891	-0.00155445214120505	FALSE
Thumpd2	SpliceSite_Donor	chr17	-	10	210	0	5759	102	9222	127	0.0177114082305956	0.0137714161787031	-0.00393999205189249	FALSE
Thumpd2	SpliceSite_Acceptor	chr17	-	10	210	0	6207	101	10198	89	0.0162719510230385	0.00872720141204158	-0.00754474961099693	FALSE
Thumpd2	Intron	chr17	-	10	36512	0	1040918	15244	1643089	25613	0.01464476548585	0.015588321752504	0.000943556266653984	FALSE
Thumpd2	3UTR	chr17	-	2	699	0	21425	239	34391	417	0.0111551925320887	0.0121252653310459	0.000970072798957231	FALSE
Thumpd3	5UTR	chr6	+	3	809	0	20455	336	33699	421	0.0164263016377414	0.012492952313125	-0.00393334932461637	FALSE
Thumpd3	Exon	chr6	+	12	6554	0	181662	2403	306883	3565	0.0132278627340886	0.0116168051016185	-0.00161105763247005	FALSE
Thumpd3	SpliceSite_Donor	chr6	+	11	231	0	5093	67	8292	122	0.0131553112114667	0.0147129763627593	0.00155766515129257	FALSE
Thumpd3	SpliceSite_Acceptor	chr6	+	11	231	0	7055	105	12207	158	0.0148830616583983	0.0129433931350864	-0.00193966852331187	FALSE
Thumpd3	Intron	chr6	+	11	15495	0	435078	5402	709998	9154	0.0124161644578673	0.012892994064772	0.000476829606904689	FALSE
Thumpd3	3UTR	chr6	+	1	450	0	14114	294	21443	247	0.0208303811818053	0.0115189106001959	-0.00931147058160943	FALSE
Thy1	5UTR	chr9	+	3	477	0	10082	252	16325	472	0.0249950406665344	0.0289127105666156	0.0039176699000812	FALSE
Thy1	Exon	chr9	+	5	2995	0	67320	2157	110508	2833	0.0320409982174688	0.025636153038694	-0.00640484517877478	FALSE
Thy1	SpliceSite_Donor	chr9	+	4	84	0	1251	62	2178	69	0.0495603517186251	0.0316804407713499	-0.0178799109472752	FALSE
Thy1	SpliceSite_Acceptor	chr9	+	4	84	0	2344	40	3965	78	0.0170648464163823	0.019672131147541	0.00260728473115873	FALSE
Thy1	Intron	chr9	+	4	2201	0	46982	1564	84068	2295	0.0332893448554766	0.0272993291145263	-0.00599001574095023	FALSE
Thy1	3UTR	chr9	+	2	1436	0	28269	707	48631	774	0.0250097279705685	0.0159157738890831	-0.00909395408148537	FALSE
Thyn1	5UTR	chr9	+	1	304	0	4882	52	8733	165	0.0106513723883654	0.0188938509103401	0.00824247852197466	FALSE
Thyn1	Exon	chr9	+	6	2813	0	75363	1178	122235	1606	0.015631012565848	0.0131386264163292	-0.00249238614951876	FALSE
Thyn1	SpliceSite_Donor	chr9	+	5	105	0	2191	43	3739	57	0.0196257416704701	0.0152447178389944	-0.00438102383147572	FALSE
Thyn1	SpliceSite_Acceptor	chr9	+	5	105	0	2042	45	3268	51	0.0220372184133203	0.0156058751529988	-0.0064313432603215	FALSE
Thyn1	Intron	chr9	+	5	4814	0	132323	1743	211394	3104	0.013172313203298	0.0146834820288182	0.00151116882552023	FALSE
Thyn1	3UTR	chr9	+	1	161	0	3471	54	7303	62	0.0155574762316335	0.00848966178282897	-0.00706781444880456	FALSE
Tia1	5UTR	chr6	+	1	278	0	6208	172	10487	410	0.0277061855670103	0.0390960236483265	0.0113898380813162	FALSE
Tia1	Exon	chr6	+	10	15750	0	421956	5247	704415	9454	0.0124349458237352	0.0134210657070051	0.000986119883269927	FALSE
Tia1	SpliceSite_Donor	chr6	+	9	189	0	6262	76	9469	137	0.0121366975407218	0.014468264864294	0.0023315673235722	FALSE
Tia1	SpliceSite_Acceptor	chr6	+	9	189	0	4307	54	7418	103	0.0125377292779197	0.0138851442437315	0.0013474149658118	FALSE
Tia1	Intron	chr6	+	9	13437	0	340311	5581	570534	8775	0.0163997049757428	0.0153803279033327	-0.00101937707241011	FALSE
Tia1	3UTR	chr6	+	12	4192	0	116355	1341	186388	2277	0.0115250741265953	0.0122164517028993	0.000691377576303996	FALSE
Tial1	5UTR	chr7	-	6	903	0	18802	200	29590	407	0.0106371662589086	0.0137546468401487	0.00311748058124007	FALSE
Tial1	Exon	chr7	-	10	6903	0	159431	1869	247202	3450	0.0117229397043235	0.0139561977653902	0.00223325806106675	FALSE
Tial1	SpliceSite_Donor	chr7	-	9	189	0	5586	88	8212	121	0.0157536698890082	0.0147345348270823	-0.00101913506192592	FALSE
Tial1	SpliceSite_Acceptor	chr7	-	9	189	0	5536	72	8224	153	0.0130057803468208	0.0186040856031128	0.00559830525629203	FALSE
Tial1	Intron	chr7	-	9	15038	0	371487	5106	588800	8014	0.0137447609203014	0.0136107336956522	-0.000134027224649209	FALSE
Tial1	3UTR	chr7	-	9	3900	0	95603	1182	150195	2110	0.0123636287564198	0.0140484037418023	0.00168477498538255	FALSE
Tiam1	5UTR	chr16	-	8	1064	0	27428	547	43625	741	0.0199431238150795	0.0169856733524355	-0.00295745046264395	FALSE
Tiam1	Exon	chr16	-	37	10048	4	269680	3666	438575	6860	0.0135938890536933	0.0156415664367554	0.00204767738306214	TRUE
Tiam1	SpliceSite_Donor	chr16	-	36	756	3	21207	414	35233	722	0.0195218559909464	0.0204921522436352	0.000970296252688845	TRUE
Tiam1	SpliceSite_Acceptor	chr16	-	36	756	4	20992	256	35545	447	0.0121951219512195	0.0125756083837389	0.00038048643251941	TRUE
Tiam1	Intron	chr16	-	36	346611	15	9521280	217646	15573207	369259	0.0228589013241917	0.0237111726569871	0.000852271332795387	TRUE
Tiam1	3UTR	chr16	-	2	3281	0	81536	778	130048	1976	0.00954179748822606	0.0151943897637795	0.00565259227555347	FALSE
Tiam2	5UTR	chr17	+	5	860	1	21193	480	36551	814	0.0226489878733544	0.0222702525238708	-0.000378735349483652	TRUE
Tiam2	Exon	chr17	+	32	12741	1	377527	8777	613296	14701	0.0232486683071674	0.0239704808118755	0.000721812504708073	TRUE
Tiam2	SpliceSite_Donor	chr17	+	31	651	1	18551	485	29757	817	0.0261441431728748	0.0274557247034311	0.00131158153055635	TRUE
Tiam2	SpliceSite_Acceptor	chr17	+	31	651	1	19334	400	31956	678	0.0206889417606289	0.0212166729252723	0.000527731164643306	TRUE
Tiam2	Intron	chr17	+	31	192031	3	5430454	147925	8683823	257599	0.0272398955962061	0.029664238895703	0.00242434329949683	TRUE
Tiam2	3UTR	chr17	+	3	3073	0	87428	1883	146536	2969	0.0215377224687743	0.0202612327346181	-0.00127648973415619	FALSE
Ticam1	5UTR	chr17	-	2	217	0	5457	46	9037	152	0.00842954004031519	0.0168197410645126	0.00839020102419737	FALSE
Ticam1	Exon	chr17	-	2	2992	0	87569	1458	157441	3246	0.0166497276433441	0.0206172470957375	0.00396751945239334	FALSE
Ticam1	SpliceSite_Donor	chr17	-	1	21	0	180	8	367	10	0.0444444444444444	0.0272479564032698	-0.0171964880411747	FALSE
Ticam1	SpliceSite_Acceptor	chr17	-	1	21	0	939	3	1488	23	0.00319488817891374	0.0154569892473118	0.0122621010683981	FALSE
Ticam1	Intron	chr17	-	1	4476	0	117620	2382	202055	3787	0.0202516578813127	0.0187424216178763	-0.00150923626343638	FALSE
Ticam1	3UTR	chr17	-	1	579	0	16092	332	30496	598	0.0206313696246582	0.019609129066107	-0.00102224055855119	FALSE
Ticam2	5UTR	chr18	-	3	476	0	12719	161	21005	272	0.0126582278481013	0.0129492977862414	0.000291069938140105	FALSE
Ticam2	Exon	chr18	-	3	5792	0	170703	3406	270244	5253	0.0199527834894524	0.019437989372567	-0.000514794116885427	FALSE
Ticam2	SpliceSite_Donor	chr18	-	1	21	0	564	1	1143	20	0.00177304964539007	0.0174978127734033	0.0157247631280133	FALSE
Ticam2	SpliceSite_Acceptor	chr18	-	2	42	0	1073	15	1487	17	0.0139794967381174	0.0114324142568931	-0.00254708248122435	FALSE
Ticam2	Intron	chr18	-	2	11451	0	314847	8391	499564	12687	0.0266510400289665	0.0253961454388227	-0.0012548945901438	FALSE
Ticam2	3UTR	chr18	-	1	3032	0	87684	1714	139019	2666	0.0195474659002783	0.0191772347664708	-0.000370231133807502	FALSE
Ticrr	5UTR	chr7	+	1	144	0	3801	70	5585	57	0.0184162062615101	0.0102059086839749	-0.0082102975775352	FALSE
Ticrr	Exon	chr7	+	21	10007	0	275638	4114	444457	6623	0.0149253731343284	0.0149013290374547	-2.40440968736662e-05	FALSE
Ticrr	SpliceSite_Donor	chr7	+	20	420	0	10531	152	16684	223	0.0144335770582091	0.013366099256773	-0.00106747780143614	FALSE
Ticrr	SpliceSite_Acceptor	chr7	+	20	420	0	11310	130	18639	256	0.0114942528735632	0.0137346424164387	0.00224038954287543	FALSE
Ticrr	Intron	chr7	+	20	27946	0	761700	12879	1217070	21448	0.0169082315872391	0.0176226511211352	0.000714419533896116	FALSE
Ticrr	3UTR	chr7	+	20	5807	0	171830	2329	274989	3923	0.0135540941628354	0.014266025186462	0.000711931023626643	FALSE
Tie1	5UTR	chr4	-	1	356	0	6491	205	11269	349	0.0315821907256201	0.0309699174727128	-0.000612273252907337	FALSE
Tie1	Exon	chr4	-	22	4917	0	141544	2979	218219	4422	0.0210464590516023	0.0202640466687135	-0.00078241238288879	FALSE
Tie1	SpliceSite_Donor	chr4	-	21	441	0	13455	233	20978	347	0.0173169825343738	0.016541138335399	-0.000775844198974848	FALSE
Tie1	SpliceSite_Acceptor	chr4	-	21	441	0	13445	249	21001	317	0.0185198958720714	0.0150945193086044	-0.00342537656346705	FALSE
Tie1	Intron	chr4	-	21	13954	0	367576	6156	586503	9642	0.0167475569678107	0.0164398136070915	-0.000307743360719214	FALSE
Tie1	3UTR	chr4	-	11	2243	0	61271	985	95000	1521	0.0160761208402017	0.0160105263157895	-6.55945244122519e-05	FALSE
Tifa	5UTR	chr3	+	4	1201	0	20005	329	32302	494	0.016445888527868	0.0152931707015046	-0.00115271782636348	FALSE
Tifa	Exon	chr3	+	6	3199	0	82754	819	129944	1951	0.00989680257147691	0.0150141599458228	0.00511735737434591	FALSE
Tifa	SpliceSite_Donor	chr3	+	5	105	0	2113	30	3264	43	0.0141978230004733	0.0131740196078431	-0.00102380339263012	FALSE
Tifa	SpliceSite_Acceptor	chr3	+	5	105	0	3010	28	4297	76	0.00930232558139535	0.0176867582033977	0.00838443262200237	FALSE
Tifa	Intron	chr3	+	5	39161	0	1056336	15714	1665580	25417	0.0148759485618212	0.0152601496175506	0.000384201055729404	FALSE
Tifa	3UTR	chr3	+	1	1256	0	35832	327	55689	918	0.009125920964501	0.0164844044604859	0.00735848349598491	FALSE
Tifab	5UTR	chr13	-	3	572	0	14690	248	26477	396	0.0168822328114364	0.0149563772330702	-0.00192585557836614	FALSE
Tifab	Exon	chr13	-	3	3497	0	85035	1606	137829	2444	0.0188863409184453	0.0177321173337977	-0.00115422358464767	FALSE
Tifab	SpliceSite_Donor	chr13	-	2	42	0	908	7	1627	20	0.00770925110132159	0.0122925629993854	0.00458331189806379	FALSE
Tifab	SpliceSite_Acceptor	chr13	-	2	42	0	1288	21	2145	16	0.016304347826087	0.00745920745920746	-0.0088451403668795	FALSE
Tifab	Intron	chr13	-	2	1685	0	43967	669	74513	1150	0.0152159574226124	0.015433548508314	0.00021759108570157	FALSE
Tifab	3UTR	chr13	-	1	2484	0	57595	957	91117	1620	0.0166160256966751	0.0177793386525017	0.00116331295582667	FALSE
Tigar	5UTR	chr6	-	1	90	0	1777	32	3351	76	0.0180078784468205	0.0226797970754999	0.00467191862867937	FALSE
Tigar	Exon	chr6	-	6	3658	0	94226	1462	158290	2510	0.0155158873347059	0.0158569713816413	0.000341084046935372	FALSE
Tigar	SpliceSite_Donor	chr6	-	5	105	0	3089	20	5405	69	0.00647458724506313	0.0127659574468085	0.00629137020174538	FALSE
Tigar	SpliceSite_Acceptor	chr6	-	5	105	0	2672	21	4603	59	0.00785928143712575	0.0128177275689768	0.00495844613185101	FALSE
Tigar	Intron	chr6	-	5	20784	1	419191	7037	690602	12694	0.0167870970512249	0.0183810646363607	0.00159396758513588	TRUE
Tigar	3UTR	chr6	-	5	3379	0	87539	1396	146066	2320	0.0159471778293104	0.0158832308682376	-6.39469610727167e-05	FALSE
Tigd2	5UTR	chr6	+	2	1123	0	28905	529	42084	763	0.0183013319494897	0.0181304058549568	-0.000170926094532953	FALSE
Tigd2	Exon	chr6	+	2	3007	0	88051	1520	133275	2999	0.0172627227402301	0.0225023447758394	0.00523962203560934	FALSE
Tigd2	SpliceSite_Donor	chr6	+	1	21	0	688	8	1030	10	0.0116279069767442	0.00970873786407767	-0.00191916911266652	FALSE
Tigd2	SpliceSite_Acceptor	chr6	+	1	21	0	666	5	968	18	0.00750750750750751	0.0185950413223141	0.0110875338148065	FALSE
Tigd2	Intron	chr6	+	1	157	0	4684	66	6972	76	0.0140905209222886	0.0109007458405049	-0.00318977508178376	FALSE
Tigd2	3UTR	chr6	+	1	309	0	10333	220	15294	589	0.0212910093873996	0.0385118347064208	0.0172208253190212	FALSE
Tigd3	5UTR	chr19	-	2	197	0	3477	42	5904	205	0.0120793787748059	0.0347222222222222	0.0226428434474164	FALSE
Tigd3	Exon	chr19	-	2	2160	0	56542	889	99452	1749	0.0157228255102402	0.0175863733258255	0.00186354781558535	FALSE
Tigd3	SpliceSite_Donor	chr19	-	1	21	0	308	3	754	16	0.00974025974025974	0.0212201591511936	0.0114798994109339	FALSE
Tigd3	SpliceSite_Acceptor	chr19	-	1	21	0	464	3	949	14	0.00646551724137931	0.0147523709167545	0.00828685367537517	FALSE
Tigd3	Intron	chr19	-	1	852	0	17377	341	30964	517	0.0196236404442654	0.0166968091977781	-0.00292683124648734	FALSE
Tigd3	3UTR	chr19	-	1	553	0	10358	250	17455	275	0.0241359335779108	0.0157547980521341	-0.00838113552577674	FALSE
Tigd4	5UTR	chr3	+	1	204	0	5795	112	9327	149	0.0193270060396894	0.0159751259783424	-0.00335188006134694	FALSE
Tigd4	Exon	chr3	+	1	3459	0	85976	1493	139346	2725	0.0173653112496511	0.019555638482626	0.00219032723297492	FALSE
Tigd4	3UTR	chr3	+	1	1716	0	34180	728	54655	1418	0.0212990052662376	0.0259445613393102	0.00464555607307265	FALSE
Tigd5	5UTR	chr15	+	1	56	0	547	3	1108	21	0.00548446069469835	0.0189530685920578	0.0134686078973594	FALSE
Tigd5	Exon	chr15	+	1	4801	0	119523	2170	206612	4294	0.0181555014516035	0.0207829167715331	0.00262741531992966	FALSE
Tigd5	3UTR	chr15	+	1	2819	0	78262	1447	128754	2546	0.018489177378549	0.0197741429392485	0.00128496556069951	FALSE
Tigit	5UTR	chr16	-	1	59	0	1803	33	3275	39	0.0183028286189684	0.0119083969465649	-0.0063944316724035	FALSE
Tigit	Exon	chr16	-	4	919	0	25782	315	45111	837	0.012217826390505	0.0185542328921992	0.00633640650169424	FALSE
Tigit	SpliceSite_Donor	chr16	-	3	63	0	2102	30	3443	35	0.0142721217887726	0.0101655532965437	-0.00410656849222889	FALSE
Tigit	SpliceSite_Acceptor	chr16	-	3	63	0	1793	22	2998	44	0.0122699386503067	0.0146764509673115	0.00240651231700479	FALSE
Tigit	Intron	chr16	-	3	14361	0	347315	7620	566793	15072	0.021939737702086	0.0265917186697789	0.00465198096769291	FALSE
Tigit	3UTR	chr16	-	1	137	0	1986	13	3300	114	0.00654582074521652	0.0345454545454545	0.027999633800238	FALSE
Timd2	5UTR	chr11	-	4	617	0	17848	177	27497	360	0.00991707754370238	0.0130923373458923	0.0031752598021899	FALSE
Timd2	Exon	chr11	-	11	3473	0	98506	1300	157437	2393	0.013197165654884	0.0151997306859252	0.0020025650310412	FALSE
Timd2	SpliceSite_Donor	chr11	-	10	210	0	6434	89	9738	144	0.0138327634442027	0.0147874306839187	0.000954667239715996	FALSE
Timd2	SpliceSite_Acceptor	chr11	-	10	210	0	6123	84	9750	152	0.013718765311122	0.0155897435897436	0.00187097827862159	FALSE
Timd2	Intron	chr11	-	10	34629	0	959864	13086	1533746	21870	0.0136331813673604	0.0142592058919795	0.00062602452461913	FALSE
Timd2	3UTR	chr11	-	1	1941	0	51472	692	84060	1307	0.0134442026732981	0.0155484177968118	0.0021042151235137	FALSE
Timd4	5UTR	chr11	+	1	12	0	247	1	405	1	0.00404858299595142	0.00246913580246914	-0.00157944719348228	FALSE
