gene_name	chr	K119ub_up	mCH_up
Rbm20	chr19	TRUE	FALSE
Eea1	chr10	FALSE	FALSE
Steap3	chr1	FALSE	FALSE
Crcp	chr5	TRUE	FALSE
Il6ra	chr3	FALSE	FALSE
Med15	chr16	FALSE	FALSE
Foxo1	chr3	TRUE	FALSE
Dag1	chr9	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
Skap2	chr6	TRUE	FALSE
Prr14l	chr5	FALSE	FALSE
Col8a2	chr4	TRUE	FALSE
Sh3tc1	chr5	TRUE	FALSE
Vezt	chr10	FALSE	FALSE
Oxct1	chr15	FALSE	FALSE
Pus10	chr11	FALSE	FALSE
Ttc39a	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dock2	chr11	FALSE	TRUE
Znrf1	chr8	TRUE	FALSE
Ankrd6	chr4	TRUE	FALSE
Cmya5	chr13	TRUE	FALSE
Samd14	chr11	FALSE	FALSE
Albfm1	chr5	FALSE	FALSE
Neurl1a	chr19	FALSE	FALSE
Anxa2	chr9	FALSE	FALSE
Gli2	chr1	TRUE	FALSE
Nek10	chr14	TRUE	TRUE
C5ar1	chr7	FALSE	FALSE
Ninl	chr2	FALSE	FALSE
Cd46	chr1	FALSE	FALSE
Grm4	chr17	FALSE	FALSE
Nostrin	chr2	FALSE	FALSE
Prr5l	chr2	FALSE	TRUE
Grid1	chr14	TRUE	TRUE
Shank3	chr15	FALSE	FALSE
Vsnl1	chr12	TRUE	FALSE
5730522E02Rik	chr11	FALSE	TRUE
Dcaf5	chr12	FALSE	FALSE
Cracr2a	chr6	FALSE	FALSE
Hsf5	chr11	TRUE	FALSE
Micu2	chr14	FALSE	FALSE
Il17ra	chr6	TRUE	FALSE
Zc3hav1	chr6	TRUE	FALSE
Rnf182	chr13	TRUE	TRUE
Smchd1	chr17	FALSE	TRUE
Spam1	chr6	TRUE	TRUE
Igdcc4	chr9	FALSE	FALSE
Zfyve28	chr5	TRUE	FALSE
Zbtb46	chr2	FALSE	FALSE
Chst9	chr18	TRUE	TRUE
Elp2	chr18	TRUE	FALSE
Araf	chrX	TRUE	FALSE
Plch1	chr3	FALSE	FALSE
Pik3cd	chr4	FALSE	FALSE
Melk	chr4	FALSE	FALSE
Vangl2	chr1	TRUE	FALSE
Ccdc150	chr1	TRUE	FALSE
Kl	chr5	FALSE	FALSE
Frmpd1	chr4	TRUE	FALSE
Wdr36	chr18	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Dgkd	chr1	FALSE	FALSE
Mob3b	chr4	FALSE	FALSE
Rapgef5	chr12	TRUE	TRUE
Glt1d1	chr5	FALSE	FALSE
Laptm4b	chr15	FALSE	FALSE
Dclk2	chr3	TRUE	TRUE
Igsf11	chr16	TRUE	FALSE
Rbks	chr5	FALSE	FALSE
Cdip1	chr16	FALSE	FALSE
St7	chr6	TRUE	TRUE
Wdpcp	chr11	TRUE	TRUE
Depdc5	chr5	TRUE	FALSE
Pla2r1	chr2	FALSE	FALSE
Myo3a	chr2	FALSE	TRUE
Usp47	chr7	FALSE	FALSE
Adcy2	chr13	FALSE	TRUE
Angptl2	chr2	FALSE	FALSE
Dlc1	chr8	TRUE	TRUE
Brwd3	chrX	FALSE	FALSE
Xpnpep1	chr19	TRUE	FALSE
Barhl1	chr2	FALSE	FALSE
Rdx	chr9	FALSE	FALSE
Sec63	chr10	FALSE	FALSE
Ly86	chr13	FALSE	FALSE
Dera	chr6	FALSE	TRUE
Vps26c	chr16	FALSE	FALSE
Ndst1	chr18	TRUE	FALSE
Rad54l	chr4	FALSE	FALSE
Pax7	chr4	FALSE	FALSE
Dcdc2a	chr13	FALSE	TRUE
Cdc42ep4	chr11	FALSE	FALSE
Rsu1	chr2	TRUE	FALSE
Ttll11	chr2	TRUE	FALSE
Tmc5	chr7	TRUE	FALSE
Wac	chr18	FALSE	FALSE
Hif1an	chr19	TRUE	FALSE
Pigl	chr11	FALSE	FALSE
Bdkrb2	chr12	FALSE	FALSE
Lrfn3	chr7	FALSE	FALSE
Mroh2a	chr1	FALSE	TRUE
Ext2	chr2	TRUE	FALSE
Iqca1l	chr5	FALSE	FALSE
Zcchc24	chr14	TRUE	FALSE
Zfp664	chr5	FALSE	FALSE
Rnf38	chr4	TRUE	FALSE
Ube2u	chr4	TRUE	FALSE
Kctd3	chr1	FALSE	FALSE
Crb2	chr2	TRUE	FALSE
Jarid2	chr13	TRUE	TRUE
Gnal	chr18	TRUE	FALSE
Actg2	chr6	TRUE	TRUE
Ssh1	chr5	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Bmpr1a	chr14	TRUE	FALSE
Rnf144a	chr12	TRUE	FALSE
Hira	chr16	FALSE	TRUE
Fhad1	chr4	FALSE	FALSE
Bcar3	chr3	TRUE	FALSE
Lrig3	chr10	TRUE	FALSE
Muc5ac	chr7	FALSE	FALSE
Gas6	chr8	FALSE	FALSE
Tbkbp1	chr11	FALSE	FALSE
Slc30a3	chr5	FALSE	FALSE
Cdc5l	chr17	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Arhgap24	chr5	FALSE	TRUE
Abhd2	chr7	FALSE	FALSE
Gtf3c3	chr1	FALSE	FALSE
Ggta1	chr2	FALSE	FALSE
Fbxl2	chr9	FALSE	FALSE
Sgpp2	chr1	TRUE	FALSE
Kdm2a	chr19	FALSE	FALSE
Slc12a1	chr2	TRUE	TRUE
Cnksr3	chr10	FALSE	FALSE
Stk32b	chr5	FALSE	TRUE
Epc1	chr18	TRUE	FALSE
Setd5	chr6	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Lcp1	chr14	FALSE	FALSE
Sema3e	chr5	TRUE	TRUE
Nkain2	chr10	FALSE	TRUE
Zc3h12d	chr10	TRUE	FALSE
Fchsd2	chr7	TRUE	FALSE
N4bp1	chr8	TRUE	FALSE
Hk2	chr6	TRUE	TRUE
Clec2l	chr6	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Naa50	chr16	TRUE	FALSE
Nr2c2	chr6	FALSE	FALSE
Col6a5	chr9	FALSE	FALSE
Gm19935	chr8	TRUE	FALSE
Flt1	chr5	FALSE	FALSE
Spsb4	chr9	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Chst11	chr10	TRUE	FALSE
Plcb2	chr2	FALSE	FALSE
Cep192	chr18	FALSE	FALSE
Atp11b	chr3	TRUE	FALSE
Plcb3	chr19	TRUE	FALSE
Ralgapb	chr2	FALSE	FALSE
Mr1	chr1	TRUE	FALSE
Galnt5	chr2	TRUE	TRUE
Grk4	chr5	TRUE	FALSE
Lin28b	chr10	FALSE	FALSE
Pak2	chr16	FALSE	FALSE
Unc5cl	chr17	TRUE	FALSE
Col4a6	chrX	FALSE	TRUE
Bcorl1	chrX	FALSE	FALSE
Ctif	chr18	TRUE	FALSE
Spen	chr4	FALSE	FALSE
Srrm3	chr5	FALSE	FALSE
Ppp1r3a	chr6	FALSE	FALSE
Plvap	chr8	TRUE	FALSE
Epha7	chr4	TRUE	TRUE
Psma8	chr18	FALSE	FALSE
Ago1	chr4	FALSE	FALSE
Recql5	chr11	FALSE	FALSE
0610040J01Rik	chr5	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Synrg	chr11	FALSE	FALSE
Tut7	chr13	FALSE	FALSE
Apobec1	chr6	FALSE	FALSE
Naa60	chr16	FALSE	FALSE
Cacna1d	chr14	TRUE	TRUE
Yeats2	chr16	FALSE	FALSE
Samd8	chr14	TRUE	FALSE
Bpi	chr2	FALSE	FALSE
Tmod1	chr4	TRUE	FALSE
Herc2	chr7	FALSE	TRUE
Mrtfb	chr16	TRUE	FALSE
Scn2a	chr2	TRUE	TRUE
Sos2	chr12	FALSE	FALSE
Pdgfrl	chr8	TRUE	TRUE
Slc31a1	chr4	TRUE	FALSE
Pspc1	chr14	FALSE	FALSE
Tns4	chr11	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Fign	chr2	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Rasgrf1	chr9	FALSE	FALSE
Csnk1e	chr15	FALSE	FALSE
Gprin2	chr14	TRUE	FALSE
Ptprb	chr10	TRUE	TRUE
Top1	chr2	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Trib2	chr12	TRUE	FALSE
Cyb5r4	chr9	FALSE	FALSE
Ptpn13	chr5	FALSE	FALSE
Apmap	chr2	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Pdzd2	chr15	TRUE	FALSE
Msh2	chr17	TRUE	FALSE
Rab10	chr12	FALSE	FALSE
Padi4	chr4	FALSE	FALSE
Rab11fip3	chr17	FALSE	FALSE
Trmt11	chr10	FALSE	TRUE
Dtx2	chr5	FALSE	FALSE
Pisd	chr5	TRUE	FALSE
Resf1	chr6	TRUE	FALSE
Cxadr	chr16	TRUE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Tyr	chr7	FALSE	FALSE
Rasgrp2	chr19	FALSE	FALSE
Zfp60	chr7	FALSE	FALSE
Kctd1	chr18	TRUE	FALSE
Nt5e	chr9	TRUE	FALSE
Papss2	chr19	FALSE	FALSE
Epm2a	chr10	TRUE	FALSE
Lep	chr6	TRUE	TRUE
1110059E24Rik	chr19	TRUE	FALSE
Tfdp2	chr9	TRUE	FALSE
Rufy1	chr11	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Ace2	chrX	TRUE	TRUE
Stxbp1	chr2	FALSE	FALSE
Runx3	chr4	FALSE	FALSE
Pcdha1	chr18	TRUE	TRUE
Phc3	chr3	FALSE	FALSE
Vipr1	chr9	FALSE	FALSE
Spi1	chr2	TRUE	FALSE
Xpo7	chr14	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Eaf2	chr16	TRUE	FALSE
Slc41a2	chr10	TRUE	FALSE
Atl3	chr19	FALSE	FALSE
Slc26a8	chr17	FALSE	FALSE
Akap9	chr5	FALSE	FALSE
Slc12a3	chr8	FALSE	FALSE
Pear1	chr3	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Tbl1xr1	chr3	TRUE	FALSE
Pdzd8	chr19	TRUE	FALSE
Ehd1	chr19	FALSE	FALSE
Neurod4	chr10	TRUE	TRUE
Zfp658	chr7	TRUE	FALSE
Cdc14b	chr13	TRUE	FALSE
Sec23a	chr12	FALSE	FALSE
Cdyl2	chr8	TRUE	TRUE
Tmem38a	chr8	TRUE	FALSE
Ikzf5	chr7	FALSE	FALSE
Col6a3	chr1	FALSE	FALSE
Slc35f4	chr14	TRUE	TRUE
Rhbdl2	chr4	FALSE	FALSE
Tvp23a	chr16	FALSE	FALSE
Baz1a	chr12	TRUE	FALSE
Tspear	chr10	FALSE	FALSE
Pacc1	chr1	FALSE	FALSE
D630003M21Rik	chr2	TRUE	FALSE
Evc	chr5	FALSE	FALSE
Rassf3	chr10	TRUE	FALSE
Abhd12	chr2	FALSE	FALSE
Ada	chr2	FALSE	FALSE
Pmm2	chr16	FALSE	FALSE
Greb1	chr12	FALSE	FALSE
Ppp1r9a	chr6	TRUE	FALSE
Ift122	chr6	TRUE	TRUE
Kmt5b	chr19	FALSE	FALSE
Unc80	chr1	FALSE	TRUE
Pskh1	chr8	FALSE	FALSE
Efs	chr14	TRUE	FALSE
1190005I06Rik	chr8	FALSE	FALSE
Rdh5	chr10	TRUE	TRUE
Zdhhc21	chr4	TRUE	FALSE
Cacna2d3	chr14	TRUE	FALSE
Pcdha12	chr18	TRUE	FALSE
Pcdha3	chr18	TRUE	TRUE
Numa1	chr7	FALSE	FALSE
Arid4a	chr12	TRUE	FALSE
Faah	chr4	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Cd300ld3	chr11	TRUE	TRUE
Dpysl5	chr5	TRUE	FALSE
Frmd4b	chr6	TRUE	FALSE
Itm2c	chr1	TRUE	TRUE
Osbpl3	chr6	TRUE	TRUE
Zfyve26	chr12	FALSE	FALSE
Gbe1	chr16	FALSE	TRUE
Foxn1	chr11	FALSE	FALSE
Arhgap5	chr12	TRUE	FALSE
Tnnt2	chr1	FALSE	FALSE
Rgs16	chr1	FALSE	FALSE
Col4a3	chr1	TRUE	FALSE
Tfeb	chr17	FALSE	FALSE
C1qtnf7	chr5	FALSE	FALSE
Abcg2	chr6	TRUE	FALSE
Gpr82	chrX	FALSE	FALSE
Otogl	chr10	FALSE	TRUE
Hbs1l	chr10	FALSE	FALSE
Ptk7	chr17	FALSE	FALSE
Chrna4	chr2	FALSE	FALSE
Dzip1	chr14	TRUE	FALSE
Acsf3	chr8	FALSE	FALSE
Piezo1	chr8	FALSE	FALSE
Erbb2	chr11	FALSE	FALSE
Ino80	chr2	FALSE	FALSE
Abcc5	chr16	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Cald1	chr6	TRUE	FALSE
Sh3rf3	chr10	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Crb1	chr1	FALSE	TRUE
Rabgap1	chr2	FALSE	FALSE
4930444P10Rik	chr1	TRUE	FALSE
Jag2	chr12	FALSE	FALSE
Zfp644	chr5	TRUE	FALSE
Gm27021	chr8	FALSE	FALSE
Scd1	chr19	TRUE	TRUE
Tex26	chr5	TRUE	FALSE
Vwa8	chr14	TRUE	TRUE
Masp1	chr16	FALSE	FALSE
Lmln	chr16	FALSE	FALSE
Stat5b	chr11	FALSE	FALSE
Pcdha11	chr18	TRUE	FALSE
Socs2	chr10	TRUE	FALSE
Mylk	chr16	FALSE	FALSE
Mnd1	chr3	FALSE	FALSE
Acoxl	chr2	FALSE	TRUE
Ankrd34b	chr13	TRUE	FALSE
Cr2	chr1	FALSE	FALSE
Parp4	chr14	TRUE	FALSE
Ppfia1	chr7	FALSE	FALSE
Dcp2	chr18	TRUE	FALSE
Agpat4	chr17	TRUE	FALSE
Nek11	chr9	FALSE	TRUE
Rheb	chr5	FALSE	FALSE
Tspan32	chr7	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Agap3	chr5	FALSE	FALSE
Ranbp1	chr16	TRUE	FALSE
Lrpprc	chr17	FALSE	FALSE
Scfd2	chr5	TRUE	TRUE
Atrn	chr2	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
Slc30a7	chr3	FALSE	FALSE
5730480H06Rik	chr5	TRUE	TRUE
Pxdn	chr12	FALSE	FALSE
Asap3	chr4	FALSE	FALSE
Gpd2	chr2	TRUE	FALSE
Hdhd2	chr18	FALSE	FALSE
Nxpe2	chr9	FALSE	FALSE
Kif6	chr17	TRUE	FALSE
Epb41l4b	chr4	TRUE	FALSE
Txndc11	chr16	FALSE	FALSE
Eepd1	chr9	TRUE	TRUE
Tax1bp1	chr6	FALSE	FALSE
Srcin1	chr11	FALSE	FALSE
Pcdha2	chr18	TRUE	TRUE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	TRUE	FALSE
Pinx1	chr14	FALSE	FALSE
Nsd2	chr5	FALSE	FALSE
Hdx	chrX	TRUE	FALSE
Igfbp7	chr5	FALSE	FALSE
Sumo1	chr1	TRUE	TRUE
Ppp1r14c	chr10	TRUE	FALSE
Slc16a9	chr10	TRUE	FALSE
Dnah17	chr11	FALSE	FALSE
Clock	chr5	FALSE	FALSE
Zfand4	chr6	TRUE	FALSE
Cnot4	chr6	FALSE	TRUE
Atg4b	chr1	FALSE	FALSE
Paqr9	chr9	TRUE	TRUE
Hp	chr8	FALSE	FALSE
Pds5b	chr5	FALSE	FALSE
Myh9	chr15	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Ddx31	chr2	FALSE	FALSE
Suclg2	chr6	FALSE	FALSE
Sh3bgrl2	chr9	FALSE	FALSE
Exoc6	chr19	TRUE	TRUE
Anks6	chr4	TRUE	FALSE
Fnbp1	chr2	FALSE	FALSE
Clstn1	chr4	FALSE	FALSE
Caskin2	chr11	FALSE	FALSE
Arrb1	chr7	FALSE	FALSE
Tdp1	chr12	TRUE	FALSE
Acss2	chr2	FALSE	FALSE
Rcan1	chr16	TRUE	FALSE
Slc35a1	chr4	FALSE	FALSE
Tbck	chr3	FALSE	FALSE
Pcdha7	chr18	TRUE	TRUE
Septin10	chr10	TRUE	FALSE
Slc39a14	chr14	TRUE	FALSE
Tm9sf2	chr14	FALSE	FALSE
Khdrbs2	chr1	TRUE	TRUE
Bri3	chr5	FALSE	FALSE
Cog3	chr14	FALSE	FALSE
Mkrn2	chr6	FALSE	FALSE
Trim14	chr4	TRUE	FALSE
Smtnl1	chr2	TRUE	FALSE
Nkain4	chr2	FALSE	FALSE
Tab2	chr10	FALSE	FALSE
Usp54	chr14	FALSE	FALSE
Lyst	chr13	FALSE	TRUE
Tacc2	chr7	FALSE	FALSE
Ppef1	chrX	TRUE	TRUE
Zfp551	chr7	TRUE	FALSE
Rnf2	chr1	TRUE	FALSE
Jam2	chr16	TRUE	FALSE
Myrip	chr9	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Agpat3	chr10	FALSE	FALSE
Abcc12	chr8	TRUE	TRUE
Cacng5	chr11	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Spindoc	chr19	FALSE	FALSE
Phf2	chr13	FALSE	FALSE
Cbx5	chr15	FALSE	FALSE
Pkhd1l1	chr15	FALSE	TRUE
Cds2	chr2	FALSE	FALSE
Plppr5	chr3	FALSE	TRUE
Twf2	chr9	TRUE	TRUE
Relt	chr7	FALSE	FALSE
Meis2	chr2	FALSE	TRUE
Sigirr	chr7	FALSE	FALSE
Spred2	chr11	FALSE	FALSE
Ankrd50	chr3	TRUE	TRUE
Tmem117	chr15	TRUE	TRUE
Rsph1	chr17	FALSE	FALSE
Tiam1	chr16	TRUE	TRUE
Agbl1	chr7	TRUE	TRUE
Dthd1	chr5	FALSE	FALSE
Clstn3	chr6	FALSE	FALSE
Dennd1c	chr17	TRUE	FALSE
Dpp9	chr17	FALSE	FALSE
Ptpra	chr2	FALSE	FALSE
Rhod	chr19	TRUE	FALSE
Shc4	chr2	TRUE	FALSE
Ccdc91	chr6	FALSE	TRUE
Pcdha8	chr18	TRUE	TRUE
Cdc42ep2	chr19	FALSE	FALSE
Zfand6	chr7	TRUE	TRUE
Utp20	chr10	FALSE	TRUE
Itga9	chr9	TRUE	FALSE
Pcdha5	chr18	TRUE	TRUE
Kpna3	chr14	TRUE	FALSE
Nt5c3	chr6	TRUE	FALSE
Tceanc	chrX	TRUE	TRUE
Ghr	chr15	FALSE	TRUE
Arhgap1	chr2	FALSE	FALSE
Tm6sf1	chr7	FALSE	FALSE
Zbtb2	chr10	TRUE	FALSE
Ndfip2	chr14	TRUE	FALSE
Egf	chr3	TRUE	FALSE
Tmem154	chr3	TRUE	FALSE
Smc1b	chr15	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Zfp438	chr18	TRUE	FALSE
Qser1	chr2	TRUE	FALSE
Mapkapk2	chr1	TRUE	FALSE
Chrm1	chr19	FALSE	FALSE
Gm2a	chr11	FALSE	FALSE
Gli3	chr13	FALSE	TRUE
Ptp4a2	chr4	FALSE	FALSE
Gpr160	chr3	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Caprin2	chr6	TRUE	FALSE
Thap4	chr1	TRUE	FALSE
Scn5a	chr9	FALSE	FALSE
Nsmce2	chr15	TRUE	FALSE
Ppard	chr17	FALSE	FALSE
Ppp2r3c	chr12	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Otop1	chr5	FALSE	FALSE
Zzz3	chr3	FALSE	FALSE
Vps50	chr6	TRUE	TRUE
Arid5b	chr10	TRUE	FALSE
Tmem82	chr4	TRUE	FALSE
Pcdha6	chr18	TRUE	TRUE
Anapc5	chr5	FALSE	FALSE
Mypn	chr10	TRUE	FALSE
Chrna5	chr9	FALSE	FALSE
Rab6b	chr9	FALSE	FALSE
Frs2	chr10	TRUE	FALSE
Ostm1	chr10	FALSE	FALSE
Adgrg7	chr16	FALSE	TRUE
Hipk2	chr6	TRUE	FALSE
Dnah12	chr14	FALSE	TRUE
Zfp697	chr3	FALSE	TRUE
Acad11	chr9	FALSE	FALSE
Tmod3	chr9	TRUE	FALSE
Npas2	chr1	TRUE	TRUE
Tgif1	chr17	FALSE	FALSE
Pcdha4	chr18	TRUE	TRUE
Mbnl3	chrX	TRUE	TRUE
Ric8b	chr10	FALSE	FALSE
Hip1	chr5	FALSE	FALSE
Ins2	chr7	FALSE	FALSE
Tead1	chr7	TRUE	FALSE
Ube2r2	chr4	FALSE	FALSE
Slc4a7	chr14	TRUE	FALSE
Ap3s2	chr7	FALSE	FALSE
Kctd6	chr14	TRUE	TRUE
Il6st	chr13	TRUE	FALSE
Celf1	chr2	FALSE	FALSE
Chl1	chr6	TRUE	TRUE
Nfatc3	chr8	FALSE	TRUE
Nubpl	chr12	FALSE	TRUE
BC034090	chr1	TRUE	FALSE
Nfatc1	chr18	TRUE	FALSE
H2-Ab1	chr17	FALSE	FALSE
Stab2	chr10	FALSE	FALSE
Tango2	chr16	TRUE	FALSE
Gjc1	chr11	FALSE	FALSE
Fam219a	chr4	TRUE	FALSE
Tmem176a	chr6	FALSE	FALSE
Tmem45a	chr16	FALSE	TRUE
Camk2g	chr14	TRUE	FALSE
Usp24	chr4	FALSE	TRUE
Ascc1	chr10	FALSE	FALSE
Gng7	chr10	TRUE	FALSE
Parp8	chr13	TRUE	FALSE
Wnt3	chr11	FALSE	FALSE
Piwil2	chr14	FALSE	FALSE
H2-M1	chr17	FALSE	FALSE
Otx2	chr14	TRUE	FALSE
Kansl3	chr1	FALSE	FALSE
Stat3	chr11	FALSE	FALSE
Ipo11	chr13	TRUE	TRUE
Drd3	chr16	TRUE	FALSE
Wipf1	chr2	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Ube2e3	chr2	TRUE	FALSE
Osbpl2	chr2	FALSE	FALSE
Cbfa2t3	chr8	FALSE	FALSE
Get1	chr16	TRUE	TRUE
Ccdc15	chr9	FALSE	FALSE
Unc5b	chr10	FALSE	FALSE
Uqcrc1	chr9	FALSE	FALSE
Hhla1	chr15	FALSE	TRUE
Chadl	chr15	FALSE	FALSE
Tspan11	chr6	FALSE	FALSE
Uevld	chr7	FALSE	FALSE
Adgrd1	chr5	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Il7	chr3	TRUE	TRUE
Dynlrb2	chr8	TRUE	TRUE
Lrrn3	chr12	TRUE	FALSE
Parvb	chr15	TRUE	FALSE
Zmynd11	chr13	TRUE	FALSE
Rgs18	chr1	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
Cplx1	chr5	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Casr	chr16	FALSE	TRUE
Scrg1	chr8	FALSE	FALSE
Kcnk3	chr5	TRUE	FALSE
Lum	chr10	TRUE	TRUE
Gm21992	chr19	FALSE	TRUE
Ciita	chr16	FALSE	FALSE
Rapgef3	chr15	TRUE	FALSE
Tspan5	chr3	TRUE	FALSE
Alkbh6	chr7	FALSE	FALSE
Vapb	chr2	FALSE	FALSE
Actl6b	chr5	FALSE	FALSE
Prkacb	chr3	TRUE	TRUE
Adcy1	chr11	FALSE	FALSE
Ass1	chr2	FALSE	FALSE
Slc35f1	chr10	TRUE	TRUE
Golga7	chr8	FALSE	FALSE
Ntm	chr9	TRUE	TRUE
Rab28	chr5	TRUE	FALSE
Ubr5	chr15	FALSE	TRUE
Pef1	chr4	FALSE	FALSE
Zfp474	chr18	TRUE	TRUE
Fgd3	chr13	FALSE	FALSE
Fzd7	chr1	TRUE	TRUE
Acacb	chr5	FALSE	FALSE
Gap43	chr16	TRUE	TRUE
Zap70	chr1	FALSE	FALSE
Hdlbp	chr1	FALSE	FALSE
Spink10	chr18	FALSE	FALSE
Rhbdl1	chr17	FALSE	TRUE
Aff2	chrX	TRUE	TRUE
Hrh1	chr6	FALSE	FALSE
Sin3a	chr9	TRUE	FALSE
Fam171a1	chr2	TRUE	FALSE
Cand1	chr10	FALSE	FALSE
Cps1	chr1	FALSE	TRUE
Lars2	chr9	TRUE	TRUE
Ltk	chr2	FALSE	FALSE
Fbxl18	chr5	FALSE	FALSE
Rock1	chr18	FALSE	TRUE
Pkn1	chr8	FALSE	FALSE
Ppp1r21	chr17	FALSE	FALSE
Sptlc1	chr13	FALSE	FALSE
Mlec	chr5	FALSE	FALSE
Krt80	chr15	TRUE	FALSE
Ncbp3	chr11	FALSE	FALSE
Acsf2	chr11	FALSE	FALSE
Tmem87b	chr2	FALSE	FALSE
Uox	chr3	TRUE	TRUE
Baz1b	chr5	FALSE	FALSE
Mrgpre	chr7	FALSE	FALSE
Cttnbp2	chr6	TRUE	FALSE
Ptpn2	chr18	FALSE	FALSE
A630023A22Rik	chr14	TRUE	FALSE
Ackr1	chr1	TRUE	FALSE
Ccdc187	chr2	FALSE	FALSE
Arhgef33	chr17	FALSE	FALSE
Picalm	chr7	TRUE	FALSE
Arl13b	chr16	TRUE	FALSE
P2rx4	chr5	FALSE	FALSE
Kcnq5	chr1	TRUE	TRUE
Alpk2	chr18	TRUE	FALSE
Tbc1d32	chr10	TRUE	TRUE
Asap1	chr15	TRUE	FALSE
Clec18a	chr8	TRUE	FALSE
Rnf149	chr1	TRUE	FALSE
Polr3b	chr10	FALSE	FALSE
Atp6v0a1	chr11	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Pcdha9	chr18	TRUE	FALSE
Vmn1r21	chr6	FALSE	FALSE
Hnf4a	chr2	FALSE	FALSE
Enpp2	chr15	TRUE	FALSE
Kdm2b	chr5	FALSE	FALSE
Tjap1	chr17	FALSE	FALSE
Lekr1	chr3	TRUE	FALSE
Rft1	chr14	FALSE	FALSE
Cog4	chr8	FALSE	FALSE
Tcp11l1	chr2	TRUE	FALSE
Pik3r1	chr13	TRUE	FALSE
Lin52	chr12	FALSE	FALSE
P3h4	chr11	TRUE	TRUE
Ankhd1	chr18	FALSE	FALSE
Chrna2	chr14	TRUE	FALSE
Loxl1	chr9	FALSE	FALSE
Ctcf	chr8	FALSE	FALSE
Pbx3	chr2	TRUE	TRUE
Fosl2	chr5	TRUE	FALSE
Mcf2	chrX	TRUE	FALSE
Nccrp1	chr7	FALSE	FALSE
Gm14393	chr2	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
E2f1	chr2	TRUE	TRUE
Dnajc11	chr4	FALSE	FALSE
Myo10	chr15	TRUE	TRUE
Itpk1	chr12	TRUE	TRUE
Plekhg3	chr12	TRUE	FALSE
Ercc6l2	chr13	TRUE	TRUE
Mctp1	chr13	TRUE	TRUE
Ubp1	chr9	FALSE	FALSE
Crmp1	chr5	TRUE	FALSE
Gabrr2	chr4	TRUE	TRUE
Ube4b	chr4	FALSE	FALSE
Atp2a2	chr5	FALSE	FALSE
Popdc3	chr10	FALSE	TRUE
Mgat3	chr15	FALSE	FALSE
Arhgap39	chr15	FALSE	FALSE
Mcm3ap	chr10	FALSE	FALSE
Mapk14	chr17	FALSE	FALSE
Scn9a	chr2	TRUE	TRUE
Slc26a4	chr12	TRUE	FALSE
Dnajb13	chr7	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Eml6	chr11	TRUE	TRUE
Klhl26	chr8	FALSE	FALSE
Pikfyve	chr1	FALSE	FALSE
Col14a1	chr15	FALSE	TRUE
Mindy4	chr6	TRUE	FALSE
Pced1b	chr15	FALSE	TRUE
Cdc42bpg	chr19	FALSE	FALSE
Rimklb	chr6	TRUE	FALSE
Tnfsf8	chr4	TRUE	FALSE
Rnf217	chr10	TRUE	TRUE
Mal	chr2	FALSE	FALSE
Mbtd1	chr11	FALSE	FALSE
Rsph6a	chr7	FALSE	FALSE
Kcnk2	chr1	TRUE	TRUE
