Summit_Chr	Summit_Start	Summit_End	seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr6	84009070	84009470	chr6	84008240	84011194	2955	*	8.287087796	8.214959371	8.355781172	-0.135056322	0.217653528	0.29230262
chr6	55511822	55512222	chr6	55510371	55512795	2425	*	8.288469801	8.266075312	8.310521974	-0.041342227	0.719276702	0.77919289
chr6	43275441	43275841	chr6	43273056	43278502	5447	*	8.289020339	8.162492029	8.405340996	-0.245061564	0.019167008	0.035508348
chr6	113856904	113857304	chr6	113855391	113858837	3447	*	8.290052061	8.364030305	8.212074367	0.149340686	0.121136563	0.177172874
chr6	91842318	91842718	chr6	91841820	91843907	2088	*	8.290731608	8.215000572	8.362684799	-0.135909658	0.163958039	0.229820053
chr6	80020933	80021333	chr6	80019947	80023418	3472	*	8.291040278	8.620480987	7.86339416	0.734449581	1.87E-13	2.16E-12
chr6	100140107	100140507	chr6	100139775	100141046	1272	*	8.292963055	8.299376813	8.286520657	0.018072239	0.880371291	0.910219978
chr6	81815904	81816304	chr6	81815235	81816573	1339	*	8.293421055	8.285782997	8.301018888	-0.016717152	0.885528403	0.914309117
chr6	91828565	91828965	chr6	91827134	91830183	3050	*	8.296327096	8.096791693	8.47158858	-0.356056241	0.000600066	0.001582248
chr6	117801920	117802320	chr6	117800505	117803959	3455	*	8.297462751	8.18024513	8.40586806	-0.209379667	0.050808146	0.083465932
chr6	125081755	125082155	chr6	125080267	125083310	3044	*	8.297616204	8.465603268	8.107458941	0.331298916	0.012049226	0.02355151
chr6	18677194	18677594	chr6	18676879	18678756	1878	*	8.298005363	8.466918854	8.106659759	0.283992781	0.116448636	0.171303631
chr6	57535247	57535647	chr6	57533399	57536337	2939	*	8.298101172	8.536123593	8.012896321	0.486374134	7.17E-05	0.000227992
chr6	113933276	113933676	chr6	113931689	113933990	2302	*	8.298338444	8.446961582	8.132627281	0.303978166	0.006098629	0.012807926
chr6	54460583	54460983	chr6	54458865	54461727	2863	*	8.299081502	8.56304248	7.975762433	0.565109513	5.14E-09	3.29E-08
chr6	127975587	127975987	chr6	127973180	127978358	5179	*	8.299333973	8.085103289	8.485827303	-0.360674949	0.002518706	0.005785866
chr6	114874743	114875143	chr6	114873913	114876445	2533	*	8.300623858	8.353981667	8.245216578	0.107162303	0.325997793	0.410582988
chr6	99014261	99014661	chr6	99012229	99016802	4574	*	8.301051081	8.433503551	8.155197577	0.250101973	0.015196196	0.028902597
chr6	125313576	125313976	chr6	125311832	125315331	3500	*	8.302052569	8.297424468	8.306665871	-0.000963339	0.992409081	0.994486922
chr6	28720494	28720894	chr6	28719267	28723578	4312	*	8.30284648	8.600049891	7.92809786	0.639883832	7.50E-10	5.40E-09
chr6	55278550	55278950	chr6	55277642	55281462	3821	*	8.305052274	8.509181251	8.067204391	0.426252177	5.54E-05	0.000180088
chr6	85332633	85333033	chr6	85330696	85334040	3345	*	8.306609545	8.360611216	8.250507663	0.107282782	0.305201286	0.388565192
chr6	90325065	90325465	chr6	90323433	90326306	2874	*	8.307544235	8.342063988	8.272178228	0.053914441	0.652426641	0.721912049
chr6	100059284	100059684	chr6	100058291	100060800	2510	*	8.307764425	8.335231792	8.279763942	0.051032352	0.6170826	0.690596469
chr6	89420771	89421171	chr6	89420345	89423401	3057	*	8.308094132	8.540088821	8.031508268	0.473794809	0.000127858	0.000386649
chr6	128043397	128043797	chr6	128041984	128045005	3022	*	8.30882682	8.373678158	8.240922543	0.128219573	0.19480616	0.265987188
chr6	140993837	140994237	chr6	140993096	140994527	1432	*	8.310933532	8.589486432	7.965410148	0.576961184	4.93E-06	1.94E-05
chr6	145008826	145009226	chr6	145007574	145009733	2160	*	8.311181619	8.344952431	8.276601309	0.069667339	0.602180098	0.677344169
chr6	85153958	85154358	chr6	85153796	85156033	2238	*	8.31129438	8.389480706	8.228626752	0.148152064	0.179587687	0.248197117
chr6	49578656	49579056	chr6	49576868	49579328	2461	*	8.311516038	8.307951262	8.315072027	-0.00287658	0.980266783	0.985673805
chr6	73427938	73428338	chr6	73427676	73429611	1936	*	8.312217881	8.527314167	8.059336469	0.447311601	4.86E-05	0.000159695
chr6	91184486	91184886	chr6	91182806	91185903	3098	*	8.316804734	8.148885942	8.467200849	-0.29460059	0.003412439	0.007592759
chr6	91697332	91697732	chr6	91696637	91698296	1660	*	8.317246291	8.099426885	8.506452071	-0.371224087	0.001966218	0.004632435
chr6	122308465	122308865	chr6	122307989	122310081	2093	*	8.317301952	8.425306304	8.200553022	0.153868102	0.469882105	0.554107646
chr6	84311190	84311590	chr6	84310230	84312908	2679	*	8.317463129	8.33579137	8.298899043	0.02164475	0.836510078	0.874485235
chr6	91694654	91695054	chr6	91694557	91695690	1134	*	8.317651468	8.150789889	8.467199131	-0.29941918	0.008393049	0.017066966
chr6	54811842	54812242	chr6	54811273	54813335	2063	*	8.317836678	8.493196614	8.118173605	0.356356366	0.00133164	0.003264877
chr6	145479671	145480071	chr6	145478339	145481283	2945	*	8.31819166	8.142536234	8.474762761	-0.303374016	0.010630273	0.021039378
chr6	47813342	47813742	chr6	47812098	47814452	2355	*	8.318240385	8.693783298	7.809164377	0.830289639	2.32E-10	1.79E-09
chr6	92642873	92643273	chr6	92641517	92643556	2040	*	8.318774574	8.518048937	8.087495452	0.401437484	0.000273942	0.000775958
chr6	145620048	145620448	chr6	145617964	145622588	4625	*	8.31895053	8.372371126	8.263475543	0.099188273	0.309465899	0.39293082
chr6	93819879	93820279	chr6	93819456	93820565	1110	*	8.319038665	8.444617992	8.181477005	0.248606625	0.021477551	0.039245896
chr6	50108936	50109336	chr6	50107849	50110489	2641	*	8.319352752	8.563220036	8.025706173	0.520672273	4.04E-07	1.92E-06
chr6	93821948	93822348	chr6	93821106	93823131	2026	*	8.320898768	8.777675233	7.648651057	1.098571365	2.02E-26	8.86E-25
chr6	144463525	144463925	chr6	144463186	144467364	4179	*	8.320921184	8.437707488	8.193841666	0.22884006	0.020118695	0.037055758
chr6	34603523	34603923	chr6	34602835	34605250	2416	*	8.321234994	8.390134641	8.248879113	0.134319194	0.240483822	0.318152494
chr6	29985758	29986158	chr6	29984589	29986853	2265	*	8.321262924	8.236402571	8.401407814	-0.148416568	0.153315742	0.217071841
chr6	104318655	104319055	chr6	104318177	104320883	2707	*	8.321652413	8.877730694	7.4049894	1.418842835	2.18E-40	3.28E-38
chr6	99507708	99508108	chr6	99506270	99508344	2075	*	8.327723346	8.242880497	8.407852623	-0.155018204	0.116244284	0.171039138
chr6	50776203	50776603	chr6	50775419	50778402	2984	*	8.328838386	8.549733888	8.067897061	0.443651371	5.83E-05	0.000188588
chr6	60717873	60718273	chr6	60716975	60719480	2506	*	8.330406154	8.703535521	7.825775638	0.847260549	4.31E-16	6.68E-15
chr6	140336482	140336882	chr6	140335515	140338558	3044	*	8.33185615	8.597205835	8.006448156	0.568917233	6.24E-08	3.38E-07
chr6	37199802	37200202	chr6	37198983	37201836	2854	*	8.332256231	8.480640724	8.166841754	0.295602822	0.002832748	0.006428755
chr6	99670794	99671194	chr6	99669986	99672259	2274	*	8.33242904	8.68532341	7.864256625	0.796007455	4.34E-15	6.03E-14
chr6	125656957	125657357	chr6	125656565	125658362	1798	*	8.334592079	8.224222391	8.437114962	-0.18919474	0.063296345	0.100958451
chr6	99967459	99967859	chr6	99967027	99968116	1090	*	8.334606203	8.427749626	8.235031651	0.190287056	0.055721513	0.090338973
chr6	140857029	140857429	chr6	140855592	140858055	2464	*	8.334639807	8.633211194	7.957709007	0.650466093	5.10E-10	3.75E-09
chr6	99200485	99200885	chr6	99198229	99203131	4903	*	8.336273188	8.269804659	8.399813751	-0.124659787	0.254680914	0.333742868
chr6	40076950	40077350	chr6	40074521	40078776	4256	*	8.337618693	8.258094658	8.412987275	-0.151697931	0.129507538	0.187678215
chr6	125379877	125380277	chr6	125379733	125383116	3384	*	8.338072488	8.07726771	8.558870206	-0.447301521	3.77E-05	0.000126865
chr6	50666493	50666893	chr6	50665111	50668545	3435	*	8.338154867	8.873472036	7.477596249	1.35738794	5.47E-35	5.07E-33
chr6	54428761	54429161	chr6	54427991	54430375	2385	*	8.338532658	8.472684988	8.190614924	0.273427891	0.007132896	0.014751681
chr6	52887499	52887899	chr6	52887430	52889074	1645	*	8.340396524	8.52734159	8.125569254	0.386455225	0.000776147	0.001999111
chr6	53643374	53643774	chr6	53641146	53644367	3222	*	8.34095723	8.496771726	8.166253772	0.303417384	0.003124443	0.007011907
chr6	145669611	145670011	chr6	145669581	145670675	1095	*	8.341823582	8.086026228	8.559024364	-0.430896786	0.000164324	0.000485706
chr6	50682681	50683081	chr6	50680914	50684685	3772	*	8.342479174	8.471386197	8.200913823	0.248634312	0.016984417	0.031877626
chr6	91348676	91349076	chr6	91347202	91350488	3287	*	8.342737564	8.412766672	8.269135017	0.140325626	0.171991224	0.239369349
chr6	92013994	92014394	chr6	92012557	92015566	3010	*	8.345200899	8.135836011	8.527997541	-0.3538805	0.001286031	0.003164303
chr6	53638192	53638592	chr6	53635617	53639907	4291	*	8.345457619	8.49816662	8.174649747	0.300594425	0.001646224	0.003949354
chr6	88906969	88907369	chr6	88905973	88911700	5728	*	8.34628651	8.298549146	8.392494753	-0.082232917	0.49164897	0.574780371
chr6	126481080	126481480	chr6	126479047	126482122	3076	*	8.346382423	8.526489833	8.140539182	0.368963129	0.000126458	0.000382918
chr6	141246464	141246864	chr6	141245195	141247336	2142	*	8.348058542	8.868791652	7.525187717	1.306256592	1.78E-33	1.46E-31
chr6	106554936	106555336	chr6	106553430	106557969	4540	*	8.348182676	8.739679126	7.809180308	0.867203714	8.17E-10	5.85E-09
chr6	118935762	118936162	chr6	118933675	118937244	3570	*	8.348870782	8.1966998	8.486511654	-0.270437241	0.005987461	0.012595553
chr6	76776853	76777253	chr6	76776226	76777445	1220	*	8.35011882	8.623101317	8.013138775	0.580203484	8.30E-08	4.41E-07
chr6	90514964	90515364	chr6	90514115	90515606	1492	*	8.350844757	8.325766416	8.3754946	-0.030722116	0.763204612	0.815444618
chr6	137458213	137458613	chr6	137457553	137459382	1830	*	8.352427695	8.625198613	8.015770506	0.576661366	4.92E-07	2.31E-06
chr6	104327134	104327534	chr6	104325827	104329955	4129	*	8.353280483	8.932540789	7.370253074	1.495936624	1.63E-34	1.43E-32
chr6	143979703	143980103	chr6	143976997	143981581	4585	*	8.355588055	8.533499974	8.15260868	0.365265276	0.000950945	0.002406057
chr6	119276554	119276954	chr6	119274948	119278370	3423	*	8.356982366	8.303655632	8.408408031	-0.114100068	0.264949303	0.345177317
chr6	39036759	39037159	chr6	39035872	39038107	2236	*	8.357310309	8.503865403	8.194166504	0.299412525	0.003269982	0.007304855
chr6	144180021	144180421	chr6	144178260	144182438	4179	*	8.357426024	8.724219705	7.864365416	0.830435661	2.22E-15	3.18E-14
chr6	38960980	38961380	chr6	38960289	38962167	1879	*	8.36089354	8.406233167	8.314082661	0.090532982	0.403475005	0.489509768
chr6	111448970	111449370	chr6	111446561	111449908	3348	*	8.361602718	8.648079804	8.003780513	0.596038319	7.42E-07	3.37E-06
chr6	50784385	50784785	chr6	50782675	50785584	2910	*	8.361784942	8.465847059	8.249629211	0.187744032	0.07457023	0.116556593
chr6	60762889	60763289	chr6	60761350	60764963	3614	*	8.363323359	8.50557078	8.205500904	0.2732563	0.009149626	0.018418995
chr6	34354338	34354738	chr6	34353552	34355724	2173	*	8.363351169	8.453953984	8.266674847	0.176670945	0.185522956	0.255316952
chr6	135377275	135377675	chr6	135374570	135378006	3437	*	8.367425795	8.192180785	8.523670815	-0.328426628	0.000870935	0.002220864
chr6	90604762	90605162	chr6	90603268	90605611	2344	*	8.36790279	8.556052432	8.151482576	0.369160477	0.00054183	0.001445147
chr6	51732370	51732770	chr6	51731589	51733291	1703	*	8.370214959	8.602762184	8.092842665	0.477101648	0.000227853	0.000655141
chr6	94684917	94685317	chr6	94683213	94686156	2944	*	8.371783111	8.813404086	7.732137429	1.051496871	4.30E-27	2.00E-25
chr6	146342943	146343343	chr6	146342879	146344819	1941	*	8.37240499	8.439416564	8.302128538	0.137453728	0.174370206	0.242085939
chr6	135745861	135746261	chr6	135744386	135747482	3097	*	8.373358511	8.622012393	8.072735956	0.498033455	1.91E-05	6.79E-05
chr6	118753942	118754342	chr6	118753543	118756203	2661	*	8.373468418	8.526609432	8.202119752	0.313348108	0.00244702	0.005636616
chr6	147718534	147718934	chr6	147717468	147719426	1959	*	8.373706509	8.686352883	7.974007065	0.677664591	2.38E-09	1.60E-08
chr6	32493973	32494373	chr6	32492605	32494719	2115	*	8.374662627	8.497685426	8.24016306	0.239102789	0.058055715	0.093638497
chr6	118724986	118725386	chr6	118724463	118726886	2424	*	8.374887773	8.505492466	8.231272028	0.261503018	0.007596944	0.015595255
chr6	66897458	66897858	chr6	66895997	66898871	2875	*	8.374906611	8.553747992	8.170716044	0.372043598	0.000481924	0.001298848
chr6	140678524	140678924	chr6	140677193	140679472	2280	*	8.37644099	8.733522042	7.90084209	0.799209774	2.32E-15	3.32E-14
chr6	22280635	22281035	chr6	22279367	22282431	3065	*	8.377301889	8.536624584	8.198174851	0.323784999	0.00121734	0.003010863
chr6	88494490	88494890	chr6	88493313	88497584	4272	*	8.377771567	8.467607	8.2819685	0.18184872	0.078760526	0.122172258
chr6	121211042	121211442	chr6	121209557	121212342	2786	*	8.377837836	8.150070167	8.574501248	-0.38273971	0.001503734	0.00364449
chr6	32380958	32381358	chr6	32380097	32383112	3016	*	8.380278465	8.349313625	8.410592642	-0.05230165	0.623389307	0.696411449
chr6	51825071	51825471	chr6	51824183	51827105	2923	*	8.381310695	8.799695628	7.789629935	0.980609452	8.13E-21	2.05E-19
chr6	51152260	51152660	chr6	51150005	51153448	3444	*	8.38164322	8.517899401	8.231163194	0.271079763	0.009041543	0.01822712
chr6	53570606	53571006	chr6	53567626	53571286	3661	*	8.381658075	8.584873572	8.145050198	0.400137943	0.000175251	0.000515683
chr6	77415078	77415478	chr6	77411722	77416335	4614	*	8.389394478	8.623661585	8.109569579	0.485368996	1.20E-05	4.42E-05
chr6	145953132	145953532	chr6	145951512	145954277	2766	*	8.389693711	8.554243509	8.203930312	0.345845995	0.002604655	0.0059641
chr6	91773904	91774304	chr6	91772510	91775711	3202	*	8.390229706	8.453075375	8.324521217	0.117371865	0.286104837	0.36842397
chr6	42343698	42344098	chr6	42342565	42344807	2243	*	8.390474127	8.900722699	7.593874332	1.264372716	4.79E-33	3.74E-31
chr6	93835387	93835787	chr6	93834812	93837606	2795	*	8.390598969	8.522326336	8.245624361	0.25526663	0.010854279	0.021437616
chr6	49096841	49097241	chr6	49096069	49098354	2286	*	8.394081867	8.373931631	8.413954536	-0.027928113	0.79863417	0.843994193
chr6	117130030	117130430	chr6	117127737	117133154	5418	*	8.397923202	7.992828287	8.713852689	-0.664043988	3.22E-08	1.82E-07
chr6	36393830	36394230	chr6	36393105	36397680	4576	*	8.398493888	8.688556281	8.035050015	0.605051243	5.85E-08	3.18E-07
chr6	87893816	87894216	chr6	87891996	87896216	4221	*	8.401246541	8.353703316	8.447272861	-0.089427229	0.372481057	0.458071224
chr6	119224961	119225361	chr6	119223973	119226289	2317	*	8.402818381	8.395985931	8.409618625	-0.001250849	0.99075496	0.993323424
chr6	100498499	100498899	chr6	100497883	100499436	1554	*	8.403010443	8.443501516	8.361350039	0.073600877	0.523492924	0.605422035
chr6	100136076	100136476	chr6	100134632	100137289	2658	*	8.410733962	8.437956248	8.382988123	0.043089145	0.655146553	0.724271582
chr6	85346232	85346632	chr6	85345042	85349042	4001	*	8.410835838	8.263589365	8.544435883	-0.268462302	0.003546678	0.007866961
chr6	40009988	40010388	chr6	40009444	40012361	2918	*	8.413776006	8.307522893	8.512737622	-0.205761667	0.031586024	0.055075901
chr6	77604006	77604406	chr6	77601795	77605547	3753	*	8.414656764	8.47331218	8.353515168	0.100516371	0.349397087	0.434695314
chr6	51269652	51270052	chr6	51267870	51273285	5416	*	8.415485098	8.209112562	8.595997433	-0.34959069	0.001344681	0.003293728
chr6	59023564	59023964	chr6	59021557	59025215	3659	*	8.417383655	8.680110639	8.09591657	0.563005663	1.79E-07	9.03E-07
chr6	67228943	67229343	chr6	67227774	67229755	1982	*	8.417794996	8.650734097	8.139864496	0.478287524	1.83E-05	6.53E-05
chr6	126303011	126303411	chr6	126301321	126303762	2442	*	8.418306343	8.521012868	8.307723783	0.202289229	0.045316367	0.075513896
chr6	145598725	145599125	chr6	145598280	145599878	1599	*	8.418722658	8.514726067	8.315872427	0.189641998	0.063542113	0.101287988
chr6	108828312	108828712	chr6	108827764	108830552	2789	*	8.421228365	8.501854092	8.335828722	0.153540675	0.11320436	0.167220304
chr6	89524925	89525325	chr6	89524071	89526809	2739	*	8.422668257	8.656257964	8.143810197	0.49204926	5.44E-07	2.53E-06
chr6	116895114	116895514	chr6	116893823	116896875	3053	*	8.423475226	8.51102718	8.330264821	0.164287836	0.175184651	0.243061728
chr6	88137192	88137592	chr6	88135651	88138672	3022	*	8.425223163	8.547593239	8.291503488	0.24788771	0.017814414	0.033258663
chr6	35271549	35271949	chr6	35268393	35272800	4408	*	8.427190445	8.620436615	8.203996178	0.379412924	0.000431682	0.001173991
chr6	77247259	77247659	chr6	77246563	77249837	3275	*	8.428078146	8.492077318	8.361107593	0.113891654	0.254167768	0.333165967
chr6	100288519	100288919	chr6	100287664	100289842	2179	*	8.428594486	8.44962716	8.40725064	0.052374003	0.614896584	0.688716184
chr6	31937509	31937909	chr6	31936271	31938720	2450	*	8.430697679	8.42605224	8.435328209	-0.006263601	0.956661163	0.968053885
chr6	113959307	113959707	chr6	113957395	113960323	2929	*	8.433929064	8.308168207	8.549600848	-0.22096528	0.036432076	0.062405651
chr6	63963829	63964229	chr6	63962638	63965962	3325	*	8.436560148	8.721738798	8.080765035	0.583695856	4.52E-06	1.79E-05
chr6	118075698	118076098	chr6	118073123	118078585	5463	*	8.437363147	8.357558716	8.512983533	-0.155861789	0.127504992	0.185158762
chr6	71707930	71708330	chr6	71706971	71711100	4130	*	8.437623744	8.489522818	8.383787775	0.087536476	0.396486898	0.482630515
chr6	92705455	92705855	chr6	92703374	92706675	3302	*	8.438081261	8.364946945	8.507686377	-0.136410771	0.216079911	0.290538173
chr6	121245723	121246123	chr6	121244748	121246894	2147	*	8.438871653	8.289902009	8.57388851	-0.244997265	0.041120105	0.069364928
chr6	135912385	135912785	chr6	135910546	135913380	2835	*	8.441704129	8.384589129	8.496643841	-0.099213244	0.403782541	0.489854158
chr6	135859439	135859839	chr6	135858303	135862548	4246	*	8.441891195	8.556958119	8.316845053	0.238394545	0.012511327	0.024358091
chr6	51857829	51858229	chr6	51856321	51860237	3917	*	8.444518602	8.896849473	7.7819464	1.087168904	4.63E-26	1.95E-24
chr6	92480422	92480822	chr6	92478709	92481645	2937	*	8.444579269	8.583742885	8.290544576	0.26556559	0.012472587	0.024289526
chr6	52306170	52306570	chr6	52305491	52307243	1753	*	8.447231284	8.302286287	8.578934206	-0.245054816	0.020603005	0.037836372
chr6	100519068	100519468	chr6	100518727	100521589	2863	*	8.44755141	8.297169917	8.583726812	-0.262560966	0.013290349	0.025665856
chr6	85264075	85264475	chr6	85262403	85266535	4133	*	8.448500352	8.34806749	8.542394338	-0.196684609	0.048527995	0.080174751
chr6	18764830	18765230	chr6	18763844	18767831	3988	*	8.449804996	8.739759508	8.0865308	0.620228037	7.34E-08	3.93E-07
chr6	128299518	128299918	chr6	128299216	128301560	2345	*	8.450546742	8.503027446	8.396084652	0.088014899	0.639362766	0.71057288
chr6	77462898	77463298	chr6	77462271	77464633	2363	*	8.45113199	8.566962864	8.325183038	0.217257951	0.062614441	0.100015332
chr6	55439344	55439744	chr6	55438128	55441100	2973	*	8.451366138	8.583269147	8.306178725	0.254540028	0.024501957	0.044123271
chr6	98994339	98994739	chr6	98993697	98997060	3364	*	8.451632789	8.662210278	8.204978401	0.419665706	0.000131047	0.000395452
chr6	106266445	106266845	chr6	106266231	106269591	3361	*	8.452652748	8.621753573	8.261066635	0.336732616	0.003162408	0.007085581
chr6	104038432	104038832	chr6	104036669	104041685	5017	*	8.453803849	8.787726513	8.0185511	0.727623326	1.26E-11	1.14E-10
chr6	77186074	77186474	chr6	77184939	77187641	2703	*	8.455830125	8.522348629	8.386095774	0.128652318	0.175063554	0.242935743
chr6	25012912	25013312	chr6	25011813	25014007	2195	*	8.456237127	8.734469574	8.111207492	0.584451467	8.24E-09	5.12E-08
chr6	83161461	83161861	chr6	83160550	83163459	2910	*	8.456751932	8.737523008	8.107803149	0.603339749	4.30E-08	2.39E-07
chr6	97523002	97523402	chr6	97522992	97525757	2766	*	8.458188322	8.590754279	8.312197173	0.266929224	0.005201858	0.011094633
chr6	47953158	47953558	chr6	47950912	47954814	3903	*	8.459637942	8.638757449	8.255084595	0.367772621	0.000598393	0.001578411
chr6	28706332	28706732	chr6	28704630	28708283	3654	*	8.460157967	8.868566494	7.888362729	0.953027811	8.53E-17	1.44E-15
chr6	55676172	55676572	chr6	55674827	55678361	3535	*	8.462028149	8.591679589	8.319564369	0.253989646	0.026857837	0.047814668
chr6	51727975	51728375	chr6	51726266	51729347	3082	*	8.462700919	8.636005936	8.265698437	0.345518431	0.002008825	0.004719382
chr6	62160545	62160945	chr6	62157121	62161549	4429	*	8.462974854	8.85503904	7.922889802	0.885625025	9.56E-15	1.28E-13
chr6	143437679	143438079	chr6	143436743	143439583	2841	*	8.467502557	8.653499616	8.253926776	0.372721295	0.000186742	0.000546271
chr6	15721133	15721533	chr6	15719499	15722604	3106	*	8.469796911	8.463175212	8.476388355	-0.003092982	0.977646832	0.983780453
chr6	88800736	88801136	chr6	88800067	88802138	2072	*	8.471605965	8.735611046	8.148220633	0.567490158	1.84E-08	1.08E-07
chr6	39117047	39117447	chr6	39116386	39119196	2811	*	8.474264679	8.521206622	8.425743836	0.102482362	0.303440295	0.386846879
chr6	38757765	38758165	chr6	38756967	38760393	3427	*	8.477347836	8.447036339	8.507035561	-0.055468445	0.594599035	0.670789029
chr6	51078481	51078881	chr6	51075637	51080203	4567	*	8.477629028	8.562201567	8.387788314	0.147876571	0.17697706	0.245219746
chr6	98768651	98769051	chr6	98766748	98770978	4231	*	8.479210995	8.658434539	8.274521904	0.367102922	0.000223104	0.000643051
chr6	107062996	107063396	chr6	107062391	107064247	1857	*	8.479799932	9.007860179	7.638165171	1.347621369	8.44E-39	1.12E-36
chr6	91165220	91165620	chr6	91164810	91169070	4261	*	8.480693554	8.527786233	8.432011647	0.093087394	0.31722821	0.401272256
chr6	21215433	21215833	chr6	21215156	21220722	5567	*	8.481250754	8.522292344	8.439007347	0.075505952	0.454383337	0.538948546
chr6	114265273	114265673	chr6	114262944	114266963	4020	*	8.483317542	8.392974969	8.568334647	-0.164612996	0.094891544	0.143703823
chr6	120580005	120580405	chr6	120578666	120581743	3078	*	8.486355127	8.415228554	8.554139218	-0.127468726	0.229251016	0.305541205
chr6	59348230	59348630	chr6	59345207	59350070	4864	*	8.490020048	8.989675593	7.719297993	1.230908794	1.90E-23	6.29E-22
chr6	49225000	49225400	chr6	49223937	49226162	2226	*	8.49097752	8.255060974	8.693683137	-0.390825446	0.000850439	0.002173421
chr6	84565704	84566104	chr6	84563329	84566994	3666	*	8.491830104	8.565479072	8.414218174	0.13109879	0.161803514	0.227231087
chr6	88726910	88727310	chr6	88724712	88728885	4174	*	8.492299889	8.750333687	8.177840356	0.553003824	1.22E-08	7.37E-08
chr6	91186937	91187337	chr6	91186291	91188639	2349	*	8.494871221	8.380306597	8.601003742	-0.194933383	0.067402469	0.106673101
chr6	53573162	53573562	chr6	53572922	53575875	2954	*	8.49545132	8.622969139	8.355559854	0.255457032	0.013441496	0.025927494
chr6	137252432	137252832	chr6	137251008	137256170	5163	*	8.497190924	8.554485477	8.437526563	0.100730417	0.311743632	0.395341352
chr6	114132252	114132652	chr6	114131242	114133891	2650	*	8.49738883	8.528093318	8.466016631	0.059625063	0.564086581	0.643179697
chr6	24564100	24564500	chr6	24561643	24566560	4918	*	8.500551018	8.93690484	7.871987081	1.028623314	1.36E-22	4.13E-21
chr6	36793928	36794328	chr6	36793067	36795281	2215	*	8.501558912	8.619852279	8.372692751	0.230465318	0.026985633	0.048007071
chr6	108305189	108305589	chr6	108303376	108307869	4494	*	8.50298177	8.712140168	8.258273388	0.416967432	6.10E-05	0.000196559
chr6	89291767	89292167	chr6	89290841	89293848	3008	*	8.505348031	8.586858135	8.418955503	0.155206218	0.104903108	0.156652431
chr6	77358122	77358522	chr6	77357937	77360650	2714	*	8.5057126	8.830393518	8.086075358	0.705915731	3.47E-11	2.98E-10
chr6	145612554	145612954	chr6	145612382	145614278	1897	*	8.508425103	8.5195679	8.497195574	0.031205664	0.745377559	0.801009395
chr6	100127277	100127677	chr6	100126803	100128237	1435	*	8.508934925	8.411080459	8.600571665	-0.164744844	0.20568783	0.278565475
chr6	22205110	22205510	chr6	22204654	22206933	2280	*	8.510459203	8.46757859	8.552101997	-0.079940669	0.509068685	0.591668668
chr6	55272928	55273328	chr6	55272780	55274287	1508	*	8.514231608	8.724197356	8.268416661	0.429500494	1.24E-05	4.54E-05
chr6	91707538	91707938	chr6	91705980	91708721	2742	*	8.514927109	8.459124323	8.568651607	-0.100025102	0.340852803	0.426089172
chr6	99377211	99377611	chr6	99375882	99377955	2074	*	8.520438093	8.539701067	8.500914434	0.036863754	0.702296535	0.76496362
chr6	136012930	136013330	chr6	136010396	136014112	3717	*	8.520912164	8.588233101	8.450295385	0.123470624	0.199425082	0.271309113
chr6	53972151	53972551	chr6	53970820	53974896	4077	*	8.523729189	8.68465649	8.342570735	0.335996545	0.00100668	0.002533599
chr6	93716236	93716636	chr6	93714764	93718310	3547	*	8.526692675	8.778332475	8.221689503	0.517617249	6.37E-07	2.93E-06
chr6	126345893	126346293	chr6	126344983	126347549	2567	*	8.526938754	8.435654263	8.612789458	-0.165763427	0.114451829	0.168773828
chr6	91729181	91729581	chr6	91726773	91730404	3632	*	8.527529299	8.325420444	8.704772335	-0.359508295	0.000558228	0.001483623
chr6	40107353	40107753	chr6	40105937	40109730	3794	*	8.529079398	8.411256164	8.638002441	-0.228563406	0.035307285	0.06073035
chr6	40103146	40103546	chr6	40103069	40104652	1584	*	8.529158793	8.484198257	8.572760409	-0.070671728	0.525561965	0.607442942
chr6	88277223	88277623	chr6	88274069	88278367	4299	*	8.529751857	8.371182529	8.672605614	-0.275019	0.011899663	0.023288874
chr6	125321206	125321606	chr6	125318925	125322406	3482	*	8.530297627	8.537569325	8.522989091	0.013628427	0.886305426	0.914892357
chr6	115492955	115493355	chr6	115492132	115494475	2344	*	8.536039083	8.547586902	8.524398084	0.02360847	0.820782419	0.861814672
chr6	87810442	87810842	chr6	87808811	87812997	4187	*	8.536714661	8.69187485	8.362833549	0.323725906	0.001891097	0.004476091
chr6	113860784	113861184	chr6	113859515	113862592	3078	*	8.537352361	8.676603834	8.383210006	0.2704842	0.006957637	0.014433948
chr6	88346569	88346969	chr6	88345921	88347686	1766	*	8.540323567	8.60829084	8.468995272	0.132895863	0.184672796	0.25435844
chr6	128047817	128048217	chr6	128046398	128048652	2255	*	8.540587866	8.770593095	8.266827587	0.484637445	3.60E-06	1.46E-05
chr6	77356434	77356834	chr6	77353668	77357651	3984	*	8.542165136	8.911411335	8.044642883	0.83826367	1.08E-14	1.44E-13
chr6	42323350	42323750	chr6	42320616	42325816	5201	*	8.542186729	8.610993053	8.469933765	0.131297261	0.186764081	0.256777342
chr6	73400846	73401246	chr6	73399638	73401992	2355	*	8.542610898	8.85785812	8.138639891	0.697409001	2.07E-13	2.38E-12
