chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr6	97917821	97918925	0.640540992	0.023783339	Gained	Other genome	167820
chr6	101169622	101171434	0.128350934	0.529821454	Unchanged	Other genome	519621
chr6	121183577	121185009	-0.031774055	0.908490245	Unchanged	Other genome	64991
chr6	91776782	91777654	-0.07849917	0.729144031	Unchanged	Gained anchor	0
chr6	93922388	93924027	0.027232133	0.926725885	Unchanged	Other genome	355973
chr6	120578877	120580511	0.032531268	0.906346352	Unchanged	Other genome	38876
chr6	119276338	119277339	-0.172185824	0.400109827	Unchanged	Other genome	197661
chr6	119240538	119241461	-0.508095779	0.05597442	Unchanged	Other genome	233539
chr6	28851589	28852424	0.165830313	0.417437461	Unchanged	Other genome	711588
chr6	133653544	133656289	0.871693256	0.009386397	Gained	Other genome	718711
chr6	39111175	39112049	-0.030062785	0.92050924	Unchanged	Other genome	712951
chr6	126151172	126152065	0.050503937	0.839512791	Unchanged	Other genome	7935
chr6	37351946	37352723	-0.106880679	0.608998965	Unchanged	Other genome	46945
chr6	125144994	125145968	-0.075271182	0.736580138	Unchanged	Other genome	404993
chr6	118825946	118828015	0.116661536	0.576074859	Unchanged	Matched background	445945
chr6	95556214	95557929	-0.016138602	0.960368716	Unchanged	Other genome	1086213
chr6	124731721	124733315	-0.085891234	0.69651261	Unchanged	Other genome	1685
chr6	85543950	85545513	0.148900766	0.478182081	Unchanged	Other genome	123949
chr6	53556898	53557192	0.11838223	0.659471108	Unchanged	Other genome	162808
chr6	50368852	50370289	0.9855846	0.001536505	Gained	Other genome	68851
chr6	90454676	90456413	-0.16564627	0.42572925	Unchanged	Other genome	708587
chr6	84230555	84231132	0.241368526	0.274045608	Unchanged	Other genome	28868
chr6	111716023	111717628	-0.019597477	0.950408219	Unchanged	Other genome	7372
chr6	90644054	90645772	-0.02449859	0.93552948	Unchanged	Other genome	519228
chr6	66534912	66535832	-0.008456758	0.981495573	Unchanged	Other genome	414168
chr6	37197862	37198382	-0.390412691	0.101832579	Unchanged	Other genome	97861
chr6	111375773	111377021	0.515646988	0.085631082	Unchanged	Gained anchor	0
chr6	104688585	104689149	0.085850221	0.696761023	Unchanged	Other genome	363584
chr6	45059106	45060671	0.018867124	0.951415639	Unchanged	Lost anchor	0
chr6	124464239	124465132	-0.236623883	0.242032526	Unchanged	Other genome	64238
chr6	4754361	4755739	-0.026677455	0.926945902	Unchanged	Other genome	4360
chr6	98275686	98277128	-0.025494969	0.931754722	Unchanged	Other genome	525685
chr6	67230065	67231255	0.06563128	0.780576092	Unchanged	Other genome	55064
chr6	106621067	106622707	-0.050863523	0.840595783	Unchanged	Other genome	171066
chr6	116489555	116491794	-0.106038799	0.610338443	Unchanged	Other genome	949554
chr6	100782509	100783286	-0.077645378	0.728600266	Unchanged	Other genome	132508
chr6	38785082	38786075	-0.021928148	0.943542877	Unchanged	Other genome	710081
chr6	112462868	112464395	-0.055031998	0.819844933	Unchanged	Other genome	387867
chr6	65674620	65676296	0.015333883	0.963101384	Unchanged	Matched background	214619
chr6	77358219	77358701	0.445613891	0.081322798	Unchanged	Other genome	1541299
chr6	136398354	136399744	-0.051453985	0.840720104	Unchanged	Other genome	218353
chr6	99918627	99919792	0.007045302	0.985612858	Unchanged	Other genome	8626
chr6	99443554	99444715	-0.381412874	0.153199595	Unchanged	Other genome	205285
chr6	56359482	56360931	0.228097768	0.305380197	Unchanged	Other genome	549481
chr6	34501900	34504257	0.024671819	0.933426256	Unchanged	Other genome	451899
chr6	118186122	118187837	-0.071039994	0.750898515	Unchanged	Other genome	2163
chr6	61976118	61977077	0.7059309	0.041878975	Gained	Other genome	666117
chr6	111742769	111743465	0.062891369	0.79964794	Unchanged	Gained anchor	0
chr6	67534852	67536376	0.002900602	0.994128124	Unchanged	Other genome	263624
chr6	4579646	4580775	-0.129503853	0.532460107	Unchanged	Other genome	144225
chr6	112459575	112460902	-0.060258625	0.802277951	Unchanged	Other genome	384574
chr6	29758600	29760318	0.06484686	0.787777273	Unchanged	Other genome	1618599
chr6	118076579	118077746	-0.124654563	0.546701661	Unchanged	Other genome	92254
chr6	33923210	33924495	-0.201165475	0.336484769	Unchanged	Other genome	100505
chr6	47120326	47122555	-0.024778805	0.934381937	Unchanged	Other genome	52445
chr6	137448687	137450123	-0.088792486	0.680013437	Unchanged	Other genome	248686
chr6	31320394	31322041	0.323564629	0.163788894	Unchanged	Other genome	207959
chr6	53393443	53394148	0.053119183	0.840595783	Unchanged	Other genome	118442
chr6	118898038	118900006	-0.421067379	0.086098118	Unchanged	Other genome	518037
chr6	82652165	82653291	-0.171290918	0.433257827	Unchanged	Other genome	532164
chr6	147721160	147722595	1.140494537	0.000414448	Gained	Other genome	277405
chr6	48063802	48065382	-0.008269559	0.982248975	Unchanged	Other genome	19618
chr6	101252915	101254533	0.050568231	0.840504289	Unchanged	Other genome	602914
chr6	143409982	143410685	0.068176517	0.766653057	Unchanged	Other genome	1829981
chr6	111727935	111728392	0.076799945	0.742877638	Unchanged	Gained anchor	0
chr6	18633329	18634722	0.008722273	0.981237983	Unchanged	Matched background	175278
chr6	59309027	59310175	1.785634774	1.6e-06	Gained	Other genome	189825
chr6	31525451	31526842	-0.039699043	0.881615117	Unchanged	Other genome	3158
chr6	121466625	121467632	0.100299209	0.630007528	Unchanged	Gained anchor	0
chr6	99943886	99945254	-0.139533781	0.555020771	Unchanged	Other genome	33885
chr6	19165010	19166544	1.741753843	1.4e-06	Gained	Other genome	240009
chr6	145961138	145962187	0.021188753	0.945439578	Unchanged	Other genome	1037813
chr6	72605681	72607452	0.016643554	0.959336084	Unchanged	Other genome	42548
chr6	48873776	48874949	-0.068384338	0.771687887	Unchanged	Other genome	53775
chr6	50676906	50678012	0.990233941	0.001755883	Gained	Other genome	121988
chr6	71831143	71831961	-0.026655327	0.927838423	Unchanged	Other genome	191142
chr6	140892247	140893028	1.389438086	1.75e-06	Gained	Other genome	122246
chr6	128299757	128300951	-0.09875441	0.651600341	Unchanged	Other genome	374756
chr6	135985271	135985649	-0.918289896	0.009281772	Lost	Other genome	60270
chr6	125654139	125655414	-0.094090068	0.66136742	Unchanged	Other genome	4586
chr6	92659512	92661023	-0.013023456	0.969027668	Unchanged	Gained anchor	0
chr6	88518090	88519614	-0.036115264	0.896839128	Unchanged	Other genome	460386
chr6	47904479	47905743	-0.045982037	0.861680944	Unchanged	Other genome	104257
chr6	39035979	39037371	0.012406835	0.970759601	Unchanged	Other genome	787629
chr6	137614026	137615281	-0.357883645	0.166517972	Unchanged	Other genome	254719
chr6	91402781	91404593	-0.007392692	0.984397778	Unchanged	Other genome	122780
chr6	49591109	49591762	-0.031916086	0.908929615	Unchanged	Other genome	71108
chr6	42323702	42324994	-0.059691494	0.805032483	Unchanged	Other genome	6
chr6	41634654	41636568	-0.190754243	0.352999069	Unchanged	Other genome	688432
chr6	29767862	29769457	-0.061032632	0.797987342	Unchanged	Other genome	1627861
chr6	72223675	72224285	0.064819106	0.782679328	Unchanged	Other genome	55715
chr6	29495829	29497389	0.028570385	0.920926029	Unchanged	Other genome	1355828
chr6	89406554	89407430	0.161847022	0.432223252	Unchanged	Other genome	142570
chr6	6127153	6127723	0.778759673	0.008422501	Gained	Other genome	187152
chr6	12258498	12259768	0.11608753	0.567064383	Unchanged	Lost anchor	0
chr6	128200069	128201121	-0.067561022	0.769776144	Unchanged	Other genome	275068
chr6	85215516	85216945	-0.727033267	0.014496518	Lost	Other genome	18055
chr6	99515782	99516208	-0.01135354	0.974015805	Unchanged	Other genome	133792
chr6	104370062	104371176	0.06590166	0.787777273	Unchanged	Other genome	45061
chr6	76982043	76983225	0.205413239	0.326662996	Unchanged	Other genome	1916775
chr6	125478396	125480216	-0.166624242	0.421467464	Unchanged	Other genome	139784
chr6	137439932	137441087	-0.049190002	0.844416713	Unchanged	Other genome	239931
chr6	52794918	52796267	-0.107802427	0.6278149	Unchanged	Other genome	44917
chr6	124746617	124748209	-0.032617504	0.90795018	Unchanged	Other genome	6616
chr6	91283818	91284751	0.013202998	0.968948807	Unchanged	Other genome	3817
chr6	106011972	106013579	-0.336694177	0.1897595	Unchanged	Other genome	61971
chr6	13851175	13852370	-0.029256578	0.92077022	Unchanged	Other genome	1174
chr6	146007296	146008254	0.86811118	0.003075576	Gained	Other genome	991746
chr6	149408461	149409722	-0.052751182	0.832614812	Unchanged	Other genome	28460
chr6	145350814	145352988	-0.04177542	0.873829668	Unchanged	Other genome	1647012
chr6	30401174	30402374	-0.060776955	0.797671868	Unchanged	Other genome	1127626
chr6	84381471	84383066	0.084757104	0.699907532	Unchanged	Other genome	16934
chr6	40122416	40123405	-0.081285922	0.729223065	Unchanged	Other genome	247415
chr6	112051678	112052583	1.489280638	1.54e-06	Gained	Gained anchor	0
chr6	63532665	63533240	1.608989237	3.83e-06	Gained	Other genome	1141760
chr6	54923240	54925147	-0.083589086	0.702169208	Unchanged	Other genome	584853
chr6	89418511	89419436	0.07802289	0.725409878	Unchanged	Other genome	130564
chr6	125008821	125010283	0.048073545	0.849752085	Unchanged	Other genome	268820
chr6	84365520	84367089	0.016352784	0.960176188	Unchanged	Other genome	32911
chr6	8093010	8094707	-0.036607262	0.895509811	Unchanged	Other genome	830293
chr6	100092700	100093763	-0.093705704	0.66824071	Unchanged	Other genome	182699
chr6	121380632	121382277	-0.044465492	0.862743908	Unchanged	Other genome	40631
chr6	91779889	91780641	0.007275671	0.984830794	Unchanged	Gained anchor	0
chr6	20811383	20813656	0.829999985	0.020806188	Gained	Other genome	51382
chr6	111572504	111574597	-0.030238721	0.914254717	Unchanged	Other genome	150403
chr6	54446859	54447945	0.045160483	0.860950212	Unchanged	Other genome	721858
chr6	84215962	84216605	0.052369844	0.835815365	Unchanged	Other genome	43395
chr6	32200250	32202309	-0.021853999	0.943046128	Unchanged	Other genome	97691
chr6	45544293	45545227	-0.024798861	0.933672958	Unchanged	Other genome	29773
chr6	91068095	91069900	-0.08879878	0.682950228	Unchanged	Other genome	95100
chr6	28573395	28575051	0.771950934	0.005144152	Gained	Other genome	433394
chr6	136820583	136822810	-0.033500325	0.903439003	Unchanged	Matched background	27190
chr6	100893342	100894356	0.395403862	0.111503417	Unchanged	Other genome	243341
chr6	72262469	72263345	0.471405755	0.102581443	Unchanged	Other genome	16655
chr6	31099200	31100547	-0.732212557	0.011466736	Lost	Other genome	429453
chr6	52639544	52640601	-0.003629275	0.992586397	Unchanged	Other genome	39543
chr6	118690659	118691924	9.24e-05	0.999766946	Unchanged	Other genome	310658
chr6	127668655	127670460	0.013194042	0.968454006	Unchanged	Other genome	48654
chr6	115499696	115501235	-0.037656288	0.889383233	Unchanged	Other genome	28765
chr6	91394058	91395629	0.074804646	0.736869461	Unchanged	Other genome	114057
chr6	106553719	106555754	-0.023275889	0.939599496	Unchanged	Other genome	103718
chr6	125811710	125813508	-0.182584693	0.38603872	Unchanged	Other genome	46492
chr6	74259566	74261205	0.340375192	0.132815884	Unchanged	Other genome	1469565
chr6	97504582	97505650	-0.432016906	0.094281798	Unchanged	Other genome	14350
chr6	83787836	83789440	-0.108075858	0.620970202	Unchanged	Other genome	37835
chr6	144459577	144459834	0.00658815	0.987019749	Unchanged	Other genome	2540166
chr6	17104083	17105956	-0.111824343	0.595252955	Unchanged	Other genome	124082
chr6	32565547	32566320	-0.114084084	0.61132732	Unchanged	Other genome	215546
chr6	104313069	104313335	0.404089098	0.151866221	Unchanged	Lost anchor	0
chr6	55440514	55442606	0.005305053	0.989338327	Unchanged	Other genome	67394
chr6	37063734	37064770	-0.633590177	0.025489768	Lost	Other genome	13733
chr6	127108454	127110059	0.042461692	0.871252091	Unchanged	Other genome	429941
chr6	29073417	29073926	0.587226138	0.041797019	Gained	Other genome	933416
chr6	47930686	47932817	-0.090409794	0.674518583	Unchanged	Other genome	77183
chr6	137491490	137493191	-0.04554772	0.859128285	Unchanged	Other genome	291489
chr6	28977124	28977757	2.531422882	1.21e-14	Gained	Other genome	837123
chr6	90508727	90510072	-0.76800381	0.010497846	Lost	Other genome	654928
chr6	88306429	88308285	8.99e-05	0.999766946	Unchanged	Other genome	671715
chr6	22157162	22159515	0.160119295	0.479407382	Unchanged	Other genome	165485
chr6	90484868	90486606	-0.184936012	0.379263946	Unchanged	Other genome	678394
chr6	137272240	137274323	-0.014268854	0.965458436	Unchanged	Other genome	72239
chr6	98957124	98958684	-0.057870994	0.806785895	Unchanged	Other genome	691316
chr6	82742634	82744236	0.028650338	0.920498784	Unchanged	Other genome	622633
chr6	88623035	88624526	2.57127713	6.74e-07	Gained	Other genome	355474
chr6	127974002	127975432	0.037871808	0.887682986	Unchanged	Other genome	49001
chr6	64296924	64298224	0.145609438	0.474612338	Unchanged	Other genome	376776
chr6	121472669	121474131	0.051439664	0.838783043	Unchanged	Gained anchor	0
chr6	117270274	117272312	-0.034357931	0.900849964	Unchanged	Other genome	482688
chr6	108056002	108057507	1.055136181	0.005654039	Gained	Matched background	341001
chr6	57824443	57825702	-0.016688362	0.960279004	Unchanged	Other genome	719298
chr6	137069932	137070864	1.489209205	1.98e-07	Gained	Other genome	9931
chr6	147263158	147264560	-0.027572733	0.926512839	Unchanged	Other genome	143157
chr6	32406251	32406888	-0.03752296	0.890593923	Unchanged	Other genome	56250
chr6	38881498	38882371	-0.221057796	0.327670826	Unchanged	Other genome	806497
chr6	135820216	135821877	-0.061844257	0.791957977	Unchanged	Gained anchor	0
chr6	47963369	47964647	-0.01432543	0.965754862	Unchanged	Matched background	45353
chr6	126316765	126319356	-0.032856503	0.905870889	Unchanged	Other genome	146764
chr6	125306066	125307937	-0.066201561	0.781614869	Unchanged	Other genome	312063
chr6	29916412	29918008	0.004071323	0.991699015	Unchanged	Other genome	1611992
chr6	60761378	60762282	1.568910651	1.05e-05	Gained	Other genome	57718
chr6	113468599	113470156	-0.060623638	0.798741844	Unchanged	Other genome	609844
chr6	135783745	135785177	-0.095098901	0.667544194	Unchanged	Other genome	34823
chr6	88204670	88206608	0.04988379	0.841972555	Unchanged	Other genome	773392
chr6	38636141	38637434	-0.049104394	0.848602125	Unchanged	Other genome	561140
chr6	113909364	113910984	-0.011924448	0.971994356	Unchanged	Other genome	169016
chr6	55246747	55247764	0.045955313	0.858881696	Unchanged	Other genome	262236
chr6	125939499	125941092	0.053118355	0.836000444	Unchanged	Other genome	8908
chr6	51591930	51593050	0.078590846	0.720327349	Unchanged	Other genome	1929
chr6	85125703	85127294	0.011001958	0.974952662	Unchanged	Other genome	27706
chr6	126217496	126219865	0.085972555	0.690944512	Unchanged	Other genome	47495
chr6	94163958	94165302	-0.047724546	0.855400808	Unchanged	Other genome	114698
chr6	140955716	140956917	0.682738649	0.01073847	Gained	Other genome	185715
chr6	116192570	116194270	-0.168279183	0.397960174	Unchanged	Other genome	652569
chr6	119308609	119310234	-0.285274366	0.199194014	Unchanged	Other genome	164766
chr6	52252669	52254234	-0.028256783	0.922330911	Unchanged	Mixed anchor	0
chr6	90557957	90559855	-0.005297087	0.989338327	Unchanged	Other genome	605145
chr6	118742524	118744019	-0.048762164	0.847812887	Unchanged	Other genome	362523
chr6	88910878	88912570	-0.016338539	0.960496263	Unchanged	Other genome	67430
chr6	85226376	85227197	-0.15273961	0.487280377	Unchanged	Other genome	7803
chr6	119847399	119849134	-0.020788965	0.946384358	Unchanged	Other genome	50866
chr6	39573741	39575157	-0.056318838	0.815307548	Unchanged	Other genome	249843
chr6	72218668	72219261	0.140391178	0.516892028	Unchanged	Other genome	60739
chr6	91235110	91235739	-0.272555691	0.253737686	Unchanged	Other genome	39261
chr6	90369017	90370765	-0.033043304	0.907076171	Unchanged	Other genome	794235
chr6	128372913	128374561	-0.000417833	0.999040843	Unchanged	Other genome	375439
chr6	70750162	70751907	0.263469641	0.245971309	Unchanged	Other genome	738093
chr6	19604988	19606106	2.001494592	5.85e-08	Gained	Other genome	19987
chr6	50434413	50435112	-0.048534731	0.851303449	Unchanged	Other genome	134412
chr6	121210222	121211816	-0.094719414	0.676807467	Unchanged	Matched background	38184
chr6	118374340	118376518	-0.252548811	0.254601775	Unchanged	Gained anchor	0
chr6	22290806	22291669	-0.044485573	0.865777164	Unchanged	Other genome	33331
chr6	20505798	20506734	2.414783324	1.31e-06	Gained	Lost anchor	0
chr6	127938320	127939993	-0.028748414	0.919613334	Unchanged	Other genome	13319
chr6	43518487	43520605	-0.960488987	0.003580349	Lost	Other genome	68486
chr6	48402601	48404502	-0.182062505	0.364088544	Unchanged	Other genome	222600
chr6	145758333	145759021	-0.125874745	0.562965436	Unchanged	Other genome	1240979
chr6	86732386	86733668	-0.01920911	0.951436573	Unchanged	Other genome	366332
chr6	89138856	89140121	0.028842395	0.92006001	Unchanged	Other genome	153855
chr6	83378615	83380513	-0.004738161	0.990733773	Unchanged	Other genome	309487
chr6	48628768	48630081	0.014472824	0.966121252	Unchanged	Other genome	9919
chr6	90540456	90542225	-0.106263172	0.605072367	Unchanged	Other genome	622775
chr6	114292157	114293524	0.08521161	0.699907532	Unchanged	Other genome	46476
chr6	128355105	128356441	-0.157663548	0.423529173	Unchanged	Other genome	393559
chr6	65671046	65672687	0.002181588	0.995733717	Unchanged	Other genome	211045
chr6	38928007	38928926	-0.108651445	0.620556891	Unchanged	Other genome	853006
chr6	23873883	23874834	0.687842775	0.028148048	Gained	Other genome	113882
chr6	126009732	126010987	-0.059330409	0.804626546	Unchanged	Other genome	49731
chr6	36842292	36843183	0.02094941	0.947749671	Unchanged	Other genome	56817
chr6	48466058	48467660	0.017482045	0.956697376	Unchanged	Other genome	172340
chr6	99266502	99267279	-0.060374004	0.810402521	Unchanged	Other genome	382721
chr6	37216137	37217167	0.017410849	0.956646056	Unchanged	Other genome	82833
chr6	98997700	98998436	0.195893822	0.378403371	Unchanged	Other genome	651564
chr6	127976252	127977747	0.079525498	0.714178286	Unchanged	Other genome	51251
chr6	91291925	91292999	0.05800712	0.811019071	Unchanged	Other genome	11924
chr6	114307700	114309435	0.004370012	0.991329043	Unchanged	Other genome	30565
chr6	106563691	106564107	-0.033821726	0.906499627	Unchanged	Other genome	113690
chr6	126139673	126140963	-0.089961883	0.676187934	Unchanged	Other genome	19037
chr6	56554650	56555903	0.031361121	0.914514881	Unchanged	Other genome	744649
chr6	51038873	51040334	-0.102228633	0.628038519	Unchanged	Other genome	98872
chr6	38736060	38737522	-0.519881099	0.039247874	Lost	Other genome	661059
chr6	45542372	45543830	0.050964541	0.86212489	Unchanged	Other genome	31170
chr6	113377489	113378904	-0.055118684	0.821358372	Unchanged	Other genome	701096
chr6	99612819	99614721	-0.112209667	0.599081487	Unchanged	Other genome	35279
chr6	101293021	101294562	0.089342422	0.681000688	Unchanged	Other genome	643020
chr6	39059253	39060230	0.029342812	0.91888072	Unchanged	Matched background	764770
chr6	29473853	29475050	-0.027378108	0.926064642	Unchanged	Other genome	1333852
chr6	47594156	47595736	-0.025697381	0.930782283	Unchanged	Other genome	394155
chr6	13606912	13608574	-0.061516773	0.7971054	Unchanged	Lost anchor	0
chr6	128437720	128438908	-0.054679011	0.825214323	Unchanged	Other genome	311092
chr6	84313557	84313921	0.148794664	0.496223671	Unchanged	Other genome	43556
chr6	115536540	115537792	-0.035481723	0.896365097	Unchanged	Lost anchor	0
chr6	128399308	128401628	-0.003470511	0.993015956	Unchanged	Other genome	348372
chr6	108702241	108703230	1.323906578	8.22e-06	Gained	Other genome	227240
chr6	72244790	72245863	0.133870864	0.505548256	Unchanged	Other genome	34137
chr6	13869212	13870026	1.923220727	3.78e-09	Gained	Other genome	9974
chr6	121053234	121055065	-0.083234351	0.70083947	Unchanged	Other genome	53233
chr6	125357196	125358219	0.011959538	0.971707124	Unchanged	Other genome	261781
chr6	97147979	97149491	-0.01618138	0.960669365	Unchanged	Other genome	100509
chr6	134869310	134870797	-0.150358021	0.45053016	Unchanged	Other genome	214203
chr6	117826741	117828504	0.010923888	0.974866644	Unchanged	Gained anchor	0
chr6	70956193	70957557	-0.035045387	0.899413873	Unchanged	Other genome	532443
chr6	99159628	99161467	0.02580131	0.929982586	Unchanged	Other genome	488533
chr6	55500536	55501655	-0.314389926	0.160329535	Unchanged	Other genome	8345
chr6	84320271	84320786	0.741310829	0.009468986	Gained	Other genome	50270
chr6	126321557	126323130	0.075044187	0.744382858	Unchanged	Other genome	151556
chr6	50595738	50597479	-0.058982478	0.804882863	Unchanged	Other genome	202521
chr6	50452504	50453668	-0.121564189	0.551608674	Unchanged	Other genome	152503
chr6	99912839	99913410	-0.012543847	0.970625093	Unchanged	Other genome	2838
chr6	43310957	43312289	0.045344873	0.863542708	Unchanged	Other genome	10956
chr6	125320671	125322271	-0.01119257	0.974984487	Unchanged	Other genome	297729
chr6	111756879	111758718	0.011341865	0.973488667	Unchanged	Other genome	6878
chr6	125677392	125679354	-0.118573008	0.55528969	Unchanged	Other genome	12391
chr6	149100446	149101896	-0.103594547	0.643880403	Unchanged	Other genome	28104
chr6	100163125	100163519	-0.075989529	0.746342555	Unchanged	Other genome	116481
chr6	100557116	100558249	-0.168785213	0.407286907	Unchanged	Other genome	1751
chr6	86395947	86397458	-0.090897406	0.686903569	Unchanged	Other genome	495946
chr6	99000583	99002029	0.007446045	0.984329884	Unchanged	Other genome	647971
chr6	82254503	82255424	2.034683912	5.28e-12	Gained	Other genome	134502
chr6	100481442	100482562	-0.089320232	0.695057621	Unchanged	Other genome	77438
chr6	21795382	21797487	0.02317588	0.938953938	Unchanged	Other genome	245381
chr6	136467910	136469467	0.00268702	0.994574553	Unchanged	Other genome	287909
chr6	128115274	128116958	-0.471921516	0.056353418	Unchanged	Other genome	190273
chr6	13974142	13975560	1.166115688	0.000279569	Gained	Other genome	4440
chr6	148211401	148212749	-0.065851857	0.777389331	Unchanged	Other genome	37251
chr6	24527000	24528041	-0.020716838	0.946531442	Unchanged	Other genome	66999
chr6	53552123	53552635	0.085357601	0.754639571	Unchanged	Other genome	167365
chr6	33823650	33824402	-0.012534519	0.970717905	Unchanged	Other genome	200598
chr6	18513943	18515489	-0.032216808	0.90898166	Unchanged	Other genome	103942
chr6	107558289	107559467	0.653840462	0.01362863	Gained	Other genome	533
chr6	91792050	91792906	-0.265649414	0.264804998	Unchanged	Other genome	12049
chr6	135770067	135772469	0.059092615	0.803442857	Unchanged	Other genome	47531
chr6	86219476	86221041	0.00296218	0.994092053	Unchanged	Other genome	319475
chr6	113193600	113195306	-0.101224597	0.639101806	Unchanged	Other genome	884694
chr6	99082319	99084685	0.142467219	0.469402522	Unchanged	Other genome	565315
chr6	99974475	99975763	-0.01991415	0.949539428	Unchanged	Other genome	64474
chr6	89331596	89333232	-0.066682819	0.772911449	Unchanged	Other genome	216768
chr6	53794416	53796035	0.055202942	0.820528228	Unchanged	Other genome	69415
chr6	53009512	53011075	0.073876741	0.750648439	Unchanged	Matched background	258925
chr6	135729891	135731093	0.20350502	0.337399459	Unchanged	Other genome	88907
chr6	117167859	117169565	-0.013124241	0.969027668	Unchanged	Other genome	585435
chr6	86623222	86624871	-0.000169257	0.999649116	Unchanged	Other genome	475129
chr6	36981800	36982825	0.768415589	0.007462503	Gained	Matched background	42175
chr6	90936572	90938494	-0.026725874	0.927005296	Unchanged	Other genome	226506
chr6	86848344	86850266	-0.133112723	0.536872232	Unchanged	Other genome	249734
chr6	28948525	28950490	0.082953349	0.702530699	Unchanged	Other genome	808524
chr6	66903400	66904939	0.047150745	0.850311527	Unchanged	Other genome	45061
chr6	120224006	120226480	0.1063512	0.614221942	Unchanged	Gained anchor	0
chr6	91764624	91766489	-0.041563487	0.874498227	Unchanged	Other genome	3511
chr6	84311688	84312156	0.009399465	0.97927854	Unchanged	Other genome	41687
chr6	51270012	51271938	-0.002665209	0.994810377	Unchanged	Other genome	60011
chr6	111770177	111771574	-0.210560807	0.345786275	Unchanged	Other genome	20176
chr6	108416602	108417942	-0.100607917	0.628853467	Unchanged	Other genome	32058
chr6	126156495	126157407	0.066880033	0.789761323	Unchanged	Other genome	2593
chr6	85373698	85375337	-0.061722099	0.798066467	Unchanged	Other genome	34663
chr6	77466221	77466909	0.089897133	0.7418086	Unchanged	Other genome	1433091
chr6	54126553	54128692	-0.018527895	0.952424049	Unchanged	Other genome	401552
chr6	126533507	126535290	0.000951428	0.99792881	Unchanged	Other genome	363506
chr6	108667263	108668761	0.023186367	0.938492949	Unchanged	Other genome	192262
chr6	90549759	90551844	-0.012389825	0.970761549	Unchanged	Matched background	613156
chr6	19561402	19563296	2.132591216	2.12e-08	Gained	Lost anchor	0
chr6	35815891	35818011	1.166739948	0.000159224	Gained	Other genome	90890
chr6	81487912	81488379	1.42266094	7.93e-05	Gained	Other genome	7911
chr6	135918172	135919252	-0.060297372	0.808356155	Unchanged	Gained anchor	0
chr6	36593832	36595065	0.161209816	0.470023573	Unchanged	Other genome	193831
chr6	35132953	35134599	-0.009945488	0.977508467	Unchanged	Other genome	115401
chr6	31946903	31948250	-0.066019133	0.772534818	Unchanged	Other genome	271902
chr6	36846626	36847789	-0.075448795	0.737839312	Unchanged	Other genome	52211
chr6	52801807	52803572	-0.163913376	0.443616326	Unchanged	Other genome	51806
chr6	38433268	38434908	-0.132994341	0.550605967	Unchanged	Other genome	358267
chr6	63410726	63413001	1.022280925	0.002883412	Gained	Other genome	1261999
chr6	140702361	140703977	-0.010070339	0.97740209	Unchanged	Other genome	6023
chr6	145798580	145799267	-0.017011261	0.960007521	Unchanged	Other genome	1200733
chr6	43395679	43396954	-0.218667425	0.305011476	Unchanged	Lost anchor	0
chr6	128078157	128079007	0.374865775	0.099495552	Unchanged	Other genome	153156
chr6	125215130	125216252	-0.053746462	0.825132315	Unchanged	Other genome	403748
chr6	91473142	91474586	-0.043093913	0.867663267	Unchanged	Other genome	193141
chr6	143258874	143260814	-0.012783277	0.969498282	Unchanged	Other genome	1678873
chr6	140799558	140801854	0.166118744	0.42496213	Unchanged	Other genome	29557
chr6	88731245	88732696	-0.056335315	0.814291433	Unchanged	Other genome	247304
chr6	29062917	29063645	0.480003829	0.10473415	Unchanged	Other genome	922916
chr6	22353909	22354930	0.086783684	0.695680326	Unchanged	Other genome	3908
chr6	77951912	77953247	1.841946456	7.26e-08	Gained	Other genome	946753
chr6	4583805	4585699	-0.030366277	0.91378375	Unchanged	Other genome	139301
chr6	32516476	32517676	-0.136659238	0.498289501	Unchanged	Other genome	166475
chr6	53610613	53612760	0.042812462	0.869999076	Unchanged	Other genome	107240
chr6	86471869	86473637	-0.012965303	0.968948807	Unchanged	Other genome	571868
chr6	100809801	100810791	1.5046457	7.45e-06	Gained	Matched background	159800
chr6	93828264	93829460	0.26464883	0.359192782	Unchanged	Other genome	450540
chr6	44813874	44814827	3.119452267	5.43e-14	Gained	Other genome	13873
chr6	87850398	87851804	-0.130478512	0.550849889	Unchanged	Other genome	510397
chr6	29395975	29397806	-0.041658973	0.876569694	Unchanged	Other genome	1255974
chr6	87101467	87103787	-0.021661495	0.943763315	Unchanged	Gained anchor	0
chr6	126665806	126666644	0.3919557	0.142403077	Unchanged	Other genome	495805
chr6	32411392	32412467	0.0313751	0.912675422	Unchanged	Other genome	61391
chr6	38908597	38909694	-0.311152135	0.188167898	Unchanged	Other genome	833596
chr6	19909952	19911379	1.229077754	0.000423791	Gained	Matched background	13621
chr6	61180154	61181713	-0.031507132	0.909755117	Unchanged	Other genome	118287
chr6	91348295	91350060	0.008296535	0.982361144	Unchanged	Other genome	68294
chr6	58927945	58930216	0.924028096	0.000550301	Gained	Other genome	157944
chr6	56337655	56339062	1.080538328	0.000460259	Gained	Other genome	527654
chr6	84327294	84328616	-0.032370152	0.907147966	Unchanged	Other genome	57293
chr6	86669011	86669880	-0.104884252	0.62607048	Unchanged	Other genome	430120
