anchor_id	chr	start	end	width	anchor_class	n_loops	n_gained_loops	n_lost_loops	mean_loop_logfc	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr7:111240001-111250000	chr7	111240001	111250000	10000	Lost anchor	1	0	1	-0.453466896818812	0	0	0
chr7:111580001-111590000	chr7	111580001	111590000	10000	Lost anchor	2	0	2	-0.329154957788005	2	1	0
chr7:111690001-111700000	chr7	111690001	111700000	10000	Lost anchor	2	0	2	-0.307939687930014	0	0	0
chr7:111770001-111780000	chr7	111770001	111780000	10000	Lost anchor	2	0	2	-0.324464523377603	1	0	0
chr7:112080001-112090000	chr7	112080001	112090000	10000	Lost anchor	1	0	1	-0.325078436140625	0	0	0
chr7:112170001-112180000	chr7	112170001	112180000	10000	Lost anchor	1	0	1	-0.325078436140625	1	0	0
chr7:112465001-112470000	chr7	112465001	112470000	5000	Gained anchor	1	1	0	0.30231901703721	1	0	0
chr7:112865001-112870000	chr7	112865001	112870000	5000	Gained anchor	1	1	0	0.30231901703721	2	0	0
chr7:114850001-114875000	chr7	114850001	114875000	25000	Gained anchor	1	1	0	0.360833766289721	0	0	0
chr7:114870001-114880000	chr7	114870001	114880000	10000	Gained anchor	1	1	0	0.370235195615796	0	0	0
chr7:115350001-115375000	chr7	115350001	115375000	25000	Gained anchor	1	1	0	0.342880669804961	1	0	0
chr7:115450001-115475000	chr7	115450001	115475000	25000	Gained anchor	1	1	0	0.376621083973942	0	0	0
chr7:115650001-115675000	chr7	115650001	115675000	25000	Gained anchor	1	1	0	0.311288023333025	0	0	0
chr7:115820001-115830000	chr7	115820001	115830000	10000	Gained anchor	1	1	0	0.338879160611685	2	2	0
chr7:116025001-116050000	chr7	116025001	116050000	25000	Gained anchor	4	4	0	0.347905885850412	2	0	0
chr7:116030001-116040000	chr7	116030001	116040000	10000	Gained anchor	2	2	0	0.35455717811374	2	0	0
chr7:116240001-116250000	chr7	116240001	116250000	10000	Lost anchor	1	0	1	-0.355502311495839	0	0	0
chr7:116600001-116610000	chr7	116600001	116610000	10000	Lost anchor	1	0	1	-0.355502311495839	0	0	0
chr7:116640001-116650000	chr7	116640001	116650000	10000	Gained anchor	1	1	0	0.562390810348757	0	0	0
chr7:116675001-116700000	chr7	116675001	116700000	25000	Gained anchor	1	1	0	0.544572168974836	0	0	0
chr7:116700001-116710000	chr7	116700001	116710000	10000	Gained anchor	1	1	0	0.645099703732573	0	0	0
chr7:116700001-116725000	chr7	116700001	116725000	25000	Gained anchor	2	2	0	0.427583883266976	0	0	0
chr7:117350001-117375000	chr7	117350001	117375000	25000	Gained anchor	1	1	0	0.536132419588681	0	0	0
chr7:117370001-117380000	chr7	117370001	117380000	10000	Gained anchor	2	2	0	0.603745257040665	0	0	0
chr7:117375001-117400000	chr7	117375001	117400000	25000	Gained anchor	3	3	0	0.522299919375299	0	0	0
chr7:117850001-117875000	chr7	117850001	117875000	25000	Gained anchor	1	1	0	0.319035346945272	0	0	0
chr7:117875001-117900000	chr7	117875001	117900000	25000	Gained anchor	1	1	0	0.557095258518199	0	0	0
chr7:118100001-118125000	chr7	118100001	118125000	25000	Gained anchor	1	1	0	0.465232330632861	0	0	0
chr7:118125001-118130000	chr7	118125001	118130000	5000	Lost anchor	1	0	1	-0.452189491326305	0	0	0
chr7:118295001-118300000	chr7	118295001	118300000	5000	Lost anchor	1	0	1	-0.452189491326305	0	0	0
chr7:118300001-118310000	chr7	118300001	118310000	10000	Lost anchor	1	0	1	-0.42959029980034	0	0	0
chr7:118300001-118325000	chr7	118300001	118325000	25000	Gained anchor	1	1	0	0.307464658200641	0	0	0
chr7:118310001-118320000	chr7	118310001	118320000	10000	Gained anchor	2	2	0	0.392837443475971	0	0	0
chr7:118315001-118320000	chr7	118315001	118320000	5000	Gained anchor	1	1	0	0.350628045098715	0	0	0
chr7:118350001-118355000	chr7	118350001	118355000	5000	Gained anchor	1	1	0	0.350628045098715	0	0	0
chr7:118400001-118410000	chr7	118400001	118410000	10000	Gained anchor	1	1	0	0.46079191713743	0	0	0
chr7:118425001-118450000	chr7	118425001	118450000	25000	Gained anchor	1	1	0	0.307464658200641	0	0	0
chr7:118440001-118450000	chr7	118440001	118450000	10000	Gained anchor	2	2	0	0.363499434787294	0	0	0
chr7:118510001-118520000	chr7	118510001	118520000	10000	Gained anchor	1	1	0	0.402115899760075	0	0	0
chr7:118680001-118690000	chr7	118680001	118690000	10000	Lost anchor	1	0	1	-0.42959029980034	1	0	0
chr7:119010001-119020000	chr7	119010001	119020000	10000	Gained anchor	1	1	0	0.403718674780672	0	0	0
chr7:119185001-119190000	chr7	119185001	119190000	5000	Gained anchor	1	1	0	0.643930788255182	1	0	0
chr7:119420001-119430000	chr7	119420001	119430000	10000	Gained anchor	1	1	0	0.403718674780672	0	0	0
chr7:119425001-119430000	chr7	119425001	119430000	5000	Gained anchor	1	1	0	0.643930788255182	0	0	0
chr7:119840001-119850000	chr7	119840001	119850000	10000	Lost anchor	1	0	1	-0.440068117893278	0	0	0
chr7:120640001-120650000	chr7	120640001	120650000	10000	Lost anchor	1	0	1	-0.440068117893278	0	0	0
chr7:121150001-121160000	chr7	121150001	121160000	10000	Gained anchor	1	1	0	0.451754393912083	0	0	0
chr7:121250001-121275000	chr7	121250001	121275000	25000	Gained anchor	2	2	0	0.371232242631261	0	0	0
chr7:121375001-121400000	chr7	121375001	121400000	25000	Gained anchor	1	1	0	0.328949271344462	1	0	0
chr7:121525001-121550000	chr7	121525001	121550000	25000	Gained anchor	1	1	0	0.328949271344462	0	0	0
chr7:121550001-121575000	chr7	121550001	121575000	25000	Gained anchor	1	1	0	0.398245348254813	0	0	0
chr7:121570001-121580000	chr7	121570001	121580000	10000	Gained anchor	1	1	0	0.451754393912083	0	0	0
chr7:121625001-121650000	chr7	121625001	121650000	25000	Gained anchor	1	1	0	0.344219137007708	0	0	0
chr7:121840001-121845000	chr7	121840001	121845000	5000	Gained anchor	1	1	0	0.404177120476027	0	0	0
chr7:121935001-121940000	chr7	121935001	121940000	5000	Gained anchor	1	1	0	0.404177120476027	2	0	0
chr7:124380001-124390000	chr7	124380001	124390000	10000	Gained anchor	1	1	0	0.433270300096165	0	0	0
chr7:125180001-125190000	chr7	125180001	125190000	10000	Gained anchor	1	1	0	0.433270300096165	0	0	0
chr7:125470001-125480000	chr7	125470001	125480000	10000	Gained anchor	1	1	0	0.317807881610732	0	0	0
chr7:125630001-125640000	chr7	125630001	125640000	10000	Gained anchor	1	1	0	0.317807881610732	2	0	0
chr7:128725001-128750000	chr7	128725001	128750000	25000	Gained anchor	1	1	0	0.415466454752299	1	0	0
chr7:128750001-128775000	chr7	128750001	128775000	25000	Gained anchor	1	1	0	0.373244027443838	0	0	0
chr7:128775001-128800000	chr7	128775001	128800000	25000	Gained anchor	2	2	0	0.695437675420737	0	0	0
chr7:128850001-128875000	chr7	128850001	128875000	25000	Gained anchor	1	1	0	0.482804386638698	0	0	0
chr7:128860001-128870000	chr7	128860001	128870000	10000	Gained anchor	1	1	0	1.01937666588718	0	0	0
chr7:129300001-129310000	chr7	129300001	129310000	10000	Gained anchor	1	1	0	1.01937666588718	0	0	0
chr7:129300001-129325000	chr7	129300001	129325000	25000	Gained anchor	1	1	0	0.80748021187195	0	0	0
chr7:129500001-129525000	chr7	129500001	129525000	25000	Gained anchor	2	2	0	0.533099762804111	0	0	0
chr7:129650001-129660000	chr7	129650001	129660000	10000	Gained anchor	1	1	0	0.484045162043896	0	0	0
chr7:129650001-129675000	chr7	129650001	129675000	25000	Gained anchor	2	2	0	0.396065493574436	1	0	0
chr7:130050001-130075000	chr7	130050001	130075000	25000	Gained anchor	1	1	0	0.334173633616334	0	0	0
chr7:130250001-130275000	chr7	130250001	130275000	25000	Gained anchor	1	1	0	0.457957353532538	5	0	0
chr7:130270001-130280000	chr7	130270001	130280000	10000	Gained anchor	1	1	0	0.484045162043896	1	0	0
chr7:130500001-130525000	chr7	130500001	130525000	25000	Gained anchor	2	2	0	0.394355241098069	1	0	0
chr7:131525001-131550000	chr7	131525001	131550000	25000	Mixed anchor	2	1	1	-0.137578912590711	1	0	0
chr7:131530001-131540000	chr7	131530001	131540000	10000	Gained anchor	1	1	0	0.323225413836051	0	0	0
chr7:131540001-131550000	chr7	131540001	131550000	10000	Gained anchor	1	1	0	0.491491828237413	1	0	0
chr7:131550001-131560000	chr7	131550001	131560000	10000	Lost anchor	1	0	1	-0.894578862786473	0	0	0
chr7:131725001-131750000	chr7	131725001	131750000	25000	Gained anchor	1	1	0	0.343011086726845	0	0	0
chr7:131740001-131750000	chr7	131740001	131750000	10000	Gained anchor	1	1	0	0.491491828237413	0	0	0
chr7:131880001-131890000	chr7	131880001	131890000	10000	Gained anchor	1	1	0	0.323225413836051	0	0	0
chr7:131900001-131925000	chr7	131900001	131925000	25000	Gained anchor	1	1	0	0.323435972911939	0	0	0
chr7:132825001-132850000	chr7	132825001	132850000	25000	Gained anchor	1	1	0	0.323435972911939	0	0	0
chr7:133675001-133700000	chr7	133675001	133700000	25000	Gained anchor	2	2	0	0.359611597966963	2	0	0
chr7:133700001-133725000	chr7	133700001	133725000	25000	Gained anchor	1	1	0	0.478357015558848	1	0	0
chr7:133800001-133810000	chr7	133800001	133810000	10000	Gained anchor	2	2	0	0.412821222806501	0	0	0
chr7:133850001-133860000	chr7	133850001	133860000	10000	Gained anchor	2	2	0	0.445488615821265	1	0	0
chr7:133850001-133875000	chr7	133850001	133875000	25000	Gained anchor	3	3	0	0.404100639821179	2	0	0
chr7:133950001-133960000	chr7	133950001	133960000	10000	Gained anchor	2	2	0	0.553093591547777	0	0	0
chr7:133950001-133975000	chr7	133950001	133975000	25000	Gained anchor	1	1	0	0.330134024319266	0	0	0
chr7:134200001-134225000	chr7	134200001	134225000	25000	Gained anchor	4	4	0	0.393292935743234	3	3	0
chr7:134220001-134230000	chr7	134220001	134230000	10000	Gained anchor	4	4	0	0.512737584930667	4	4	0
chr7:134225001-134250000	chr7	134225001	134250000	25000	Gained anchor	1	1	0	0.402082671636122	2	2	0
chr7:134260001-134270000	chr7	134260001	134270000	10000	Gained anchor	1	1	0	0.420157794865977	2	0	0
chr7:134325001-134350000	chr7	134325001	134350000	25000	Mixed anchor	3	2	1	0.006646730794354	3	2	0
chr7:134340001-134350000	chr7	134340001	134350000	10000	Gained anchor	5	5	0	0.53705131547024	3	2	0
chr7:134550001-134575000	chr7	134550001	134575000	25000	Gained anchor	1	1	0	0.391585816047741	0	0	0
chr7:135475001-135500000	chr7	135475001	135500000	25000	Gained anchor	1	1	0	0.333200712649256	3	0	0
chr7:135825001-135850000	chr7	135825001	135850000	25000	Gained anchor	3	3	0	0.387148292180466	1	0	0
chr7:135830001-135840000	chr7	135830001	135840000	10000	Gained anchor	2	2	0	0.457163585426266	1	0	0
chr7:135840001-135850000	chr7	135840001	135850000	10000	Gained anchor	1	1	0	0.40876512433086	0	0	0
chr7:136050001-136075000	chr7	136050001	136075000	25000	Gained anchor	1	1	0	0.532526329646527	1	0	0
chr7:136125001-136150000	chr7	136125001	136150000	25000	Gained anchor	1	1	0	0.317467349460652	1	0	0
chr7:136140001-136150000	chr7	136140001	136150000	10000	Gained anchor	1	1	0	0.40876512433086	1	0	0
chr7:136150001-136160000	chr7	136150001	136160000	10000	Gained anchor	1	1	0	0.670642175191049	0	0	0
chr7:136150001-136175000	chr7	136150001	136175000	25000	Gained anchor	1	1	0	0.501190502979878	0	0	0
chr7:136475001-136500000	chr7	136475001	136500000	25000	Gained anchor	2	2	0	0.657224905871511	2	0	0
chr7:136490001-136500000	chr7	136490001	136500000	10000	Gained anchor	2	2	0	0.777002914506424	1	0	0
chr7:137300001-137325000	chr7	137300001	137325000	25000	Mixed anchor	5	4	1	0.352797475765312	2	1	0
chr7:137310001-137320000	chr7	137310001	137320000	10000	Mixed anchor	2	1	1	0.113674726598308	1	1	0
chr7:137320001-137330000	chr7	137320001	137330000	10000	Gained anchor	2	2	0	0.576445916506911	0	0	0
chr7:137470001-137480000	chr7	137470001	137480000	10000	Lost anchor	1	0	1	-0.301853129921142	1	0	0
chr7:138820001-138830000	chr7	138820001	138830000	10000	Lost anchor	1	0	1	-0.301853129921142	0	0	0
chr7:143425001-143450000	chr7	143425001	143450000	25000	Lost anchor	3	0	3	-0.895490317094089	7	1	0
chr7:143440001-143450000	chr7	143440001	143450000	10000	Lost anchor	1	0	1	-0.887982533764969	3	1	0
chr7:143820001-143830000	chr7	143820001	143830000	10000	Gained anchor	1	1	0	0.401006646269574	1	0	0
chr7:143825001-143850000	chr7	143825001	143850000	25000	Gained anchor	1	1	0	0.460087394774711	1	0	0
chr7:143900001-143910000	chr7	143900001	143910000	10000	Gained anchor	1	1	0	0.469672781401048	0	0	0
chr7:144050001-144075000	chr7	144050001	144075000	25000	Gained anchor	1	1	0	0.460087394774711	1	0	0
chr7:144070001-144080000	chr7	144070001	144080000	10000	Gained anchor	2	2	0	0.435339713835311	1	0	0
chr7:144075001-144100000	chr7	144075001	144100000	25000	Gained anchor	1	1	0	0.351240276644861	0	0	0
chr7:144090001-144100000	chr7	144090001	144100000	10000	Gained anchor	1	1	0	0.637393387804431	0	0	0
chr7:144170001-144180000	chr7	144170001	144180000	10000	Gained anchor	1	1	0	0.637393387804431	2	0	0
chr7:144175001-144200000	chr7	144175001	144200000	25000	Gained anchor	1	1	0	0.351240276644861	1	0	0
chr7:144200001-144225000	chr7	144200001	144225000	25000	Gained anchor	1	1	0	0.350375209254974	2	0	0
chr7:144250001-144275000	chr7	144250001	144275000	25000	Lost anchor	1	0	1	-0.601033002090537	4	0	1
chr7:144270001-144280000	chr7	144270001	144280000	10000	Mixed anchor	2	1	1	-0.13575753061747	2	0	0
chr7:144320001-144330000	chr7	144320001	144330000	10000	Gained anchor	1	1	0	0.520404602241342	3	0	1
chr7:144410001-144420000	chr7	144410001	144420000	10000	Gained anchor	2	2	0	0.568436037385685	3	0	1
chr7:144425001-144450000	chr7	144425001	144450000	25000	Gained anchor	1	1	0	0.350375209254974	0	0	0
chr7:144450001-144475000	chr7	144450001	144475000	25000	Gained anchor	1	1	0	0.342659614928946	1	0	0
chr7:144470001-144480000	chr7	144470001	144480000	10000	Gained anchor	1	1	0	0.361943771729382	0	0	0
chr7:144580001-144590000	chr7	144580001	144590000	10000	Gained anchor	1	1	0	0.448111380898484	0	0	0
chr7:144770001-144780000	chr7	144770001	144780000	10000	Gained anchor	2	2	0	0.405027576313933	0	0	0
chr7:144775001-144800000	chr7	144775001	144800000	25000	Gained anchor	2	2	0	0.335720241762478	2	0	0
chr7:144790001-144800000	chr7	144790001	144800000	10000	Gained anchor	1	1	0	0.398815516020999	1	0	0
chr7:144840001-144850000	chr7	144840001	144850000	10000	Gained anchor	1	1	0	0.330279139639674	0	0	0
chr7:144875001-144900000	chr7	144875001	144900000	25000	Gained anchor	1	1	0	0.328780868596009	1	0	0
chr7:144890001-144900000	chr7	144890001	144900000	10000	Gained anchor	2	2	0	0.364547327830336	1	0	0
chr7:17075001-17100000	chr7	17075001	17100000	25000	Lost anchor	1	0	1	-0.322860465508609	0	0	0
chr7:18675001-18700000	chr7	18675001	18700000	25000	Lost anchor	1	0	1	-0.322860465508609	1	0	0
chr7:24450001-24460000	chr7	24450001	24460000	10000	Lost anchor	1	0	1	-0.422719671661531	0	0	0
chr7:24470001-24480000	chr7	24470001	24480000	10000	Lost anchor	1	0	1	-0.310960774950668	0	0	0
chr7:24560001-24570000	chr7	24560001	24570000	10000	Lost anchor	1	0	1	-0.310960774950668	0	0	0
chr7:24660001-24670000	chr7	24660001	24670000	10000	Lost anchor	1	0	1	-0.422719671661531	0	0	0
chr7:24800001-24825000	chr7	24800001	24825000	25000	Lost anchor	1	0	1	-0.302264847422277	0	0	0
chr7:24810001-24820000	chr7	24810001	24820000	10000	Lost anchor	1	0	1	-0.467949915385438	0	0	0
chr7:24820001-24830000	chr7	24820001	24830000	10000	Lost anchor	1	0	1	-0.328215265156107	1	0	0
chr7:24880001-24890000	chr7	24880001	24890000	10000	Lost anchor	1	0	1	-0.467949915385438	1	0	0
chr7:24950001-24975000	chr7	24950001	24975000	25000	Lost anchor	1	0	1	-0.302264847422277	3	0	0
chr7:24960001-24970000	chr7	24960001	24970000	10000	Lost anchor	1	0	1	-0.328215265156107	0	0	0
chr7:25420001-25425000	chr7	25420001	25425000	5000	Lost anchor	1	0	1	-0.369012259349631	1	0	0
chr7:25480001-25485000	chr7	25480001	25485000	5000	Lost anchor	1	0	1	-0.369012259349631	0	0	0
chr7:29075001-29100000	chr7	29075001	29100000	25000	Lost anchor	1	0	1	-0.332659672141709	1	0	0
chr7:29700001-29725000	chr7	29700001	29725000	25000	Lost anchor	1	0	1	-0.332659672141709	0	0	0
chr7:30660001-30670000	chr7	30660001	30670000	10000	Lost anchor	1	0	1	-0.354534616288842	0	0	0
chr7:30950001-30960000	chr7	30950001	30960000	10000	Lost anchor	1	0	1	-0.354534616288842	0	0	0
chr7:35675001-35700000	chr7	35675001	35700000	25000	Lost anchor	1	0	1	-0.303776524010327	1	0	0
chr7:37350001-37375000	chr7	37350001	37375000	25000	Lost anchor	1	0	1	-0.303776524010327	3	0	0
chr7:38180001-38185000	chr7	38180001	38185000	5000	Lost anchor	1	0	1	-0.365227924008328	1	0	0
chr7:38180001-38190000	chr7	38180001	38190000	10000	Lost anchor	1	0	1	-0.400090888165631	1	0	0
chr7:38200001-38205000	chr7	38200001	38205000	5000	Lost anchor	1	0	1	-0.339710702176954	0	0	0
chr7:38225001-38230000	chr7	38225001	38230000	5000	Lost anchor	2	0	2	-0.339674874739025	1	0	0
chr7:38260001-38265000	chr7	38260001	38265000	5000	Lost anchor	1	0	1	-0.314121825469722	0	0	0
chr7:38260001-38270000	chr7	38260001	38270000	10000	Lost anchor	1	0	1	-0.400090888165631	0	0	0
chr7:38265001-38270000	chr7	38265001	38270000	5000	Lost anchor	1	0	1	-0.339710702176954	0	0	0
chr7:39825001-39850000	chr7	39825001	39850000	25000	Gained anchor	2	2	0	0.586899625069808	0	0	0
chr7:40900001-40925000	chr7	40900001	40925000	25000	Gained anchor	1	1	0	0.594446117490419	1	0	0
chr7:40925001-40950000	chr7	40925001	40950000	25000	Gained anchor	1	1	0	0.579353132649198	0	0	0
chr7:45225001-45250000	chr7	45225001	45250000	25000	Lost anchor	1	0	1	-0.308874346536538	0	0	0
chr7:46325001-46350000	chr7	46325001	46350000	25000	Lost anchor	1	0	1	-0.308874346536538	0	0	0
chr7:49465001-49470000	chr7	49465001	49470000	5000	Gained anchor	1	1	0	0.360983410479192	0	0	0
chr7:49600001-49605000	chr7	49600001	49605000	5000	Gained anchor	1	1	0	0.360983410479192	0	0	0
chr7:51600001-51625000	chr7	51600001	51625000	25000	Lost anchor	1	0	1	-0.385646991608848	1	0	0
chr7:52030001-52040000	chr7	52030001	52040000	10000	Lost anchor	1	0	1	-0.643148296902054	0	0	0
chr7:54825001-54850000	chr7	54825001	54850000	25000	Gained anchor	1	1	0	0.332027792446016	1	0	0
chr7:55700001-55725000	chr7	55700001	55725000	25000	Mixed anchor	2	1	1	-0.026809599581416	0	0	0
chr7:55710001-55720000	chr7	55710001	55720000	10000	Lost anchor	1	0	1	-0.643148296902054	0	0	0
chr7:57500001-57525000	chr7	57500001	57525000	25000	Lost anchor	1	0	1	-0.322420460710351	1	0	0
chr7:59075001-59100000	chr7	59075001	59100000	25000	Lost anchor	1	0	1	-0.322420460710351	0	0	0
chr7:60390001-60400000	chr7	60390001	60400000	10000	Lost anchor	1	0	1	-0.374358903730253	0	0	0
chr7:60490001-60500000	chr7	60490001	60500000	10000	Lost anchor	1	0	1	-0.374358903730253	0	0	0
chr7:60600001-60625000	chr7	60600001	60625000	25000	Lost anchor	2	0	2	-0.41834685122362	0	0	0
chr7:60725001-60750000	chr7	60725001	60750000	25000	Lost anchor	2	0	2	-0.454119816929142	0	0	0
chr7:62375001-62400000	chr7	62375001	62400000	25000	Lost anchor	2	0	2	-0.480819355996413	1	0	0
chr7:62400001-62425000	chr7	62400001	62425000	25000	Lost anchor	2	0	2	-0.39164731215635	1	0	0
chr7:63750001-63755000	chr7	63750001	63755000	5000	Lost anchor	1	0	1	-0.333603304664054	0	0	0
chr7:63850001-63855000	chr7	63850001	63855000	5000	Lost anchor	1	0	1	-0.333603304664054	0	0	0
chr7:64150001-64175000	chr7	64150001	64175000	25000	Lost anchor	1	0	1	-0.306989270547844	0	0	0
chr7:64725001-64750000	chr7	64725001	64750000	25000	Lost anchor	1	0	1	-0.306989270547844	2	0	0
chr7:64950001-64960000	chr7	64950001	64960000	10000	Gained anchor	1	1	0	0.400021618830131	0	0	0
chr7:65150001-65160000	chr7	65150001	65160000	10000	Gained anchor	1	1	0	0.400021618830131	2	0	0
chr7:66430001-66440000	chr7	66430001	66440000	10000	Lost anchor	1	0	1	-0.391209023566624	0	0	0
chr7:67050001-67075000	chr7	67050001	67075000	25000	Lost anchor	1	0	1	-1.26123758633303	7	0	0
chr7:67190001-67200000	chr7	67190001	67200000	10000	Lost anchor	1	0	1	-0.391209023566624	1	0	0
chr7:67925001-67950000	chr7	67925001	67950000	25000	Lost anchor	1	0	1	-0.405907589083123	0	0	0
chr7:68370001-68380000	chr7	68370001	68380000	10000	Lost anchor	1	0	1	-0.353026108801848	1	0	0
chr7:68575001-68600000	chr7	68575001	68600000	25000	Gained anchor	1	1	0	0.432980335147294	0	0	0
chr7:68820001-68830000	chr7	68820001	68830000	10000	Lost anchor	1	0	1	-0.353026108801848	1	0	0
chr7:68950001-68975000	chr7	68950001	68975000	25000	Gained anchor	1	1	0	0.472955372486543	0	0	0
chr7:68975001-69000000	chr7	68975001	69000000	25000	Gained anchor	1	1	0	0.481681663567812	0	0	0
chr7:69475001-69500000	chr7	69475001	69500000	25000	Gained anchor	1	1	0	0.428204881048744	0	0	0
chr7:69490001-69500000	chr7	69490001	69500000	10000	Mixed anchor	2	1	1	0.0324804453991365	0	0	0
chr7:70325001-70350000	chr7	70325001	70350000	25000	Gained anchor	4	4	0	0.453955563062598	1	0	0
chr7:70330001-70340000	chr7	70330001	70340000	10000	Gained anchor	1	1	0	0.518988134266449	0	0	0
chr7:70350001-70375000	chr7	70350001	70375000	25000	Lost anchor	1	0	1	-0.405907589083123	2	0	0
chr7:71370001-71380000	chr7	71370001	71380000	10000	Gained anchor	1	1	0	0.501595482413087	0	0	0
chr7:71860001-71870000	chr7	71860001	71870000	10000	Mixed anchor	2	1	1	0.0237841194724555	0	0	0
chr7:72240001-72250000	chr7	72240001	72250000	10000	Gained anchor	1	1	0	0.342291172656499	0	0	0
chr7:72350001-72360000	chr7	72350001	72360000	10000	Gained anchor	1	1	0	0.342291172656499	0	0	0
chr7:72375001-72400000	chr7	72375001	72400000	25000	Lost anchor	1	0	1	-0.329459113826142	0	0	0
chr7:73650001-73660000	chr7	73650001	73660000	10000	Gained anchor	1	1	0	0.631166264637834	0	0	0
chr7:73650001-73675000	chr7	73650001	73675000	25000	Mixed anchor	4	3	1	0.229607091886506	0	0	0
chr7:73800001-73825000	chr7	73800001	73825000	25000	Gained anchor	1	1	0	0.447081598469699	0	0	0
chr7:73850001-73860000	chr7	73850001	73860000	10000	Gained anchor	1	1	0	0.631166264637834	0	0	0
chr7:73900001-73925000	chr7	73900001	73925000	25000	Gained anchor	1	1	0	0.34647035946227	5	2	0
chr7:74000001-74025000	chr7	74000001	74025000	25000	Gained anchor	1	1	0	0.445920189932227	5	1	0
chr7:74025001-74050000	chr7	74025001	74050000	25000	Gained anchor	2	2	0	0.315006494526883	1	0	0
chr7:74100001-74125000	chr7	74100001	74125000	25000	Gained anchor	1	1	0	0.354885692970242	4	0	0
chr7:74325001-74350000	chr7	74325001	74350000	25000	Gained anchor	1	1	0	0.326727801668916	0	0	0
chr7:74350001-74375000	chr7	74350001	74375000	25000	Gained anchor	2	2	0	0.32487777342356	2	0	0
chr7:75900001-75925000	chr7	75900001	75925000	25000	Gained anchor	3	3	0	0.393689999234869	0	0	0
chr7:75910001-75920000	chr7	75910001	75920000	10000	Gained anchor	1	1	0	0.479512249310746	0	0	0
chr7:75920001-75930000	chr7	75920001	75930000	10000	Gained anchor	1	1	0	0.516716962043744	0	0	0
chr7:76350001-76360000	chr7	76350001	76360000	10000	Gained anchor	1	1	0	0.516716962043744	0	0	0
chr7:76350001-76375000	chr7	76350001	76375000	25000	Gained anchor	1	1	0	0.398982981776953	1	0	0
chr7:76375001-76400000	chr7	76375001	76400000	25000	Gained anchor	1	1	0	0.383393197234326	0	0	0
chr7:76925001-76950000	chr7	76925001	76950000	25000	Gained anchor	1	1	0	0.398693818693327	0	0	0
chr7:76940001-76950000	chr7	76940001	76950000	10000	Gained anchor	1	1	0	0.479512249310746	0	0	0
chr7:78920001-78930000	chr7	78920001	78930000	10000	Gained anchor	1	1	0	0.448769044873237	1	0	0
chr7:79080001-79090000	chr7	79080001	79090000	10000	Gained anchor	1	1	0	0.448769044873237	0	0	0
chr7:80380001-80390000	chr7	80380001	80390000	10000	Lost anchor	1	0	1	-0.343030245887325	2	0	0
chr7:80850001-80860000	chr7	80850001	80860000	10000	Lost anchor	1	0	1	-0.343030245887325	0	0	0
chr7:82860001-82870000	chr7	82860001	82870000	10000	Lost anchor	1	0	1	-0.3049127979897	1	0	0
chr7:83200001-83205000	chr7	83200001	83205000	5000	Gained anchor	1	1	0	0.440621221468438	1	0	0
chr7:83230001-83240000	chr7	83230001	83240000	10000	Lost anchor	1	0	1	-0.3049127979897	2	0	0
chr7:83485001-83490000	chr7	83485001	83490000	5000	Gained anchor	1	1	0	0.440621221468438	1	0	0
chr7:83800001-83810000	chr7	83800001	83810000	10000	Lost anchor	1	0	1	-0.408303405817707	2	1	0
chr7:83805001-83810000	chr7	83805001	83810000	5000	Lost anchor	1	0	1	-0.544696661072529	2	1	0
chr7:83950001-83955000	chr7	83950001	83955000	5000	Lost anchor	1	0	1	-0.544696661072529	3	0	0
chr7:84080001-84090000	chr7	84080001	84090000	10000	Lost anchor	1	0	1	-0.408303405817707	2	0	0
chr7:84590001-84595000	chr7	84590001	84595000	5000	Lost anchor	1	0	1	-0.326783252490957	1	0	0
chr7:84605001-84610000	chr7	84605001	84610000	5000	Lost anchor	1	0	1	-0.406287115961526	1	0	0
chr7:84690001-84695000	chr7	84690001	84695000	5000	Lost anchor	1	0	1	-0.406287115961526	0	0	0
chr7:84750001-84755000	chr7	84750001	84755000	5000	Lost anchor	1	0	1	-0.326783252490957	0	0	0
chr7:88550001-88560000	chr7	88550001	88560000	10000	Gained anchor	1	1	0	0.648219528993601	0	0	0
chr7:89040001-89050000	chr7	89040001	89050000	10000	Gained anchor	1	1	0	0.648219528993601	0	0	0
chr7:89085001-89090000	chr7	89085001	89090000	5000	Lost anchor	1	0	1	-0.319842158267579	0	0	0
chr7:89415001-89420000	chr7	89415001	89420000	5000	Lost anchor	1	0	1	-0.319842158267579	0	0	0
chr7:89990001-90000000	chr7	89990001	90000000	10000	Lost anchor	1	0	1	-0.424205618654419	0	0	0
chr7:90055001-90060000	chr7	90055001	90060000	5000	Lost anchor	1	0	1	-0.310295150617931	0	0	0
chr7:90115001-90120000	chr7	90115001	90120000	5000	Lost anchor	1	0	1	-0.310295150617931	0	0	0
chr7:90280001-90285000	chr7	90280001	90285000	5000	Lost anchor	1	0	1	-0.571639821742711	0	0	0
chr7:90400001-90410000	chr7	90400001	90410000	10000	Lost anchor	1	0	1	-0.424205618654419	0	0	0
chr7:90405001-90410000	chr7	90405001	90410000	5000	Lost anchor	1	0	1	-0.571639821742711	0	0	0
chr7:90510001-90520000	chr7	90510001	90520000	10000	Lost anchor	1	0	1	-0.326536814145198	0	0	0
