alist_set	blist_set	permutation	permuted_overlaps	test_id
mCH Hypo gene bodies	K119ub Gained	4252	3540	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4253	3481	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4254	3245	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4255	3315	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4256	3399	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4257	3322	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4258	3382	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4259	3563	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4260	3612	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4261	3388	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4262	3381	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4263	3754	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4264	3571	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4265	3292	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4266	3706	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4267	3617	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4268	3251	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4269	3612	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4270	3584	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4271	3503	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4272	3341	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4273	3655	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4274	3430	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4275	3296	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4276	3412	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4277	3422	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4278	3632	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4279	3658	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4280	3482	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4281	3255	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4282	3578	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4283	3625	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4284	3503	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4285	3651	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4286	3447	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4287	3499	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4288	3523	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4289	3492	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4290	3600	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4291	3572	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4292	3322	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4293	3497	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4294	3313	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4295	3375	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4296	3254	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4297	3704	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4298	3282	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4299	3494	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4300	3410	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4301	3572	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4302	3508	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4303	3547	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4304	3568	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4305	3432	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4306	3509	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4307	3509	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4308	3708	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4309	3662	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4310	3546	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4311	3540	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4312	3378	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4313	3457	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4314	3407	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4315	3378	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4316	3492	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4317	3784	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4318	3703	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4319	3460	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4320	3194	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4321	3395	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4322	3563	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4323	3444	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4324	3274	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4325	3477	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4326	3254	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4327	3631	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4328	3690	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4329	3451	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4330	3298	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4331	3411	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4332	3465	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4333	3415	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4334	3390	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4335	3391	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4336	3721	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4337	3512	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4338	3356	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4339	3642	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4340	3603	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4341	3381	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4342	3515	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4343	3545	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4344	3440	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4345	3504	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4346	3595	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4347	3545	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4348	3486	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4349	3577	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4350	3473	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4351	3498	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4352	3455	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4353	3328	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4354	3394	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4355	3541	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4356	3452	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4357	3661	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4358	3313	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4359	3656	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4360	3572	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4361	3645	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4362	3529	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4363	3491	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4364	3474	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4365	3454	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4366	3416	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4367	3869	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4368	3536	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4369	3379	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4370	3597	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4371	3347	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4372	3426	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4373	3436	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4374	3514	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4375	3518	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4376	3405	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4377	3313	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4378	3345	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4379	3532	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4380	3245	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4381	3666	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4382	3519	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4383	3331	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4384	3499	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4385	3549	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4386	3515	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4387	3549	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4388	3427	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4389	3526	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4390	3269	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4391	3589	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4392	3468	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4393	3422	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4394	3498	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4395	3382	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4396	3557	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4397	3501	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4398	3530	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4399	3541	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4400	3596	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4401	3290	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4402	3407	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4403	3501	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4404	3420	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4405	3407	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4406	3444	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4407	3474	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4408	3631	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4409	3368	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4410	3661	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4411	3249	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4412	3463	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4413	3636	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4414	3370	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4415	3454	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4416	3480	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4417	3607	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4418	3599	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4419	3330	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4420	3235	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4421	3679	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4422	3495	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4423	3607	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4424	3199	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4425	3415	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4426	3038	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4427	3342	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4428	3411	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4429	3550	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4430	3587	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4431	3666	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4432	3429	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4433	3472	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4434	3654	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4435	3369	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4436	3407	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4437	3696	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4438	3623	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4439	3558	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4440	3550	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4441	3589	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4442	3616	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4443	3543	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4444	3701	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4445	3372	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4446	3309	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4447	3289	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4448	3553	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4449	3390	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4450	3665	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4451	3518	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4452	3488	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4453	3446	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4454	3395	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4455	3354	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4456	3436	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4457	3297	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4458	3541	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4459	3403	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4460	3511	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4461	3380	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4462	3502	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4463	3534	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4464	3400	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4465	3528	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4466	3181	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4467	3575	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4468	3536	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4469	3335	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4470	3477	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4471	3465	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4472	3516	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4473	3331	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4474	3569	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4475	3428	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4476	3531	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4477	3694	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4478	3483	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4479	3451	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4480	3587	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4481	3437	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4482	3537	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4483	3501	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4484	3527	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4485	3222	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4486	3507	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4487	3516	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4488	3134	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4489	3521	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4490	3642	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4491	3427	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4492	3453	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4493	3321	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4494	3463	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4495	3478	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4496	3625	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4497	3263	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4498	3706	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4499	3539	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4500	3601	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4501	3754	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4502	3613	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4503	3265	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4504	3401	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4505	3474	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4506	3641	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4507	3562	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4508	3490	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4509	3565	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4510	3603	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4511	3572	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4512	3579	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4513	3593	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4514	3433	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4515	3471	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4516	3365	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4517	3336	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4518	3485	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4519	3511	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4520	3438	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4521	3495	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4522	3539	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4523	3661	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4524	3287	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4525	3498	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4526	3434	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4527	3603	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4528	3553	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4529	3674	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4530	3628	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4531	3587	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4532	3443	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4533	3413	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4534	3516	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4535	3648	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4536	3431	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4537	3621	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4538	3412	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4539	3496	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4540	3766	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4541	3423	mCH Hypo gene bodies x K119ub Gained
mCH Hypo gene bodies	K119ub Gained	4542	3312	mCH Hypo gene bodies x K119ub Gained
