"peak_id","h2a_Fold","h2a_FDR","SYMBOL"
"h2a_peak_39406",-0.377313178,0.016678055,"Fat3"
"h2a_peak_39407",-0.206685907,0.194009163,"Sorl1"
"h2a_peak_39408",-0.26243704,0.094741842,"Thy1"
"h2a_peak_39410",-0.824000709,1.91e-08,"Rbpms2"
"h2a_peak_39414",0.083866253,0.62527328,"Ky"
"h2a_peak_39417",-0.638461279,3.96e-05,"Rab6b"
"h2a_peak_39419",0.031559515,0.880076575,"Mon1a"
"h2a_peak_39420",-0.301448432,0.066713877,"Kirrel3"
"h2a_peak_39421",0.319588457,0.047882172,"Slc9a9"
"h2a_peak_39422",-0.137027846,0.388781742,"Clstn2"
"h2a_peak_39423",-0.474844823,0.001790214,"Cacna2d2"
"h2a_peak_39424",-0.11082365,0.536313653,"Cpne4"
"h2a_peak_39427",-0.511602172,0.001112407,"Kirrel3"
"h2a_peak_39430",-0.308847522,0.033958931,"St3gal4"
"h2a_peak_39431",0.107258567,0.517359276,"Tmie"
"h2a_peak_39432",-0.469571604,0.002662249,"Tex264"
"h2a_peak_39434",0.190442941,0.268437665,"Kif23"
"h2a_peak_39435",1.090549699,3.08e-14,"Dnajc13"
"h2a_peak_39436",0.514252367,0.000810293,"Fat3"
"h2a_peak_39437",0.811222434,2.76e-07,"Ube2cbp"
"h2a_peak_39438",-0.161183421,0.339209745,"Manf"
"h2a_peak_39438",-0.161183421,0.339209745,"Rbm15b"
"h2a_peak_39440",0.037530772,0.850070749,"Lingo1"
"h2a_peak_39442",-0.273197441,0.094604526,"Ephb1"
"h2a_peak_39443",-0.444053582,0.002648002,"Ccdc13"
"h2a_peak_39445",0.065981402,0.705136089,"Glb1"
"h2a_peak_39445",0.065981402,0.705136089,"Tmppe"
"h2a_peak_39447",-0.213674896,0.222153575,"Pstpip1"
"h2a_peak_39450",-0.556948239,0.000109748,"9630041A04Rik"
"h2a_peak_39451",0.563203834,0.000119893,"Fat3"
"h2a_peak_39452",-0.334920615,0.032367592,"Paqr5"
"h2a_peak_39454",-0.003112312,0.987217876,"Scn5a"
"h2a_peak_39455",0.108362225,0.528820344,"Sorl1"
"h2a_peak_39458",-0.02200818,0.900518333,"Islr"
"h2a_peak_39459",0.069579338,0.681375152,"Elavl3"
"h2a_peak_39459",0.069579338,0.681375152,"Gm49318"
"h2a_peak_39460",-0.24888329,0.144318608,"Clstn2"
"h2a_peak_39461",-0.485824401,0.001406665,"Gm32742"
"h2a_peak_39462",0.180256378,0.326035735,"Snx14"
"h2a_peak_39462",0.180256378,0.326035735,"Gm20537"
"h2a_peak_39463",0.064738064,0.715788624,"Rbms3"
"h2a_peak_39465",-0.058848375,0.734219152,"Tmprss4"
"h2a_peak_39465",-0.058848375,0.734219152,"BC049352"
"h2a_peak_39466",-0.265013807,0.075242941,"Igdcc4"
"h2a_peak_39467",-0.047170215,0.772225873,"Nmnat3"
"h2a_peak_39470",-0.92468378,1.41e-09,"Fyco1"
"h2a_peak_39478",-0.935463849,5.47e-10,"Lingo1"
"h2a_peak_39479",-0.207784261,0.224454358,"Gnat1"
"h2a_peak_39480",0.296752899,0.074733074,"Smco4"
"h2a_peak_39481",0.531817984,0.0005232,"Cntn5"
"h2a_peak_39486",-0.223556479,0.143145193,"Stra6"
"h2a_peak_39487",-0.505661587,0.000468891,"Tle3"
"h2a_peak_39489",0.149153261,0.339944076,"Dixdc1"
"h2a_peak_39490",0.047579056,0.795229907,"Pknox2"
"h2a_peak_39491",-0.136029324,0.369709358,"Ntm"
"h2a_peak_39492",0.155735519,0.383688221,"Chrnb4"
"h2a_peak_39494",-0.256712314,0.085286559,"Trak1"
"h2a_peak_39496",0.336649401,0.030796824,"Nrg4"
"h2a_peak_39497",-0.575212836,0.001187336,"Ephb1"
"h2a_peak_39498",-0.084784878,0.640766498,"Kirrel3"
"h2a_peak_39506",0.955609795,5.15e-10,"Kirrel3"
"h2a_peak_39507",-0.654601923,8.14e-06,"Cacna2d2"
"h2a_peak_39509",-0.110105112,0.501735831,"Armc8"
"h2a_peak_39510",-0.594433335,0.000681306,"1810046K07Rik"
"h2a_peak_39512",0.065232143,0.695116187,"Lsmem2"
"h2a_peak_39512",0.065232143,0.695116187,"Sema3b"
"h2a_peak_39515",0.59816048,1.79e-05,"Hmgcll1"
"h2a_peak_39516",-0.253731471,0.130841828,"Spsb4"
"h2a_peak_39518",0.425699364,0.005528162,"Amotl1"
"h2a_peak_39519",-0.139478081,0.374897524,"Scn5a"
"h2a_peak_39520",-0.049970722,0.759170506,"Ntm"
"h2a_peak_39522",-0.34658107,0.033727574,"Ntm"
"h2a_peak_39526",0.612413748,5.86e-05,"Tirap"
"h2a_peak_39526",0.612413748,5.86e-05,"Srpr"
"h2a_peak_39528",0.083416755,0.652393128,"Grik4"
"h2a_peak_39530",-0.433880522,0.007023803,"Kirrel3"
"h2a_peak_39532",-0.324048775,0.028613093,"Scn10a"
"h2a_peak_39533",0.499306252,0.000759476,"Ntm"
"h2a_peak_39535",0.311012529,0.027102185,"Slc44a2"
"h2a_peak_39536",0.564765028,0.000106216,"Clmp"
"h2a_peak_39537",0.547340027,0.000102566,"Ntm"
"h2a_peak_39538",-0.632217729,3.92e-05,"Sema7a"
"h2a_peak_39539",-0.115425421,0.488799935,"Wdr6"
"h2a_peak_39539",-0.115425421,0.488799935,"P4htm"
"h2a_peak_39540",0.103306813,0.576703582,"Myo5c"
"h2a_peak_39542",0.339196146,0.033168824,"Mras"
"h2a_peak_39544",-0.16246021,0.335139173,"Slco2a1"
"h2a_peak_39545",-0.173202668,0.241994568,"Bmper"
"h2a_peak_39548",-0.100064007,0.51735375,"Plscr1"
"h2a_peak_39549",-0.266906447,0.077173311,"Ddx43"
"h2a_peak_39551",-0.348200252,0.047010707,"Siae"
"h2a_peak_39552",0.637924256,2.01e-05,"Fat3"
"h2a_peak_39553",0.264439985,0.114457001,"Aplp2"
"h2a_peak_39554",-0.403872772,0.008125944,"Edc3"
"h2a_peak_39555",-0.079094118,0.664087308,"Ldlr"
"h2a_peak_39559",0.064205961,0.688202627,"Clstn2"
"h2a_peak_39560",0.177751907,0.234075325,"Clstn2"
"h2a_peak_39563",0.109927884,0.472234333,"Kirrel3"
"h2a_peak_39564",-0.174636553,0.249238646,"Lingo1"
"h2a_peak_39566",-0.303668242,0.041314935,"Zbtb16"
"h2a_peak_39572",-0.137153756,0.386553696,"Slc9a9"
"h2a_peak_39573",0.065246808,0.692307123,"Il10ra"
"h2a_peak_39575",0.048156752,0.763808747,"Clmp"
"h2a_peak_39576",0.242642957,0.114293123,"Ulk4"
"h2a_peak_39577",0.116444291,0.446128841,"Fxyd2"
"h2a_peak_39580",-0.474367881,0.008610135,"Ccdc33"
"h2a_peak_39580",-0.474367881,0.008610135,"Stra6"
"h2a_peak_39581",0.141115375,0.418920619,"Celf6"
"h2a_peak_39583",-0.054549865,0.744264311,"Slco2a1"
"h2a_peak_39584",-0.106722276,0.532468579,"Scn5a"
"h2a_peak_39586",-0.174675964,0.343005987,"Mras"
"h2a_peak_39590",0.121237958,0.425756332,"Cib2"
"h2a_peak_39591",-0.198043969,0.219732387,"Maml2"
"h2a_peak_39592",-0.259261747,0.064328506,"Ntm"
"h2a_peak_39594",0.280569403,0.120086087,"Kirrel3"
"h2a_peak_39595",0.061361503,0.730759078,"Scn5a"
"h2a_peak_39596",0.25069135,0.082009787,"Hepacam"
"h2a_peak_39597",-0.86560166,3.46e-10,"Cacna2d2"
"h2a_peak_39599",0.614301737,1.84e-05,"Cntn5"
"h2a_peak_39601",-0.553677253,0.00021259,"Mst1r"
"h2a_peak_39605",0.02600731,0.878575866,"Slc9a9"
"h2a_peak_39606",-0.611962764,7.64e-05,"Ulk4"
"h2a_peak_39607",-0.185809543,0.240324953,"Ntm"
"h2a_peak_39608",0.026823567,0.880914121,"Faim"
"h2a_peak_39609",-0.283825046,0.04895049,"Ephb1"
"h2a_peak_39614",-0.157129757,0.319667703,"Lingo1"
"h2a_peak_39615",0.061529291,0.700153191,"Sh2d7"
"h2a_peak_39617",-0.125909589,0.413632944,"Panx1"
"h2a_peak_39620",-0.288467537,0.035223137,"Ntm"
"h2a_peak_39621",-0.390857545,0.004567229,"Spsb4"
"h2a_peak_39622",-0.11126103,0.520968691,"Nxpe4"
"h2a_peak_39624",1.310469575,3.63e-20,"Slc35g2"
"h2a_peak_39625",-0.020542518,0.909581418,"Snap91"
"h2a_peak_39627",-0.034242523,0.841352895,"Scn10a"
"h2a_peak_39628",0.676288551,5.18e-06,"Lipc"
"h2a_peak_39631",0.593961431,2.03e-05,"Fat3"
"h2a_peak_39633",-0.171935939,0.244907946,"Ulk4"
"h2a_peak_39634",-0.062491023,0.743478944,"Trak1"
"h2a_peak_39637",0.177600651,0.263861846,"Cgnl1"
"h2a_peak_39638",0.113099649,0.476384664,"Ephb1"
"h2a_peak_39639",0.557835397,3.98e-05,"Atp2c1"
"h2a_peak_39640",-0.241104426,0.162080701,"Rbms3"
"h2a_peak_39642",-0.087648313,0.628745599,"Acvr2b"
"h2a_peak_39645",0.252841751,0.087005802,"Mras"
"h2a_peak_39646",-0.580425282,5.78e-05,"Pou2f3"
"h2a_peak_39647",-0.519015311,0.000637911,"Dapk2"
"h2a_peak_39648",0.665232443,9.79e-07,"Alas1"
"h2a_peak_39649",-0.261418339,0.113684535,"Ccdc33"
"h2a_peak_39649",-0.261418339,0.113684535,"Stra6"
"h2a_peak_39650",0.391873236,0.005241594,"Slc9a9"
"h2a_peak_39651",-0.181859331,0.212620903,"Anxa2"
"h2a_peak_39654",0.22629527,0.114394287,"Smco4"
"h2a_peak_39655",-0.333566992,0.024532239,"Poc1a"
"h2a_peak_39656",0.724744401,3.99e-06,"Cilk1"
"h2a_peak_39658",-0.148720853,0.364356492,"Plod2"
"h2a_peak_39659",-0.218913523,0.201267211,"Megf11"
"h2a_peak_39660",-0.311484709,0.030002471,"Smad3"
"h2a_peak_39662",0.314105875,0.035773589,"Hmgn3"
"h2a_peak_39663",0.18559993,0.210509504,"Larp6"
"h2a_peak_39664",-0.068909896,0.682647012,"Ulk4"
"h2a_peak_39665",0.29552715,0.035031952,"Cx3cr1"
"h2a_peak_39665",0.29552715,0.035031952,"Csrnp1"
"h2a_peak_39666",-0.068272972,0.689074746,"Grik4"
"h2a_peak_39667",1.247768617,6.38e-17,"Nrg4"
"h2a_peak_39668",-0.126663259,0.419495451,"Rora"
"h2a_peak_39669",-0.035454504,0.832376186,"St3gal4"
"h2a_peak_39670",0.128889136,0.388640785,"Poc1a"
"h2a_peak_39671",0.199905066,0.18569451,"Npsr1"
"h2a_peak_39673",-0.067056977,0.726468538,"Lrrc1"
"h2a_peak_39674",-0.142053972,0.329429731,"Ntm"
"h2a_peak_39676",0.366051308,0.00875426,"Opcml"
"h2a_peak_39677",-0.079668879,0.614344268,"Plcd1"
"h2a_peak_39678",0.327634942,0.047485799,"Mei4"
"h2a_peak_39679",-0.031330235,0.860366094,"Lman1l"
"h2a_peak_39681",-0.087371801,0.557286046,"Ntm"
"h2a_peak_39682",0.904999692,3.52e-10,"Ntm"
"h2a_peak_39684",-0.270696928,0.049711335,"Ccdc13"
"h2a_peak_39685",-0.26866071,0.087768506,"Kirrel3"
"h2a_peak_39686",0.388672471,0.010220403,"Sorl1"
"h2a_peak_39689",0.796982155,1.37e-08,"Slc9a9"
"h2a_peak_39691",-0.270884761,0.043591944,"Tbc1d21"
"h2a_peak_39692",-0.40895083,0.003200699,"Slc38a3"
"h2a_peak_39693",-0.216012875,0.136862853,"Drd2"
"h2a_peak_39695",0.913600485,7.35e-12,"Tmem42"
"h2a_peak_39696",-0.297459733,0.039574693,"Kirrel3"
"h2a_peak_39699",0.143813759,0.351963548,"Clk3"
"h2a_peak_39701",-0.448538221,0.003245524,"Hcn4"
"h2a_peak_39702",0.392972997,0.010453862,"Tex264"
"h2a_peak_39702",0.392972997,0.010453862,"Rad54l2"
"h2a_peak_39703",0.012976183,0.940656035,"Tmie"
"h2a_peak_39704",-0.302301541,0.049635428,"St14"
"h2a_peak_39705",-0.299820702,0.079782098,"Snx22"
"h2a_peak_39706",0.418185664,0.009806791,"Opcml"
"h2a_peak_39709",0.075586542,0.639627383,"Slc9a9"
"h2a_peak_39710",0.91018277,1.98e-09,"Ube2cbp"
"h2a_peak_39716",0.735119356,0.002896478,"Myo5c"
"h2a_peak_39716",0.735119356,0.002896478,"Gnb5"
"h2a_peak_39718",-0.258381818,0.0876383,"Gm1113"
"h2a_peak_39719",0.962461987,3.08e-08,"Lca5"
"h2a_peak_39722",0.074333651,0.686934768,"Fez1"
"h2a_peak_39723",0.1936076,0.224853893,"Cdkn2d"
"h2a_peak_39724",0.922531478,1.63e-09,"Ntm"
"h2a_peak_39725",-0.636267688,1.61e-05,"Cep164"
"h2a_peak_39726",-0.142311544,0.372225469,"Prtg"
"h2a_peak_39727",-0.120080795,0.443801771,"Ubash3b"
"h2a_peak_39728",1.521726685,6.09e-28,"Ntm"
"h2a_peak_39729",0.34369358,0.029853713,"Nmnat3"
"h2a_peak_39730",0.073497307,0.64836264,"Myl3"
"h2a_peak_39731",-0.166430381,0.237802461,"Ntm"
"h2a_peak_39732",0.156645437,0.370255345,"Siae"
"h2a_peak_39734",0.145746688,0.336424149,"Pxylp1"
"h2a_peak_39735",-0.130164757,0.389146446,"Lingo1"
"h2a_peak_39736",-0.30189414,0.028575384,"Ntm"
"h2a_peak_39738",-0.500532594,0.000683315,"Klhl40"
"h2a_peak_39738",-0.500532594,0.000683315,"Hhatl"
"h2a_peak_39739",-0.425713809,0.004333511,"Trim29"
"h2a_peak_39744",0.275966631,0.055134334,"Maml2"
"h2a_peak_39745",0.277245011,0.106710502,"Peak1"
"h2a_peak_39745",0.277245011,0.106710502,"Hmg20a"
"h2a_peak_39747",-0.534268961,0.000266247,"Rora"
"h2a_peak_39749",0.300791615,0.046203355,"Map4"
"h2a_peak_39751",0.27767727,0.085475331,"Dscaml1"
"h2a_peak_39752",-0.123960656,0.391512653,"Kirrel3"
"h2a_peak_39753",-0.081931684,0.607891702,"Spsb4"
"h2a_peak_39754",0.146371896,0.308965676,"Mras"
"h2a_peak_39756",0.106809812,0.553202747,"Prss35"
"h2a_peak_39757",0.875523324,3.9e-10,"Ntm"
"h2a_peak_39758",-0.13059851,0.47591942,"Alas1"
"h2a_peak_39759",-0.450824675,0.001225188,"Hcn4"
"h2a_peak_39760",-0.163963899,0.273937096,"Ulk4"
"h2a_peak_39761",0.181695359,0.225314626,"Opcml"
"h2a_peak_39763",0.803904099,2.76e-08,"Opcml"
"h2a_peak_39773",0.040008391,0.821483076,"Dscaml1"
"h2a_peak_39774",-0.322279319,0.027842138,"Zbtb16"
"h2a_peak_39776",-0.138565765,0.457712689,"Dscaml1"
"h2a_peak_39778",-0.36350441,0.006783207,"St3gal4"
"h2a_peak_39781",0.054006493,0.8437937,"Map4"
"h2a_peak_39783",-0.533534298,0.000278301,"Pstpip1"
"h2a_peak_39785",-0.264487171,0.111024996,"Odf3l1"
"h2a_peak_39785",-0.264487171,0.111024996,"Cspg4"
"h2a_peak_39786",-0.258512787,0.123721755,"Kirrel3"
"h2a_peak_39787",0.694240707,9.77e-08,"Cmtm7"
"h2a_peak_39788",-0.26097331,0.048273524,"Ephb1"
"h2a_peak_39789",0.194582663,0.209355943,"Pcbp4"
"h2a_peak_39791",0.067061531,0.70534088,"Kirrel3"
"h2a_peak_39792",-0.347488677,0.027735331,"Cgnl1"
"h2a_peak_39793",-0.458999494,0.001048176,"Cadm1"
"h2a_peak_39794",0.290618778,0.069397285,"Smco4"
"h2a_peak_39795",-0.060953094,0.700284128,"Clk3"
"h2a_peak_39797",0.065250062,0.695148502,"Nbeal2"
"h2a_peak_39798",0.064998825,0.654882015,"Grik4"
"h2a_peak_39799",-0.303645038,0.045987762,"Ephb1"
"h2a_peak_39800",-0.110244247,0.535838193,"Thsd4"
"h2a_peak_39801",-0.18744968,0.206122271,"Pstpip1"
"h2a_peak_39802",-0.170104977,0.261402904,"Icam1"
"h2a_peak_39807",0.388184695,0.009128825,"Rbms3"
"h2a_peak_39810",-0.052813236,0.746660494,"Clstn2"
"h2a_peak_39811",0.027330364,0.861149283,"Me1"
"h2a_peak_39813",-0.172527538,0.270226273,"Ets1"
"h2a_peak_39814",-0.286767275,0.054757302,"Cadm1"
"h2a_peak_39817",-0.206308458,0.159362463,"Lingo1"
"h2a_peak_39818",-0.52329262,0.000258716,"Trim71"
"h2a_peak_39820",0.22622039,0.128805447,"Ntm"
"h2a_peak_39821",-0.348472885,0.012803426,"Zfp651"
"h2a_peak_39822",-0.217567478,0.129657314,"Cyp8b1"
"h2a_peak_39823",-0.544472732,3.62e-05,"Armc8"
"h2a_peak_39825",0.381703235,0.021218649,"Stt3b"
"h2a_peak_39828",-0.173713558,0.23803359,"Myrip"
"h2a_peak_39830",0.296153317,0.042835717,"Dscaml1"
"h2a_peak_39832",0.160880376,0.24300203,"Grik4"
"h2a_peak_39833",0.322517545,0.015973284,"Cep162"
"h2a_peak_39834",-0.083909494,0.615534936,"Layn"
"h2a_peak_39834",-0.083909494,0.615534936,"Btg4"
"h2a_peak_39835",0.302605727,0.065379104,"Kirrel3"
"h2a_peak_39836",-0.37095848,0.017717305,"Cplx3"
"h2a_peak_39836",-0.37095848,0.017717305,"Lman1l"
"h2a_peak_39838",0.545825843,9.03e-05,"Zcwpw2"
"h2a_peak_39839",-0.10467782,0.495260495,"Lyzl4"
"h2a_peak_39841",-0.251051939,0.057480052,"S1pr2"
"h2a_peak_39842",-0.102704254,0.495083782,"Nectin1"
"h2a_peak_39844",0.087560558,0.582851697,"Cdc25a"
"h2a_peak_39845",0.604834322,6.25e-06,"Exph5"
"h2a_peak_39846",-0.330169785,0.025087624,"Oaf"
"h2a_peak_39848",0.352259154,0.010833185,"Slc9a9"
"h2a_peak_39851",-0.060372993,0.69871181,"Pth1r"
"h2a_peak_39852",-0.275609144,0.057206153,"Ccdc33"
"h2a_peak_39852",-0.275609144,0.057206153,"Stra6"
"h2a_peak_39853",0.16044808,0.254498713,"Fxyd6"
"h2a_peak_39854",-0.381528006,0.006847742,"Igdcc3"
"h2a_peak_39855",0.823068996,2.66e-08,"Lipc"
"h2a_peak_39856",0.084542588,0.59198523,"Ephb1"
"h2a_peak_39857",0.204389066,0.147054567,"Ntm"
"h2a_peak_39859",-0.289401367,0.048722197,"Ryk"
"h2a_peak_39860",-0.086438595,0.565122396,"Ulk4"
"h2a_peak_39864",0.178357976,0.186033197,"Dscaml1"
"h2a_peak_39865",-0.283405326,0.044739356,"Cmtm8"
"h2a_peak_39866",0.663907928,1.8e-06,"Slc35g2"
"h2a_peak_39867",0.011691426,0.942615348,"Smad3"
"h2a_peak_39870",0.178531422,0.21255713,"Pik3cb"
"h2a_peak_39872",0.130763467,0.457632311,"Scn5a"
"h2a_peak_39873",0.269187614,0.059902574,"Clstn2"
"h2a_peak_39879",0.303046269,0.064470738,"Abhd14a"
"h2a_peak_39879",0.303046269,0.064470738,"Abhd14b"
"h2a_peak_39880",0.168176189,0.29882215,"Minar1"
"h2a_peak_39884",-0.224073501,0.107288784,"Ankrd34c"
"h2a_peak_39885",-0.290161801,0.054183022,"Ephb1"
"h2a_peak_39886",-0.205452072,0.145186301,"Ccdc33"
"h2a_peak_39886",-0.205452072,0.145186301,"Stra6"
"h2a_peak_39887",0.637500829,3.77e-06,"6430571L13Rik"
"h2a_peak_39890",-0.198486106,0.184347209,"Pdzd3"
"h2a_peak_39891",1.06965583,3.3e-12,"Aasdhppt"
"h2a_peak_39891",1.06965583,3.3e-12,"Kbtbd3"
"h2a_peak_39892",-0.544417629,6.35e-05,"Ephb1"
"h2a_peak_39893",0.02331505,0.880076575,"Lingo1"
"h2a_peak_39894",-0.179618926,0.167499288,"Dscaml1"
"h2a_peak_39896",0.705150302,6.63e-06,"Slc9a9"
"h2a_peak_39897",-0.039109474,0.818837101,"Ntm"
"h2a_peak_39900",0.128311058,0.365872674,"Fyco1"
"h2a_peak_39901",0.33030662,0.025652342,"Slc9a9"
"h2a_peak_39902",-0.096847365,0.522184443,"Fut4"
"h2a_peak_39903",0.895272454,3.37e-09,"Ntm"
"h2a_peak_39904",0.419177254,0.001727888,"Cep162"
"h2a_peak_39905",-0.11971709,0.384923842,"Smco4"
"h2a_peak_39907",0.373881387,0.015390963,"Ncam1"
"h2a_peak_39908",0.000173331,0.999489953,"Sesn3"
"h2a_peak_39909",-0.003539609,0.985771238,"Opcml"
"h2a_peak_39910",-0.04041942,0.792399055,"Ncam1"
"h2a_peak_39911",-0.006292118,0.970072577,"Ets1"
"h2a_peak_39912",-0.238423409,0.132537754,"Lingo1"
"h2a_peak_39913",-0.271883956,0.059010656,"Gnai2"
"h2a_peak_39914",-0.073837792,0.640105508,"Panx1"
"h2a_peak_39915",0.557347462,0.000441814,"Ppp2r1b"
"h2a_peak_39917",0.262511063,0.044067778,"Bbs9"
"h2a_peak_39919",-0.206649329,0.12289543,"Cd3e"
"h2a_peak_39920",0.122605174,0.452594131,"Smco4"
"h2a_peak_39922",0.075359925,0.642228998,"Phldb1"
"h2a_peak_39924",0.716849872,1.19e-08,"Cntn5"
"h2a_peak_39925",0.387550713,0.004830639,"Smco4"
"h2a_peak_39928",-0.184657535,0.194758732,"Paqr5"
"h2a_peak_39931",-0.309761462,0.028864517,"Cib2"
"h2a_peak_39932",0.222771903,0.097608703,"Spsb4"
"h2a_peak_39933",-0.523243394,0.000672039,"Drd2"
"h2a_peak_39934",-0.312698656,0.066771633,"Kirrel3"
"h2a_peak_39935",0.11253304,0.418122183,"Slc9a9"
"h2a_peak_39938",0.443335114,0.001121509,"Abhd14b"
"h2a_peak_39938",0.443335114,0.001121509,"Pcbp4"
"h2a_peak_39939",-0.12628139,0.426126488,"Cadm1"
"h2a_peak_39940",0.548454424,2.31e-05,"Ddx25"
"h2a_peak_39940",0.548454424,2.31e-05,"Pus3"
"h2a_peak_39941",0.128817333,0.364624386,"Thsd4"
"h2a_peak_39943",0.390956435,0.006769614,"Slc9a9"
"h2a_peak_39945",-0.332056894,0.011615174,"Ephb1"
"h2a_peak_39946",-0.166504887,0.192906835,"Trak1"
"h2a_peak_39950",0.216925289,0.111438936,"Tmed3"
"h2a_peak_39952",0.11052411,0.4834285,"Megf11"
"h2a_peak_39953",-0.002878523,0.985953746,"Dpy19l1"
"h2a_peak_39954",-0.138144821,0.409374202,"Vill"
"h2a_peak_39955",0.160766328,0.234208383,"Smco4"
"h2a_peak_39956",-0.004078255,0.981059209,"Lingo1"
"h2a_peak_39957",0.496414555,0.003537322,"Cntn5"
"h2a_peak_39958",0.205011542,0.206116145,"Eef1a1"
"h2a_peak_39959",0.386531954,0.001961312,"Gramd1b"
"h2a_peak_39961",0.695115021,1.44e-06,"Kcnj5"
"h2a_peak_39962",-0.119456411,0.409656565,"Fxyd6"
"h2a_peak_39964",0.134151785,0.381139014,"Ephb1"
"h2a_peak_39965",-0.147995006,0.278160204,"Tmem108"
"h2a_peak_39966",-0.026693257,0.876474857,"Ntm"
"h2a_peak_39967",0.012221658,0.936518696,"Rab39"
"h2a_peak_39969",0.181557796,0.181769839,"Slc9a9"
"h2a_peak_39970",0.11757347,0.39008586,"Ntm"
"h2a_peak_39971",0.371691212,0.007816471,"Slco2a1"
"h2a_peak_39973",0.819262985,1.36e-08,"Prdm10"
"h2a_peak_39975",0.061249911,0.682076777,"Lyzl4"
"h2a_peak_39976",-0.148773919,0.331260038,"C2cd4b"
"h2a_peak_39977",-0.156318056,0.258210081,"Ky"
"h2a_peak_39978",0.546130606,4.85e-05,"Fat3"
"h2a_peak_39979",-0.077332626,0.579584024,"Ephb1"
"h2a_peak_39980",0.385270141,0.001725312,"Maml2"
"h2a_peak_39982",0.386035818,0.009733539,"Dnm2"
"h2a_peak_39983",-0.256383338,0.077521978,"Cspg4"
"h2a_peak_39985",-0.173895667,0.211961958,"S1pr5"
"h2a_peak_39987",0.692880125,1.02e-07,"Fat3"
"h2a_peak_39988",0.102181463,0.485644089,"Panx1"
"h2a_peak_39991",0.378760116,0.012426048,"Stt3b"
"h2a_peak_39992",0.695627954,1.54e-05,"Zcwpw2"
"h2a_peak_39994",-0.087089898,0.539014291,"Clstn2"
"h2a_peak_39997",-0.316921473,0.016262451,"Mpzl2"
"h2a_peak_39998",0.021774552,0.886337571,"Icam5"
"h2a_peak_40000",0.444245567,0.00033953,"Myo6"
"h2a_peak_40001",0.189807986,0.179026534,"Slc26a6"
"h2a_peak_40002",-0.016549208,0.919783233,"Ccdc33"
"h2a_peak_40002",-0.016549208,0.919783233,"Stra6"
"h2a_peak_40006",-0.264762099,0.105926451,"Kirrel3"
"h2a_peak_40007",0.590209045,0.000278656,"Twf2"
"h2a_peak_40008",0.099074674,0.552411241,"Gask1a"
"h2a_peak_40010",0.825154074,8.24e-12,"Fat3"
"h2a_peak_40011",0.114776014,0.412200037,"Igdcc3"
"h2a_peak_40012",0.459903238,0.001455515,"Opcml"
"h2a_peak_40013",-0.452284136,0.00013541,"Slc6a20a"
"h2a_peak_40013",-0.452284136,0.00013541,"Ccr9"
"h2a_peak_40015",-0.625357863,1.31e-06,"Rbpms2"
"h2a_peak_40019",-0.093759195,0.534084776,"Ntm"
"h2a_peak_40020",-0.096719074,0.496807128,"Nectin1"
"h2a_peak_40021",-0.295218961,0.019222198,"Ets1"
"h2a_peak_40023",-0.372407204,0.013226945,"Scn5a"
"h2a_peak_40025",-0.837284079,4.44e-09,"Bsn"
"h2a_peak_40026",-0.000458503,0.998043506,"Limd1"
"h2a_peak_40027",-0.063173424,0.66351547,"Megf11"
"h2a_peak_40028",-0.046471517,0.770172765,"Nt5e"
"h2a_peak_40030",-0.108094824,0.506464275,"Megf11"
"h2a_peak_40031",0.059107086,0.695127502,"Ephb1"
"h2a_peak_40032",-0.058977657,0.71719933,"Thsd4"
"h2a_peak_40033",-0.196807608,0.164163975,"Cadm1"
"h2a_peak_40034",0.12208369,0.377482799,"Gm49380"
"h2a_peak_40034",0.12208369,0.377482799,"Usp2"
"h2a_peak_40036",-0.113779193,0.368148758,"Vill"
"h2a_peak_40037",0.375013792,0.004463573,"Rora"
"h2a_peak_40038",0.87277494,4.17e-11,"Trpc1"
"h2a_peak_40039",0.288971337,0.022816916,"Tfdp2"
"h2a_peak_40041",-0.088615529,0.525304661,"Ntm"
"h2a_peak_40044",-0.022282222,0.887394408,"Khdc3"
"h2a_peak_40044",-0.022282222,0.887394408,"Gm20509"
"h2a_peak_40045",-0.389810927,0.003223237,"Ccdc33"
"h2a_peak_40047",0.055646589,0.697216042,"Pxylp1"
"h2a_peak_40048",-0.467465603,0.00019174,"Phldb1"
"h2a_peak_40049",-0.291111058,0.034482027,"Glb1l2"
"h2a_peak_40050",0.081995815,0.579964579,"Il10ra"
"h2a_peak_40053",0.735972527,1.39e-09,"Bckdhb"
"h2a_peak_40055",-0.464485035,0.000126836,"Trak1"
"h2a_peak_40056",-0.335803033,0.012751945,"Ets1"
"h2a_peak_40057",-0.441648853,0.004568132,"Phldb1"
"h2a_peak_40061",-0.587389087,1.24e-06,"Tle3"
"h2a_peak_40062",0.045691608,0.777328092,"Ntm"
"h2a_peak_40063",0.122433825,0.374186582,"Igsf9b"
"h2a_peak_40066",0.172056618,0.224566211,"Epor"
"h2a_peak_40067",0.416037542,0.000895636,"Trpc6"
"h2a_peak_40068",0.502081836,9.24e-05,"Nudt16"
"h2a_peak_40070",-0.033880561,0.831743851,"Gm32742"
"h2a_peak_40073",0.625865441,6.67e-07,"Mapkapk3"
"h2a_peak_40074",0.591207924,1.78e-05,"Atp1b3"
"h2a_peak_40078",-0.127538981,0.467996991,"Clstn2"
"h2a_peak_40080",0.257319095,0.032740169,"Nmnat3"
