"SYMBOL","mecp2_Fold","mecp2_FDR","mecp2_sig","n_mecp2_peaks","n_mecp2_sig_peaks","h2a_Fold","h2a_FDR","h2a_sig","n_h2a_peaks","n_h2a_sig_peaks","sig","quadrant"
"Plcd3",-0.041475381,0.87732677,FALSE,1,0,-0.190904904,0.332584605,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plce1",0.007544419,0.984133583,FALSE,1,0,-0.564640945,0.000315081,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Plcg1",-0.0684712743702902,0.755928616,FALSE,2,0,-0.501761732792252,8.64e-05,TRUE,5,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plcg2",-0.037672420209861,0.796640299,FALSE,2,0,-0.232994885,0.101867435,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plch1",-0.027820167,0.922961594,FALSE,1,0,0.475478275511196,1.02e-05,TRUE,4,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plch2",1.15454313400387,3.39e-08,TRUE,9,1,-0.473641140120578,0.000277218,TRUE,7,1,"Significant","Q4 (MeCP2 up / H2A down)"
"Plcl1",0.0401632871255526,0.880549925,FALSE,2,0,0.484923942295304,3.66e-05,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plcl2",2.8044172861337,2.97e-27,TRUE,12,1,0.937549395478615,3.53e-17,TRUE,10,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plcxd2",0.000897572,0.998041521,FALSE,1,0,0.978757122149692,1.09e-26,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plcxd3",1.39114811872816,2.09e-06,TRUE,3,1,1.17676344007948,1.36e-13,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pld1",0.224595040160834,0.196462887,FALSE,3,0,0.637902253734286,4.94e-07,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pld5",1.79696272991264,5.55e-07,TRUE,5,1,0.871259943063649,3.29e-12,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pldi",0.116732462866843,0.563001189,FALSE,3,0,0.0747440080712005,0.555891525,FALSE,2,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plec",0.0252933281817622,0.7686465,FALSE,7,0,-0.200768884546393,0.001522558,TRUE,5,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Plek2",-0.148835649,0.474075196,FALSE,1,0,0.129928927665577,0.055095748,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekha1",-0.0182606063444754,0.640600689,FALSE,2,0,0.323833516,0.021959207,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekha5",-0.083704512,0.699237288,FALSE,1,0,1.17870689123956,2.08e-19,TRUE,5,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekha6",-1.37320131116708,4.67e-08,TRUE,15,1,-0.908047369279373,4.62e-37,TRUE,13,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Plekha7",-0.114135274736036,0.353117271,FALSE,13,0,0.0950057925840348,0.005514765,TRUE,7,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekhb2",1.88812019363559,1.93e-07,TRUE,6,1,0.601240058385193,3.08e-08,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plekhd1",-0.139214369436171,0.4556787,FALSE,4,0,-0.249815133429221,0.013624603,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plekhg1",0.071255407,0.763533436,FALSE,1,0,-0.0496050030149952,0.686799861,FALSE,2,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Plekhg2",0.0341357463224822,0.902177632,FALSE,2,0,-0.300122891,0.009738958,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Plekhg3",-0.0172053969753243,0.16841313,FALSE,7,0,-0.201080590124817,0.037777714,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plekhg4",-0.018958463,0.951382822,FALSE,1,0,0.082186526,0.381652232,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekhg5",-0.0683018785885996,0.739205627,FALSE,3,0,-0.335527742580523,0.003922478,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plekhh1",-0.13347203537235,0.527096252,FALSE,2,0,0.595215199779721,0.001109647,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plekhh2",-0.0433477423865962,0.868310587,FALSE,2,0,-0.315066404619863,0.132761037,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plekhh3",-0.075851218,0.752062073,FALSE,1,0,-0.693776264276943,1.3e-05,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plekhm3",-0.821790360564578,0.002524647,TRUE,4,1,-0.483772842760013,0.000170916,TRUE,7,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Plekhs1",1.52170157972027,3.18e-09,TRUE,2,1,0.79242203,3.65e-10,TRUE,1,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plet1",0.0276069958917787,0.897937066,FALSE,2,0,0.304369578,0.111151298,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plgrkt",-0.120762531,0.584657272,FALSE,1,0,1.254664801,9.74e-33,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plin2",1.427348644,4.64e-07,TRUE,1,1,1.24045624429728,2.02e-16,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plk2",1.43607034483165,2.34e-05,TRUE,5,1,0.598462882653883,1.14e-08,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plk3",-0.083827853,0.695443425,FALSE,1,0,0.237643302,0.036565608,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plod2",0.611121737887032,0.041233991,TRUE,2,1,0.038147564,0.787569303,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plpp1",1.35828220632764,7.69e-05,TRUE,3,1,0.736802680727409,9.89e-11,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plpp2",-0.061021762,0.796206729,FALSE,1,0,-0.140663853,0.226035069,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plpp3",-0.182078932945117,0.384918772,FALSE,3,0,-0.152858583797218,0.000113217,TRUE,5,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plpp7",0.0287503114678623,0.909377067,FALSE,2,0,-0.16489849,0.276919511,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Plppr1",0.960823699856271,0.000187606,TRUE,21,1,0.540926174921465,2.4e-09,TRUE,17,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plppr3",-0.025978839,0.930027811,FALSE,1,0,-0.036145897,0.817518492,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plppr4",-0.0596499557019602,0.688323189,FALSE,2,0,0.459048965934805,0.000148831,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plppr5",0.033786423,0.903742888,FALSE,1,0,0.029054351,0.815159245,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plrg1",0.032111504,0.908112749,FALSE,1,0,0.730262231,2.4e-06,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plscr5",2.82396671515352,4.24e-25,TRUE,10,1,1.78380116820789,2.33e-48,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plxdc1",-0.597838379407152,0.029403998,TRUE,3,1,-0.399959641705091,0.000964474,TRUE,5,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Plxdc2",1.32401970858031,7.94e-05,TRUE,6,1,0.745141757283414,4.65e-20,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plxna1",2.15585461179163,1.35e-19,TRUE,16,1,0.881408109293627,1.64e-41,TRUE,16,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plxna2",2.35569838997032,4.35e-14,TRUE,9,1,0.547454799556387,1.3e-11,TRUE,26,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plxna4",-0.569019193645952,0.022297312,TRUE,8,1,0.584140847894869,1.02e-10,TRUE,6,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Plxna4os1",0.88546566314812,0.000358016,TRUE,31,1,0.303932921887707,3.25e-08,TRUE,41,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Plxnb1",-0.0504591094572141,0.836056495,FALSE,2,0,-0.329739349549222,0.106743954,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Plxnb2",-0.064040902,0.782712591,FALSE,1,0,0.31096021151863,0.001593419,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Plxnc1",0.091002039319911,0.374216071,FALSE,4,0,0.407523662557417,3.26e-06,TRUE,14,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Plxnd1",0.319933879697224,0.006248402,TRUE,8,1,0.508840693508775,1.52e-13,TRUE,9,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pm20d2",-0.017491299,0.956186245,FALSE,1,0,0.348035132,0.000642911,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pmepa1",-0.252620922593851,0.161065215,FALSE,14,0,-0.0473447626670752,0.001232868,TRUE,10,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pmp22",-0.16181856586593,0.418825047,FALSE,3,0,-0.311433511103601,0.009289672,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pms1",0.222691488,0.244965208,FALSE,1,0,0.864622293,4.22e-17,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pmvk",0.004138266,0.991656802,FALSE,1,0,-0.051042047810219,0.333676911,FALSE,2,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Pnma2",-0.0801462413801003,0.715558814,FALSE,2,0,0.110869552382665,0.01936206,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pnma3",2.070184296,4.7e-14,TRUE,1,1,0.962188994,3.18e-06,TRUE,1,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pnma5",0.47811877,0.054233352,FALSE,1,0,0.672119906,5.5e-07,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pnma8b",-0.023702653,0.936330932,FALSE,1,0,0.154086831,0.206655242,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pnoc",-0.00762092,0.98403533,FALSE,1,0,-0.13881123,0.235758073,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pnp",-0.030720839,0.912960257,FALSE,1,0,0.98067195399089,6.61e-11,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pnpla5",-0.03726717,0.890902037,FALSE,1,0,-0.094799977,0.580687376,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pnpla6",-0.0976645666173974,0.602886333,FALSE,3,0,0.7137534,5.91e-06,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pnpla7",-0.971497231178427,0.001271015,TRUE,2,1,-0.4706909206249,0.001750027,TRUE,3,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Pnpla8",0.012420606,0.970764873,FALSE,1,0,0.506603239,0.003918174,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pnpo",-0.028237374,0.922099372,FALSE,1,0,0.348682017,0.034818882,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pnrc1",-0.017863072,0.954661759,FALSE,1,0,0.674956913076064,5.77e-09,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Poc1a",-0.16933140944882,0.378453588,FALSE,4,0,-0.3238003525542,0.024532239,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Poc1b",-0.154079503756376,0.233359588,FALSE,3,0,0.427920870095577,1.01e-05,TRUE,5,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Podn",-0.472372978862193,0.038204945,TRUE,5,1,-0.483263089175749,8.49e-06,TRUE,3,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Podxl",-0.039699043,0.881615117,FALSE,1,0,-0.25550333357276,0.013495534,TRUE,6,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pofut2",0.293721201065958,0.086046126,FALSE,5,0,0.536262750372113,5.85e-08,TRUE,10,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pogk",-0.065517634,0.793120583,FALSE,1,0,0.814960193,3.42e-12,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pold4",-0.024001639,0.935768266,FALSE,1,0,0.235730277,0.020482939,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pole4",-0.170432822529789,0.433257827,FALSE,2,0,0.289888121,0.07413645,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Polk",-0.057187417,0.816358499,FALSE,1,0,1.262350533,2.83e-15,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Poll",-0.0836714480392361,0.649415853,FALSE,3,0,-0.232987161257282,0.118799758,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Polr1a",-0.072510382760326,0.257506924,FALSE,3,0,1.37494728491735,4.05e-36,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Polr1d",0.750407156512996,0.006671002,TRUE,3,1,0.206160188,0.205332645,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Polr1f",0.022023307,0.943584667,FALSE,1,0,0.943921279,1.6e-07,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Polr2b",-0.0620313777469633,0.784707659,FALSE,2,0,0.643674405385657,9.33e-06,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Polr3g",-0.04677987,0.857271268,FALSE,1,0,0.803629877,8.88e-14,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Polrmt",-0.0237753885025731,0.931176716,FALSE,2,0,-0.569879258182086,1.02e-05,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pom121l2",0.009034562,0.980093658,FALSE,1,0,-0.156915511,0.080611588,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Pomgnt2",1.27659986737278,1.02e-06,TRUE,4,1,0.981347902029145,2.86e-11,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pop1",0.288492712027449,0.148669729,FALSE,3,0,0.661771707955014,1.18e-10,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pop7",-0.012940024,0.968971267,FALSE,1,0,-0.00137444,0.995263963,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Popdc2",-0.040975934,0.875412135,FALSE,1,0,0.615728404,3.42e-08,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Popdc3",-0.0242058312308323,0.930696528,FALSE,3,0,0.2764341845489,0.028799129,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Por",-0.0848611275935436,0.677288626,FALSE,3,0,-0.336273831,0.033578219,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pot1a",-0.197627803,0.34073761,FALSE,1,0,1.06219857395363,2.64e-12,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Poteg",0.017453531,0.956528846,FALSE,1,0,1.055826084,6.84e-11,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Pou2af1",-0.540182063967892,0.030456708,TRUE,4,1,-0.228638959526259,0.031919506,TRUE,3,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Pou2af3",-0.238991119486533,0.204673825,FALSE,3,0,-0.528280682252373,0.000681306,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pou2f1",-0.065947831,0.779104371,FALSE,1,0,0.833058040630277,1.21e-10,TRUE,4,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pou2f2",-0.480191225588358,0.03636458,TRUE,2,1,-0.166779384609431,0.133771415,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pou3f1",0.342753390469536,0.14906066,FALSE,3,0,-0.599066252258855,6.04e-07,TRUE,4,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Pou3f2",-0.136222973,0.54718624,FALSE,1,0,0.015581036,0.886181447,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pou4f1",1.10398743783385,7.94e-05,TRUE,4,1,1.01294863647431,2.57e-28,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Pou4f2",-0.026141665,0.937371829,FALSE,1,0,-0.0987733667189109,0.387658425,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pou4f3",-0.041105144,0.879372458,FALSE,1,0,0.498724286466271,0.000319135,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Pou6f2",0.260475568,0.212156888,FALSE,1,0,0.408928864323324,0.000542508,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppa1",-0.0583958769463611,0.793811177,FALSE,2,0,0.312852881350203,7.9e-05,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppara",-0.06253386,0.79274587,FALSE,1,0,-0.473138658037052,2.21e-06,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppard",-0.223546284519265,0.273368945,FALSE,3,0,-0.261619058540259,0.066701624,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Pparg",0.548355359450304,0.045081699,TRUE,4,1,0.154982691022718,0.002413743,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppargc1a",0.0428712475788352,0.560025142,FALSE,5,0,0.954651998514216,5.85e-22,TRUE,18,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppargc1b",-0.08484048,0.704937562,FALSE,1,0,0.43994351916423,0.002142012,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppat",0.026293659,0.927944446,FALSE,1,0,0.779540365,7.67e-09,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppfia2",1.76476639759357,5.24e-11,TRUE,2,1,1.28733232387313,5.19e-34,TRUE,4,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppfia4",-0.120612236280846,0.544506322,FALSE,3,0,-0.14099698405492,0.012125788,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppfibp1",-0.0551910371396477,0.820704824,FALSE,2,0,0.128305581,0.296633172,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppfibp2",-0.048581257,0.848050797,FALSE,1,0,-0.32440451085287,0.077592144,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppic",-0.0172917656085487,0.576555915,FALSE,2,0,0.811822560365814,3.3e-14,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppif",-0.0286087949924474,0.760907421,FALSE,2,0,0.331101977,0.001445627,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppil1",0.00879242212692378,0.973608257,FALSE,2,0,-0.191267999,0.493483898,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Ppip5k2",-0.059636689,0.802277951,FALSE,1,0,1.106261389,1.83e-13,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppl",0.018940155,0.95194794,FALSE,1,0,-0.428874144525571,0.001234365,TRUE,5,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Ppm1a",-0.0536592092210143,0.834430119,FALSE,2,0,0.21190850661815,0.096221734,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppm1b",-0.098765141,0.632966453,FALSE,1,0,-0.02512642,0.934702592,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppm1e",-0.089200042,0.705985783,FALSE,1,0,-0.62380958,0.016147442,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppm1h",0.0212510558483001,0.788799299,FALSE,5,0,0.684690660849391,6.73e-08,TRUE,7,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppm1j",-0.0527519,0.830048673,FALSE,1,0,-0.157664924,0.105673151,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppm1k",0.015276035,0.962936199,FALSE,1,0,0.486374134,0.000227992,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppm1l",1.42391151879369,2.61e-07,TRUE,8,1,0.916349377540616,3.35e-20,TRUE,12,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppm1m",0.002338969,0.995345123,FALSE,1,0,0.338208488,0.002665071,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppox",0.017034289,0.957529394,FALSE,1,0,0.766054252,1.49e-06,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r12a",-0.04726499,0.853622445,FALSE,1,0,0.457785508,0.003114622,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp1r12b",-0.223974264700539,0.267369874,FALSE,2,0,-0.335305808432833,1.67e-06,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp1r14bl",2.86154942913877,1.26e-32,TRUE,11,1,1.93892973118825,1.09e-61,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r14c",0.37251184026356,0.008782755,TRUE,11,1,0.352470002021617,0.000415512,TRUE,9,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r16b",-0.0120958167111426,0.969357488,FALSE,2,0,-0.197010543,0.049067901,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp1r18",-0.089267639,0.693977833,FALSE,1,0,0.122882113,0.227314806,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp1r1b",0.050893366773188,0.587179756,FALSE,2,0,-0.259167855,0.02657336,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Ppp1r21",0.512950565854868,0.029813752,TRUE,2,1,0.666211813114269,2.21e-08,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r26",1.25475676064872,1.82e-08,TRUE,14,1,0.624744661249891,1.52e-09,TRUE,10,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r37",-0.0371446285678964,0.869952309,FALSE,4,0,-0.089023655,0.577691821,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp1r3b",0.462987622083321,0.045178076,TRUE,8,1,0.469219163482108,3.48e-05,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r3d",-0.033657074,0.905746184,FALSE,1,0,-0.068543385,0.644977226,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp1r3e",-0.069471181,0.766596816,FALSE,1,0,0.323283244,0.042016805,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp1r3g",-0.213395489616296,0.305888105,FALSE,2,0,0.170747552967542,0.051457459,FALSE,3,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp1r9a",0.26889925556846,0.146701972,FALSE,5,0,0.755433761753968,8.07e-12,TRUE,5,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppp1r9b",-0.013288433,0.968856388,FALSE,1,0,-0.411921747183615,0.002925175,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp2r1b",0.079965651719772,0.706794557,FALSE,2,0,0.395042623559723,1.33e-05,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppp2r2b",-0.734850663578547,0.003913525,TRUE,25,1,0.436239163448738,5.21e-13,TRUE,29,1,"Significant","Q2 (MeCP2 down / H2A up)"
"Ppp2r2c",-0.0372895232605482,0.888419966,FALSE,2,0,-0.419036940581319,0.002319289,TRUE,5,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp2r2cos",-0.033439186,0.905062065,FALSE,1,0,-0.200413488193972,0.147970081,FALSE,5,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp2r2d",-0.016058225,0.960763597,FALSE,1,0,-0.207176479,0.138969565,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp2r5a",-0.049694992017376,0.823438488,FALSE,2,0,0.681336015169881,2.28e-12,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp2r5c",-0.0506750409103125,0.779032845,FALSE,4,0,0.307414145369325,7e-06,TRUE,7,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp2r5e",-0.027779669,0.923393628,FALSE,1,0,0.283169564498904,0.006232772,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ppp3ca",1.93133857976999,1.3e-08,TRUE,8,1,1.03801617011169,1.55e-20,TRUE,16,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp4r1l-ps",-0.072082983,0.7516971,FALSE,1,0,-0.308345873772574,4.57e-07,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ppp4r2",1.26458087138921,7.45e-06,TRUE,7,1,0.586463021139246,0.000215026,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Ppp4r4",0.00154486,0.996685272,FALSE,1,0,0.415811052,0.002757806,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ppy",0.042146396,0.875628993,FALSE,1,0,-0.281534482,0.068891776,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Prag1",1.51291959785212,1.47e-07,TRUE,9,1,0.567442221844921,6.45e-09,TRUE,10,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Prcd",-0.11026914590321,0.5406862,FALSE,3,0,-0.123028063726644,0.004031493,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Prcp",-0.090726841,0.654676475,FALSE,1,0,0.705323497363897,3.59e-08,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Prdm1",-0.109958153385428,0.43582685,FALSE,6,0,0.537226708378587,1.11e-05,TRUE,8,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Prdm10",-0.0616395128837985,0.784381638,FALSE,2,0,0.819262985,1.36e-08,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Prdm11",-0.138068044375536,0.421625249,FALSE,6,0,-0.41467396205516,4.04e-05,TRUE,11,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Prdm13",-0.101038144,0.647748025,FALSE,1,0,-0.30954573488785,0.001620336,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Prdm16",-0.650315762497528,0.004680339,TRUE,25,1,-0.760235374531854,4.17e-15,TRUE,28,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Prdm4",-0.034320424,0.902759637,FALSE,1,0,0.928854381,4.64e-06,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Prdm5",1.70968390662185,3.35e-10,TRUE,3,1,1.11822745050839,2.19e-35,TRUE,3,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Prdm6",0.778713742282865,0.007172005,TRUE,5,1,0.655468235007611,6.71e-13,TRUE,11,1,"Significant","Q1 (MeCP2 up / H2A up)"
