gene_name	chr	mch_hypo	in_target
Tmem123	chr9	FALSE	TRUE
Tmem125	chr4	FALSE	FALSE
Tmem126a	chr7	FALSE	TRUE
Tmem126b	chr7	FALSE	TRUE
Tmem127	chr2	FALSE	TRUE
Tmem128	chr5	FALSE	TRUE
Tmem129	chr5	FALSE	TRUE
Tmem130	chr5	FALSE	TRUE
Tmem131	chr1	TRUE	TRUE
Tmem131l	chr3	TRUE	TRUE
Tmem132a	chr19	FALSE	TRUE
Tmem132b	chr5	FALSE	TRUE
Tmem132c	chr5	FALSE	TRUE
Tmem132d	chr5	FALSE	TRUE
Tmem132e	chr11	TRUE	FALSE
Tmem134	chr19	FALSE	TRUE
Tmem135	chr7	TRUE	TRUE
Tmem138	chr19	FALSE	TRUE
Tmem139	chr6	FALSE	TRUE
Tmem140	chr6	FALSE	TRUE
Tmem141	chr2	FALSE	TRUE
Tmem143	chr7	FALSE	TRUE
Tmem144	chr3	FALSE	TRUE
Tmem145	chr7	FALSE	TRUE
Tmem147	chr7	FALSE	TRUE
Tmem14a	chr1	TRUE	TRUE
Tmem14c	chr13	FALSE	TRUE
Tmem150a	chr6	FALSE	TRUE
Tmem150b	chr7	FALSE	TRUE
Tmem150c	chr5	TRUE	TRUE
Tmem151a	chr19	TRUE	TRUE
Tmem151b	chr17	FALSE	TRUE
Tmem154	chr3	TRUE	TRUE
Tmem156	chr5	FALSE	TRUE
Tmem158	chr9	FALSE	TRUE
Tmem159	chr7	FALSE	TRUE
Tmem160	chr7	FALSE	TRUE
Tmem161a	chr8	FALSE	TRUE
Tmem161b	chr13	TRUE	TRUE
Tmem163	chr1	TRUE	TRUE
Tmem164	chrX	FALSE	TRUE
Tmem165	chr5	TRUE	TRUE
Tmem167	chr13	FALSE	TRUE
Tmem167b	chr3	FALSE	TRUE
Tmem168	chr6	FALSE	TRUE
Tmem169	chr1	FALSE	TRUE
Tmem17	chr11	FALSE	FALSE
Tmem170	chr8	FALSE	TRUE
Tmem170b	chr13	FALSE	TRUE
Tmem171	chr13	FALSE	FALSE
Tmem174	chr13	FALSE	FALSE
Tmem175	chr5	FALSE	TRUE
Tmem176a	chr6	TRUE	FALSE
Tmem176b	chr6	FALSE	FALSE
Tmem177	chr1	FALSE	TRUE
Tmem178	chr17	FALSE	TRUE
Tmem178b	chr6	TRUE	TRUE
Tmem179	chr12	FALSE	TRUE
Tmem179b	chr19	FALSE	TRUE
Tmem18	chr12	FALSE	TRUE
Tmem181a	chr17	FALSE	TRUE
Tmem182	chr1	TRUE	FALSE
Tmem183a	chr1	FALSE	TRUE
Tmem184a	chr5	FALSE	TRUE
Tmem184b	chr15	TRUE	TRUE
Tmem184c	chr8	FALSE	TRUE
Tmem185a	chrX	TRUE	TRUE
Tmem185b	chr1	FALSE	TRUE
Tmem186	chr16	FALSE	TRUE
Tmem189	chr2	TRUE	TRUE
Tmem19	chr10	FALSE	TRUE
Tmem190	chr7	FALSE	TRUE
Tmem191c	chr16	FALSE	TRUE
Tmem192	chr8	FALSE	TRUE
Tmem196	chr12	FALSE	FALSE
Tmem198	chr1	FALSE	TRUE
Tmem198b	chr10	FALSE	TRUE
Tmem199	chr11	FALSE	TRUE
Tmem200a	chr10	FALSE	FALSE
Tmem200b	chr4	FALSE	TRUE
Tmem200c	chr17	FALSE	FALSE
Tmem201	chr4	FALSE	TRUE
Tmem202	chr9	FALSE	TRUE
Tmem203	chr2	FALSE	TRUE
Tmem204	chr17	FALSE	TRUE
Tmem205	chr9	FALSE	TRUE
Tmem207	chr16	FALSE	FALSE
Tmem208	chr8	FALSE	TRUE
Tmem209	chr6	FALSE	TRUE
Tmem210	chr2	FALSE	TRUE
Tmem211	chr5	TRUE	TRUE
Tmem212	chr3	FALSE	FALSE
Tmem213	chr6	FALSE	TRUE
Tmem214	chr5	FALSE	TRUE
Tmem215	chr4	FALSE	FALSE
Tmem216	chr19	FALSE	TRUE
Tmem217	chr17	FALSE	TRUE
Tmem218	chr9	FALSE	TRUE
Tmem219	chr7	FALSE	TRUE
Tmem220	chr11	FALSE	TRUE
Tmem221	chr8	FALSE	TRUE
Tmem222	chr4	FALSE	TRUE
Tmem223	chr19	FALSE	TRUE
Tmem225	chr9	FALSE	FALSE
Tmem229a	chr6	FALSE	FALSE
Tmem229b	chr12	TRUE	TRUE
Tmem230	chr2	FALSE	TRUE
Tmem231	chr8	FALSE	TRUE
Tmem232	chr17	TRUE	TRUE
Tmem233	chr5	TRUE	TRUE
Tmem234	chr4	FALSE	TRUE
Tmem235	chr11	FALSE	TRUE
Tmem236	chr2	FALSE	TRUE
Tmem237	chr1	TRUE	TRUE
Tmem238	chr7	FALSE	TRUE
Tmem238l	chr11	FALSE	FALSE
Tmem239	chr2	FALSE	TRUE
Tmem240	chr4	FALSE	TRUE
Tmem241	chr18	TRUE	TRUE
Tmem242	chr17	TRUE	TRUE
Tmem243	chr5	TRUE	FALSE
Tmem245	chr4	TRUE	TRUE
Tmem246	chr4	FALSE	TRUE
Tmem247	chr17	FALSE	TRUE
Tmem248	chr5	FALSE	TRUE
Tmem249	chr15	FALSE	TRUE
Tmem25	chr9	FALSE	TRUE
Tmem250-ps	chr2	FALSE	TRUE
Tmem251	chr12	FALSE	TRUE
Tmem252	chr19	FALSE	FALSE
Tmem253	chr14	FALSE	TRUE
Tmem255a	chrX	FALSE	TRUE
Tmem255b	chr8	FALSE	TRUE
Tmem256	chr11	FALSE	TRUE
Tmem258	chr19	FALSE	TRUE
Tmem259	chr10	FALSE	TRUE
Tmem26	chr10	FALSE	FALSE
Tmem260	chr14	TRUE	TRUE
Tmem262	chr19	FALSE	TRUE
Tmem263	chr10	FALSE	TRUE
Tmem265	chr7	FALSE	TRUE
Tmem266	chr9	TRUE	TRUE
Tmem267	chr13	TRUE	TRUE
Tmem268	chr4	FALSE	TRUE
Tmem269	chr4	FALSE	TRUE
Tmem270	chr5	FALSE	TRUE
Tmem273	chr14	FALSE	TRUE
Tmem274	chr4	FALSE	TRUE
Tmem28	chrX	FALSE	TRUE
Tmem29	chrX	TRUE	TRUE
Tmem30a	chr9	TRUE	TRUE
Tmem30b	chr12	FALSE	TRUE
Tmem30c	chr16	FALSE	FALSE
Tmem33	chr5	FALSE	TRUE
Tmem35a	chrX	FALSE	TRUE
Tmem35b	chr4	FALSE	TRUE
Tmem37	chr1	FALSE	TRUE
Tmem38a	chr8	TRUE	TRUE
Tmem38b	chr4	TRUE	TRUE
Tmem39a	chr16	FALSE	TRUE
Tmem39b	chr4	FALSE	TRUE
Tmem40	chr6	FALSE	TRUE
Tmem41a	chr16	TRUE	TRUE
Tmem41b	chr7	FALSE	TRUE
Tmem42	chr9	FALSE	TRUE
Tmem43	chr6	FALSE	TRUE
Tmem44	chr16	TRUE	TRUE
Tmem45a	chr16	TRUE	FALSE
Tmem45a2	chr16	FALSE	FALSE
Tmem45b	chr9	FALSE	FALSE
Tmem47	chrX	FALSE	FALSE
Tmem50a	chr4	FALSE	TRUE
Tmem50b	chr16	FALSE	TRUE
Tmem51	chr4	FALSE	TRUE
Tmem52	chr4	TRUE	TRUE
Tmem52b	chr6	FALSE	FALSE
Tmem53	chr4	FALSE	TRUE
Tmem54	chr4	TRUE	TRUE
Tmem59	chr4	FALSE	TRUE
Tmem59l	chr8	FALSE	TRUE
Tmem60	chr5	FALSE	TRUE
Tmem61	chr4	TRUE	TRUE
Tmem62	chr2	FALSE	TRUE
Tmem63a	chr1	FALSE	TRUE
Tmem63b	chr17	FALSE	TRUE
Tmem63c	chr12	FALSE	TRUE
Tmem64	chr4	FALSE	TRUE
Tmem65	chr15	FALSE	TRUE
Tmem67	chr4	FALSE	TRUE
Tmem68	chr4	FALSE	TRUE
Tmem69	chr4	FALSE	TRUE
Tmem70	chr1	FALSE	TRUE
Tmem71	chr15	FALSE	TRUE
Tmem72	chr6	FALSE	TRUE
Tmem74	chr15	FALSE	FALSE
Tmem74b	chr2	FALSE	TRUE
Tmem74bos	chr2	FALSE	TRUE
Tmem79	chr3	FALSE	TRUE
Tmem8	chr17	FALSE	TRUE
Tmem80	chr7	FALSE	TRUE
Tmem81	chr1	FALSE	TRUE
Tmem82	chr4	TRUE	TRUE
Tmem86a	chr7	FALSE	TRUE
Tmem86b	chr7	FALSE	TRUE
Tmem87a	chr2	FALSE	TRUE
Tmem87b	chr2	TRUE	TRUE
Tmem88	chr11	FALSE	TRUE
Tmem88b	chr4	FALSE	TRUE
Tmem89	chr9	FALSE	TRUE
Tmem8b	chr4	FALSE	TRUE
Tmem9	chr1	FALSE	TRUE
Tmem91	chr7	FALSE	TRUE
Tmem92	chr11	FALSE	FALSE
Tmem94	chr11	FALSE	TRUE
Tmem95	chr11	FALSE	TRUE
Tmem97	chr11	FALSE	TRUE
Tmem98	chr11	FALSE	FALSE
Tmem9b	chr7	TRUE	TRUE
Tmf1	chr6	FALSE	TRUE
Tmie	chr9	FALSE	FALSE
Tmigd1	chr11	FALSE	TRUE
Tmigd3	chr3	TRUE	TRUE
Tmod1	chr4	TRUE	TRUE
Tmod2	chr9	TRUE	TRUE
Tmod3	chr9	TRUE	TRUE
Tmod4	chr3	FALSE	TRUE
Tmpo	chr10	FALSE	TRUE
Tmppe	chr9	FALSE	FALSE
Tmprss11a	chr5	FALSE	FALSE
Tmprss11b	chr5	FALSE	FALSE
Tmprss11c	chr5	FALSE	FALSE
Tmprss11d	chr5	FALSE	FALSE
Tmprss11e	chr5	TRUE	FALSE
Tmprss11f	chr5	FALSE	FALSE
Tmprss11g	chr5	FALSE	FALSE
Tmprss12	chr15	FALSE	TRUE
Tmprss13	chr9	FALSE	TRUE
Tmprss15	chr16	FALSE	FALSE
Tmprss2	chr16	FALSE	FALSE
Tmprss3	chr17	FALSE	TRUE
Tmprss4	chr9	FALSE	TRUE
Tmprss5	chr9	FALSE	TRUE
Tmprss6	chr15	TRUE	TRUE
Tmprss7	chr16	FALSE	TRUE
Tmprss9	chr10	FALSE	TRUE
Tmsb10	chr6	FALSE	TRUE
Tmsb15a	chrX	FALSE	TRUE
Tmsb15b1	chrX	FALSE	TRUE
Tmsb15b2	chrX	FALSE	TRUE
Tmsb15l	chrX	FALSE	TRUE
Tmsb4x	chrX	FALSE	TRUE
Tmtc1	chr6	TRUE	TRUE
Tmtc2	chr10	FALSE	TRUE
Tmtc3	chr10	FALSE	TRUE
Tmtc4	chr14	FALSE	TRUE
Tmub1	chr5	FALSE	TRUE
Tmub2	chr11	FALSE	TRUE
Tmx1	chr12	FALSE	TRUE
Tmx2	chr2	FALSE	TRUE
Tmx3	chr18	FALSE	TRUE
Tmx4	chr2	TRUE	TRUE
Tnc	chr4	FALSE	TRUE
Tnf	chr17	FALSE	TRUE
Tnfaip1	chr11	FALSE	TRUE
Tnfaip2	chr12	FALSE	TRUE
Tnfaip3	chr10	FALSE	TRUE
Tnfaip6	chr2	FALSE	TRUE
Tnfaip8	chr18	TRUE	TRUE
Tnfaip8l1	chr17	FALSE	TRUE
Tnfaip8l2	chr3	TRUE	TRUE
Tnfaip8l3	chr9	FALSE	FALSE
Tnfrsf10b	chr14	FALSE	TRUE
Tnfrsf11a	chr1	TRUE	TRUE
Tnfrsf11b	chr15	FALSE	FALSE
Tnfrsf12a	chr17	FALSE	TRUE
Tnfrsf13b	chr11	TRUE	TRUE
Tnfrsf13c	chr15	FALSE	TRUE
Tnfrsf14	chr4	FALSE	TRUE
Tnfrsf17	chr16	FALSE	TRUE
Tnfrsf18	chr4	FALSE	TRUE
Tnfrsf19	chr14	TRUE	TRUE
Tnfrsf1a	chr6	FALSE	TRUE
Tnfrsf1b	chr4	TRUE	TRUE
Tnfrsf21	chr17	FALSE	FALSE
Tnfrsf22	chr7	FALSE	TRUE
Tnfrsf23	chr7	FALSE	TRUE
Tnfrsf25	chr4	FALSE	TRUE
Tnfrsf26	chr7	FALSE	TRUE
Tnfrsf4	chr4	FALSE	TRUE
Tnfrsf8	chr4	TRUE	FALSE
Tnfrsf9	chr4	TRUE	TRUE
Tnfsf10	chr3	FALSE	FALSE
Tnfsf11	chr14	TRUE	TRUE
Tnfsf12	chr11	FALSE	TRUE
Tnfsf13	chr11	FALSE	TRUE
Tnfsf13b	chr8	FALSE	TRUE
Tnfsf14	chr17	FALSE	TRUE
Tnfsf15	chr4	FALSE	FALSE
Tnfsf18	chr1	FALSE	FALSE
Tnfsf4	chr1	FALSE	FALSE
Tnfsf8	chr4	TRUE	FALSE
Tnfsf9	chr17	FALSE	TRUE
Tnfsfm13	chr11	FALSE	TRUE
Tnik	chr3	TRUE	TRUE
Tnip1	chr11	FALSE	TRUE
Tnip2	chr5	FALSE	TRUE
Tnip3	chr6	TRUE	FALSE
Tnk1	chr11	FALSE	TRUE
Tnk2	chr16	FALSE	TRUE
Tnks	chr8	FALSE	TRUE
Tnks1bp1	chr2	FALSE	TRUE
Tnks2	chr19	FALSE	TRUE
Tnmd	chrX	FALSE	FALSE
Tnn	chr1	FALSE	TRUE
Tnnc1	chr14	FALSE	TRUE
Tnnc2	chr2	FALSE	TRUE
Tnni1	chr1	TRUE	TRUE
Tnni2	chr7	FALSE	TRUE
Tnni3	chr7	FALSE	TRUE
Tnni3k	chr3	FALSE	TRUE
Tnnt1	chr7	FALSE	TRUE
Tnnt2	chr1	TRUE	TRUE
Tnnt3	chr7	FALSE	TRUE
Tnp1	chr1	FALSE	TRUE
Tnp2	chr16	FALSE	TRUE
Tnpo1	chr13	TRUE	TRUE
Tnpo2	chr8	FALSE	TRUE
Tnpo3	chr6	FALSE	TRUE
Tnr	chr1	FALSE	TRUE
Tnrc18	chr5	TRUE	TRUE
Tnrc6a	chr7	TRUE	TRUE
Tnrc6b	chr15	TRUE	TRUE
Tnrc6c	chr11	TRUE	TRUE
Tns1	chr1	TRUE	TRUE
Tns2	chr15	TRUE	TRUE
Tns3	chr11	FALSE	FALSE
Tns4	chr11	TRUE	TRUE
Tnxb	chr17	FALSE	TRUE
Tob1	chr11	FALSE	TRUE
Tob2	chr15	FALSE	TRUE
Toe1	chr4	FALSE	TRUE
Togaram1	chr12	FALSE	TRUE
Togaram2	chr17	TRUE	TRUE
Tollip	chr7	FALSE	TRUE
Tom1	chr8	FALSE	TRUE
Tom1l1	chr11	FALSE	FALSE
Tom1l2	chr11	TRUE	TRUE
Tomm20	chr8	FALSE	TRUE
Tomm20l	chr12	FALSE	TRUE
Tomm22	chr15	FALSE	TRUE
Tomm34	chr2	FALSE	TRUE
Tomm40	chr7	FALSE	TRUE
Tomm40l	chr1	FALSE	TRUE
Tomm5	chr4	FALSE	TRUE
Tomm6	chr17	FALSE	TRUE
Tomm7	chr5	FALSE	TRUE
Tomm70a	chr16	FALSE	TRUE
Tomt	chr7	FALSE	TRUE
Tonsl	chr15	FALSE	TRUE
Top1	chr2	TRUE	TRUE
Top1mt	chr15	FALSE	TRUE
Top2a	chr11	FALSE	TRUE
Top2b	chr14	FALSE	TRUE
Top3a	chr11	FALSE	TRUE
Top3b	chr16	TRUE	TRUE
Topaz1	chr9	TRUE	TRUE
Topbp1	chr9	FALSE	TRUE
Topors	chr4	FALSE	TRUE
Toporsl	chr4	FALSE	FALSE
Tor1a	chr2	FALSE	TRUE
Tor1aip1	chr1	TRUE	TRUE
Tor1aip2	chr1	FALSE	TRUE
Tor1b	chr2	FALSE	TRUE
Tor2a	chr2	FALSE	TRUE
Tor3a	chr1	FALSE	TRUE
Tor4a	chr2	FALSE	TRUE
Tox	chr4	FALSE	FALSE
Tox2	chr2	FALSE	TRUE
Tox3	chr8	FALSE	FALSE
Tox4	chr14	FALSE	TRUE
Tpbg	chr9	TRUE	FALSE
Tpbgl	chr7	FALSE	TRUE
Tpbpa	chr13	FALSE	FALSE
Tpbpb	chr13	FALSE	FALSE
Tpcn1	chr5	FALSE	TRUE
Tpcn2	chr7	TRUE	TRUE
Tpd52	chr3	FALSE	TRUE
Tpd52l1	chr10	TRUE	FALSE
Tpd52l2	chr2	FALSE	TRUE
Tpgs1	chr10	FALSE	TRUE
Tpgs2	chr18	FALSE	TRUE
Tph1	chr7	FALSE	TRUE
Tph2	chr10	FALSE	TRUE
Tpi1	chr6	FALSE	TRUE
Tpk1	chr6	FALSE	TRUE
Tpm1	chr9	FALSE	TRUE
Tpm2	chr4	FALSE	TRUE
Tpm3	chr3	FALSE	TRUE
Tpm3-rs7	chr14	FALSE	FALSE
Tpm4	chr8	FALSE	TRUE
Tpmt	chr13	FALSE	TRUE
Tpo	chr12	FALSE	FALSE
Tpp1	chr7	FALSE	TRUE
Tpp2	chr1	TRUE	TRUE
Tppp	chr13	FALSE	TRUE
Tppp2	chr14	FALSE	TRUE
Tppp3	chr8	FALSE	TRUE
Tpr	chr1	FALSE	TRUE
Tpra1	chr6	FALSE	TRUE
Tprg	chr16	FALSE	FALSE
Tprgl	chr4	FALSE	TRUE
Tprkb	chr6	FALSE	TRUE
Tprn	chr2	FALSE	TRUE
Tpsab1	chr17	FALSE	TRUE
Tpsb2	chr17	FALSE	TRUE
Tpsg1	chr17	FALSE	TRUE
Tpst1	chr5	TRUE	TRUE
Tpst2	chr5	FALSE	TRUE
Tpt1	chr14	FALSE	TRUE
Tpte	chr8	FALSE	TRUE
Tpx2	chr2	FALSE	TRUE
Tra2a	chr6	FALSE	TRUE
Tra2b	chr16	FALSE	TRUE
Trabd	chr15	FALSE	TRUE
Trabd2b	chr4	FALSE	FALSE
Tradd	chr8	FALSE	TRUE
Traf1	chr2	FALSE	TRUE
Traf2	chr2	FALSE	TRUE
Traf3	chr12	FALSE	TRUE
Traf3ip1	chr1	TRUE	TRUE
Traf3ip2	chr10	FALSE	TRUE
Traf3ip3	chr1	FALSE	TRUE
Traf4	chr11	FALSE	TRUE
Traf5	chr1	FALSE	TRUE
Traf6	chr2	FALSE	TRUE
Traf7	chr17	TRUE	TRUE
Trafd1	chr5	FALSE	TRUE
Traip	chr9	TRUE	TRUE
Trak1	chr9	TRUE	TRUE
Trak2	chr1	TRUE	TRUE
Tram1	chr1	FALSE	TRUE
Tram1l1	chr3	FALSE	TRUE
Tram2	chr1	TRUE	TRUE
Trank1	chr9	TRUE	TRUE
Trap1	chr16	FALSE	TRUE
Trap1a	chrX	FALSE	TRUE
Trappc1	chr11	FALSE	TRUE
Trappc10	chr10	TRUE	TRUE
Trappc11	chr8	FALSE	TRUE
Trappc12	chr12	TRUE	TRUE
Trappc13	chr13	FALSE	TRUE
Trappc2	chrX	FALSE	TRUE
Trappc2l	chr8	FALSE	TRUE
Trappc3	chr4	FALSE	TRUE
Trappc3l	chr10	FALSE	TRUE
Trappc4	chr9	FALSE	TRUE
Trappc5	chr8	FALSE	TRUE
Trappc6a	chr7	FALSE	TRUE
Trappc6b	chr12	FALSE	TRUE
Trappc8	chr18	FALSE	TRUE
Trappc9	chr15	TRUE	TRUE
Trarg1	chr11	TRUE	TRUE
Trat1	chr16	FALSE	FALSE
Trcg1	chr9	FALSE	TRUE
Trdmt1	chr2	FALSE	FALSE
Trdn	chr10	TRUE	FALSE
Treh	chr9	TRUE	TRUE
Trem1	chr17	FALSE	FALSE
Trem2	chr17	TRUE	TRUE
Trem3	chr17	FALSE	FALSE
Treml1	chr17	TRUE	TRUE
Treml2	chr17	FALSE	FALSE
Treml4	chr17	FALSE	FALSE
Trex1	chr9	FALSE	TRUE
Trex2	chrX	FALSE	TRUE
Trf	chr9	TRUE	TRUE
Trh	chr6	FALSE	TRUE
Trhde	chr10	TRUE	TRUE
Trhr	chr15	FALSE	FALSE
Trhr2	chr8	FALSE	TRUE
Triap1	chr5	FALSE	TRUE
Trib1	chr15	FALSE	TRUE
Trib2	chr12	TRUE	FALSE
Trib3	chr2	FALSE	TRUE
Tril	chr6	FALSE	TRUE
Trim10	chr17	FALSE	TRUE
Trim11	chr11	FALSE	TRUE
Trim12a	chr7	FALSE	FALSE
Trim12c	chr7	FALSE	FALSE
Trim13	chr14	FALSE	TRUE
Trim14	chr4	TRUE	TRUE
Trim15	chr17	FALSE	TRUE
Trim16	chr11	FALSE	TRUE
Trim17	chr11	FALSE	TRUE
Trim2	chr3	TRUE	TRUE
Trim21	chr7	FALSE	FALSE
Trim23	chr13	FALSE	TRUE
Trim24	chr6	TRUE	TRUE
Trim25	chr11	TRUE	TRUE
Trim26	chr17	FALSE	TRUE
Trim27	chr13	FALSE	TRUE
Trim28	chr7	FALSE	TRUE
Trim29	chr9	TRUE	FALSE
Trim3	chr7	FALSE	TRUE
Trim30a	chr7	FALSE	FALSE
Trim30b	chr7	FALSE	FALSE
Trim30c	chr7	FALSE	FALSE
Trim30d	chr7	FALSE	FALSE
Trim31	chr17	FALSE	TRUE
Trim32	chr4	FALSE	TRUE
Trim33	chr3	TRUE	TRUE
Trim34a	chr7	FALSE	FALSE
Trim34b	chr7	FALSE	FALSE
Trim35	chr14	FALSE	TRUE
Trim36	chr18	TRUE	TRUE
Trim37	chr11	FALSE	TRUE
Trim38	chr13	FALSE	TRUE
Trim39	chr17	FALSE	TRUE
Trim40	chr17	FALSE	TRUE
Trim41	chr11	FALSE	TRUE
Trim42	chr9	FALSE	FALSE
Trim43a	chr9	FALSE	FALSE
Trim43b	chr9	FALSE	FALSE
Trim43c	chr9	FALSE	FALSE
Trim44	chr2	FALSE	TRUE
Trim45	chr3	TRUE	TRUE
Trim46	chr3	FALSE	TRUE
Trim47	chr11	FALSE	TRUE
Trim5	chr7	TRUE	FALSE
Trim50	chr5	FALSE	TRUE
Trim52	chr14	FALSE	FALSE
Trim54	chr5	FALSE	TRUE
Trim55	chr3	TRUE	TRUE
Trim56	chr5	FALSE	TRUE
Trim58	chr11	FALSE	FALSE
Trim59	chr3	FALSE	TRUE
Trim6	chr7	FALSE	FALSE
Trim60	chr8	FALSE	FALSE
Trim61	chr8	FALSE	FALSE
Trim62	chr4	FALSE	TRUE
Trim63	chr4	FALSE	TRUE
Trim65	chr11	FALSE	TRUE
Trim66	chr7	FALSE	TRUE
Trim67	chr8	TRUE	TRUE
Trim68	chr7	FALSE	FALSE
Trim69	chr2	FALSE	TRUE
Trim7	chr11	FALSE	TRUE
Trim71	chr9	TRUE	FALSE
Trim72	chr7	FALSE	TRUE
Trim75	chr8	FALSE	FALSE
Trim8	chr19	FALSE	TRUE
Trim80	chr11	FALSE	TRUE
Trim9	chr12	TRUE	TRUE
Triml1	chr8	FALSE	FALSE
Triml2	chr8	FALSE	FALSE
Trio	chr15	TRUE	TRUE
Triobp	chr15	FALSE	TRUE
Trip10	chr17	TRUE	TRUE
Trip11	chr12	TRUE	TRUE
Trip12	chr1	TRUE	TRUE
Trip13	chr13	FALSE	TRUE
Trip4	chr9	FALSE	TRUE
Trip6	chr5	FALSE	TRUE
Triqk	chr4	FALSE	TRUE
Trir	chr8	FALSE	TRUE
Trit1	chr4	FALSE	TRUE
Trmo	chr4	FALSE	TRUE
Trmt1	chr8	FALSE	TRUE
Trmt10a	chr3	FALSE	TRUE
Trmt10b	chr4	TRUE	TRUE
Trmt10c	chr16	FALSE	TRUE
Trmt11	chr10	TRUE	TRUE
Trmt112	chr19	FALSE	TRUE
Trmt12	chr15	FALSE	TRUE
Trmt13	chr3	TRUE	TRUE
Trmt1l	chr1	TRUE	TRUE
Trmt2a	chr16	FALSE	TRUE
Trmt2b	chrX	FALSE	TRUE
Trmt44	chr5	FALSE	TRUE
Trmt5	chr12	FALSE	TRUE
Trmt6	chr2	FALSE	TRUE
Trmt61a	chr12	FALSE	TRUE
Trmt9b	chr8	FALSE	TRUE
Trmu	chr15	FALSE	TRUE
Trnau1ap	chr4	FALSE	TRUE
Trnp1	chr4	FALSE	TRUE
Trnt1	chr6	FALSE	TRUE
Tro	chrX	FALSE	TRUE
Troap	chr15	FALSE	TRUE
Trp53	chr11	FALSE	TRUE
Trp53bp1	chr2	TRUE	TRUE
Trp53bp2	chr1	FALSE	TRUE
Trp53i11	chr2	FALSE	TRUE
Trp53i13	chr11	FALSE	TRUE
Trp53inp1	chr4	FALSE	TRUE
Trp53inp2	chr2	TRUE	TRUE
Trp53rka	chr2	FALSE	TRUE
Trp53rkb	chr2	FALSE	TRUE
Trp53tg5	chr2	FALSE	TRUE
Trp63	chr16	TRUE	FALSE
Trp73	chr4	TRUE	TRUE
Trpa1	chr1	TRUE	FALSE
Trpc1	chr9	FALSE	TRUE
Trpc2	chr7	FALSE	TRUE
Trpc3	chr3	FALSE	TRUE
Trpc4	chr3	TRUE	FALSE
Trpc4ap	chr2	TRUE	TRUE
Trpc5	chrX	FALSE	TRUE
Trpc5os	chrX	FALSE	TRUE
Trpc6	chr9	FALSE	FALSE
Trpc7	chr13	FALSE	TRUE
Trpd52l3	chr19	FALSE	TRUE
Trpm1	chr7	TRUE	TRUE
Trpm2	chr10	TRUE	TRUE
Trpm3	chr19	FALSE	TRUE
Trpm4	chr7	FALSE	TRUE
Trpm5	chr7	TRUE	TRUE
Trpm6	chr19	TRUE	FALSE
Trpm7	chr2	FALSE	TRUE
Trpm8	chr1	FALSE	TRUE
Trps1	chr15	TRUE	TRUE
Trpt1	chr19	FALSE	TRUE
Trpv1	chr11	FALSE	FALSE
Trpv2	chr11	FALSE	TRUE
Trpv3	chr11	FALSE	FALSE
Trpv4	chr5	FALSE	TRUE
Trpv5	chr6	FALSE	FALSE
Trpv6	chr6	FALSE	FALSE
Trrap	chr5	TRUE	TRUE
Trub1	chr19	TRUE	TRUE
Trub2	chr2	FALSE	TRUE
Try10	chr6	FALSE	FALSE
Try4	chr6	FALSE	FALSE
Try5	chr6	FALSE	FALSE
Tsacc	chr3	FALSE	TRUE
Tsc1	chr2	FALSE	TRUE
Tsc2	chr17	TRUE	TRUE
Tsc22d1	chr14	TRUE	TRUE
Tsc22d2	chr3	TRUE	TRUE
Tsc22d3	chrX	FALSE	TRUE
Tsc22d4	chr5	TRUE	TRUE
Tsen15	chr1	FALSE	TRUE
Tsen2	chr6	FALSE	TRUE
Tsen34	chr7	FALSE	TRUE
Tsen54	chr11	FALSE	TRUE
Tsfm	chr10	FALSE	TRUE
Tsg101	chr7	FALSE	TRUE
Tsga10	chr1	FALSE	TRUE
Tsga10ip	chr19	TRUE	TRUE
Tsga13	chr6	FALSE	TRUE
Tsga8	chrX	FALSE	FALSE
Tshb	chr3	FALSE	TRUE
Tshr	chr12	TRUE	TRUE
Tshz1	chr18	FALSE	TRUE
Tshz2	chr2	TRUE	FALSE
Tshz3	chr7	TRUE	TRUE
Tsks	chr7	FALSE	TRUE
Tsku	chr7	FALSE	TRUE
Tslp	chr18	FALSE	TRUE
Tsn	chr1	FALSE	TRUE
Tsnax	chr8	FALSE	TRUE
Tsnaxip1	chr8	FALSE	TRUE
Tspan1	chr4	FALSE	TRUE
Tspan10	chr11	FALSE	TRUE
Tspan11	chr6	TRUE	TRUE
Tspan12	chr6	FALSE	TRUE
Tspan13	chr12	TRUE	TRUE
Tspan14	chr14	FALSE	TRUE
Tspan15	chr10	TRUE	TRUE
Tspan17	chr13	FALSE	TRUE
Tspan18	chr2	FALSE	TRUE
Tspan2	chr3	FALSE	TRUE
Tspan3	chr9	TRUE	TRUE
Tspan31	chr10	FALSE	TRUE
Tspan32	chr7	TRUE	TRUE
Tspan33	chr6	FALSE	TRUE
Tspan4	chr7	FALSE	TRUE
Tspan5	chr3	TRUE	TRUE
Tspan6	chrX	FALSE	TRUE
Tspan7	chrX	FALSE	TRUE
Tspan8	chr10	FALSE	FALSE
Tspan9	chr6	FALSE	TRUE
Tspear	chr10	TRUE	TRUE
Tspo	chr15	FALSE	TRUE
Tspo2	chr17	FALSE	TRUE
Tspoap1	chr11	FALSE	TRUE
Tspyl1	chr10	FALSE	TRUE
Tspyl2	chrX	FALSE	TRUE
Tspyl3	chr2	FALSE	TRUE
Tspyl4	chr10	FALSE	TRUE
