gene_name	chr	mch_sig	in_state
Gm6309	chr5	FALSE	TRUE
Olfr354	chr2	FALSE	TRUE
Defb25	chr2	FALSE	TRUE
Tcf4	chr18	FALSE	FALSE
Krtap19-5	chr16	FALSE	TRUE
Tldc2	chr2	FALSE	FALSE
Usb1	chr8	FALSE	TRUE
Ccdc178	chr18	FALSE	TRUE
Ubxn6	chr17	FALSE	FALSE
Slc13a5	chr11	FALSE	FALSE
Gm45234	chr6	FALSE	FALSE
Olfr1471	chr19	FALSE	TRUE
Smad7	chr18	FALSE	FALSE
Pou5f2	chr13	FALSE	FALSE
Ly6f	chr15	FALSE	TRUE
Fastkd3	chr13	FALSE	FALSE
Ttc22	chr4	FALSE	FALSE
Vgll2	chr10	FALSE	FALSE
Glra4	chrX	FALSE	FALSE
Teddm1a	chr1	FALSE	TRUE
Olfr1457	chr19	FALSE	TRUE
Gm10406	chr14	FALSE	FALSE
Klhl28	chr12	FALSE	FALSE
Gm10282	chr8	FALSE	TRUE
Zfp948	chr17	FALSE	FALSE
Chgb	chr2	FALSE	FALSE
Olfr243	chr7	FALSE	TRUE
Mettl18	chr1	FALSE	FALSE
Klra10	chr6	FALSE	TRUE
Nhsl1	chr10	FALSE	FALSE
5430402E10Rik	chrX	FALSE	TRUE
Purg	chr8	FALSE	FALSE
Piga	chrX	FALSE	FALSE
Olfr150	chr9	FALSE	TRUE
Neurog3	chr10	FALSE	FALSE
Pdlim2	chr14	FALSE	FALSE
Taf10	chr7	FALSE	FALSE
Gm42688	chr6	FALSE	FALSE
Fgf8	chr19	FALSE	FALSE
Fibin	chr2	FALSE	FALSE
Gm44805	chr7	FALSE	TRUE
Olfr689	chr7	FALSE	TRUE
Orai2	chr5	FALSE	FALSE
Tcl1	chr12	FALSE	TRUE
Klk1b9	chr7	FALSE	TRUE
Olfr1191-ps1	chr2	FALSE	TRUE
Qprt	chr7	FALSE	FALSE
Anapc13	chr9	FALSE	FALSE
Gm3629	chr14	FALSE	TRUE
Cldn12	chr5	FALSE	FALSE
Prl7d1	chr13	FALSE	TRUE
Gm47955	chr1	FALSE	TRUE
B930094E09Rik	chr18	FALSE	FALSE
Hal	chr10	FALSE	FALSE
Saraf	chr8	FALSE	FALSE
Atp8b2	chr3	FALSE	FALSE
Asns	chr6	FALSE	FALSE
Ly6k	chr15	FALSE	TRUE
4930550L24Rik	chrX	FALSE	TRUE
Vps33a	chr5	FALSE	FALSE
1700012A03Rik	chr6	FALSE	FALSE
Scgb1b20	chr7	FALSE	TRUE
Gclm	chr3	FALSE	FALSE
Fam8a1	chr13	FALSE	FALSE
Ctsc	chr7	FALSE	FALSE
Olfr487	chr7	FALSE	TRUE
Olfr328	chr11	FALSE	TRUE
Rrp15	chr1	FALSE	FALSE
Zfp42	chr8	FALSE	TRUE
Rnf126	chr10	FALSE	FALSE
Arhgap17	chr7	FALSE	FALSE
Zfp993	chr4	FALSE	TRUE
Rhox11	chrX	FALSE	TRUE
Cetn2	chrX	FALSE	FALSE
Krt10	chr11	FALSE	FALSE
Pnkp	chr7	FALSE	FALSE
Clec2h	chr6	FALSE	TRUE
Zfp580	chr7	FALSE	FALSE
Pspn	chr17	FALSE	FALSE
Rab42	chr4	FALSE	TRUE
Gm15013	chrX	FALSE	TRUE
Flg	chr3	FALSE	TRUE
Kcnv1	chr15	FALSE	FALSE
Rraga	chr4	FALSE	FALSE
Pax6	chr2	FALSE	FALSE
4933436I01Rik	chrX	FALSE	TRUE
Pim2	chrX	FALSE	FALSE
Gm49339	chr10	FALSE	TRUE
Slc35a5	chr16	FALSE	FALSE
Myod1	chr7	FALSE	FALSE
Acp5	chr9	FALSE	FALSE
Rnf223	chr4	FALSE	TRUE
Cblc	chr7	FALSE	FALSE
Phykpl	chr11	FALSE	FALSE
Zfp429	chr13	FALSE	FALSE
Olfr971	chr9	FALSE	TRUE
Porcn	chrX	FALSE	FALSE
Olfr107	chr17	FALSE	TRUE
Zfp990	chr4	FALSE	TRUE
Lrrc59	chr11	FALSE	FALSE
Mlana	chr19	FALSE	TRUE
Naa38	chr11	FALSE	FALSE
Cpt1b	chr15	FALSE	FALSE
Stk35	chr2	FALSE	FALSE
Aadacl2fm2	chr3	FALSE	TRUE
Zfp692	chr11	FALSE	FALSE
2310034G01Rik	chr19	FALSE	FALSE
Gm5244	chr19	FALSE	TRUE
Slc10a2	chr8	FALSE	TRUE
Kcnj9	chr1	FALSE	FALSE
Zfp784	chr7	FALSE	FALSE
Ly6a	chr15	FALSE	TRUE
Impdh2	chr9	FALSE	FALSE
Ttll13	chr7	FALSE	FALSE
Dpep2	chr8	FALSE	FALSE
Zfp786	chr6	FALSE	FALSE
Ppp1ca	chr19	FALSE	FALSE
4930558C23Rik	chr3	FALSE	TRUE
Tnfaip3	chr10	FALSE	FALSE
Pdf	chr8	FALSE	FALSE
Olfr460	chr6	FALSE	TRUE
Phyhip	chr14	FALSE	FALSE
Olfr287	chr15	FALSE	TRUE
Eri1	chr8	FALSE	FALSE
Pramel5	chr4	FALSE	TRUE
Mpeg1	chr19	FALSE	TRUE
Lamtor5	chr3	FALSE	FALSE
6430571L13Rik	chr9	FALSE	FALSE
Tbrg4	chr11	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
En2	chr5	FALSE	FALSE
Dpp10	chr1	FALSE	FALSE
Gm11084	chr2	FALSE	FALSE
Olfr1269	chr2	FALSE	TRUE
Dnajb7	chr15	FALSE	TRUE
Serpina3i	chr12	FALSE	TRUE
Lig1	chr7	FALSE	FALSE
Ncf4	chr15	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Olfr1279	chr2	FALSE	TRUE
Galnt4	chr10	FALSE	FALSE
Serpinb9f	chr13	FALSE	TRUE
Olfr348	chr2	FALSE	TRUE
Krtap26-1	chr16	FALSE	TRUE
Nrgn	chr9	FALSE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Mxra8	chr4	FALSE	FALSE
Esp24	chr17	FALSE	TRUE
Olfr536	chr7	FALSE	TRUE
Iqgap3	chr3	FALSE	FALSE
Rnf138rt1	chrX	FALSE	FALSE
Spata2l	chr8	FALSE	FALSE
Coq9	chr8	FALSE	TRUE
Polr2g	chr19	FALSE	FALSE
Olfr476	chr7	FALSE	TRUE
Olfr644	chr7	FALSE	TRUE
A630073D07Rik	chr6	FALSE	TRUE
Olfr25	chr9	FALSE	TRUE
Fam166b	chr4	FALSE	TRUE
Gpx6	chr13	FALSE	TRUE
Ttc5	chr14	FALSE	FALSE
Nebl	chr2	FALSE	FALSE
Kxd1	chr8	FALSE	FALSE
Hif3a	chr7	FALSE	FALSE
Gm14409	chr2	FALSE	TRUE
Trim59	chr3	FALSE	FALSE
Hoxb3	chr11	FALSE	FALSE
Atpaf2	chr11	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Fxyd4	chr6	FALSE	FALSE
Ccnt2	chr1	FALSE	FALSE
Atp5h	chr11	FALSE	FALSE
Itpkc	chr7	FALSE	FALSE
Mlx	chr11	FALSE	FALSE
Dnajc30	chr5	FALSE	FALSE
Ces2g	chr8	FALSE	TRUE
Pfdn6	chr17	FALSE	FALSE
Gm5096	chr18	FALSE	TRUE
Sephs2	chr7	FALSE	FALSE
Cand2	chr6	FALSE	FALSE
Naa80	chr9	FALSE	FALSE
Usp17lc	chr7	FALSE	TRUE
Tesc	chr5	FALSE	FALSE
Gzmf	chr14	FALSE	TRUE
Olfr1168	chr2	FALSE	TRUE
Tmem234	chr4	FALSE	FALSE
Insyn2b	chr11	FALSE	FALSE
Mrgprb2	chr7	FALSE	TRUE
Zfp931	chr2	FALSE	FALSE
Svbp	chr4	FALSE	FALSE
Gpat2	chr2	FALSE	FALSE
Tdpoz4	chr3	FALSE	TRUE
Sap18b	chr8	FALSE	TRUE
Lrp10	chr14	FALSE	FALSE
Asmt	chrX	FALSE	FALSE
Dsel	chr1	FALSE	FALSE
Pebp1	chr5	FALSE	FALSE
Ptges3	chr10	FALSE	FALSE
Aoah	chr13	FALSE	FALSE
Olfr715b	chr7	FALSE	TRUE
H2-Eb1	chr17	FALSE	TRUE
Tgfbr1	chr4	FALSE	FALSE
Rnase6	chr14	FALSE	TRUE
Ppp1r35	chr5	FALSE	FALSE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	FALSE	FALSE
Zfp989	chr4	FALSE	TRUE
Gm15093	chrX	FALSE	TRUE
Gsdma	chr11	FALSE	FALSE
Spp1	chr5	FALSE	TRUE
Synj2bp	chr12	FALSE	FALSE
Tnfrsf4	chr4	FALSE	TRUE
BC048679	chr7	FALSE	FALSE
Olfr1173	chr2	FALSE	TRUE
2200002D01Rik	chr7	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Fezf1	chr6	FALSE	FALSE
Aunip	chr4	FALSE	FALSE
Tubg2	chr11	FALSE	FALSE
Sf3a3	chr4	FALSE	FALSE
Fam181a	chr12	FALSE	FALSE
Tiam2	chr17	FALSE	FALSE
Olfr1016	chr2	FALSE	TRUE
Retreg2	chr1	FALSE	FALSE
Pgls	chr8	FALSE	FALSE
Gk2	chr5	FALSE	TRUE
Vmn1r213	chr13	FALSE	TRUE
Olfr889	chr9	FALSE	TRUE
Vmn2r42	chr7	FALSE	TRUE
Cpxcr1	chrX	FALSE	TRUE
Ccnd1	chr7	FALSE	FALSE
Dscaml1	chr9	FALSE	FALSE
Olfr1188	chr2	FALSE	TRUE
Gfi1b	chr2	FALSE	FALSE
Mvp	chr7	FALSE	FALSE
H2bc8	chr13	FALSE	FALSE
Fxn	chr19	FALSE	FALSE
Il12a	chr3	FALSE	FALSE
Pate11	chr9	FALSE	TRUE
Olfr1186	chr2	FALSE	TRUE
Fam241b	chr10	FALSE	FALSE
Med6	chr12	FALSE	FALSE
Pura	chr18	FALSE	FALSE
Pdcd4	chr19	FALSE	FALSE
Pcdhb1	chr18	FALSE	FALSE
Cep63	chr9	FALSE	FALSE
Aloxe3	chr11	FALSE	FALSE
Clpsl2	chr17	FALSE	TRUE
Ttc32	chr12	FALSE	FALSE
Krtap1-5	chr11	FALSE	TRUE
Zscan4-ps2	chr7	FALSE	TRUE
Pelo	chr13	FALSE	FALSE
Zfp24	chr18	FALSE	FALSE
Rhox8	chrX	FALSE	TRUE
Npy6r	chr18	FALSE	TRUE
Vmn1r167	chr7	FALSE	TRUE
Gp2	chr7	FALSE	TRUE
Acsbg2	chr17	FALSE	TRUE
Tat	chr8	FALSE	TRUE
Hnrnph3	chr10	FALSE	FALSE
Tmco5	chr2	FALSE	TRUE
Cdkn2aip	chr8	FALSE	FALSE
Olfr172	chr16	FALSE	TRUE
Krtap20-2	chr16	FALSE	TRUE
Olfr392	chr11	FALSE	TRUE
Fsip2	chr2	FALSE	TRUE
Mrpl9	chr3	FALSE	FALSE
Cmtm2b	chr8	FALSE	TRUE
Olfr340	chr2	FALSE	TRUE
Pnrc2	chr4	FALSE	FALSE
Vmn1r234	chr17	FALSE	TRUE
Rassf1	chr9	FALSE	FALSE
Ap3d1	chr10	FALSE	FALSE
Mrps16	chr14	FALSE	FALSE
Nkx2-6	chr14	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Pqbp1	chrX	FALSE	FALSE
Gjd4	chr18	FALSE	TRUE
Olfr1101	chr2	FALSE	TRUE
Ibsp	chr5	FALSE	TRUE
Marveld1	chr19	FALSE	FALSE
Man2b2	chr5	FALSE	FALSE
Olfr894	chr9	FALSE	TRUE
Ovgp1	chr3	FALSE	TRUE
Mia	chr7	FALSE	FALSE
Trim28	chr7	FALSE	FALSE
Cdk14	chr5	FALSE	FALSE
Fga	chr3	FALSE	TRUE
Hoxd13	chr2	FALSE	FALSE
Zfp992	chr4	FALSE	TRUE
Slc6a3	chr13	FALSE	FALSE
Rarb	chr14	FALSE	FALSE
Clcf1	chr19	FALSE	FALSE
Pgam2	chr11	FALSE	FALSE
Olfr1350	chr7	FALSE	TRUE
Olfr1419	chr19	FALSE	TRUE
4930467E23Rik	chr8	FALSE	TRUE
Six6	chr12	FALSE	FALSE
Olfr1079	chr2	FALSE	TRUE
Tle5	chr10	FALSE	FALSE
Spred3	chr7	FALSE	FALSE
Fancf	chr7	FALSE	FALSE
Dnph1	chr17	FALSE	FALSE
Olfr792	chr10	FALSE	TRUE
2200002J24Rik	chr7	FALSE	TRUE
BC048507	chr13	FALSE	TRUE
Olfml1	chr7	FALSE	TRUE
Nat1	chr8	FALSE	TRUE
Vmn1r11	chr6	FALSE	TRUE
Kctd9	chr14	FALSE	FALSE
2210407C18Rik	chr11	FALSE	TRUE
Eogt	chr6	FALSE	FALSE
Tdp2	chr13	FALSE	FALSE
Zfp280b	chr10	FALSE	FALSE
Tas2r104	chr6	FALSE	TRUE
Gm21698	chr5	FALSE	TRUE
Gm49380	chr9	FALSE	FALSE
Zfp868	chr8	FALSE	FALSE
Sprr2f	chr3	FALSE	TRUE
Gna11	chr10	FALSE	FALSE
Olfr165	chr16	FALSE	TRUE
Psg16	chr7	FALSE	FALSE
Smim7	chr8	FALSE	FALSE
H1f5	chr13	FALSE	FALSE
Gstm7	chr3	FALSE	FALSE
Calcr	chr6	FALSE	FALSE
Riox2	chr16	FALSE	FALSE
Serbp1	chr6	FALSE	FALSE
Rnpc3	chr3	FALSE	FALSE
4930503E14Rik	chr14	FALSE	TRUE
Robo4	chr9	FALSE	FALSE
Tmdd1	chr15	FALSE	FALSE
Usp27x	chrX	FALSE	FALSE
Olfr395	chr11	FALSE	TRUE
Lbx1	chr19	FALSE	FALSE
Ly6d	chr15	FALSE	FALSE
Kdf1	chr4	FALSE	FALSE
Zfp976	chr7	FALSE	TRUE
Trim65	chr11	FALSE	FALSE
Olfr152	chr2	FALSE	TRUE
Dus1l	chr11	FALSE	FALSE
Acot10	chr15	FALSE	TRUE
Agtr1a	chr13	FALSE	FALSE
Coq8b	chr7	FALSE	FALSE
Defb37	chr8	FALSE	TRUE
Olfr615	chr7	FALSE	TRUE
Klhdc7b	chr15	FALSE	FALSE
Mrpl32	chr13	FALSE	FALSE
Zfp189	chr4	FALSE	FALSE
Spin2f	chrX	FALSE	TRUE
Erlec1	chr11	FALSE	FALSE
Lrriq4	chr3	FALSE	FALSE
Olfr1166	chr2	FALSE	TRUE
Sox15	chr11	FALSE	FALSE
Smc4	chr3	FALSE	FALSE
Tor1aip2	chr1	FALSE	FALSE
Vmn1r2	chr4	FALSE	TRUE
Dhx36	chr3	FALSE	FALSE
9930111J21Rik1	chr11	FALSE	TRUE
Tbc1d10c	chr19	FALSE	TRUE
Scgb1b12	chr7	FALSE	TRUE
Rpf1	chr3	FALSE	FALSE
Tfap4	chr16	FALSE	FALSE
Gm11214	chr4	FALSE	TRUE
Ear10	chr14	FALSE	TRUE
Pde6h	chr6	FALSE	TRUE
Gm20481	chr17	FALSE	FALSE
Nap1l1	chr10	FALSE	FALSE
Ctso	chr3	FALSE	FALSE
Vmn1r125	chr7	FALSE	TRUE
Spdya	chr17	FALSE	FALSE
Gng13	chr17	FALSE	FALSE
Dkc1	chrX	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Tsga8	chrX	FALSE	TRUE
Cst12	chr2	FALSE	TRUE
Olfr564	chr7	FALSE	FALSE
Myoc	chr1	FALSE	FALSE
Krt15	chr11	FALSE	FALSE
Prkar1a	chr11	FALSE	FALSE
Dsg4	chr18	FALSE	TRUE
Mroh5	chr15	FALSE	FALSE
Kcnb2	chr1	FALSE	FALSE
Csn1s2b	chr5	FALSE	TRUE
Dlst	chr12	FALSE	FALSE
Mgat4f	chr1	FALSE	TRUE
Olfr1513	chr14	FALSE	TRUE
Golga5	chr12	FALSE	FALSE
Cbx1	chr11	FALSE	FALSE
Prrg1	chrX	FALSE	FALSE
Dynlt1f	chr17	FALSE	FALSE
Cdhr4	chr9	FALSE	TRUE
Cxcr1	chr1	FALSE	TRUE
Mrgprg	chr7	FALSE	FALSE
Nop16	chr13	FALSE	FALSE
Tmem247	chr17	FALSE	TRUE
Olfr279	chr15	FALSE	TRUE
Csdc2	chr15	FALSE	FALSE
Pdss1	chr2	FALSE	FALSE
Cd38	chr5	FALSE	FALSE
Mfsd2b	chr12	FALSE	FALSE
Plxnb1	chr9	FALSE	FALSE
Olfr775	chr10	FALSE	TRUE
Mtif2	chr11	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Enho	chr4	FALSE	FALSE
Prps1l1	chr12	FALSE	TRUE
Cdkn1b	chr6	FALSE	FALSE
Dusp4	chr8	FALSE	FALSE
Nuggc	chr14	FALSE	TRUE
Zscan4-ps1	chr7	FALSE	TRUE
Fau	chr19	FALSE	FALSE
1700125H20Rik	chr11	FALSE	FALSE
Taf1a	chr1	FALSE	FALSE
Ube2dnl2	chrX	FALSE	TRUE
Pars2	chr4	FALSE	FALSE
Atrip	chr9	FALSE	FALSE
Klk6	chr7	FALSE	TRUE
Zswim2	chr2	FALSE	FALSE
Olfr1044	chr2	FALSE	TRUE
AI854703	chr6	FALSE	FALSE
Tbx15	chr3	FALSE	FALSE
Gm5415	chr1	FALSE	TRUE
Ajm1	chr2	FALSE	FALSE
Tas2r122	chr6	FALSE	TRUE
Dyrk1b	chr7	FALSE	FALSE
Prr23a1	chr9	FALSE	TRUE
Gucy2e	chr11	FALSE	FALSE
Bod1	chr11	FALSE	FALSE
Prss8	chr7	FALSE	FALSE
Msl3	chrX	FALSE	FALSE
Trex1	chr9	FALSE	FALSE
Wnt9b	chr11	FALSE	FALSE
Mcoln1	chr8	FALSE	FALSE
Olfr1507	chr14	FALSE	TRUE
Hopx	chr5	FALSE	FALSE
Olfr822	chr10	FALSE	TRUE
Msh6	chr17	FALSE	FALSE
Gm8020	chr14	FALSE	TRUE
Vmn2r31	chr7	FALSE	TRUE
Ppan	chr9	FALSE	FALSE
Jsrp1	chr10	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Gm1527	chr3	FALSE	TRUE
Zkscan6	chr11	FALSE	FALSE
Ptgfr	chr3	FALSE	FALSE
Gm34653	chr2	FALSE	TRUE
Tmem263	chr10	FALSE	FALSE
Gm4871	chr5	FALSE	TRUE
Agbl5	chr5	FALSE	FALSE
Rfc2	chr5	FALSE	TRUE
Msh4	chr3	FALSE	FALSE
AU022252	chr4	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Abhd10	chr16	FALSE	FALSE
Mzf1	chr7	FALSE	FALSE
Actrt3	chr3	FALSE	FALSE
Tuba3a	chr6	FALSE	TRUE
Ccdc69	chr11	FALSE	FALSE
Xkr9	chr1	FALSE	TRUE
Sharpin	chr15	FALSE	FALSE
Fam122b	chrX	FALSE	FALSE
Gm49318	chr9	FALSE	FALSE
Ppm1k	chr6	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
1700020L24Rik	chr11	FALSE	TRUE
Serpinb9h	chr13	FALSE	TRUE
H2ac1	chr13	FALSE	TRUE
Agpat2	chr2	FALSE	FALSE
Scd4	chr19	FALSE	FALSE
Nfatc2ip	chr7	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Msto1	chr3	FALSE	FALSE
Clec9a	chr6	FALSE	TRUE
Gm2042	chr12	FALSE	TRUE
Sprr2h	chr3	FALSE	TRUE
Olfr938	chr9	FALSE	TRUE
Olfr1308	chr2	FALSE	TRUE
Mak16	chr8	FALSE	FALSE
Olfr606	chr7	FALSE	TRUE
Paqr6	chr3	FALSE	FALSE
Gm49342	chr14	FALSE	FALSE
Hnrnpdl	chr5	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Med17	chr9	FALSE	FALSE
Tmem115	chr9	FALSE	FALSE
Cklf	chr8	FALSE	FALSE
Nr2f2	chr7	FALSE	FALSE
Rbm12b2	chr4	FALSE	FALSE
Ubfd1	chr7	FALSE	FALSE
Thra	chr11	FALSE	FALSE
Tubgcp4	chr2	FALSE	FALSE
Tsku	chr7	FALSE	FALSE
Arfrp1	chr2	FALSE	FALSE
Rad21l	chr2	FALSE	TRUE
Enpp5	chr17	FALSE	FALSE
Map6d1	chr16	FALSE	FALSE
Gm20219	chr17	FALSE	FALSE
Senp2	chr16	FALSE	FALSE
Trim46	chr3	FALSE	FALSE
Vmn2r63	chr7	FALSE	TRUE
Mafb	chr2	FALSE	FALSE
Sprr1b	chr3	FALSE	TRUE
Lrrc57	chr2	FALSE	FALSE
Gm11037	chr2	FALSE	TRUE
Mfap5	chr6	FALSE	TRUE
Avpr1a	chr10	FALSE	FALSE
Rnase1	chr14	FALSE	TRUE
Leap2	chr11	FALSE	TRUE
Gm8297	chr14	FALSE	TRUE
Gm15056	chr8	FALSE	TRUE
Abraxas1	chr5	FALSE	FALSE
Vash1	chr12	FALSE	FALSE
Reps2	chrX	FALSE	FALSE
Eid2	chr7	FALSE	FALSE
Wrn	chr8	FALSE	FALSE
Cfap126	chr1	FALSE	FALSE
Olfr1265	chr2	FALSE	TRUE
Ifi206	chr1	FALSE	TRUE
Trim17	chr11	FALSE	FALSE
Snx21	chr2	FALSE	FALSE
Hoxa7	chr6	FALSE	FALSE
Olfr64	chr7	FALSE	TRUE
Tfb2m	chr1	FALSE	FALSE
Gm13889	chr2	FALSE	FALSE
Olfr1223	chr2	FALSE	TRUE
Olfr1040	chr2	FALSE	TRUE
Rpa1	chr11	FALSE	FALSE
Mettl23	chr11	FALSE	FALSE
Ldlr	chr9	FALSE	FALSE
Slc40a1	chr1	FALSE	FALSE
Gpr101	chrX	FALSE	FALSE
Tmie	chr9	FALSE	FALSE
C1qtnf6	chr15	FALSE	FALSE
Gm815	chr19	FALSE	TRUE
Olfr818	chr10	FALSE	TRUE
Cryab	chr9	FALSE	FALSE
Rps6kb2	chr19	FALSE	FALSE
Pold4	chr19	FALSE	FALSE
1110012L19Rik	chrX	FALSE	FALSE
Spopfm1	chr3	FALSE	TRUE
2610044O15Rik8	chr8	FALSE	FALSE
Ubl5	chr9	FALSE	FALSE
Wdr45b	chr11	FALSE	FALSE
Tmem200c	chr17	FALSE	FALSE
Cyp4a30b	chr4	FALSE	TRUE
Asphd1	chr7	FALSE	FALSE
Fadd	chr7	FALSE	FALSE
Fam47e	chr5	FALSE	TRUE
Brcc3	chrX	FALSE	FALSE
Slc38a5	chrX	FALSE	FALSE
Lratd1	chr12	FALSE	FALSE
Eppin	chr2	FALSE	TRUE
Pklr	chr3	FALSE	TRUE
Il1f10	chr2	FALSE	TRUE
Lce1l	chr3	FALSE	TRUE
Hpcal1	chr12	FALSE	FALSE
Isca1	chr13	FALSE	FALSE
Il2rb	chr15	FALSE	FALSE
Il13	chr11	FALSE	TRUE
Asnsd1	chr1	FALSE	FALSE
Il17c	chr8	FALSE	FALSE
Ly6g6e	chr17	FALSE	FALSE
Olfr741	chr14	FALSE	TRUE
Sf3b3	chr8	FALSE	FALSE
Evi2a	chr11	FALSE	FALSE
Psmb3	chr11	FALSE	FALSE
Prl2c1	chr13	FALSE	TRUE
Btbd19	chr4	FALSE	FALSE
Olfr121	chr17	FALSE	TRUE
Spink11	chr18	FALSE	TRUE
Epm2aip1	chr9	FALSE	FALSE
Smad2	chr18	FALSE	FALSE
Olfr715	chr7	FALSE	TRUE
Tnfaip1	chr11	FALSE	FALSE
Inafm1	chr7	FALSE	FALSE
Clec2f	chr6	FALSE	TRUE
Trex2	chrX	FALSE	TRUE
Smim8	chr4	FALSE	FALSE
Xcl1	chr1	FALSE	TRUE
Krtap10-4	chr10	FALSE	TRUE
C9orf72	chr4	FALSE	FALSE
Gm14124	chr2	FALSE	TRUE
Spryd3	chr15	FALSE	FALSE
Ppil3	chr1	FALSE	FALSE
Gpx7	chr4	FALSE	FALSE
Smu1	chr4	FALSE	FALSE
Serpinb9e	chr13	FALSE	TRUE
Ugt1a9	chr1	FALSE	FALSE
Zfp58	chr13	FALSE	FALSE
Ccnb2	chr9	FALSE	FALSE
Olfr485	chr7	FALSE	TRUE
Adal	chr2	FALSE	FALSE
Pif1	chr9	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Csl	chr10	FALSE	TRUE
Ugt1a2	chr1	FALSE	FALSE
Crebl2	chr6	FALSE	FALSE
Ptma	chr1	FALSE	FALSE
Gm5930	chr14	FALSE	TRUE
Oxgr1	chr14	FALSE	TRUE
Sele	chr1	FALSE	TRUE
Gm17349	chr15	FALSE	FALSE
Acod1	chr14	FALSE	TRUE
Oog3	chr4	FALSE	TRUE
Nedd8	chr14	FALSE	FALSE
Cyb5r3	chr15	FALSE	FALSE
Olfr351	chr2	FALSE	TRUE
Gm9789	chr16	FALSE	TRUE
Rpain	chr11	FALSE	TRUE
Crnn	chr3	FALSE	TRUE
Olfr11	chr13	FALSE	TRUE
Syngap1	chr17	FALSE	FALSE
Mea1	chr17	FALSE	FALSE
Pilra	chr5	FALSE	TRUE
Ovol1	chr19	FALSE	FALSE
Ccl3	chr11	FALSE	TRUE
Sod3	chr5	FALSE	FALSE
Bdkrb1	chr12	FALSE	TRUE
Magea10	chrX	FALSE	TRUE
Pnn	chr12	FALSE	FALSE
Ccdc134	chr15	FALSE	FALSE
Olfr1076	chr2	FALSE	TRUE
Arrdc2	chr8	FALSE	FALSE
Atp4a	chr7	FALSE	FALSE
Mt4	chr8	FALSE	TRUE
Syde1	chr10	FALSE	FALSE
Ccdc74a	chr16	FALSE	FALSE
Zfp317	chr9	FALSE	FALSE
Gucy2f	chrX	FALSE	FALSE
Mup4	chr4	FALSE	TRUE
H2-M3	chr17	FALSE	FALSE
Olfr826	chr10	FALSE	TRUE
Nutm2	chr13	FALSE	TRUE
4933402D24Rik	chr1	FALSE	FALSE
Olfr371	chr8	FALSE	TRUE
Tspyl1	chr10	FALSE	FALSE
Olfr1051	chr2	FALSE	TRUE
Foxd2	chr4	FALSE	FALSE
Sgo2b	chr8	FALSE	FALSE
Gm11232	chr4	FALSE	FALSE
Gon7	chr12	FALSE	FALSE
Slc2a12	chr10	FALSE	FALSE
Dact1	chr12	FALSE	FALSE
Zdhhc9	chrX	FALSE	FALSE
Pqlc3	chr12	FALSE	FALSE
Olfr789	chr10	FALSE	TRUE
Sc5d	chr9	FALSE	FALSE
Mfng	chr15	FALSE	FALSE
Cts3	chr13	FALSE	TRUE
Esp8	chr17	FALSE	TRUE
Amacr	chr15	FALSE	FALSE
Ppil2	chr16	FALSE	FALSE
Ap3m2	chr8	FALSE	FALSE
Efcc1	chr6	FALSE	FALSE
Phospho2	chr2	FALSE	FALSE
Fam110c	chr12	FALSE	FALSE
Sh2d5	chr4	FALSE	FALSE
Gimap4	chr6	FALSE	TRUE
Ifi27l2b	chr12	FALSE	TRUE
Slbp	chr5	FALSE	FALSE
Vmn2r19	chr6	FALSE	TRUE
Pcdhb5	chr18	FALSE	TRUE
Slc6a11	chr6	FALSE	FALSE
Gm21981	chr17	FALSE	FALSE
Yrdc	chr4	FALSE	FALSE
Tmem104	chr11	FALSE	FALSE
Oxct2b	chr4	FALSE	FALSE
Pate12	chr9	FALSE	TRUE
1700009N14Rik	chr4	FALSE	TRUE
Fbxl13	chr5	FALSE	FALSE
Gm9758	chr5	FALSE	TRUE
Rhoc	chr3	FALSE	FALSE
Krt75	chr15	FALSE	FALSE
Xkr8	chr4	FALSE	FALSE
Gm12666	chr4	FALSE	TRUE
Scgb2b24	chr7	FALSE	TRUE
Rgl2	chr17	FALSE	FALSE
Chmp2a	chr7	FALSE	FALSE
Gm7579	chr7	FALSE	TRUE
Med28	chr5	FALSE	FALSE
1700067K01Rik	chr8	FALSE	FALSE
Mrpl40	chr16	FALSE	FALSE
Dab2ip	chr2	FALSE	FALSE
Exosc8	chr3	FALSE	FALSE
Uba5	chr9	FALSE	FALSE
Tmem170	chr8	FALSE	FALSE
Zcchc3	chr2	FALSE	FALSE
Slc38a10	chr11	FALSE	FALSE
Olfr498	chr7	FALSE	TRUE
