gene_name	chr	promoter_state_Unmarked_Promoter	mch_hyper
Gm49339	chr10	TRUE	FALSE
Zscan4c	chr7	TRUE	FALSE
Samd7	chr3	TRUE	FALSE
G6pc2	chr2	TRUE	FALSE
Fbp2	chr13	TRUE	FALSE
Eif1b	chr9	FALSE	FALSE
Spcs2	chr7	TRUE	FALSE
Extl2	chr3	FALSE	FALSE
Gm7358	chr17	TRUE	FALSE
Pigk	chr3	FALSE	FALSE
Spaca5	chrX	TRUE	FALSE
Mucl3	chr17	FALSE	FALSE
Homez	chr14	TRUE	FALSE
Vstm2b	chr7	FALSE	FALSE
H2-Eb1	chr17	TRUE	FALSE
Esp8	chr17	TRUE	FALSE
Mfsd1	chr3	FALSE	FALSE
Gm14124	chr2	TRUE	FALSE
Lama5	chr2	FALSE	FALSE
H2-T23	chr17	TRUE	FALSE
Mcoln3	chr3	FALSE	FALSE
Fam110c	chr12	FALSE	FALSE
Dbt	chr3	TRUE	FALSE
Olfr360	chr2	TRUE	FALSE
Etfdh	chr3	FALSE	FALSE
Adrm1	chr2	FALSE	FALSE
Gm26657	chr4	TRUE	FALSE
Slfn4	chr11	TRUE	FALSE
Sele	chr1	TRUE	FALSE
Ddhd2	chr8	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
B3galt1	chr2	FALSE	FALSE
Acod1	chr14	TRUE	FALSE
Pomgnt1	chr4	TRUE	FALSE
Ywhab	chr2	TRUE	FALSE
1700012A03Rik	chr6	FALSE	FALSE
4930579F01Rik	chr3	TRUE	FALSE
Cflar	chr1	FALSE	FALSE
Colq	chr14	TRUE	FALSE
Uprt	chrX	FALSE	FALSE
Cpxcr1	chrX	TRUE	FALSE
S100a11	chr3	FALSE	FALSE
Papss1	chr3	FALSE	FALSE
Faf2	chr13	TRUE	FALSE
Gsdma	chr11	FALSE	FALSE
Pias4	chr10	TRUE	FALSE
Plaat5	chr19	FALSE	FALSE
Lman2l	chr1	TRUE	FALSE
Ermard	chr17	FALSE	FALSE
Tmem217	chr17	TRUE	FALSE
Casq1	chr1	TRUE	FALSE
Cops7b	chr1	FALSE	FALSE
Vmn1r16	chr6	TRUE	FALSE
Mettl22	chr16	TRUE	FALSE
Zfp787	chr7	TRUE	FALSE
Mfsd2b	chr12	TRUE	FALSE
Crisp4	chr1	TRUE	FALSE
Rasa4	chr5	TRUE	FALSE
Wwox	chr8	TRUE	TRUE
Them5	chr3	TRUE	FALSE
Gm550	chr19	TRUE	FALSE
Krba1	chr6	FALSE	FALSE
Rnf34	chr5	TRUE	FALSE
2310050C09Rik	chr3	TRUE	FALSE
Milr1	chr11	TRUE	FALSE
Csn1s2b	chr5	TRUE	FALSE
Lingo2	chr4	FALSE	FALSE
Psmc6	chr14	FALSE	FALSE
Spx	chr6	FALSE	FALSE
Ccdc84	chr9	TRUE	FALSE
Olfr1115	chr2	TRUE	FALSE
Ltbp1	chr17	FALSE	FALSE
4930578I06Rik	chr14	TRUE	FALSE
Tmc3	chr7	TRUE	FALSE
Sh2d7	chr9	TRUE	FALSE
Etnk2	chr1	FALSE	FALSE
Adgb	chr10	TRUE	FALSE
Cfap69	chr5	FALSE	FALSE
Prrt2	chr7	FALSE	FALSE
Olfr117	chr17	TRUE	FALSE
Olfr771	chr10	TRUE	FALSE
6430571L13Rik	chr9	FALSE	FALSE
Rftn1	chr17	FALSE	FALSE
Agtr1b	chr3	TRUE	FALSE
Tmem64	chr4	FALSE	FALSE
Pon3	chr6	FALSE	FALSE
Bcl2a1d	chr9	TRUE	FALSE
Grin2b	chr6	FALSE	TRUE
3830403N18Rik	chrX	TRUE	FALSE
Dnah3	chr7	TRUE	FALSE
Ripk4	chr16	FALSE	FALSE
Dchs1	chr7	TRUE	FALSE
Sema3d	chr5	FALSE	FALSE
Pld3	chr7	TRUE	FALSE
Ptch1	chr13	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Gm13030	chr4	TRUE	FALSE
Tex36	chr7	TRUE	FALSE
Ccdc70	chr8	TRUE	FALSE
1700123L14Rik	chr6	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Tex16	chrX	TRUE	FALSE
Ttpa	chr4	FALSE	FALSE
Nedd8	chr14	FALSE	FALSE
Znrf2	chr6	TRUE	FALSE
Herc3	chr6	FALSE	FALSE
Pilra	chr5	TRUE	FALSE
Cyp2d9	chr15	TRUE	FALSE
Cox6c	chr15	FALSE	FALSE
Pmpcb	chr5	TRUE	FALSE
Ebf3	chr7	FALSE	FALSE
Zfat	chr15	TRUE	FALSE
Lefty1	chr1	FALSE	FALSE
Prkd1	chr12	FALSE	FALSE
Ces2g	chr8	TRUE	FALSE
Alcam	chr16	FALSE	FALSE
Ccdc81	chr7	TRUE	FALSE
Bcl2l14	chr6	TRUE	FALSE
Kif12	chr4	FALSE	FALSE
AU040320	chr4	FALSE	FALSE
H2bc6	chr13	FALSE	FALSE
Foxs1	chr2	TRUE	FALSE
Ccdc110	chr8	TRUE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Fstl5	chr3	FALSE	FALSE
Cntrob	chr11	TRUE	FALSE
Pif1	chr9	FALSE	FALSE
Slc7a8	chr14	FALSE	FALSE
Tubg1	chr11	FALSE	FALSE
Gm11232	chr4	FALSE	FALSE
Med6	chr12	TRUE	FALSE
Asb9	chrX	TRUE	FALSE
Ddx25	chr9	FALSE	FALSE
Catsperg1	chr7	TRUE	FALSE
Olfr1102	chr2	TRUE	FALSE
Krt16	chr11	TRUE	FALSE
Gm648	chrX	TRUE	FALSE
Zfp868	chr8	TRUE	FALSE
Sparcl1	chr5	TRUE	FALSE
Vmn2r121	chrX	TRUE	FALSE
Pex5	chr6	FALSE	FALSE
Ptprr	chr10	FALSE	FALSE
Pgrmc1	chrX	TRUE	FALSE
Khdc4	chr3	FALSE	FALSE
Olfr934	chr9	TRUE	FALSE
Trim59	chr3	FALSE	FALSE
Veph1	chr3	TRUE	FALSE
Msl3	chrX	FALSE	FALSE
Olfr229	chr9	TRUE	FALSE
Olfr196	chr16	TRUE	FALSE
Tor1b	chr2	TRUE	FALSE
Adam1a	chr5	TRUE	FALSE
Spice1	chr16	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Mepce	chr5	FALSE	FALSE
Gm42878	chr5	TRUE	FALSE
Snx21	chr2	FALSE	FALSE
Nova1	chr12	FALSE	FALSE
Dlgap2	chr8	FALSE	TRUE
Akain1	chr17	FALSE	FALSE
Tuba3a	chr6	TRUE	FALSE
Pdlim4	chr11	FALSE	FALSE
Kdf1	chr4	FALSE	FALSE
Dctd	chr8	TRUE	FALSE
Galntl6	chr8	FALSE	TRUE
Thnsl2	chr6	FALSE	FALSE
Zdhhc15	chrX	TRUE	FALSE
Col24a1	chr3	FALSE	FALSE
Vmn1r208	chr13	TRUE	FALSE
Car7	chr8	FALSE	FALSE
Tfec	chr6	TRUE	FALSE
Akap1	chr11	FALSE	FALSE
Rtn1	chr12	FALSE	FALSE
Pard6b	chr2	FALSE	FALSE
Capg	chr6	TRUE	FALSE
Gm11084	chr2	TRUE	FALSE
Dsel	chr1	FALSE	FALSE
Vmn1r212	chr13	TRUE	FALSE
Gata6	chr18	FALSE	FALSE
Xpo1	chr11	FALSE	FALSE
Gm49325	chr10	TRUE	FALSE
Itga2b	chr11	TRUE	FALSE
Gria3	chrX	FALSE	FALSE
Rpp30	chr19	TRUE	FALSE
Olfr1364	chr13	TRUE	FALSE
Mmel1	chr4	FALSE	FALSE
Ptpn6	chr6	FALSE	FALSE
Cep152	chr2	FALSE	FALSE
Olfr181	chr16	TRUE	FALSE
Zc2hc1c	chr12	TRUE	FALSE
Zfp948	chr17	TRUE	FALSE
Phykpl	chr11	TRUE	FALSE
Rimbp2	chr5	FALSE	FALSE
Ube2a	chrX	TRUE	FALSE
Stub1	chr17	FALSE	FALSE
Slco3a1	chr7	FALSE	FALSE
Pqlc3	chr12	FALSE	FALSE
Tnfaip3	chr10	FALSE	FALSE
Pmpca	chr2	TRUE	FALSE
Gpn2	chr4	TRUE	FALSE
Tceal3	chrX	TRUE	FALSE
Vwa7	chr17	TRUE	FALSE
Ibsp	chr5	TRUE	FALSE
Ift46	chr9	FALSE	FALSE
Churc1	chr12	TRUE	FALSE
Ubtd2	chr11	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Car5b	chrX	TRUE	FALSE
Olfr923	chr9	TRUE	FALSE
Rpl7a	chr2	FALSE	FALSE
Cypt4	chr9	TRUE	FALSE
Olfr937	chr9	TRUE	FALSE
Fut2	chr7	TRUE	FALSE
Dsc3	chr18	FALSE	FALSE
Myo1d	chr11	TRUE	FALSE
Usb1	chr8	FALSE	FALSE
Atox1	chr11	TRUE	FALSE
Gpx7	chr4	TRUE	FALSE
Lrrc59	chr11	TRUE	FALSE
Pate4	chr9	TRUE	FALSE
Prkar1b	chr5	TRUE	FALSE
Cnih1	chr14	FALSE	FALSE
Lrrc58	chr16	FALSE	FALSE
Sh3glb1	chr3	FALSE	FALSE
Taf1a	chr1	TRUE	FALSE
Odf4	chr11	TRUE	FALSE
Smad5	chr13	TRUE	FALSE
Epha6	chr16	FALSE	FALSE
Il3ra	chr14	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Aph1c	chr9	TRUE	FALSE
Pla2g4a	chr1	TRUE	FALSE
Grid2	chr6	FALSE	TRUE
Gm49711	chr16	FALSE	FALSE
Prkra	chr2	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Hrh2	chr13	FALSE	FALSE
Zbtb21	chr16	TRUE	FALSE
Cox11	chr11	FALSE	FALSE
Zfp280c	chrX	TRUE	FALSE
Olfr263	chr13	TRUE	FALSE
Wdr64	chr1	TRUE	FALSE
Glra4	chrX	FALSE	FALSE
Fam83b	chr9	FALSE	FALSE
Tefm	chr11	TRUE	FALSE
Cfap52	chr11	TRUE	FALSE
Ddx19b	chr8	FALSE	FALSE
H2-DMa	chr17	FALSE	FALSE
Mettl7a3	chr15	TRUE	FALSE
Prmt7	chr8	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Ttc8	chr12	TRUE	FALSE
Gm28051	chr12	FALSE	FALSE
Samd9l	chr6	TRUE	FALSE
Nfe2l1	chr11	TRUE	FALSE
Ttll13	chr7	TRUE	FALSE
Mup21	chr4	TRUE	FALSE
Zcwpw2	chr9	FALSE	FALSE
Atp8b2	chr3	FALSE	FALSE
AY358078	chr14	TRUE	FALSE
Nat8f4	chr6	TRUE	FALSE
Ss18l1	chr2	FALSE	FALSE
Dab1	chr4	FALSE	TRUE
Olfr1215	chr2	TRUE	FALSE
Arhgef10	chr8	TRUE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Gm17657	chr17	TRUE	FALSE
Tmem92	chr11	TRUE	FALSE
Zdhhc22	chr12	TRUE	FALSE
S100a14	chr3	TRUE	FALSE
Calr3	chr8	TRUE	FALSE
Ptprm	chr17	FALSE	TRUE
Olfr364-ps1	chr2	TRUE	FALSE
Scnn1b	chr7	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Taar5	chr10	TRUE	FALSE
Trim46	chr3	FALSE	FALSE
Prkn	chr17	FALSE	TRUE
Slfn3	chr11	TRUE	FALSE
Olfr136	chr17	TRUE	FALSE
Olfr741	chr14	TRUE	FALSE
Cyp2c65	chr19	TRUE	FALSE
Dmd	chrX	TRUE	FALSE
B830017H08Rik	chr16	TRUE	FALSE
Ryr3	chr2	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Cenpw	chr10	TRUE	FALSE
Olfr353	chr2	TRUE	FALSE
Sprr2a2	chr3	TRUE	FALSE
Atp6ap2	chrX	FALSE	FALSE
A830005F24Rik	chr13	TRUE	FALSE
Dpf3	chr12	FALSE	FALSE
Ubc	chr5	TRUE	FALSE
Olfr679	chr7	TRUE	FALSE
Olfr807	chr10	TRUE	FALSE
Wdr83	chr8	FALSE	FALSE
Acvr1c	chr2	FALSE	FALSE
Il18r1	chr1	TRUE	FALSE
Tmco5	chr2	TRUE	FALSE
Mtif2	chr11	TRUE	FALSE
Pnma1	chr12	TRUE	FALSE
Dap	chr15	TRUE	FALSE
Ddx41	chr13	TRUE	FALSE
Gimap1	chr6	FALSE	FALSE
Pfdn5	chr15	FALSE	FALSE
Asph	chr4	FALSE	FALSE
Bub1	chr2	TRUE	FALSE
Plxna4	chr6	FALSE	FALSE
Olfr347	chr2	TRUE	FALSE
Pmf1	chr3	TRUE	FALSE
Ypel3	chr7	FALSE	FALSE
Mettl23	chr11	FALSE	FALSE
Tfap4	chr16	FALSE	FALSE
Bnip3l	chr14	TRUE	FALSE
Zbtb14	chr17	FALSE	FALSE
Sstr5	chr17	FALSE	FALSE
Gnat1	chr9	FALSE	FALSE
Tcl1b5	chr12	TRUE	FALSE
Gpha2	chr19	TRUE	FALSE
Ube2g2	chr10	TRUE	FALSE
Gm11213	chr4	TRUE	FALSE
Grik4	chr9	FALSE	FALSE
Bbs2	chr8	TRUE	FALSE
Fbxo15	chr18	TRUE	FALSE
Olfr1333	chr4	TRUE	FALSE
Cpa1	chr6	TRUE	FALSE
Gm7271	chr5	TRUE	FALSE
Krt18	chr15	FALSE	FALSE
Slc25a30	chr14	TRUE	FALSE
Vmn1r28	chr6	TRUE	FALSE
Sh3rf1	chr8	FALSE	FALSE
Mroh8	chr2	TRUE	FALSE
Car12	chr9	TRUE	FALSE
Rhot2	chr17	TRUE	FALSE
Msn	chrX	FALSE	FALSE
Shox2	chr3	FALSE	FALSE
Cyp11b1	chr15	TRUE	FALSE
Syce2	chr8	TRUE	FALSE
Fam207a	chr10	TRUE	FALSE
Rpf1	chr3	TRUE	FALSE
Layn	chr9	TRUE	FALSE
Klhl28	chr12	FALSE	FALSE
Zfp661	chr2	FALSE	FALSE
Clcf1	chr19	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Rbm46	chr3	FALSE	FALSE
Akr1b7	chr6	TRUE	FALSE
Mettl24	chr10	FALSE	FALSE
Mcoln1	chr8	FALSE	FALSE
Olfr600	chr7	TRUE	FALSE
Slc12a7	chr13	FALSE	FALSE
Fgf18	chr11	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Dcun1d1	chr3	TRUE	FALSE
Sod3	chr5	TRUE	FALSE
Olfr594	chr7	TRUE	FALSE
Zfp428	chr7	TRUE	FALSE
Asmt	chrX	TRUE	FALSE
Spry4	chr18	FALSE	FALSE
Plekhs1	chr19	TRUE	FALSE
Herpud1	chr8	FALSE	FALSE
Kcns3	chr12	FALSE	FALSE
4930516K23Rik	chr7	TRUE	FALSE
Olfr1020	chr2	TRUE	FALSE
Dgkq	chr5	TRUE	FALSE
Txndc9	chr1	FALSE	FALSE
Adh1	chr3	TRUE	FALSE
Amot	chrX	FALSE	FALSE
Dlgap3	chr4	FALSE	FALSE
BB014433	chr8	TRUE	FALSE
Cyb561a3	chr19	TRUE	FALSE
Pcdh8	chr14	FALSE	FALSE
Olfr1440	chr19	TRUE	FALSE
Pgls	chr8	FALSE	FALSE
Gm42669	chr5	TRUE	FALSE
Gfi1b	chr2	FALSE	FALSE
6820408C15Rik	chr2	FALSE	FALSE
F2	chr2	TRUE	FALSE
Syne1	chr10	FALSE	FALSE
Blvra	chr2	TRUE	FALSE
Uaca	chr9	FALSE	FALSE
Best2	chr8	TRUE	FALSE
Olfr272	chr4	TRUE	FALSE
Msh6	chr17	FALSE	FALSE
A630073D07Rik	chr6	TRUE	FALSE
A930007A09Rik	chr16	TRUE	FALSE
Bpifa6	chr2	TRUE	FALSE
Stk33	chr7	FALSE	FALSE
Gid4	chr11	TRUE	FALSE
Ttc14	chr3	FALSE	FALSE
Exosc3	chr4	FALSE	FALSE
H2-M10.4	chr17	TRUE	FALSE
Olfr1150-ps1	chr2	TRUE	FALSE
Slc27a2	chr2	FALSE	FALSE
Syde1	chr10	TRUE	FALSE
Dact1	chr12	FALSE	FALSE
Hsf2bp	chr17	TRUE	FALSE
2610044O15Rik8	chr8	FALSE	FALSE
Mrps36	chr13	FALSE	FALSE
Pik3ap1	chr19	FALSE	FALSE
Tmsb15l	chrX	TRUE	FALSE
Cpa6	chr1	TRUE	FALSE
Ano2	chr6	FALSE	FALSE
Has2	chr15	FALSE	FALSE
Sf3a3	chr4	TRUE	FALSE
Grm5	chr7	FALSE	FALSE
Gm45234	chr6	FALSE	FALSE
Olfr47	chr6	TRUE	FALSE
Acadsb	chr7	FALSE	FALSE
Lbp	chr2	TRUE	FALSE
Gm4779	chrX	FALSE	FALSE
Pih1d1	chr7	TRUE	FALSE
Abraxas1	chr5	FALSE	FALSE
Sike1	chr3	TRUE	FALSE
Obp1b	chrX	TRUE	FALSE
Rrp15	chr1	FALSE	FALSE
Arl1	chr10	FALSE	FALSE
Vmn1r78	chr7	TRUE	FALSE
Adrb2	chr18	FALSE	FALSE
Ccnd1	chr7	TRUE	FALSE
Prl8a6	chr13	TRUE	FALSE
Zfp367	chr13	FALSE	FALSE
Ptgr2	chr12	TRUE	FALSE
Kif20b	chr19	TRUE	FALSE
Stk3	chr15	TRUE	FALSE
Gabarapl1	chr6	FALSE	FALSE
Slc25a3	chr10	FALSE	FALSE
Vpreb3	chr10	TRUE	FALSE
Gm7347	chr5	TRUE	FALSE
Tmem250-ps	chr2	FALSE	FALSE
Fhl4	chr10	FALSE	FALSE
Il22ra1	chr4	TRUE	FALSE
Siva1	chr12	TRUE	FALSE
Vmn2r36	chr7	TRUE	FALSE
Kcnn2	chr18	FALSE	FALSE
Vac14	chr8	TRUE	FALSE
Ovol1	chr19	FALSE	FALSE
Nfatc2ip	chr7	TRUE	FALSE
Sc5d	chr9	TRUE	FALSE
Kank2	chr9	TRUE	FALSE
Bdh1	chr16	TRUE	FALSE
Cmc1	chr9	TRUE	FALSE
Cryba4	chr5	TRUE	FALSE
Mthfd1l	chr10	FALSE	FALSE
Bmp1	chr14	FALSE	FALSE
Hdac2	chr10	FALSE	FALSE
Gm6583	chr5	TRUE	FALSE
Trim38	chr13	TRUE	FALSE
Fndc3c1	chrX	FALSE	FALSE
Trp53i11	chr2	FALSE	FALSE
Agpat2	chr2	FALSE	FALSE
A730049H05Rik	chr6	FALSE	FALSE
Acp5	chr9	TRUE	FALSE
Olfr1436	chr19	TRUE	FALSE
H13	chr2	FALSE	FALSE
Scml2	chrX	TRUE	FALSE
Midn	chr10	FALSE	FALSE
Neu2	chr1	FALSE	FALSE
Ccdc86	chr19	TRUE	FALSE
Ntmt1	chr2	TRUE	FALSE
Adam21	chr12	TRUE	FALSE
G6pd2	chr5	TRUE	FALSE
Pcdh11x	chrX	FALSE	FALSE
Tns3	chr11	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Mkrn3	chr7	TRUE	FALSE
B3gnt8	chr7	TRUE	FALSE
Olfr1022	chr2	TRUE	FALSE
Fgd6	chr10	FALSE	FALSE
Nat1	chr8	TRUE	FALSE
Grk3	chr5	TRUE	FALSE
Trp53	chr11	FALSE	FALSE
Ccnj	chr19	FALSE	FALSE
Gramd1c	chr16	TRUE	FALSE
Clec9a	chr6	TRUE	FALSE
Scyl2	chr10	FALSE	FALSE
Zfp235	chr7	TRUE	FALSE
Gm43302	chr5	TRUE	FALSE
Ptges3	chr10	FALSE	FALSE
C1qtnf6	chr15	TRUE	FALSE
Itga3	chr11	FALSE	FALSE
Ubfd1	chr7	FALSE	FALSE
Nfkbib	chr7	FALSE	FALSE
Ccnb2	chr9	TRUE	FALSE
Gm10436	chr12	TRUE	FALSE
Hes6	chr1	TRUE	FALSE
Gfm2	chr13	FALSE	FALSE
Gm21149	chr5	TRUE	FALSE
Mamstr	chr7	TRUE	FALSE
Bcl6	chr16	FALSE	FALSE
Nelfa	chr5	TRUE	FALSE
Lingo4	chr3	TRUE	FALSE
Sfta2	chr17	TRUE	FALSE
1700125H20Rik	chr11	TRUE	FALSE
Lcn3	chr2	TRUE	FALSE
Olfr1124	chr2	TRUE	FALSE
Plpp4	chr7	FALSE	FALSE
Vmn1r225	chr17	TRUE	FALSE
Cklf	chr8	FALSE	FALSE
Snrnp25	chr11	TRUE	FALSE
Cdyl	chr13	TRUE	FALSE
Ier5	chr1	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Slc25a13	chr6	FALSE	FALSE
Slc35a5	chr16	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Rassf1	chr9	FALSE	FALSE
Pcif1	chr2	TRUE	FALSE
Cfap126	chr1	TRUE	FALSE
Olfr215	chr6	TRUE	FALSE
Asns	chr6	FALSE	FALSE
Slpi	chr2	FALSE	FALSE
Arl6ip5	chr6	FALSE	FALSE
Gpr50	chrX	FALSE	FALSE
Hoxb3	chr11	FALSE	FALSE
Setx	chr2	FALSE	FALSE
Trim30a	chr7	TRUE	FALSE
Stat2	chr10	TRUE	FALSE
Myef2	chr2	FALSE	FALSE
Atrip	chr9	FALSE	FALSE
Zfp366	chr13	FALSE	FALSE
Klhl1	chr14	FALSE	FALSE
Gp2	chr7	TRUE	FALSE
Tex33	chr15	TRUE	FALSE
Entr1	chr2	TRUE	FALSE
1700029I15Rik	chr2	TRUE	FALSE
Ntf3	chr6	FALSE	FALSE
Fhl2	chr1	TRUE	FALSE
AAdacl4fm3	chr4	TRUE	FALSE
Myh1	chr11	TRUE	FALSE
Notch2	chr3	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Il12a	chr3	TRUE	FALSE
Pip5k1c	chr10	TRUE	FALSE
Rhox2e	chrX	TRUE	FALSE
Olfr1049	chr2	TRUE	FALSE
Atpaf2	chr11	TRUE	FALSE
Bcap29	chr12	TRUE	FALSE
Olfr1348	chr7	TRUE	FALSE
Spata46	chr1	TRUE	FALSE
Dcun1d2	chr8	FALSE	FALSE
H2-Q2	chr17	FALSE	FALSE
Dbr1	chr9	FALSE	FALSE
Vash1	chr12	FALSE	FALSE
Vmn1r8	chr6	TRUE	FALSE
Spns2	chr11	FALSE	FALSE
Hoxd9	chr2	FALSE	FALSE
Atp4a	chr7	TRUE	FALSE
Marchf1	chr8	TRUE	FALSE
Smpd5	chr15	FALSE	FALSE
Tmem215	chr4	FALSE	FALSE
Esp3	chr17	TRUE	FALSE
Mrps23	chr11	TRUE	FALSE
Rap1gds1	chr3	FALSE	FALSE
Fcer2a	chr8	TRUE	FALSE
Spag1	chr15	TRUE	FALSE
Dpep2	chr8	TRUE	FALSE
Olfr639	chr7	TRUE	FALSE
Ramac	chr7	FALSE	FALSE
Cstdc5	chr16	TRUE	FALSE
Psmd5	chr2	FALSE	FALSE
Ncf4	chr15	TRUE	FALSE
Cfap206	chr4	FALSE	FALSE
Gm8906	chr5	TRUE	FALSE
4930412O13Rik	chr2	FALSE	FALSE
Rnpc3	chr3	FALSE	FALSE
Xlr3a	chrX	TRUE	FALSE
Nlrc4	chr17	TRUE	FALSE
Fkbp1b	chr12	FALSE	FALSE
Ces1f	chr8	TRUE	FALSE
Olfr470	chr7	TRUE	FALSE
Fam110b	chr4	FALSE	FALSE
E2f4	chr8	FALSE	FALSE
Tpbpb	chr13	TRUE	FALSE
1700013H16Rik	chrX	TRUE	FALSE
Cck	chr9	FALSE	FALSE
Zfp990	chr4	TRUE	FALSE
Jmjd4	chr11	TRUE	FALSE
Coq8a	chr1	TRUE	FALSE
Maml2	chr9	FALSE	FALSE
Rcl1	chr19	FALSE	FALSE
Qprt	chr7	FALSE	FALSE
Rnaset2a	chr17	TRUE	FALSE
Gabrg2	chr11	FALSE	FALSE
Zfp955a	chr17	TRUE	FALSE
Tspan14	chr14	FALSE	FALSE
Ankrd31	chr13	TRUE	FALSE
Cd81	chr7	FALSE	FALSE
Scpep1	chr11	TRUE	FALSE
1700057G04Rik	chr9	TRUE	FALSE
Cdca3	chr6	TRUE	FALSE
Vwa1	chr4	TRUE	FALSE
Nrp1	chr8	FALSE	FALSE
Daam2	chr17	FALSE	FALSE
Elmod3	chr6	FALSE	FALSE
Urb2	chr8	TRUE	FALSE
Gimap9	chr6	TRUE	FALSE
Abhd5	chr9	TRUE	FALSE
Mzf1	chr7	TRUE	FALSE
Olfr1047	chr2	TRUE	FALSE
Dusp14	chr11	FALSE	FALSE
Rnf6	chr5	FALSE	FALSE
Tfb2m	chr1	FALSE	FALSE
Has1	chr17	TRUE	FALSE
Zfp72	chr13	TRUE	FALSE
Satb1	chr17	FALSE	FALSE
Tnfaip1	chr11	FALSE	FALSE
Ttk	chr9	TRUE	FALSE
Kctd9	chr14	FALSE	FALSE
Olfr888	chr9	TRUE	FALSE
Exosc9	chr3	FALSE	FALSE
Hccs	chrX	TRUE	FALSE
Olfr119	chr17	TRUE	FALSE
Stap1	chr5	TRUE	FALSE
Gm10715	chr9	TRUE	FALSE
Ppil3	chr1	FALSE	FALSE
Gm21974	chr7	TRUE	FALSE
Riox2	chr16	TRUE	FALSE
4930467E23Rik	chr8	TRUE	FALSE
Vegfb	chr19	TRUE	FALSE
Ccar1	chr10	TRUE	FALSE
Gm49387	chr14	TRUE	FALSE
Cbx1	chr11	TRUE	FALSE
Tmem79	chr3	TRUE	FALSE
Ttc28	chr5	TRUE	FALSE
Fut7	chr2	TRUE	FALSE
Olfr101	chr17	TRUE	FALSE
Aunip	chr4	TRUE	FALSE
Qpct	chr17	FALSE	FALSE
Cntnap5b	chr1	FALSE	FALSE
Amacr	chr15	FALSE	FALSE
Gm10717	chr9	TRUE	FALSE
Cpne4	chr9	TRUE	FALSE
Hibch	chr1	FALSE	FALSE
Misp	chr10	TRUE	FALSE
Ift43	chr12	TRUE	FALSE
Pa2g4	chr10	TRUE	FALSE
Olfr1295	chr2	TRUE	FALSE
Olfr654	chr7	TRUE	FALSE
Sit1	chr4	TRUE	FALSE
Zfp358	chr8	FALSE	FALSE
Olfr1454	chr19	TRUE	FALSE
Gfra2	chr14	FALSE	FALSE
Olfr1410	chr1	FALSE	FALSE
Minar1	chr9	FALSE	FALSE
Babam1	chr8	TRUE	FALSE
Prss22	chr17	TRUE	FALSE
Ugt3a2	chr15	TRUE	FALSE
Bola3	chr6	TRUE	FALSE
Eif4a3	chr11	TRUE	FALSE
Otud5	chrX	TRUE	FALSE
Vma21	chrX	FALSE	FALSE
Ebna1bp2	chr4	FALSE	FALSE
Hs3st2	chr7	FALSE	FALSE
Pkhd1	chr1	TRUE	FALSE
Fam122b	chrX	TRUE	FALSE
Adal	chr2	FALSE	FALSE
Rpf2	chr10	TRUE	FALSE
Zfp655	chr5	FALSE	FALSE
Cyp4a30b	chr4	TRUE	FALSE
Ly6g5b	chr17	TRUE	FALSE
Zswim2	chr2	TRUE	FALSE
Smyd3	chr1	FALSE	FALSE
Cox7a2l	chr17	TRUE	FALSE
Gm21972	chr1	TRUE	FALSE
Dxo	chr17	TRUE	FALSE
Pdlim2	chr14	FALSE	FALSE
Agbl5	chr5	TRUE	FALSE
Itih2	chr2	TRUE	FALSE
Fndc3b	chr3	TRUE	FALSE
Gm49342	chr14	FALSE	FALSE
Cyp2j9	chr4	TRUE	FALSE
Upk3bl	chr5	TRUE	FALSE
Tfam	chr10	FALSE	FALSE
Jph3	chr8	FALSE	FALSE
1700025G04Rik	chr1	FALSE	FALSE
Bicc1	chr10	FALSE	FALSE
Cul9	chr17	TRUE	FALSE
Fam110a	chr2	FALSE	FALSE
Shq1	chr6	FALSE	FALSE
Prss1	chr6	TRUE	FALSE
Birc3	chr9	TRUE	FALSE
Vmn2r72	chr7	TRUE	FALSE
B230217C12Rik	chr11	TRUE	FALSE
Grhl2	chr15	FALSE	FALSE
Celf2	chr2	TRUE	FALSE
Tldc2	chr2	TRUE	FALSE
Utrn	chr10	FALSE	FALSE
Mfap5	chr6	TRUE	FALSE
Echdc3	chr2	TRUE	FALSE
Meltf	chr16	TRUE	FALSE
Isca1	chr13	FALSE	FALSE
Trim34a	chr7	TRUE	FALSE
