gene_name	chr	in_a_compartment	mch_hyper
Rapgef5	chr12	FALSE	FALSE
Gm49361	chr14	TRUE	FALSE
Glt1d1	chr5	TRUE	FALSE
Laptm4b	chr15	FALSE	FALSE
Dclk2	chr3	TRUE	TRUE
Igsf11	chr16	FALSE	FALSE
Rbks	chr5	TRUE	FALSE
Cdip1	chr16	TRUE	FALSE
Fam71d	chr12	TRUE	FALSE
St7	chr6	TRUE	FALSE
Wdpcp	chr11	FALSE	TRUE
Depdc5	chr5	TRUE	FALSE
Pdpr	chr8	TRUE	FALSE
Pla2r1	chr2	FALSE	FALSE
Myo3a	chr2	FALSE	FALSE
Usp47	chr7	TRUE	FALSE
Adcy2	chr13	FALSE	FALSE
Angptl2	chr2	TRUE	FALSE
Dlc1	chr8	FALSE	TRUE
Xpnpep1	chr19	FALSE	FALSE
Barhl1	chr2	TRUE	FALSE
Rdx	chr9	TRUE	FALSE
Sec63	chr10	TRUE	FALSE
Vmp1	chr11	TRUE	FALSE
Ly86	chr13	FALSE	FALSE
Dera	chr6	FALSE	FALSE
Ube2cbp	chr9	FALSE	FALSE
Vps26c	chr16	TRUE	FALSE
Ndst1	chr18	TRUE	FALSE
Rad54l	chr4	TRUE	FALSE
Pax7	chr4	TRUE	FALSE
Dcdc2a	chr13	FALSE	FALSE
Cdc42ep4	chr11	TRUE	FALSE
Rsu1	chr2	FALSE	FALSE
Ttll11	chr2	TRUE	FALSE
Tmc5	chr7	TRUE	FALSE
Wac	chr18	TRUE	FALSE
Nsd1	chr13	TRUE	FALSE
Hif1an	chr19	TRUE	FALSE
Pigl	chr11	TRUE	FALSE
Bdkrb2	chr12	TRUE	FALSE
Lrfn3	chr7	TRUE	FALSE
Mroh2a	chr1	FALSE	FALSE
Ext2	chr2	TRUE	FALSE
Iqca1l	chr5	TRUE	FALSE
Zcchc24	chr14	TRUE	FALSE
Zfp664	chr5	TRUE	FALSE
Rnf38	chr4	TRUE	FALSE
Ube2u	chr4	FALSE	FALSE
Kctd3	chr1	FALSE	FALSE
Crb2	chr2	TRUE	FALSE
Jarid2	chr13	TRUE	FALSE
Gnal	chr18	TRUE	FALSE
Actg2	chr6	TRUE	TRUE
Ssh1	chr5	TRUE	FALSE
Etv6	chr6	TRUE	FALSE
Bmpr1a	chr14	TRUE	FALSE
Rnf144a	chr12	TRUE	FALSE
Hira	chr16	TRUE	FALSE
Fhad1	chr4	TRUE	FALSE
Bcar3	chr3	TRUE	FALSE
Lrig3	chr10	FALSE	FALSE
Muc5ac	chr7	TRUE	FALSE
Gas6	chr8	TRUE	FALSE
Tbkbp1	chr11	TRUE	FALSE
Slc30a3	chr5	TRUE	FALSE
Cdc5l	chr17	TRUE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Col22a1	chr15	TRUE	FALSE
Arhgap24	chr5	FALSE	FALSE
Abhd2	chr7	TRUE	FALSE
Gm21985	chr2	TRUE	FALSE
Gtf3c3	chr1	TRUE	FALSE
Ggta1	chr2	TRUE	FALSE
Cramp1l	chr17	TRUE	FALSE
Fbxl2	chr9	TRUE	FALSE
Sgpp2	chr1	TRUE	FALSE
Kdm2a	chr19	TRUE	FALSE
Slc12a1	chr2	TRUE	TRUE
Cnksr3	chr10	TRUE	FALSE
Stk32b	chr5	FALSE	FALSE
Epc1	chr18	TRUE	FALSE
Setd5	chr6	TRUE	FALSE
Epn2	chr11	TRUE	FALSE
Lcp1	chr14	FALSE	FALSE
Sema3e	chr5	FALSE	TRUE
Nkain2	chr10	FALSE	FALSE
Zc3h12d	chr10	TRUE	FALSE
Fchsd2	chr7	TRUE	FALSE
N4bp1	chr8	TRUE	FALSE
Hk2	chr6	TRUE	TRUE
Clec2l	chr6	TRUE	FALSE
Nt5m	chr11	TRUE	FALSE
Naa50	chr16	TRUE	FALSE
Nr2c2	chr6	TRUE	FALSE
Col6a5	chr9	FALSE	FALSE
Gm19935	chr8	TRUE	FALSE
9930021J03Rik	chr19	TRUE	FALSE
Flt1	chr5	FALSE	FALSE
Spsb4	chr9	TRUE	FALSE
Podxl	chr6	TRUE	FALSE
Chst11	chr10	TRUE	FALSE
Plcb2	chr2	TRUE	FALSE
Cep192	chr18	TRUE	FALSE
Atp11b	chr3	TRUE	FALSE
Plcb3	chr19	TRUE	FALSE
Ralgapb	chr2	TRUE	FALSE
Mr1	chr1	TRUE	FALSE
Galnt5	chr2	TRUE	TRUE
Grk4	chr5	TRUE	FALSE
Lin28b	chr10	FALSE	FALSE
Pak2	chr16	TRUE	FALSE
Unc5cl	chr17	TRUE	FALSE
Ctif	chr18	TRUE	FALSE
Spen	chr4	TRUE	FALSE
Srrm3	chr5	TRUE	FALSE
Ppp1r3a	chr6	FALSE	FALSE
Plvap	chr8	TRUE	FALSE
Ccdc36	chr9	TRUE	FALSE
Epha7	chr4	TRUE	TRUE
Psma8	chr18	TRUE	FALSE
Ago1	chr4	TRUE	FALSE
Recql5	chr11	TRUE	FALSE
0610040J01Rik	chr5	FALSE	FALSE
Desi2	chr1	TRUE	FALSE
Dnaic1	chr4	TRUE	FALSE
Synrg	chr11	TRUE	FALSE
Tut7	chr13	TRUE	FALSE
Apobec1	chr6	FALSE	FALSE
Naa60	chr16	TRUE	FALSE
Cacna1d	chr14	TRUE	FALSE
Yeats2	chr16	TRUE	FALSE
Samd8	chr14	TRUE	FALSE
Bpi	chr2	TRUE	FALSE
Spocd1	chr4	TRUE	FALSE
Tmod1	chr4	TRUE	FALSE
Herc2	chr7	TRUE	FALSE
Mrtfb	chr16	TRUE	FALSE
Scn2a	chr2	TRUE	FALSE
Sos2	chr12	TRUE	FALSE
Pdgfrl	chr8	TRUE	TRUE
Slc31a1	chr4	TRUE	FALSE
4931406P16Rik	chr7	TRUE	FALSE
Pspc1	chr14	TRUE	FALSE
Tns4	chr11	TRUE	FALSE
Dusp8	chr7	TRUE	FALSE
Fign	chr2	FALSE	FALSE
Elovl2	chr13	TRUE	FALSE
Rasgrf1	chr9	TRUE	FALSE
Csnk1e	chr15	TRUE	FALSE
Gprin2	chr14	TRUE	FALSE
Ptprb	chr10	TRUE	TRUE
Top1	chr2	TRUE	FALSE
Lyn	chr4	TRUE	TRUE
Trib2	chr12	FALSE	FALSE
Cyb5r4	chr9	TRUE	FALSE
Ptpn13	chr5	FALSE	FALSE
Cc2d2b	chr19	FALSE	FALSE
Apmap	chr2	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Pdzd2	chr15	FALSE	FALSE
Msh2	chr17	TRUE	FALSE
Rab10	chr12	TRUE	FALSE
Padi4	chr4	TRUE	FALSE
Rab11fip3	chr17	TRUE	FALSE
Trmt11	chr10	FALSE	FALSE
Dtx2	chr5	TRUE	FALSE
Zmym4	chr4	TRUE	FALSE
Pisd	chr5	TRUE	FALSE
Resf1	chr6	TRUE	FALSE
Cxadr	chr16	FALSE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Tyr	chr7	FALSE	FALSE
Rasgrp2	chr19	TRUE	FALSE
Zfp60	chr7	TRUE	FALSE
Kctd1	chr18	TRUE	FALSE
Nt5e	chr9	FALSE	FALSE
Papss2	chr19	TRUE	FALSE
Epm2a	chr10	FALSE	FALSE
Lep	chr6	TRUE	TRUE
1110059E24Rik	chr19	TRUE	FALSE
Tfdp2	chr9	TRUE	FALSE
Rufy1	chr11	TRUE	FALSE
Supt16	chr14	TRUE	FALSE
Stxbp1	chr2	TRUE	FALSE
Runx3	chr4	TRUE	FALSE
2010300C02Rik	chr1	TRUE	FALSE
Fam189a2	chr19	TRUE	FALSE
Pcdha1	chr18	FALSE	FALSE
Phc3	chr3	TRUE	FALSE
Vipr1	chr9	TRUE	FALSE
Spi1	chr2	TRUE	FALSE
Xpo7	chr14	TRUE	FALSE
Lmf2	chr15	TRUE	FALSE
Lrrc37a	chr11	TRUE	FALSE
Eaf2	chr16	TRUE	FALSE
Slc41a2	chr10	TRUE	FALSE
Atl3	chr19	TRUE	FALSE
Ceacam13	chr7	FALSE	FALSE
Slc26a8	chr17	TRUE	FALSE
Akap9	chr5	TRUE	FALSE
Slc12a3	chr8	TRUE	FALSE
Pear1	chr3	TRUE	FALSE
Map3k9	chr12	TRUE	FALSE
Tbl1xr1	chr3	TRUE	FALSE
Efcab1	chr16	FALSE	FALSE
Pdzd8	chr19	TRUE	FALSE
Ehd1	chr19	TRUE	FALSE
Neurod4	chr10	FALSE	TRUE
Zfp658	chr7	TRUE	FALSE
Cdc14b	chr13	TRUE	FALSE
Sec23a	chr12	FALSE	FALSE
Cdyl2	chr8	TRUE	FALSE
Tmem38a	chr8	TRUE	FALSE
Ikzf5	chr7	TRUE	FALSE
Col6a3	chr1	FALSE	FALSE
Slc35f4	chr14	TRUE	TRUE
Rhbdl2	chr4	TRUE	FALSE
Tvp23a	chr16	TRUE	FALSE
Baz1a	chr12	TRUE	FALSE
Tspear	chr10	FALSE	FALSE
Pacc1	chr1	TRUE	FALSE
D630003M21Rik	chr2	TRUE	FALSE
Evc	chr5	FALSE	FALSE
Rassf3	chr10	TRUE	FALSE
Abhd12	chr2	TRUE	FALSE
Ada	chr2	TRUE	FALSE
Pmm2	chr16	TRUE	FALSE
Greb1	chr12	TRUE	FALSE
Ppp1r9a	chr6	TRUE	FALSE
Ift122	chr6	TRUE	TRUE
Kmt5b	chr19	TRUE	FALSE
Unc80	chr1	TRUE	FALSE
Stk31	chr6	FALSE	FALSE
Pskh1	chr8	TRUE	FALSE
Efs	chr14	TRUE	FALSE
1190005I06Rik	chr8	TRUE	FALSE
Rdh5	chr10	TRUE	TRUE
Zdhhc21	chr4	TRUE	FALSE
Cacna2d3	chr14	TRUE	FALSE
Pcdha12	chr18	TRUE	FALSE
Pcdha3	chr18	FALSE	FALSE
Numa1	chr7	TRUE	FALSE
Arid4a	chr12	TRUE	FALSE
Faah	chr4	TRUE	FALSE
Arhgap20	chr9	FALSE	FALSE
Cd300ld3	chr11	TRUE	TRUE
Dpysl5	chr5	TRUE	FALSE
Frmd4b	chr6	TRUE	FALSE
Itm2c	chr1	TRUE	TRUE
Osbpl3	chr6	TRUE	TRUE
Zfyve26	chr12	TRUE	FALSE
Gbe1	chr16	FALSE	FALSE
Drg1	chr11	TRUE	FALSE
Foxn1	chr11	TRUE	FALSE
Arhgap5	chr12	TRUE	FALSE
Tnnt2	chr1	TRUE	FALSE
Rgs16	chr1	TRUE	FALSE
Col4a3	chr1	FALSE	FALSE
Tfeb	chr17	TRUE	FALSE
C1qtnf7	chr5	FALSE	FALSE
Abcg2	chr6	FALSE	FALSE
Zfp420	chr7	TRUE	FALSE
Otogl	chr10	FALSE	FALSE
Hbs1l	chr10	TRUE	FALSE
Ptk7	chr17	TRUE	FALSE
Chrna4	chr2	TRUE	FALSE
Dzip1	chr14	TRUE	FALSE
Piezo1	chr8	TRUE	FALSE
Erbb2	chr11	TRUE	FALSE
Ino80	chr2	TRUE	FALSE
Ncor1	chr11	TRUE	FALSE
Abcc5	chr16	TRUE	FALSE
Fam20a	chr11	TRUE	FALSE
Cald1	chr6	TRUE	FALSE
Sh3rf3	chr10	FALSE	FALSE
Crkl	chr16	TRUE	FALSE
Crb1	chr1	FALSE	FALSE
Rabgap1	chr2	TRUE	FALSE
4930444P10Rik	chr1	TRUE	FALSE
Jag2	chr12	TRUE	FALSE
Zfp644	chr5	TRUE	FALSE
Gm27021	chr8	TRUE	FALSE
Scd1	chr19	TRUE	TRUE
Tex26	chr5	TRUE	FALSE
Vwa8	chr14	TRUE	TRUE
Masp1	chr16	FALSE	FALSE
Lmln	chr16	TRUE	FALSE
Stat5b	chr11	TRUE	FALSE
Pcdha11	chr18	FALSE	FALSE
Socs2	chr10	TRUE	FALSE
Mylk	chr16	FALSE	FALSE
Mnd1	chr3	TRUE	FALSE
Acoxl	chr2	FALSE	FALSE
Ankrd34b	chr13	TRUE	FALSE
Cr2	chr1	TRUE	FALSE
Parp4	chr14	TRUE	FALSE
Ppfia1	chr7	TRUE	FALSE
Dcp2	chr18	TRUE	FALSE
Agpat4	chr17	TRUE	FALSE
Nek11	chr9	FALSE	FALSE
Rheb	chr5	TRUE	FALSE
Tspan32	chr7	TRUE	FALSE
Mccc2	chr13	TRUE	FALSE
Agap3	chr5	TRUE	FALSE
Ranbp1	chr16	TRUE	FALSE
Lrpprc	chr17	TRUE	FALSE
Scfd2	chr5	FALSE	TRUE
Atrn	chr2	TRUE	FALSE
4430402I18Rik	chr19	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
Slc30a7	chr3	TRUE	FALSE
5730480H06Rik	chr5	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Pxdn	chr12	TRUE	FALSE
Gm28038	chr2	TRUE	FALSE
Asap3	chr4	TRUE	FALSE
Gpd2	chr2	TRUE	FALSE
Hdhd2	chr18	TRUE	FALSE
Nxpe2	chr9	FALSE	FALSE
Kif6	chr17	TRUE	FALSE
Epb41l4b	chr4	TRUE	FALSE
Txndc11	chr16	TRUE	FALSE
Eepd1	chr9	FALSE	TRUE
Tax1bp1	chr6	TRUE	FALSE
Srcin1	chr11	TRUE	FALSE
Cox16	chr12	TRUE	FALSE
Pcdha2	chr18	FALSE	FALSE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	TRUE	FALSE
Pinx1	chr14	TRUE	FALSE
Nsd2	chr5	TRUE	FALSE
Igfbp7	chr5	TRUE	FALSE
Gyg	chr3	TRUE	FALSE
Sumo1	chr1	TRUE	TRUE
Ppp1r14c	chr10	TRUE	FALSE
Gm28539	chr16	TRUE	FALSE
Skint5	chr4	FALSE	FALSE
Slc16a9	chr10	TRUE	FALSE
Dnah17	chr11	TRUE	FALSE
Clock	chr5	TRUE	FALSE
Zfand4	chr6	TRUE	FALSE
Gm38392	chr3	TRUE	FALSE
Cnot4	chr6	TRUE	FALSE
Atg4b	chr1	TRUE	FALSE
Paqr9	chr9	TRUE	TRUE
Olfr557	chr7	FALSE	TRUE
Hp	chr8	FALSE	FALSE
Pds5b	chr5	TRUE	FALSE
Myh9	chr15	TRUE	FALSE
Dhrs9	chr2	FALSE	FALSE
Ddx31	chr2	TRUE	FALSE
Suclg2	chr6	FALSE	FALSE
Sh3bgrl2	chr9	TRUE	FALSE
Exoc6	chr19	TRUE	FALSE
Anks6	chr4	TRUE	FALSE
Fnbp1	chr2	TRUE	FALSE
Clstn1	chr4	TRUE	FALSE
Caskin2	chr11	TRUE	FALSE
Arrb1	chr7	TRUE	FALSE
Tdp1	chr12	TRUE	FALSE
Acss2	chr2	TRUE	FALSE
Rcan1	chr16	TRUE	FALSE
Slc35a1	chr4	TRUE	FALSE
Tbck	chr3	TRUE	FALSE
Pcdha7	chr18	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Slc39a14	chr14	TRUE	FALSE
Tm9sf2	chr14	TRUE	FALSE
Khdrbs2	chr1	FALSE	TRUE
Bri3	chr5	FALSE	FALSE
Cog3	chr14	TRUE	FALSE
Mkrn2	chr6	TRUE	FALSE
Trim14	chr4	TRUE	FALSE
Smtnl1	chr2	FALSE	FALSE
Olfr561	chr7	FALSE	TRUE
Nkain4	chr2	TRUE	FALSE
Tab2	chr10	TRUE	FALSE
Usp54	chr14	TRUE	FALSE
Lyst	chr13	TRUE	FALSE
Tacc2	chr7	TRUE	FALSE
Zfp551	chr7	FALSE	FALSE
Rnf2	chr1	TRUE	FALSE
Gm5624	chr14	FALSE	FALSE
Jam2	chr16	TRUE	FALSE
Myrip	chr9	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Agpat3	chr10	TRUE	FALSE
Abcc12	chr8	TRUE	TRUE
Cacng5	chr11	FALSE	FALSE
Fam117b	chr1	TRUE	FALSE
Spindoc	chr19	TRUE	FALSE
Phf2	chr13	TRUE	FALSE
Cbx5	chr15	TRUE	FALSE
Pkhd1l1	chr15	FALSE	FALSE
Cds2	chr2	TRUE	FALSE
Plppr5	chr3	FALSE	FALSE
Twf2	chr9	TRUE	TRUE
Relt	chr7	TRUE	FALSE
Meis2	chr2	FALSE	FALSE
Sigirr	chr7	TRUE	FALSE
Spred2	chr11	TRUE	FALSE
Ankrd50	chr3	TRUE	TRUE
Tmem117	chr15	TRUE	TRUE
Rsph1	chr17	TRUE	FALSE
Tiam1	chr16	TRUE	FALSE
Agbl1	chr7	FALSE	TRUE
Dthd1	chr5	FALSE	FALSE
Clstn3	chr6	TRUE	FALSE
Gm44596	chr6	TRUE	FALSE
Dennd1c	chr17	TRUE	FALSE
Dpp9	chr17	TRUE	FALSE
Ptpra	chr2	TRUE	FALSE
Rhod	chr19	TRUE	FALSE
Shc4	chr2	TRUE	FALSE
Ccdc91	chr6	TRUE	FALSE
Pcdha8	chr18	FALSE	FALSE
Cdc42ep2	chr19	TRUE	FALSE
Zfand6	chr7	TRUE	TRUE
Utp20	chr10	TRUE	FALSE
Itga9	chr9	FALSE	FALSE
Pcdha5	chr18	FALSE	FALSE
Kpna3	chr14	TRUE	FALSE
Nt5c3	chr6	TRUE	FALSE
Ghr	chr15	FALSE	FALSE
Arhgap1	chr2	TRUE	FALSE
Tm6sf1	chr7	TRUE	FALSE
Zbtb2	chr10	TRUE	FALSE
Ndfip2	chr14	TRUE	FALSE
Egf	chr3	TRUE	FALSE
Tmem154	chr3	TRUE	FALSE
Pcdha11	chr18	FALSE	FALSE
Smc1b	chr15	TRUE	FALSE
Larp4b	chr13	TRUE	FALSE
Zfp438	chr18	FALSE	FALSE
Qser1	chr2	TRUE	FALSE
Mapkapk2	chr1	TRUE	FALSE
Chrm1	chr19	FALSE	FALSE
Gm20708	chr11	TRUE	FALSE
Gm2a	chr11	TRUE	FALSE
Gli3	chr13	FALSE	FALSE
Gm10309	chr17	TRUE	FALSE
Ptp4a2	chr4	TRUE	FALSE
Gpr160	chr3	TRUE	FALSE
Brca1	chr11	TRUE	FALSE
Caprin2	chr6	TRUE	FALSE
Thap4	chr1	TRUE	FALSE
Scn5a	chr9	FALSE	FALSE
Fbxl20	chr11	TRUE	FALSE
Nsmce2	chr15	TRUE	FALSE
Ppard	chr17	TRUE	FALSE
Ppp2r3c	chr12	TRUE	FALSE
Kcnh3	chr15	TRUE	FALSE
Otop1	chr5	TRUE	FALSE
Zzz3	chr3	TRUE	FALSE
Vps50	chr6	TRUE	FALSE
Arid5b	chr10	TRUE	FALSE
Tmem82	chr4	TRUE	FALSE
Pcdha6	chr18	FALSE	FALSE
Anapc5	chr5	TRUE	FALSE
Mypn	chr10	TRUE	FALSE
Chrna5	chr9	TRUE	FALSE
Rab6b	chr9	TRUE	FALSE
Frs2	chr10	TRUE	FALSE
Ostm1	chr10	TRUE	FALSE
Adgrg7	chr16	TRUE	FALSE
Hipk2	chr6	TRUE	FALSE
Dnah12	chr14	FALSE	FALSE
Zfp697	chr3	FALSE	FALSE
Acad11	chr9	TRUE	FALSE
Tmod3	chr9	TRUE	FALSE
Npas2	chr1	TRUE	FALSE
Tgif1	chr17	TRUE	FALSE
Pcdha4	chr18	FALSE	FALSE
Ric8b	chr10	TRUE	FALSE
Gatad2b	chr3	TRUE	FALSE
Hip1	chr5	TRUE	FALSE
Ins2	chr7	FALSE	FALSE
Tead1	chr7	TRUE	FALSE
Ube2r2	chr4	TRUE	FALSE
Slc4a7	chr14	TRUE	FALSE
Ap3s2	chr7	TRUE	FALSE
Kctd6	chr14	TRUE	TRUE
Tmem189	chr2	TRUE	FALSE
Il6st	chr13	TRUE	FALSE
Celf1	chr2	TRUE	FALSE
Chl1	chr6	TRUE	TRUE
Nfatc3	chr8	TRUE	FALSE
Nubpl	chr12	FALSE	FALSE
BC034090	chr1	TRUE	FALSE
Nfatc1	chr18	FALSE	FALSE
H2-Ab1	chr17	FALSE	FALSE
Stab2	chr10	FALSE	FALSE
Tango2	chr16	TRUE	FALSE
Gjc1	chr11	TRUE	FALSE
Fam219a	chr4	TRUE	FALSE
Tmem176a	chr6	FALSE	FALSE
Tmem45a	chr16	FALSE	FALSE
Camk2g	chr14	TRUE	FALSE
Gm6614	chr6	FALSE	FALSE
Olfr211	chr6	TRUE	FALSE
Usp24	chr4	TRUE	FALSE
Ascc1	chr10	TRUE	FALSE
Parp8	chr13	TRUE	FALSE
Gm21798	chr15	TRUE	TRUE
Wnt3	chr11	TRUE	FALSE
Piwil2	chr14	TRUE	FALSE
H2-M1	chr17	FALSE	FALSE
Otx2	chr14	TRUE	FALSE
Kansl3	chr1	TRUE	FALSE
Stat3	chr11	TRUE	FALSE
Ipo11	chr13	TRUE	FALSE
Drd3	chr16	FALSE	FALSE
Marchf2	chr17	TRUE	FALSE
Wipf1	chr2	FALSE	FALSE
Scarf2	chr16	TRUE	FALSE
Ube2e3	chr2	TRUE	FALSE
Osbpl2	chr2	TRUE	FALSE
Get1	chr16	TRUE	TRUE
Ccdc15	chr9	FALSE	FALSE
Unc5b	chr10	TRUE	FALSE
Uqcrc1	chr9	TRUE	FALSE
Hhla1	chr15	FALSE	FALSE
Chadl	chr15	TRUE	FALSE
Tspan11	chr6	TRUE	FALSE
Uevld	chr7	TRUE	FALSE
Adgrd1	chr5	TRUE	FALSE
Cd247	chr1	TRUE	FALSE
Il7	chr3	TRUE	TRUE
Dynlrb2	chr8	TRUE	TRUE
Lrrn3	chr12	TRUE	FALSE
Parvb	chr15	TRUE	FALSE
Zmynd11	chr13	TRUE	FALSE
Rgs18	chr1	FALSE	FALSE
L3mbtl1	chr2	TRUE	FALSE
Cplx1	chr5	TRUE	FALSE
Hltf	chr3	TRUE	FALSE
Casr	chr16	FALSE	FALSE
Scrg1	chr8	FALSE	FALSE
Kcnk3	chr5	TRUE	FALSE
Lum	chr10	FALSE	TRUE
Gm21992	chr19	TRUE	FALSE
Ciita	chr16	TRUE	FALSE
Rapgef3	chr15	TRUE	FALSE
Tspan5	chr3	TRUE	FALSE
Alkbh6	chr7	TRUE	FALSE
Vapb	chr2	TRUE	FALSE
Actl6b	chr5	TRUE	FALSE
Prkacb	chr3	TRUE	FALSE
Adcy1	chr11	TRUE	FALSE
Ass1	chr2	TRUE	FALSE
Slc35f1	chr10	FALSE	TRUE
Golga7	chr8	TRUE	FALSE
Ntm	chr9	TRUE	TRUE
Rab28	chr5	TRUE	FALSE
Ubr5	chr15	TRUE	FALSE
Pef1	chr4	TRUE	FALSE
Rabep1	chr11	TRUE	FALSE
Zfp474	chr18	FALSE	TRUE
Fgd3	chr13	TRUE	FALSE
Fzd7	chr1	TRUE	TRUE
Acacb	chr5	TRUE	FALSE
Gap43	chr16	TRUE	TRUE
Zap70	chr1	TRUE	FALSE
Hdlbp	chr1	TRUE	FALSE
Spink10	chr18	TRUE	FALSE
Rhbdl1	chr17	TRUE	TRUE
Hrh1	chr6	TRUE	FALSE
Sin3a	chr9	TRUE	FALSE
Fam171a1	chr2	FALSE	FALSE
Cand1	chr10	TRUE	FALSE
Cps1	chr1	FALSE	FALSE
Lars2	chr9	TRUE	FALSE
Ltk	chr2	TRUE	FALSE
Fbxl18	chr5	TRUE	FALSE
Rock1	chr18	TRUE	FALSE
Pkn1	chr8	TRUE	FALSE
Ppp1r21	chr17	TRUE	FALSE
Sptlc1	chr13	TRUE	FALSE
Mlec	chr5	TRUE	FALSE
Gm20695	chr16	TRUE	FALSE
Krt80	chr15	TRUE	FALSE
Ncbp3	chr11	TRUE	FALSE
Acsf2	chr11	TRUE	FALSE
Tmem87b	chr2	TRUE	FALSE
Uox	chr3	TRUE	TRUE
Baz1b	chr5	TRUE	FALSE
Mrgpre	chr7	TRUE	FALSE
Ckap5	chr2	TRUE	FALSE
Cttnbp2	chr6	FALSE	FALSE
Ptpn2	chr18	TRUE	FALSE
A630023A22Rik	chr14	TRUE	FALSE
Ackr1	chr1	TRUE	FALSE
Zfp101	chr17	TRUE	FALSE
Ccdc187	chr2	TRUE	FALSE
Arhgef33	chr17	TRUE	FALSE
Picalm	chr7	TRUE	FALSE
Arl13b	chr16	TRUE	FALSE
P2rx4	chr5	TRUE	FALSE
Kcnq5	chr1	FALSE	FALSE
Alpk2	chr18	TRUE	FALSE
Tbc1d32	chr10	TRUE	FALSE
Asap1	chr15	TRUE	FALSE
Clec18a	chr8	TRUE	FALSE
Rnf149	chr1	TRUE	FALSE
Polr3b	chr10	TRUE	FALSE
Atp6v0a1	chr11	TRUE	FALSE
Eif4a1	chr11	TRUE	FALSE
Pcdha9	chr18	FALSE	FALSE
Vmn1r21	chr6	TRUE	FALSE
Hnf4a	chr2	TRUE	FALSE
Enpp2	chr15	FALSE	FALSE
Kdm2b	chr5	TRUE	FALSE
Tjap1	chr17	TRUE	FALSE
Lekr1	chr3	TRUE	FALSE
Rft1	chr14	TRUE	FALSE
Cog4	chr8	TRUE	FALSE
Tcp11l1	chr2	TRUE	FALSE
Pik3r1	chr13	TRUE	FALSE
Lin52	chr12	TRUE	FALSE
P3h4	chr11	TRUE	TRUE
Ankhd1	chr18	TRUE	FALSE
Chrna2	chr14	FALSE	FALSE
Loxl1	chr9	TRUE	FALSE
Ctcf	chr8	TRUE	FALSE
Mpp6	chr6	TRUE	FALSE
Gm45062	chr6	TRUE	FALSE
Pbx3	chr2	TRUE	TRUE
Fosl2	chr5	TRUE	FALSE
Nccrp1	chr7	TRUE	FALSE
Gm14393	chr2	FALSE	FALSE
Lmbrd1	chr1	TRUE	FALSE
Kif5a	chr10	TRUE	FALSE
Fbxo41	chr6	TRUE	FALSE
E2f1	chr2	TRUE	TRUE
Dnajc11	chr4	TRUE	FALSE
Myo10	chr15	TRUE	TRUE
Itpk1	chr12	TRUE	TRUE
Plekhg3	chr12	TRUE	FALSE
Pakap	chr4	FALSE	FALSE
Ercc6l2	chr13	TRUE	FALSE
Mctp1	chr13	TRUE	FALSE
Ubp1	chr9	TRUE	FALSE
Crmp1	chr5	TRUE	FALSE
Olfr1495	chr19	FALSE	TRUE
Gabrr2	chr4	TRUE	TRUE
Ube4b	chr4	TRUE	FALSE
Atp2a2	chr5	TRUE	FALSE
Popdc3	chr10	FALSE	FALSE
Arhgap39	chr15	TRUE	FALSE
Mcm3ap	chr10	TRUE	FALSE
Mapk14	chr17	TRUE	FALSE
CN725425	chr15	TRUE	FALSE
Scn9a	chr2	FALSE	FALSE
Slc26a4	chr12	TRUE	FALSE
Dnajb13	chr7	TRUE	FALSE
Ndc1	chr4	TRUE	FALSE
Qk	chr17	TRUE	FALSE
Eml6	chr11	TRUE	FALSE
Klhl26	chr8	TRUE	FALSE
Pikfyve	chr1	TRUE	FALSE
Col14a1	chr15	FALSE	FALSE
Mindy4	chr6	TRUE	FALSE
Pced1b	chr15	FALSE	FALSE
Cdc42bpg	chr19	TRUE	FALSE
Rimklb	chr6	FALSE	FALSE
Tnfsf8	chr4	FALSE	FALSE
Rnf217	chr10	TRUE	FALSE
Mal	chr2	TRUE	FALSE
Mbtd1	chr11	TRUE	FALSE
Rsph6a	chr7	TRUE	FALSE
Kcnk2	chr1	TRUE	TRUE
Vsig10	chr5	TRUE	FALSE
Cd163	chr6	FALSE	TRUE
Uimc1	chr13	TRUE	FALSE
Cdk19	chr10	TRUE	TRUE
Fam163a	chr1	FALSE	FALSE
Prkd3	chr17	TRUE	FALSE
Kcnk10	chr12	TRUE	FALSE
Acot7	chr4	TRUE	FALSE
Ripor2	chr13	FALSE	FALSE
Elovl5	chr9	TRUE	FALSE
Pcnt	chr10	TRUE	FALSE
Trappc10	chr10	TRUE	FALSE
Desi1	chr15	TRUE	FALSE
Ldb2	chr5	FALSE	FALSE
3110082I17Rik	chr5	TRUE	FALSE
Shc2	chr10	TRUE	FALSE
Ankub1	chr3	TRUE	FALSE
Klhl31	chr9	FALSE	FALSE
Jdp2	chr12	TRUE	FALSE
Kcnmb2	chr3	FALSE	FALSE
Kcnip1	chr11	FALSE	TRUE
Smim5	chr11	TRUE	FALSE
