gene_name	chr	promoter_state_Bivalent_Promoter	mch_hypo
Dkc1	chrX	FALSE	FALSE
Serpina3f	chr12	FALSE	FALSE
Cfap44	chr16	FALSE	FALSE
Cdc25b	chr2	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Rnf126	chr10	FALSE	FALSE
Pde1c	chr6	FALSE	FALSE
Parp16	chr9	FALSE	FALSE
T2	chr17	FALSE	FALSE
Adgrf5	chr17	FALSE	FALSE
Fcgr2b	chr1	FALSE	FALSE
Nxn	chr11	FALSE	FALSE
9530077C05Rik	chr9	FALSE	FALSE
Apbb3	chr18	FALSE	FALSE
Uchl1	chr5	FALSE	FALSE
Spta1	chr1	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Gm38119	chr3	FALSE	FALSE
Spag8	chr4	FALSE	FALSE
Dpp4	chr2	FALSE	FALSE
Tdrd9	chr12	FALSE	FALSE
Art3	chr5	FALSE	FALSE
Chgb	chr2	FALSE	FALSE
Amz2	chr11	FALSE	FALSE
Sco1	chr11	FALSE	FALSE
D16Ertd472e	chr16	FALSE	FALSE
H1f8	chr6	FALSE	FALSE
Slc8a1	chr17	FALSE	FALSE
Olfr1302	chr2	FALSE	FALSE
Hoxa13	chr6	FALSE	FALSE
Arl11	chr14	FALSE	FALSE
Wee1	chr7	FALSE	FALSE
Tdrd7	chr4	FALSE	FALSE
Crxos	chr7	FALSE	FALSE
Cct6b	chr11	FALSE	FALSE
Pak4	chr7	FALSE	FALSE
Gm13539	chr2	FALSE	FALSE
Hbb-y	chr7	FALSE	FALSE
Ubqln1	chr13	FALSE	FALSE
Fam181a	chr12	FALSE	FALSE
1700034E13Rik	chr18	FALSE	FALSE
Nsun7	chr5	FALSE	FALSE
Polh	chr17	FALSE	FALSE
Slc9a5	chr8	FALSE	FALSE
Hck	chr2	FALSE	FALSE
Magi1	chr6	FALSE	FALSE
Gm28729	chr9	FALSE	FALSE
Terb1	chr8	FALSE	FALSE
Gpalpp1	chr14	FALSE	FALSE
Hyal1	chr9	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Rnf146	chr10	FALSE	FALSE
Rce1	chr19	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Foxp2	chr6	FALSE	FALSE
Nek6	chr2	FALSE	FALSE
Ubd	chr17	FALSE	FALSE
Zfp703	chr8	FALSE	FALSE
Med28	chr5	FALSE	FALSE
Frmd3	chr4	TRUE	FALSE
Olfr1181	chr2	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Spred3	chr7	TRUE	FALSE
Spint4	chr2	FALSE	FALSE
Arhgap36	chrX	FALSE	FALSE
Xlr4b	chrX	FALSE	FALSE
Hfm1	chr5	FALSE	FALSE
Tor3a	chr1	FALSE	FALSE
Abhd4	chr14	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Cd226	chr18	FALSE	FALSE
Zfp42	chr8	FALSE	FALSE
Tbrg4	chr11	FALSE	FALSE
Abcc2	chr19	FALSE	FALSE
Tsc22d3	chrX	FALSE	FALSE
Usp6nl	chr2	FALSE	FALSE
Card19	chr13	FALSE	FALSE
Susd2	chr10	FALSE	FALSE
Vstm2a	chr11	TRUE	FALSE
Ttc5	chr14	FALSE	FALSE
Gca	chr2	FALSE	FALSE
Rnf113a2	chr12	FALSE	FALSE
Cd177	chr7	FALSE	FALSE
Crtc3	chr7	FALSE	FALSE
Fat4	chr3	TRUE	FALSE
Kcnu1	chr8	FALSE	FALSE
Prom1	chr5	FALSE	FALSE
Necab2	chr8	FALSE	FALSE
Clec2h	chr6	FALSE	FALSE
Klf5	chr14	FALSE	FALSE
Clrn2	chr5	FALSE	FALSE
Pigw	chr11	FALSE	FALSE
Tmem132d	chr5	FALSE	FALSE
Itgam	chr7	FALSE	FALSE
Slc38a8	chr8	FALSE	FALSE
Tbpl2	chr2	FALSE	FALSE
Wdr35	chr12	FALSE	FALSE
Ube2q2	chr9	FALSE	FALSE
Cep41	chr6	FALSE	FALSE
Bcl2l10	chr9	FALSE	FALSE
Olfr655	chr7	FALSE	FALSE
Grik1	chr16	FALSE	FALSE
Tmprss11a	chr5	FALSE	FALSE
Lrrc73	chr17	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Tlr4	chr4	FALSE	FALSE
2310022B05Rik	chr8	FALSE	FALSE
Cst3	chr2	FALSE	FALSE
Adamtsl1	chr4	FALSE	FALSE
Phyhip	chr14	FALSE	FALSE
Cd300lb	chr11	FALSE	FALSE
Efcab11	chr12	FALSE	FALSE
Rpl5	chr5	FALSE	FALSE
Zfp185	chrX	FALSE	FALSE
Olfr191	chr16	FALSE	FALSE
Gm37240	chr3	FALSE	FALSE
Rbp1	chr9	FALSE	FALSE
Olfr1513	chr14	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Cdhr1	chr14	FALSE	FALSE
Pcdhb14	chr18	FALSE	FALSE
Nab1	chr1	FALSE	FALSE
Mylk3	chr8	FALSE	FALSE
Batf2	chr19	FALSE	FALSE
Olfr819	chr10	FALSE	FALSE
Mlana	chr19	FALSE	FALSE
Tpi1	chr6	FALSE	FALSE
Cox4i1	chr8	FALSE	FALSE
Htr2a	chr14	FALSE	FALSE
Elmod2	chr8	FALSE	FALSE
Rps6kb2	chr19	FALSE	FALSE
A630095N17Rik	chr1	FALSE	FALSE
Olfr982	chr9	FALSE	FALSE
Slc50a1	chr3	FALSE	FALSE
Dcaf4	chr12	FALSE	FALSE
Map6d1	chr16	FALSE	FALSE
Cenpn	chr8	FALSE	FALSE
Zfp957	chr14	FALSE	FALSE
Simc1	chr13	FALSE	FALSE
9630041A04Rik	chr9	FALSE	FALSE
Slc2a4	chr11	FALSE	FALSE
Zfp280b	chr10	FALSE	FALSE
Fhit	chr14	FALSE	FALSE
Rnf112	chr11	FALSE	FALSE
Snw1	chr12	FALSE	FALSE
Tbc1d10c	chr19	FALSE	FALSE
Fgr	chr4	FALSE	FALSE
Gm20390	chr11	FALSE	FALSE
Gm49392	chr13	FALSE	FALSE
Hmgcs2	chr3	FALSE	FALSE
Ccnh	chr13	FALSE	FALSE
Gpr63	chr4	FALSE	FALSE
Tbc1d9	chr8	FALSE	FALSE
Tspan12	chr6	FALSE	FALSE
Ghrh	chr2	FALSE	FALSE
Gpr6	chr10	FALSE	FALSE
Alpi	chr1	FALSE	FALSE
Grp	chr18	FALSE	FALSE
Rbm43	chr2	FALSE	FALSE
Hoxd1	chr2	FALSE	FALSE
Clk3	chr9	FALSE	FALSE
Capn13	chr17	FALSE	FALSE
Lag3	chr6	FALSE	FALSE
Gm27027	chr2	FALSE	FALSE
Nxph2	chr2	FALSE	FALSE
Mfsd10	chr5	FALSE	FALSE
Fgf8	chr19	FALSE	FALSE
Vmn1r197	chr13	FALSE	FALSE
Nepn	chr10	FALSE	FALSE
Pigs	chr11	FALSE	FALSE
Luzp2	chr7	FALSE	FALSE
Olfr287	chr15	FALSE	FALSE
Il20ra	chr10	FALSE	FALSE
Scgb1b2	chr7	FALSE	FALSE
Pnma2	chr14	FALSE	FALSE
Aif1	chr17	FALSE	FALSE
Vmn1r4	chr6	FALSE	FALSE
Pla2g2c	chr4	FALSE	FALSE
Vmn2r105	chr17	FALSE	FALSE
Tmem132b	chr5	FALSE	FALSE
Crot	chr5	FALSE	FALSE
Nrgn	chr9	FALSE	FALSE
Raver1	chr9	FALSE	FALSE
Cox14	chr15	FALSE	FALSE
Taar7a	chr10	FALSE	FALSE
Rps27a	chr11	FALSE	FALSE
Gm8212	chr14	FALSE	FALSE
Il16	chr7	FALSE	FALSE
Psmb6	chr11	FALSE	FALSE
Myh6	chr14	FALSE	FALSE
Slc5a4b	chr10	FALSE	FALSE
Slc38a9	chr13	FALSE	FALSE
Marchf9	chr10	FALSE	FALSE
Vmn1r66	chr7	FALSE	FALSE
Lsm11	chr11	FALSE	FALSE
Olfr948	chr9	FALSE	FALSE
Trim65	chr11	FALSE	FALSE
Fzd5	chr1	TRUE	FALSE
Alg13	chrX	FALSE	FALSE
Arrdc2	chr8	FALSE	FALSE
Snrpd2	chr7	FALSE	FALSE
Tor2a	chr2	FALSE	FALSE
Glb1l	chr1	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Cep120	chr18	FALSE	FALSE
Ttpal	chr2	FALSE	FALSE
Mfap4	chr11	FALSE	FALSE
Foxh1	chr15	FALSE	FALSE
Gtf2e1	chr16	FALSE	FALSE
Amn1	chr6	FALSE	FALSE
Irak1bp1	chr9	FALSE	FALSE
Rpain	chr11	FALSE	FALSE
Ddc	chr11	FALSE	FALSE
Etv5	chr16	FALSE	FALSE
Olfr1046	chr2	FALSE	FALSE
Cdca4	chr12	FALSE	FALSE
Mlf1	chr3	FALSE	FALSE
Zfp41	chr15	FALSE	FALSE
Meiob	chr17	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Bcl2l2	chr14	FALSE	FALSE
Thrsp	chr7	FALSE	FALSE
Pbp2	chr6	FALSE	FALSE
Atg16l1	chr1	FALSE	FALSE
Nutm2	chr13	FALSE	FALSE
Ccdc85b	chr19	FALSE	FALSE
Spin2c	chrX	FALSE	FALSE
Ccdc40	chr11	FALSE	FALSE
Chchd5	chr2	FALSE	FALSE
Kctd10	chr5	FALSE	FALSE
Ndufv2	chr17	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Asnsd1	chr1	FALSE	FALSE
Gimap4	chr6	FALSE	FALSE
Zfp24	chr18	FALSE	FALSE
Olfr728	chr14	FALSE	FALSE
Tmed3	chr9	FALSE	FALSE
Smyd2	chr1	FALSE	FALSE
Nubp2	chr17	FALSE	FALSE
Kars	chr8	FALSE	FALSE
Mfsd4b1	chr10	FALSE	FALSE
Bpifb2	chr2	FALSE	FALSE
Dner	chr1	FALSE	FALSE
Gzma	chr13	FALSE	FALSE
1700013F07Rik	chr3	FALSE	FALSE
Gm572	chr4	FALSE	FALSE
Pkd1l1	chr11	FALSE	FALSE
Ndufb4	chr16	FALSE	FALSE
Pih1h3b	chrX	FALSE	FALSE
Mipep	chr14	FALSE	FALSE
Marveld1	chr19	FALSE	FALSE
Ecd	chr14	FALSE	FALSE
Coq9	chr8	FALSE	FALSE
Ube2v2	chr16	FALSE	FALSE
Olfr699	chr7	FALSE	FALSE
Acad12	chr5	FALSE	FALSE
Dpyd	chr3	FALSE	FALSE
Dnajc2	chr5	FALSE	FALSE
Gid8	chr2	FALSE	FALSE
Pak1	chr7	FALSE	FALSE
Slc7a5	chr8	FALSE	FALSE
Zim1	chr7	FALSE	FALSE
Olfr1330	chr4	FALSE	FALSE
Ypel2	chr11	FALSE	FALSE
Snx30	chr4	FALSE	FALSE
Tcea1	chr1	FALSE	FALSE
Olfr279	chr15	FALSE	FALSE
Marco	chr1	FALSE	FALSE
Ttf2	chr3	FALSE	FALSE
Elovl1	chr4	FALSE	FALSE
Zfp369	chr13	FALSE	FALSE
Lrrc31	chr3	FALSE	FALSE
Kif2a	chr13	FALSE	FALSE
Flvcr1	chr1	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
Oxtr	chr6	FALSE	FALSE
4930558C23Rik	chr3	FALSE	FALSE
Drp2	chrX	FALSE	FALSE
Gm15737	chr6	FALSE	FALSE
Cyb561d1	chr3	FALSE	FALSE
Bbof1	chr12	FALSE	FALSE
Olfr1055	chr2	FALSE	FALSE
Bin2	chr15	FALSE	FALSE
1700013G24Rik	chr4	FALSE	FALSE
Slc38a7	chr8	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
Slc16a12	chr19	FALSE	FALSE
Rgl2	chr17	FALSE	FALSE
Shcbp1l	chr1	FALSE	FALSE
Saraf	chr8	FALSE	FALSE
Spa17	chr9	FALSE	FALSE
Mapk4	chr18	FALSE	FALSE
Parp12	chr6	FALSE	FALSE
Clta	chr4	FALSE	FALSE
Fbxo17	chr7	FALSE	FALSE
Rnf212b	chr14	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Syt8	chr7	FALSE	FALSE
Msra	chr14	FALSE	FALSE
Vmn1r51	chr6	FALSE	FALSE
Tat	chr8	FALSE	FALSE
Vmn1r56	chr7	FALSE	FALSE
Spata32	chr11	FALSE	FALSE
Xkr8	chr4	FALSE	FALSE
Dusp10	chr1	FALSE	FALSE
Gna11	chr10	FALSE	FALSE
Gm3448	chr17	FALSE	FALSE
Ttc32	chr12	FALSE	FALSE
Ivl	chr3	FALSE	FALSE
Olfr394	chr11	FALSE	FALSE
Olfr69	chr7	FALSE	FALSE
Cpne8	chr15	FALSE	FALSE
Mast4	chr13	FALSE	FALSE
Mrpl51	chr6	FALSE	FALSE
Suz12	chr11	FALSE	FALSE
Ovgp1	chr3	FALSE	FALSE
Lypd4	chr7	FALSE	FALSE
Leo1	chr9	FALSE	FALSE
Phospho2	chr2	FALSE	FALSE
Tnni2	chr7	FALSE	FALSE
Cuzd1	chr7	FALSE	FALSE
Vmn2r60	chr7	FALSE	FALSE
Slc35d2	chr13	FALSE	FALSE
Irf1	chr11	FALSE	FALSE
Vmn2r108	chr17	FALSE	FALSE
Tbc1d4	chr14	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Prickle4	chr17	FALSE	FALSE
Slc7a2	chr8	FALSE	FALSE
Pklr	chr3	FALSE	FALSE
Gm49383	chr12	FALSE	FALSE
Cyp2a5	chr7	FALSE	FALSE
Bbs10	chr10	FALSE	FALSE
Osbpl7	chr11	FALSE	FALSE
Mthfd1	chr12	FALSE	FALSE
4921504E06Rik	chr2	FALSE	FALSE
Gm28710	chr5	FALSE	FALSE
Nsmce4a	chr7	FALSE	FALSE
Kcnj13	chr1	FALSE	FALSE
Colec11	chr12	FALSE	FALSE
Ntm	chr9	FALSE	FALSE
Cd151	chr7	FALSE	FALSE
Cd96	chr16	FALSE	FALSE
Lalba	chr15	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Vldlr	chr19	FALSE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Scnn1g	chr7	FALSE	FALSE
Ocm	chr5	FALSE	FALSE
Dgkz	chr2	FALSE	FALSE
Crtac1	chr19	FALSE	FALSE
Prl2c2	chr13	FALSE	FALSE
Fhod1	chr8	FALSE	FALSE
Zhx1	chr15	FALSE	FALSE
Psmb3	chr11	FALSE	FALSE
Ppil6	chr10	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Rhoc	chr3	FALSE	FALSE
Zfp786	chr6	FALSE	FALSE
Tmsb10	chr6	FALSE	FALSE
Zfp1	chr8	FALSE	FALSE
Radil	chr5	FALSE	FALSE
Kmt2b	chr7	FALSE	FALSE
Pdzk1	chr3	FALSE	FALSE
Olfr1170	chr2	FALSE	FALSE
Olfr1339	chr4	FALSE	FALSE
Ppt1	chr4	FALSE	FALSE
Arsk	chr13	FALSE	FALSE
Rexo4	chr2	FALSE	FALSE
Serpinb9e	chr13	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Fgf13	chrX	FALSE	FALSE
Paox	chr7	FALSE	FALSE
Gm17606	chr14	FALSE	FALSE
Gpx1	chr9	FALSE	FALSE
Sp140	chr1	FALSE	FALSE
Slc35f5	chr1	FALSE	FALSE
Lhcgr	chr17	FALSE	FALSE
Arsb	chr13	FALSE	FALSE
Wrap73	chr4	TRUE	FALSE
Efhc2	chrX	FALSE	FALSE
Samd11	chr4	FALSE	FALSE
Klhl4	chrX	FALSE	FALSE
Rpgr	chrX	FALSE	FALSE
Pitx2	chr3	FALSE	FALSE
Gm49339	chr10	FALSE	FALSE
Zscan4c	chr7	FALSE	FALSE
Samd7	chr3	FALSE	FALSE
G6pc2	chr2	FALSE	FALSE
Fbp2	chr13	FALSE	FALSE
Eif1b	chr9	FALSE	FALSE
Spcs2	chr7	FALSE	FALSE
Extl2	chr3	FALSE	FALSE
Gm7358	chr17	FALSE	FALSE
Pigk	chr3	FALSE	FALSE
Spaca5	chrX	FALSE	FALSE
Mucl3	chr17	FALSE	FALSE
Homez	chr14	FALSE	FALSE
Vstm2b	chr7	FALSE	FALSE
H2-Eb1	chr17	FALSE	FALSE
Esp8	chr17	FALSE	FALSE
Mfsd1	chr3	FALSE	FALSE
Gm14124	chr2	FALSE	FALSE
Lama5	chr2	FALSE	FALSE
H2-T23	chr17	FALSE	FALSE
Mcoln3	chr3	FALSE	FALSE
Fam110c	chr12	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Olfr360	chr2	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Adrm1	chr2	FALSE	FALSE
Gm26657	chr4	FALSE	FALSE
Slfn4	chr11	FALSE	FALSE
Sele	chr1	FALSE	FALSE
Ddhd2	chr8	FALSE	FALSE
Nagk	chr6	FALSE	FALSE
B3galt1	chr2	FALSE	FALSE
Acod1	chr14	FALSE	FALSE
Pomgnt1	chr4	FALSE	FALSE
Ywhab	chr2	FALSE	FALSE
1700012A03Rik	chr6	FALSE	FALSE
4930579F01Rik	chr3	FALSE	FALSE
Cflar	chr1	FALSE	FALSE
Colq	chr14	FALSE	FALSE
Uprt	chrX	FALSE	FALSE
Cpxcr1	chrX	FALSE	FALSE
S100a11	chr3	FALSE	FALSE
Papss1	chr3	FALSE	FALSE
Faf2	chr13	FALSE	FALSE
Gsdma	chr11	FALSE	FALSE
Pias4	chr10	FALSE	FALSE
Plaat5	chr19	FALSE	FALSE
Lman2l	chr1	FALSE	FALSE
Ermard	chr17	FALSE	FALSE
Tmem217	chr17	FALSE	FALSE
Casq1	chr1	FALSE	FALSE
Cops7b	chr1	FALSE	FALSE
Vmn1r16	chr6	FALSE	FALSE
Mettl22	chr16	FALSE	FALSE
Zfp787	chr7	FALSE	FALSE
Mfsd2b	chr12	FALSE	FALSE
Crisp4	chr1	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE
Wwox	chr8	FALSE	FALSE
Them5	chr3	FALSE	FALSE
Gm550	chr19	FALSE	FALSE
Krba1	chr6	FALSE	FALSE
Rnf34	chr5	FALSE	FALSE
2310050C09Rik	chr3	FALSE	FALSE
Milr1	chr11	FALSE	FALSE
Csn1s2b	chr5	FALSE	FALSE
Lingo2	chr4	FALSE	FALSE
Psmc6	chr14	FALSE	FALSE
Spx	chr6	FALSE	FALSE
Ccdc84	chr9	FALSE	FALSE
Olfr1115	chr2	FALSE	FALSE
Ltbp1	chr17	FALSE	FALSE
4930578I06Rik	chr14	FALSE	FALSE
Tmc3	chr7	FALSE	FALSE
Sh2d7	chr9	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Adgb	chr10	FALSE	FALSE
Cfap69	chr5	FALSE	FALSE
Prrt2	chr7	FALSE	FALSE
Olfr117	chr17	FALSE	FALSE
Olfr771	chr10	FALSE	FALSE
6430571L13Rik	chr9	FALSE	FALSE
Rftn1	chr17	FALSE	FALSE
Agtr1b	chr3	FALSE	FALSE
Tmem64	chr4	FALSE	FALSE
Pon3	chr6	FALSE	FALSE
Bcl2a1d	chr9	FALSE	FALSE
Grin2b	chr6	FALSE	FALSE
3830403N18Rik	chrX	FALSE	FALSE
Dnah3	chr7	FALSE	FALSE
Ripk4	chr16	FALSE	FALSE
Dchs1	chr7	FALSE	FALSE
Sema3d	chr5	TRUE	FALSE
Pld3	chr7	FALSE	FALSE
Ptch1	chr13	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Gm13030	chr4	FALSE	FALSE
Tex36	chr7	FALSE	FALSE
Ccdc70	chr8	FALSE	FALSE
1700123L14Rik	chr6	FALSE	FALSE
Akirin1	chr4	FALSE	FALSE
Tex16	chrX	FALSE	FALSE
Ttpa	chr4	FALSE	FALSE
Nedd8	chr14	FALSE	FALSE
Znrf2	chr6	FALSE	FALSE
Herc3	chr6	FALSE	FALSE
Pilra	chr5	FALSE	FALSE
Cyp2d9	chr15	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Pmpcb	chr5	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Zfat	chr15	FALSE	FALSE
Lefty1	chr1	FALSE	FALSE
Prkd1	chr12	FALSE	FALSE
Ces2g	chr8	FALSE	FALSE
Alcam	chr16	FALSE	FALSE
Ccdc81	chr7	FALSE	FALSE
Bcl2l14	chr6	FALSE	FALSE
Kif12	chr4	FALSE	FALSE
AU040320	chr4	FALSE	FALSE
H2bc6	chr13	FALSE	FALSE
Foxs1	chr2	FALSE	FALSE
Ccdc110	chr8	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Fstl5	chr3	FALSE	FALSE
Cntrob	chr11	FALSE	FALSE
Pif1	chr9	FALSE	FALSE
Slc7a8	chr14	FALSE	FALSE
Tubg1	chr11	FALSE	FALSE
Gm11232	chr4	FALSE	FALSE
Med6	chr12	FALSE	FALSE
Asb9	chrX	FALSE	FALSE
Ddx25	chr9	FALSE	FALSE
Catsperg1	chr7	FALSE	FALSE
Olfr1102	chr2	FALSE	FALSE
Krt16	chr11	FALSE	FALSE
Gm648	chrX	FALSE	FALSE
Zfp868	chr8	FALSE	FALSE
Sparcl1	chr5	FALSE	FALSE
Vmn2r121	chrX	FALSE	FALSE
Pex5	chr6	FALSE	FALSE
Ptprr	chr10	FALSE	FALSE
Pgrmc1	chrX	FALSE	FALSE
Khdc4	chr3	FALSE	FALSE
Olfr934	chr9	FALSE	FALSE
Trim59	chr3	FALSE	FALSE
Veph1	chr3	FALSE	FALSE
Msl3	chrX	FALSE	FALSE
Olfr229	chr9	FALSE	FALSE
Olfr196	chr16	FALSE	FALSE
Tor1b	chr2	FALSE	FALSE
Adam1a	chr5	FALSE	FALSE
Spice1	chr16	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Mepce	chr5	FALSE	FALSE
Gm42878	chr5	FALSE	FALSE
Snx21	chr2	FALSE	FALSE
Nova1	chr12	FALSE	FALSE
Dlgap2	chr8	FALSE	FALSE
Akain1	chr17	FALSE	FALSE
Tuba3a	chr6	FALSE	FALSE
Pdlim4	chr11	FALSE	FALSE
Kdf1	chr4	FALSE	FALSE
Dctd	chr8	FALSE	FALSE
Galntl6	chr8	TRUE	FALSE
Thnsl2	chr6	FALSE	FALSE
Zdhhc15	chrX	FALSE	FALSE
Col24a1	chr3	FALSE	FALSE
Vmn1r208	chr13	FALSE	FALSE
Car7	chr8	FALSE	FALSE
Tfec	chr6	FALSE	FALSE
Akap1	chr11	FALSE	FALSE
Rtn1	chr12	FALSE	FALSE
Pard6b	chr2	FALSE	FALSE
Capg	chr6	FALSE	FALSE
Gm11084	chr2	FALSE	FALSE
Dsel	chr1	FALSE	FALSE
Vmn1r212	chr13	FALSE	FALSE
Gata6	chr18	FALSE	FALSE
Xpo1	chr11	FALSE	FALSE
Gm49325	chr10	FALSE	FALSE
Itga2b	chr11	FALSE	FALSE
Gria3	chrX	FALSE	FALSE
Rpp30	chr19	FALSE	FALSE
Olfr1364	chr13	FALSE	FALSE
Mmel1	chr4	FALSE	FALSE
Ptpn6	chr6	FALSE	FALSE
Cep152	chr2	FALSE	FALSE
Olfr181	chr16	FALSE	FALSE
Zc2hc1c	chr12	FALSE	FALSE
Zfp948	chr17	FALSE	FALSE
Phykpl	chr11	FALSE	FALSE
Rimbp2	chr5	FALSE	FALSE
Ube2a	chrX	FALSE	FALSE
Stub1	chr17	FALSE	FALSE
Slco3a1	chr7	FALSE	FALSE
Pqlc3	chr12	FALSE	FALSE
Tnfaip3	chr10	FALSE	FALSE
Pmpca	chr2	FALSE	FALSE
Gpn2	chr4	FALSE	FALSE
Tceal3	chrX	FALSE	FALSE
Vwa7	chr17	FALSE	FALSE
Ibsp	chr5	FALSE	FALSE
Ift46	chr9	FALSE	FALSE
Churc1	chr12	FALSE	FALSE
Ubtd2	chr11	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Car5b	chrX	FALSE	FALSE
Olfr923	chr9	FALSE	FALSE
Rpl7a	chr2	FALSE	FALSE
Cypt4	chr9	FALSE	FALSE
Olfr937	chr9	FALSE	FALSE
Fut2	chr7	FALSE	FALSE
Dsc3	chr18	FALSE	FALSE
Myo1d	chr11	FALSE	FALSE
Usb1	chr8	FALSE	FALSE
Atox1	chr11	FALSE	FALSE
Gpx7	chr4	FALSE	FALSE
Lrrc59	chr11	FALSE	FALSE
Pate4	chr9	FALSE	FALSE
Prkar1b	chr5	FALSE	FALSE
Cnih1	chr14	FALSE	FALSE
Lrrc58	chr16	FALSE	FALSE
Sh3glb1	chr3	FALSE	FALSE
Taf1a	chr1	FALSE	FALSE
Odf4	chr11	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Epha6	chr16	TRUE	FALSE
Il3ra	chr14	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Aph1c	chr9	FALSE	FALSE
Pla2g4a	chr1	FALSE	FALSE
Grid2	chr6	FALSE	FALSE
Gm49711	chr16	FALSE	FALSE
Prkra	chr2	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Hrh2	chr13	FALSE	FALSE
Zbtb21	chr16	FALSE	FALSE
Cox11	chr11	FALSE	FALSE
Zfp280c	chrX	FALSE	FALSE
Olfr263	chr13	FALSE	FALSE
Wdr64	chr1	FALSE	FALSE
Glra4	chrX	FALSE	FALSE
Fam83b	chr9	FALSE	FALSE
Tefm	chr11	FALSE	FALSE
Cfap52	chr11	FALSE	FALSE
Ddx19b	chr8	FALSE	FALSE
H2-DMa	chr17	FALSE	FALSE
Mettl7a3	chr15	FALSE	FALSE
Prmt7	chr8	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Ttc8	chr12	FALSE	FALSE
Gm28051	chr12	FALSE	FALSE
Samd9l	chr6	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Ttll13	chr7	FALSE	FALSE
Mup21	chr4	FALSE	FALSE
Zcwpw2	chr9	FALSE	FALSE
Atp8b2	chr3	FALSE	FALSE
AY358078	chr14	FALSE	FALSE
Nat8f4	chr6	FALSE	FALSE
Ss18l1	chr2	FALSE	FALSE
Dab1	chr4	FALSE	FALSE
Olfr1215	chr2	FALSE	FALSE
Arhgef10	chr8	FALSE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Gm17657	chr17	FALSE	FALSE
Tmem92	chr11	FALSE	FALSE
Zdhhc22	chr12	FALSE	FALSE
S100a14	chr3	FALSE	FALSE
Calr3	chr8	FALSE	FALSE
Ptprm	chr17	FALSE	FALSE
Olfr364-ps1	chr2	FALSE	FALSE
Scnn1b	chr7	FALSE	FALSE
Krt8	chr15	FALSE	FALSE
Taar5	chr10	FALSE	FALSE
Trim46	chr3	FALSE	FALSE
Prkn	chr17	FALSE	FALSE
Slfn3	chr11	FALSE	FALSE
Olfr136	chr17	FALSE	FALSE
Olfr741	chr14	FALSE	FALSE
Cyp2c65	chr19	FALSE	FALSE
Dmd	chrX	FALSE	FALSE
B830017H08Rik	chr16	FALSE	FALSE
Ryr3	chr2	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Cenpw	chr10	FALSE	FALSE
Olfr353	chr2	FALSE	FALSE
Sprr2a2	chr3	FALSE	FALSE
Atp6ap2	chrX	FALSE	FALSE
A830005F24Rik	chr13	FALSE	FALSE
Dpf3	chr12	FALSE	FALSE
Ubc	chr5	FALSE	FALSE
Olfr679	chr7	FALSE	FALSE
Olfr807	chr10	FALSE	FALSE
Wdr83	chr8	FALSE	FALSE
Acvr1c	chr2	FALSE	FALSE
Il18r1	chr1	FALSE	FALSE
Tmco5	chr2	FALSE	FALSE
Mtif2	chr11	FALSE	FALSE
Pnma1	chr12	FALSE	FALSE
Dap	chr15	FALSE	FALSE
Ddx41	chr13	FALSE	FALSE
Gimap1	chr6	FALSE	FALSE
Pfdn5	chr15	FALSE	FALSE
Asph	chr4	FALSE	FALSE
Bub1	chr2	FALSE	FALSE
