gene_name	gene_id	chr	gene_length	promoter_state	body_state	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_group	atac_fold	atac_fdr	atac_concordant	k27ac_fold	k27ac_fdr	k27ac_concordant	k27me3_fold	k27me3_fdr	k27me3_concordant	k119ub_fold	k119ub_fdr	k119ub_concordant	n_marks_tested	n_concordant	mark_combination
Poglut3	ENSMUSG00000034487.4	chr9	17843	Unmarked_Promoter	Enhancer_Marked	0.00202464745087944	-0.00656000266054129	0.975372540417118	FALSE	Not Significant	0.0102904796333926	0.961797564294368	FALSE	-0.334576214712729	0.0384850182325291	TRUE	NA	NA	FALSE	NA	NA	FALSE	2	1	K27ac
Cyp26b1	ENSMUSG00000063415.12	chr6	22495	Repressed_Promoter	Polycomb	0.00131757712705966	-0.00511494767628166	0.975453910997792	FALSE	Not Significant	0.453801084962024	0.0125513101068303	FALSE	NA	NA	FALSE	-0.201533690481805	0.27209676255611	FALSE	-0.146405555	0.101041639	FALSE	3	0	none
Il25	ENSMUSG00000040770.5	chr14	3143	Unmarked_Promoter	Polycomb	0.000700541098209211	0.0148770186007124	0.975489519403023	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.265054788	0.085623504	FALSE	1	0	none
Gm2974	ENSMUSG00000079391.10	chr14	22320	Repressed_Promoter	Polycomb	0.00192290727455806	0.0149358267355651	0.975696870346046	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Helt	ENSMUSG00000047171.8	chr8	2633	Repressed_Promoter	Polycomb	0.00342520816041737	0.0238640344755405	0.975696870346046	FALSE	Not Significant	0.147040526982607	0.494284721189047	FALSE	NA	NA	FALSE	-0.14825999794325	0.437135653072943	FALSE	-0.619120588	1.58e-06	FALSE	3	0	none
Skil	ENSMUSG00000027660.16	chr3	27520	Active_Promoter	Active	0.00147408320632158	0.00570656787651879	0.975696870346046	FALSE	Not Significant	0.0151762233979109	0.94400296708217	FALSE	0.0922203835046512	0.547481180687443	FALSE	NA	NA	FALSE	0.335316205	0.010832286	TRUE	3	1	K119ub
Rwdd1	ENSMUSG00000019782.10	chr10	23070	Active_Promoter	Active	0.00157681245343559	-0.00841784155777572	0.975696870346046	FALSE	Not Significant	0.0141184113022418	0.944859059089444	FALSE	0.0633947066268166	0.686238205199784	FALSE	NA	NA	FALSE	0.997580025	0.000196216	TRUE	3	1	K119ub
Gm3286	ENSMUSG00000079423.6	chr5	12196	Unmarked_Promoter	Unmarked	0.00148346383874353	-0.0114855046194811	0.975696870346046	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr1336	ENSMUSG00000048620.6	chr7	10650	Unmarked_Promoter	Unmarked	0.00215497004522443	-0.0124333175517465	0.975696870346046	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Abca15	ENSMUSG00000054746.18	chr7	79018	Unmarked_Promoter	Unmarked	0.0017680768596554	-0.00362942778705667	0.975696870346046	FALSE	Not Significant	1.40384467715571	3.92687310985348e-06	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Klf6	ENSMUSG00000000078.7	chr13	8913	Active_Promoter	Active	0.00115198212237833	-0.010583186533086	0.975727409409311	FALSE	Not Significant	0.0419801671522246	0.837386254057495	FALSE	0.239241194407947	0.164380968861695	FALSE	1.39237960728516	6.02734703288082e-08	TRUE	0.260358388	0.003529701	TRUE	4	2	K27me3 + K119ub
Lcn2	ENSMUSG00000026822.14	chr2	3620	Unmarked_Promoter	Unmarked	0.00473183834832317	-0.0180191492315676	0.975727409409311	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Gpx3	ENSMUSG00000018339.11	chr11	7925	Unmarked_Promoter	Enhancer_Marked	0.000589554451711626	0.0108197415214194	0.975727409409311	FALSE	Not Significant	0.499472642417668	0.0167570285952095	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Phlda1	ENSMUSG00000020205.8	chr10	2360	Active_Promoter	Active	0.00157360696738187	0.0263797834561937	0.975970318821611	FALSE	Not Significant	-0.0409287065622319	0.851270298854329	FALSE	-0.2317550768571	0.174354647403176	FALSE	1.6428912980506	1.51717240086029e-11	TRUE	0.214095004	0.005628617	TRUE	4	2	K27me3 + K119ub
Rpl22	ENSMUSG00000028936.15	chr4	8330	Unmarked_Promoter	Enhancer_Marked	0.0016305468744149	-0.0121331181100779	0.976153620879757	FALSE	Not Significant	0.122268423743667	0.477719953986117	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ppib	ENSMUSG00000032383.7	chr9	6402	Unmarked_Promoter	Enhancer_Marked	0.00301440046361182	0.0124836840228478	0.976153620879757	FALSE	Not Significant	0.0812909993737643	0.642523094687362	FALSE	0.0251449083751102	0.87993436069371	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Opn3	ENSMUSG00000026525.9	chr1	30356	Active_Promoter	Enhancer_Marked	0.00204987769413653	0.0051237853092543	0.976153620879757	FALSE	Not Significant	0.000103506438547725	0.999630544582931	FALSE	0.257910866726359	0.13183520781213	FALSE	NA	NA	FALSE	0.232904834	0.006111752	TRUE	3	1	K119ub
Fam122c	ENSMUSG00000036013.12	chrX	57762	Unmarked_Promoter	Unmarked	0.00228195265104008	-0.00508629213245576	0.976153620879757	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Rhox4e	ENSMUSG00000071770.5	chrX	4872	Unmarked_Promoter	Unmarked	0.000437359925225377	-0.0311442494061487	0.976180431734841	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr1404	ENSMUSG00000049456.3	chr1	6192	Unmarked_Promoter	Unmarked	0.0016718379900654	-0.0150444472399963	0.976180431734841	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tsacc	ENSMUSG00000010538.14	chr3	14243	Active_Promoter	Enhancer_Marked	0.00123946937604597	-0.00759165690046769	0.976301834875295	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Grin3b	ENSMUSG00000035745.9	chr10	6476	Unmarked_Promoter	Unmarked	-0.00019092163603518	-0.00881971918357724	0.976348023644806	FALSE	Not Significant	0.780877272296434	0.000419444916573799	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Olfr524	ENSMUSG00000050366.6	chr7	7466	Unmarked_Promoter	Unmarked	0.00202631867448648	0.010630340703755	0.976348023644806	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Iqca	ENSMUSG00000026301.16	chr1	111270	Repressed_Promoter	Polycomb	0.00174977867701208	-0.0025817125689248	0.976390638131547	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr920	ENSMUSG00000061039.5	chr9	7819	Unmarked_Promoter	Unmarked	0.00130198341334172	-0.0131429244635837	0.976433328375175	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Homer1	ENSMUSG00000007617.18	chr13	105495	Unmarked_Promoter	Active	0.00190101770707408	-0.00287989333493655	0.976580769588573	FALSE	Not Significant	0.00845629761729918	0.967312528336596	FALSE	-0.00996025969341646	0.952055247326195	FALSE	NA	NA	FALSE	0.568102827	0.001660502	TRUE	3	1	K119ub
Scgb1a1	ENSMUSG00000024653.2	chr19	4323	Unmarked_Promoter	Unmarked	0.00313786912429984	-0.0151442526646439	0.976586690056215	FALSE	Not Significant	0.267677685579279	0.126873375442261	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Tekt2	ENSMUSG00000028845.15	chr4	3568	Unmarked_Promoter	Enhancer_Marked	0.000872104165899973	-0.0124981696875921	0.976586690056215	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Zc3h12a	ENSMUSG00000042677.7	chr4	9418	Repressed_Promoter	Polycomb	0.0017866800933399	-0.0082386246659953	0.976586690056215	FALSE	Not Significant	0.209016410687641	0.292417745839222	FALSE	0.0786075909187688	0.712339924686568	FALSE	0.033831794755935	0.911843652412839	FALSE	0.021457761	0.863065426	FALSE	4	0	none
4632433K11Rik	ENSMUSG00000116184.1	chr7	1129	Unmarked_Promoter	Unmarked	0.00289614152738619	-0.0303896708234161	0.976649467641549	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Atn1	ENSMUSG00000004263.15	chr6	13981	Active_Promoter	Active	0.00127366418326433	-0.00738806037678263	0.976772739876322	FALSE	Not Significant	0.0299022519895825	0.874562941418409	FALSE	0.0330685929683347	0.839048304080939	FALSE	NA	NA	FALSE	0.234498292	0.141352223	FALSE	3	0	none
Olfr294	ENSMUSG00000062042.1	chr7	1008	Unmarked_Promoter	Unmarked	0.00280294960647519	-0.0348192647721361	0.97721190523869	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Lst1	ENSMUSG00000073412.6	chr17	3345	Unmarked_Promoter	Unmarked	-0.00025506557985005	-0.0211083477390668	0.9773252320771	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Eml1	ENSMUSG00000058070.14	chr12	168661	Unmarked_Promoter	Active	0.00160865750190226	-0.00157822030553092	0.977493589159165	FALSE	Not Significant	0.0651601661723899	0.731922994211932	FALSE	-0.176012675612744	0.374363594759715	FALSE	NA	NA	FALSE	0.473652576	4.12e-07	TRUE	3	1	K119ub
Cd3eap	ENSMUSG00000047649.9	chr7	3470	Active_Promoter	Enhancer_Marked	0.00272395325634405	0.0169410590345904	0.977512913704276	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Mpp1	ENSMUSG00000031402.12	chrX	21284	Active_Promoter	Active	0.00194269809718147	0.0070810732191289	0.977514341960628	FALSE	Not Significant	-0.0670131629555887	0.726208583814876	FALSE	-0.24411301784098	0.125677618089656	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
1700109H08Rik	ENSMUSG00000008307.11	chr5	12791	Unmarked_Promoter	Unmarked	0.00215244437532741	0.00854499497914106	0.977514341960628	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Slc16a3	ENSMUSG00000025161.16	chr11	12389	Repressed_Promoter	Polycomb	0.0014219370984673	-0.0082776180661548	0.977655762578248	FALSE	Not Significant	-0.152827506666437	0.348557633070877	FALSE	0.715940857872308	0.00233330361964037	FALSE	0.546414346875478	0.018433034044214	TRUE	0.172608756	0.145953669	FALSE	4	1	K27me3
Mpzl3	ENSMUSG00000070305.10	chr9	22251	Unmarked_Promoter	Enhancer_Marked	0.00151740970837044	0.00582053503459285	0.977703499766044	FALSE	Not Significant	0.264918446766111	0.100763185165657	FALSE	0.0683217207321384	0.640643602068924	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Paxx	ENSMUSG00000047617.11	chr2	5954	Active_Promoter	Active	0.000838099619097716	-0.0109162449127588	0.977927879715785	FALSE	Not Significant	-0.0741167288451773	0.670948192885835	FALSE	-0.272375520657648	0.0428476125031066	TRUE	NA	NA	FALSE	-0.013120607	0.921540974	FALSE	3	1	K27ac
Abhd8	ENSMUSG00000007950.9	chr8	6951	Active_Promoter	Active	0.00171851045996496	-0.00953208644207603	0.977997942528657	FALSE	Not Significant	0.0913457924856907	0.59261154523395	FALSE	0.119010339503677	0.396172127747634	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
A530064D06Rik	ENSMUSG00000043939.15	chr17	18150	Unmarked_Promoter	Unmarked	0.00127075275102002	0.00698765477292866	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Prss3	ENSMUSG00000071519.6	chr6	3865	Unmarked_Promoter	Unmarked	0.00139247645281206	-0.0216443507180648	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Ankrd65	ENSMUSG00000078487.8	chr4	9065	Unmarked_Promoter	Unmarked	0.000667778574378525	0.00897057940748078	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Samd15	ENSMUSG00000090812.8	chr12	13819	Active_Promoter	Active	0.00135794689449369	-0.00770890448005736	0.978118798788226	FALSE	Not Significant	0.349339794984025	0.140954798902524	FALSE	0.129936100886404	0.409792743898001	FALSE	NA	NA	FALSE	0.901332917	1.04e-06	TRUE	3	1	K119ub
Dclre1a	ENSMUSG00000025077.13	chr19	19056	Active_Promoter	Enhancer_Marked	0.00111728871708348	-0.00611101647943089	0.978118798788226	FALSE	Not Significant	0.0286720603078632	0.905223937859872	FALSE	0.219386599473208	0.165180536160071	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Aqp8	ENSMUSG00000030762.11	chr7	5714	Unmarked_Promoter	Enhancer_Marked	0.00310185788531291	-0.00644871780964754	0.978118798788226	FALSE	Not Significant	-0.204865082917487	0.354363087744528	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.001209137	0.993901692	FALSE	2	0	none
Sbp	ENSMUSG00000024128.13	chr17	3936	Unmarked_Promoter	Unmarked	0.00115882606881288	-0.0158878992806367	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Prss16	ENSMUSG00000006179.9	chr13	7570	Repressed_Promoter	Polycomb	0.00160784233539263	-0.0101974415499311	0.978118798788226	FALSE	Not Significant	1.03759896855627	7.65568552528104e-05	FALSE	NA	NA	FALSE	-0.596855441410067	0.000180922706741156	FALSE	-0.424899585	8.77e-05	FALSE	3	0	none
Eme1	ENSMUSG00000039055.4	chr11	8969	Unmarked_Promoter	Unmarked	0.00140090970408885	-0.0120729575451195	0.978118798788226	FALSE	Not Significant	0.22760561878708	0.272727413047829	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Olfr446	ENSMUSG00000073111.3	chr6	9765	Unmarked_Promoter	Unmarked	0.00146947797201432	-0.0101018651430581	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Zfp729a	ENSMUSG00000021510.11	chr13	25029	Active_Promoter	Active	0.000875807761324034	-0.00679786734440568	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Avpi1	ENSMUSG00000018821.3	chr19	5787	Unmarked_Promoter	Active	0.00185916357941007	-0.00910566247026946	0.978118798788226	FALSE	Not Significant	-0.193725612726786	0.28232945261106	FALSE	-0.652905603464465	7.4990303006159e-06	TRUE	NA	NA	FALSE	0.442675036	0.000862008	TRUE	3	2	K27ac + K119ub
Glyctk	ENSMUSG00000020258.16	chr9	5282	Unmarked_Promoter	Enhancer_Marked	0.0035302806517649	-0.00933371502022443	0.978118798788226	FALSE	Not Significant	-0.0879394384582653	0.690161374106635	FALSE	-0.0968167484681178	0.522364087756369	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Uroc1	ENSMUSG00000034456.15	chr6	31268	Unmarked_Promoter	Enhancer_Marked	0.00252996479632773	-0.00353148086319528	0.978118798788226	FALSE	Not Significant	0.380030615799663	0.0263134938340548	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.267624168	0.047495646	TRUE	2	1	K119ub
Dlgap5	ENSMUSG00000037544.14	chr14	30629	Unmarked_Promoter	Unmarked	0.00155915198109267	-0.00446751064645756	0.978118798788226	FALSE	Not Significant	0.0712030662446552	0.728806803815427	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Fbxl12	ENSMUSG00000066892.14	chr9	26650	Active_Promoter	Enhancer_Marked	0.00225513798300635	-0.00600278563578356	0.978118798788226	FALSE	Not Significant	0.204453065108671	0.344657452592324	FALSE	0.667231413623218	8.34454953086957e-05	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Chchd1	ENSMUSG00000063787.4	chr14	1420	Unmarked_Promoter	Unmarked	-0.000613878877064277	0.0241022401563919	0.978118798788226	FALSE	Not Significant	0.1459165766795	0.470023132386336	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ogfr	ENSMUSG00000049401.10	chr2	6592	Active_Promoter	Active	0.00181823716582731	-0.0102905975306989	0.978118798788226	FALSE	Not Significant	0.197854882511193	0.242160454947588	FALSE	0.118086104214035	0.437227237061961	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Fndc7	ENSMUSG00000045326.13	chr3	36331	Unmarked_Promoter	Enhancer_Marked	0.00168862874063754	0.00352101229034574	0.978118798788226	FALSE	Not Significant	0.230452388568285	0.316893166273197	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.694223715	2.77e-07	TRUE	2	1	K119ub
Taar4	ENSMUSG00000069707.1	chr10	1044	Unmarked_Promoter	Unmarked	-0.00192113009924529	0.0185923382196043	0.978118798788226	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.748702079	9.13e-08	TRUE	1	1	K119ub
Mmrn2	ENSMUSG00000041445.9	chr14	28823	Repressed_Promoter	Polycomb	0.00125119161405075	0.00566988917551604	0.978141286539895	FALSE	Not Significant	-0.191618225376992	0.374795964500193	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.31866227	0.02801654	FALSE	2	0	none
Krtap13-1	ENSMUSG00000056350.7	chr16	750	Unmarked_Promoter	Enhancer_Marked	0.00140245486612445	0.0275480103719157	0.978316453756118	FALSE	Not Significant	0.303639106903594	0.167959578993288	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Olfr401	ENSMUSG00000070380.2	chr11	9230	Unmarked_Promoter	Unmarked	0.00179267517365279	0.00998914393936559	0.978430163284214	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tmigd1	ENSMUSG00000020839.16	chr11	14429	Unmarked_Promoter	Enhancer_Marked	0.00229543337692543	-0.00500211808790871	0.978430163284214	FALSE	Not Significant	0.0505401472848374	0.834451272353361	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Rpl23a	ENSMUSG00000058546.8	chr11	2653	Unmarked_Promoter	Enhancer_Marked	1.46570398678395e-05	-0.0220305884750587	0.978654743460351	FALSE	Not Significant	0.0651393638524268	0.737603610440778	FALSE	0.371013284809412	0.0261797851740515	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Mup8	ENSMUSG00000078687.9	chr4	3979	Unmarked_Promoter	Unmarked	0.00040548138808667	0.0341982999431083	0.978673504698688	FALSE	Not Significant	-0.00748498189686977	0.979071874098949	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ckm	ENSMUSG00000030399.2	chr7	18066	Repressed_Promoter	Unmarked	0.00256207262952423	0.0061712146458069	0.978673504698688	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
S100a7l2	ENSMUSG00000091175.2	chr3	2667	Unmarked_Promoter	Unmarked	0.00119341889655569	0.0189708417549371	0.978673504698688	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
AC151602.1	ENSMUSG00000118462.1	chr7	3502	Repressed_Promoter	Polycomb	0.00386246431226212	0.0135198827773311	0.978805894614597	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Wdr61	ENSMUSG00000061559.15	chr9	19785	Unmarked_Promoter	Enhancer_Marked	0.000682740344830419	0.00687316424491144	0.978815167953421	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Trim12a	ENSMUSG00000066258.13	chr7	15573	Unmarked_Promoter	Unmarked	0.00297007893122829	-0.00940923908305568	0.978907085588857	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr17	ENSMUSG00000073897.5	chr7	6589	Unmarked_Promoter	Unmarked	0.0013900263731027	-0.0125808269695779	0.978907085588857	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Psmd10	ENSMUSG00000031429.14	chrX	8300	Active_Promoter	Enhancer_Marked	0.00187830911079881	-0.0125883539082954	0.97944007033265	FALSE	Not Significant	0.132491521606637	0.445995491756908	FALSE	0.135973732824526	0.407925432327521	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Bud13	ENSMUSG00000032077.5	chr9	16103	Unmarked_Promoter	Enhancer_Marked	0.000928927821379752	0.00714754140891953	0.97944007033265	FALSE	Not Significant	0.182876479303759	0.330744806708579	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Dcxr	ENSMUSG00000039450.11	chr11	1883	Repressed_Promoter	Enhancer_Marked	0.000349749537806542	0.0188175304794181	0.979502713327166	FALSE	Not Significant	0.142674194443105	0.447763572478143	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.121151288	0.532301177	FALSE	2	0	none
Gucy1b2	ENSMUSG00000021933.11	chr14	63614	Unmarked_Promoter	Active	0.00159546423257836	-0.00262548461014767	0.979502713327166	FALSE	Not Significant	0.166045206056412	0.349270377855154	FALSE	1.07360432264705	0.000110692525854406	FALSE	1.5064115728918	5.56208126789883e-15	TRUE	0.744681386	2.3e-06	TRUE	4	2	K27me3 + K119ub
Slitrk1	ENSMUSG00000075478.3	chr14	5359	Active_Promoter	Active	0.00132077053594031	-0.0124256743855283	0.979509573196336	FALSE	Not Significant	0.146590542524636	0.42501079141475	FALSE	0.200723104450457	0.199218592834018	FALSE	-0.476730705925181	0.125433514411931	FALSE	0.067489576	0.495511242	FALSE	4	0	none
Cox6a1	ENSMUSG00000041697.8	chr5	3340	Unmarked_Promoter	Enhancer_Marked	0.000988012068450254	0.0153435519788538	0.979509573196336	FALSE	Not Significant	0.0197156790926854	0.918526889311831	FALSE	0.0278392950597215	0.879326139203848	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Kcnj8	ENSMUSG00000030247.9	chr6	6778	Repressed_Promoter	Polycomb	0.000609119901089677	-0.0101777179807354	0.979621435394423	FALSE	Not Significant	0.124335870395716	0.511250382994269	FALSE	NA	NA	FALSE	-0.192668480389243	0.29951997965155	FALSE	-0.229626195	0.027602023	FALSE	3	0	none
Ctsm	ENSMUSG00000074871.3	chr13	6097	Unmarked_Promoter	Unmarked	0.000970226160704437	0.0123501157024049	0.979673456785414	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tbxa2r	ENSMUSG00000034881.8	chr10	6442	Unmarked_Promoter	Polycomb	0.00238371578510025	-0.00921295320311439	0.979727703077644	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	-0.0669563808682386	0.827966678476314	FALSE	NA	NA	FALSE	1	0	none
Olfr1224-ps1	ENSMUSG00000075099.2	chr2	8756	Unmarked_Promoter	Unmarked	0.00222079901525804	0.0108317910839047	0.979727703077644	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Rrp8	ENSMUSG00000030888.14	chr7	5656	Active_Promoter	Active	0.00290949208592452	0.0108822189537357	0.97978441118507	FALSE	Not Significant	-0.015823434122068	0.939911387218416	FALSE	0.0935228127834363	0.554399819683102	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Olfr509	ENSMUSG00000049280.4	chr7	7571	Unmarked_Promoter	Unmarked	0.00277718331427069	-0.0119884535500075	0.97978441118507	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Spg20	ENSMUSG00000036580.15	chr3	25215	Active_Promoter	Active	0.00146971709989008	0.00474066912839836	0.980028582266533	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr670	ENSMUSG00000044705.3	chr7	5507	Unmarked_Promoter	Unmarked	0.00433784749116378	-0.0132172692493982	0.98010407525552	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Vmn1r29	ENSMUSG00000091734.2	chr6	10137	Unmarked_Promoter	Unmarked	0.00171995379052547	0.00906542689318607	0.980197472156296	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Aurka	ENSMUSG00000027496.15	chr2	14346	Active_Promoter	Enhancer_Marked	0.00138434351695789	-0.0062314726271292	0.980568245940721	FALSE	Not Significant	0.10195518804585	0.596355200685603	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.040078716	0.809991043	FALSE	2	0	none
Cd52	ENSMUSG00000000682.7	chr4	12635	Unmarked_Promoter	Enhancer_Marked	0.000579630479348097	0.00713905955143203	0.980657507240703	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Tomm22	ENSMUSG00000022427.4	chr15	2540	Unmarked_Promoter	Enhancer_Marked	0.00386097973516349	-0.0258873723636694	0.980657507240703	FALSE	Not Significant	0.0651054820643367	0.753497809482741	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Krtap5-5	ENSMUSG00000073785.2	chr7	1177	Unmarked_Promoter	Unmarked	-0.000381881265921803	0.0201110398768856	0.980778494382292	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Mrps18b	ENSMUSG00000024436.16	chr17	6011	Active_Promoter	Active	0.000998486728367507	0.0101142579994027	0.980875395720882	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Ifi203	ENSMUSG00000039997.16	chr1	22266	Unmarked_Promoter	Enhancer_Marked	0.00264167960781156	0.00575597687320703	0.980998128340653	FALSE	Not Significant	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
H2aj	ENSMUSG00000060032.6	chr6	1831	Active_Promoter	Enhancer_Marked	-0.00123007535668924	-0.0174711428109753	0.981057671953531	FALSE	Not Significant	-0.0133304926670608	0.94980771950531	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
