gene_name	chr	is_neuronal_external	ctrl_top_quartile
Krt42	chr11	FALSE	FALSE
Rpa3	chr6	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
A930018P22Rik	chr2	FALSE	TRUE
1700108J01Rik	chr14	FALSE	TRUE
1700112J05Rik	chr5	FALSE	TRUE
Ciao2a	chr9	FALSE	FALSE
Babam1	chr8	FALSE	FALSE
Tmem86b	chr7	FALSE	FALSE
Ift80	chr3	TRUE	FALSE
Trmt12	chr15	FALSE	TRUE
Agpat4	chr17	FALSE	FALSE
Pdhb	chr14	FALSE	FALSE
Iqcf3	chr9	FALSE	FALSE
Slc25a22	chr7	FALSE	TRUE
Zdhhc21	chr4	FALSE	FALSE
Dnaaf1	chr8	TRUE	FALSE
Zfp85os	chr13	FALSE	FALSE
Rbm28	chr6	FALSE	FALSE
Pomgnt1	chr4	TRUE	FALSE
Toporsl	chr4	FALSE	FALSE
Rpa1	chr11	FALSE	FALSE
Toe1	chr4	FALSE	FALSE
2310057M21Rik	chr7	FALSE	FALSE
Ddx39a	chr8	FALSE	FALSE
Mcoln2	chr3	FALSE	FALSE
Rlig1	chr10	FALSE	FALSE
Matcap2	chr9	FALSE	FALSE
Mto1	chr9	FALSE	FALSE
Stt3b	chr9	FALSE	FALSE
Mfsd10	chr5	FALSE	TRUE
Aar2	chr2	FALSE	FALSE
Ncapd2	chr6	FALSE	FALSE
Vps53	chr11	FALSE	FALSE
Fam114a1	chr5	FALSE	TRUE
Poglut3	chr9	FALSE	FALSE
4930565N06Rik	chr16	FALSE	FALSE
Lrriq4	chr3	FALSE	FALSE
4933406F09Rik	chr14	FALSE	FALSE
Zmym1	chr4	FALSE	FALSE
Lypd2	chr15	FALSE	TRUE
Gstm7	chr3	FALSE	TRUE
Hnf4aos	chr2	FALSE	FALSE
Apoo	chrX	FALSE	FALSE
Aph1c	chr9	TRUE	FALSE
Nudt22	chr19	FALSE	FALSE
Tsr3	chr17	FALSE	FALSE
Rab13	chr3	TRUE	FALSE
Sdhaf1	chr7	FALSE	FALSE
Crip2	chr12	FALSE	TRUE
Golt1a	chr1	FALSE	FALSE
Ccdc88c	chr12	FALSE	TRUE
Ndufb10	chr17	FALSE	FALSE
Tmem174	chr13	FALSE	FALSE
Sirt5	chr13	FALSE	FALSE
Mettl26	chr17	FALSE	FALSE
Serpina1f	chr12	FALSE	FALSE
Ndufs3	chr2	FALSE	FALSE
Mul1	chr4	TRUE	FALSE
Aspdh	chr7	FALSE	FALSE
Plekhd1os	chr12	FALSE	TRUE
2010204K13Rik	chrX	FALSE	FALSE
0610030E20Rik	chr6	FALSE	FALSE
Rab14	chr2	FALSE	FALSE
Tmem129	chr5	FALSE	TRUE
0610031O16Rik	chr3	FALSE	FALSE
Pbld1	chr10	FALSE	FALSE
Ndufa8	chr2	FALSE	FALSE
Ciz1	chr2	FALSE	FALSE
Tlcd1	chr11	FALSE	TRUE
0610039K10Rik	chr2	FALSE	TRUE
Mogat1	chr1	FALSE	FALSE
Ccdc163	chr4	FALSE	FALSE
Nat8	chr6	FALSE	TRUE
0610043K17Rik	chr4	FALSE	FALSE
G6pc3	chr11	FALSE	FALSE
Nrn1	chr13	TRUE	TRUE
Sycn	chr7	FALSE	TRUE
Ankrd13a	chr5	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Slc39a13	chr2	FALSE	FALSE
Steap3	chr1	FALSE	FALSE
Fbxl15	chr19	FALSE	TRUE
Gata6os	chr18	FALSE	TRUE
Rpl34	chr3	TRUE	FALSE
Dusp23	chr1	FALSE	TRUE
Rraga	chr4	FALSE	TRUE
Cyp2d13	chr15	FALSE	FALSE
Tbc1d10b	chr7	FALSE	FALSE
Gpihbp1	chr15	FALSE	TRUE
Ppp1r14a	chr7	FALSE	TRUE
Dhrs7c	chr11	FALSE	FALSE
Mrpl14	chr17	FALSE	FALSE
Adipor2	chr6	FALSE	FALSE
Ly6g6c	chr17	FALSE	TRUE
Sox6os	chr7	FALSE	TRUE
Tmem126b	chr7	FALSE	FALSE
Mob1b	chr5	FALSE	FALSE
Ssna1	chr2	TRUE	FALSE
Rmnd5a	chr6	FALSE	FALSE
Phf5a	chr15	FALSE	FALSE
Card19	chr13	FALSE	TRUE
Mpzl1	chr1	FALSE	FALSE
Krtap6-5	chr16	FALSE	FALSE
Tmem140	chr6	FALSE	TRUE
1110002J07Rik	chr10	FALSE	FALSE
Zfp579	chr7	FALSE	FALSE
Ndufaf4	chr4	FALSE	FALSE
Arel1	chr12	FALSE	FALSE
Tspan11	chr6	FALSE	TRUE
Mrpl53	chr6	FALSE	FALSE
Nsmce2	chr15	FALSE	FALSE
Vps51	chr19	TRUE	FALSE
Ppfia4	chr1	TRUE	FALSE
Ptx4	chr17	FALSE	FALSE
Ints1	chr5	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
Tomm5	chr4	FALSE	FALSE
Micu2	chr14	FALSE	FALSE
Myadml2	chr11	FALSE	TRUE
Eml1	chr12	TRUE	TRUE
Zfyve21	chr12	FALSE	TRUE
Entrep3	chr3	FALSE	FALSE
Ciao2b	chr8	FALSE	FALSE
Wipf2	chr11	FALSE	FALSE
Evc2	chr5	FALSE	FALSE
Gpr155	chr2	TRUE	FALSE
Ucma	chr2	FALSE	TRUE
Smim6	chr11	FALSE	FALSE
1110020A21Rik	chr17	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Mrpl13	chr15	FALSE	FALSE
Tmem109	chr19	FALSE	FALSE
Trir	chr8	FALSE	FALSE
Ecscr	chr18	FALSE	TRUE
Sgo2a	chr1	FALSE	FALSE
Tefm	chr11	FALSE	FALSE
Smim14	chr5	FALSE	FALSE
Col6a4	chr9	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Uckl1	chr2	FALSE	TRUE
Ankra2	chr13	FALSE	FALSE
Pdrg1	chr2	FALSE	TRUE
Dpm3	chr3	FALSE	FALSE
Nufip2	chr11	FALSE	FALSE
Mrps18a	chr17	FALSE	FALSE
Caly	chr7	TRUE	FALSE
Cgref1	chr5	FALSE	FALSE
Mrpl58	chr11	FALSE	FALSE
Lamtor5	chr3	FALSE	FALSE
Tmed10	chr12	FALSE	FALSE
Rtn4	chr11	TRUE	FALSE
Cthrc1	chr15	TRUE	TRUE
Mocos	chr18	FALSE	TRUE
Syf2	chr4	FALSE	FALSE
Ccdc167	chr17	FALSE	TRUE
Dnajc8	chr4	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Ppm1f	chr16	FALSE	FALSE
Serhl	chr15	FALSE	FALSE
Mrpl28	chr17	FALSE	FALSE
Ube2c	chr2	FALSE	FALSE
Letmd1	chr15	FALSE	FALSE
Gdpd3	chr7	FALSE	FALSE
Mtcl1	chr17	FALSE	TRUE
Eola1	chrX	FALSE	FALSE
Cfap57	chr4	TRUE	FALSE
Elac2	chr11	FALSE	FALSE
Fbxw9	chr8	FALSE	FALSE
Cryl1	chr14	FALSE	FALSE
Myct1	chr10	FALSE	FALSE
Tm2d3	chr7	FALSE	FALSE
Fahd1	chr17	FALSE	TRUE
Krtap6-6	chr16	FALSE	FALSE
Tmem216	chr19	FALSE	FALSE
Abhd14a	chr9	FALSE	FALSE
Nadk2	chr15	FALSE	FALSE
Tab2	chr10	FALSE	FALSE
Samm50	chr15	FALSE	FALSE
Fndc1	chr17	FALSE	FALSE
Gask1b	chr3	FALSE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Svop	chr5	FALSE	FALSE
Trpm4	chr7	TRUE	FALSE
Pcyt2	chr11	FALSE	TRUE
Krtap4-2	chr11	FALSE	FALSE
Arb2a	chr13	FALSE	FALSE
Smtnl1	chr2	FALSE	FALSE
Fitm1	chr14	FALSE	TRUE
Slc44a2	chr9	FALSE	FALSE
1110028F11Rik	chr11	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
1110028F18Rik	chr8	FALSE	FALSE
Hnrnpul2	chr19	FALSE	FALSE
Lce1e	chr3	FALSE	FALSE
Hddc3	chr7	FALSE	FALSE
Ppp1r27	chr11	FALSE	FALSE
Rere	chr4	TRUE	FALSE
Gtf2f2	chr14	FALSE	FALSE
Rabl2	chr15	TRUE	FALSE
Cilp2	chr8	FALSE	TRUE
Ifitm1	chr7	FALSE	FALSE
Rnf166	chr8	FALSE	FALSE
Lce1b	chr3	FALSE	FALSE
Cfap68	chr9	FALSE	FALSE
Hrnr	chr3	FALSE	FALSE
Arl8a	chr1	TRUE	FALSE
1110032F04Rik	chr3	FALSE	TRUE
Trp53inp2	chr2	FALSE	TRUE
Dus1l	chr11	FALSE	FALSE
Rbfa	chr18	FALSE	FALSE
Carmil1	chr13	FALSE	FALSE
Ppp4r3a	chr12	FALSE	FALSE
Mrps18c	chr5	FALSE	FALSE
Tyw5	chr1	FALSE	FALSE
Angel1	chr12	FALSE	FALSE
Acss1	chr2	FALSE	FALSE
Tmem219	chr7	FALSE	FALSE
Anln	chr9	FALSE	FALSE
Zfp740	chr15	FALSE	FALSE
Rreb1	chr13	FALSE	FALSE
Mybphl	chr3	FALSE	TRUE
Cgrrf1	chr14	FALSE	FALSE
Abhd11	chr5	FALSE	TRUE
Synpo2l	chr14	FALSE	TRUE
1110038B12Rik	chr17	FALSE	FALSE
Cdhr3	chr12	FALSE	TRUE
Washc1	chr17	TRUE	FALSE
Krtap4-6	chr11	FALSE	FALSE
Phtf2	chr5	FALSE	FALSE
Ms4a6d	chr19	FALSE	FALSE
Atp6v1c2	chr12	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Tmem53	chr4	FALSE	FALSE
Gucd1	chr10	FALSE	FALSE
Trmt61b	chr17	FALSE	FALSE
Fendrr	chr8	FALSE	TRUE
Srpx2	chrX	TRUE	FALSE
Flnc	chr6	FALSE	TRUE
Ubr3	chr2	TRUE	FALSE
Tmem214	chr5	FALSE	FALSE
Pdgfrl	chr8	FALSE	FALSE
Rgmb	chr17	FALSE	TRUE
Prr32	chrX	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Mypn	chr10	TRUE	FALSE
1110046J04Rik	chr13	FALSE	FALSE
Nexn	chr3	TRUE	FALSE
Dock5	chr14	FALSE	FALSE
Btbd10	chr7	FALSE	FALSE
Ppil1	chr17	FALSE	FALSE
Ddi2	chr4	FALSE	FALSE
Zfand2b	chr1	FALSE	TRUE
Sync	chr4	FALSE	FALSE
Ldah	chr12	FALSE	FALSE
Pdcl3	chr1	FALSE	FALSE
Mrpl52	chr14	FALSE	FALSE
Foxk2	chr11	FALSE	FALSE
Ankrd46	chr15	FALSE	TRUE
Tulp4	chr17	FALSE	FALSE
Pih1d1	chr7	FALSE	FALSE
Rnf208	chr2	FALSE	TRUE
Lrrn4cl	chr19	FALSE	FALSE
Asb11	chrX	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Smim1	chr4	FALSE	TRUE
Dipk2a	chr9	FALSE	FALSE
Arv1	chr8	FALSE	FALSE
Rnf122	chr8	FALSE	TRUE
Ak8	chr2	TRUE	FALSE
Klhdc9	chr1	FALSE	FALSE
Tmcc2	chr1	FALSE	TRUE
Atp23	chr10	FALSE	FALSE
Maf1	chr15	FALSE	TRUE
Prpf6	chr2	FALSE	FALSE
Fam240b	chr13	FALSE	FALSE
Gkn3	chr6	FALSE	TRUE
Ubac2	chr14	FALSE	FALSE
Cd177	chr7	FALSE	FALSE
Rasl11a	chr5	FALSE	TRUE
Disp1	chr1	FALSE	FALSE
Abhd13	chr8	FALSE	FALSE
Zfp467	chr6	FALSE	FALSE
Pygo2	chr3	TRUE	FALSE
Vars2	chr17	FALSE	FALSE
Cdkal1	chr13	FALSE	FALSE
Hint2	chr4	FALSE	TRUE
1190005I06Rik	chr8	FALSE	TRUE
1110065P20Rik	chr4	FALSE	FALSE
Dnai1	chr4	TRUE	TRUE
Rpap1	chr2	FALSE	FALSE
Ubap2	chr4	FALSE	FALSE
Ptcd2	chr13	FALSE	FALSE
Mospd3	chr5	FALSE	FALSE
Smim11	chr16	FALSE	FALSE
Aspscr1	chr11	FALSE	FALSE
Rasl11b	chr5	FALSE	TRUE
Chmp2b	chr16	TRUE	FALSE
Pink1	chr4	TRUE	FALSE
Tmco1	chr1	FALSE	FALSE
Chst8	chr7	FALSE	FALSE
Fam216a	chr5	FALSE	FALSE
Zfas1	chr2	FALSE	TRUE
Tlcd3b	chr7	FALSE	FALSE
Chmp2a	chr7	FALSE	FALSE
1500012K07Rik	chr7	FALSE	FALSE
Srrm4	chr5	TRUE	FALSE
Paqr6	chr3	FALSE	TRUE
Phkg2	chr7	FALSE	FALSE
Ctc1	chr11	FALSE	FALSE
Ngdn	chr14	TRUE	FALSE
Cdan1	chr2	FALSE	FALSE
Eif1b	chr9	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Tamm41	chr6	FALSE	FALSE
Tatdn3	chr1	FALSE	FALSE
Med27	chr2	FALSE	TRUE
Haghl	chr17	FALSE	FALSE
Nol11	chr11	FALSE	FALSE
Wdr53	chr16	FALSE	FALSE
Snrpa1	chr7	FALSE	FALSE
1500015A07Rik	chr18	FALSE	FALSE
Gad1os	chr2	FALSE	FALSE
Prpf31	chr7	FALSE	FALSE
Ssu72	chr4	FALSE	FALSE
Zfp580	chr7	FALSE	TRUE
1500015L24Rik	chr19	FALSE	FALSE
Anapc10	chr8	FALSE	FALSE
1500026H17Rik	chr10	FALSE	FALSE
6330418K02Rik	chr5	FALSE	FALSE
Cab39l	chr14	FALSE	FALSE
Thap7	chr16	FALSE	FALSE
Anapc13	chr9	FALSE	FALSE
Prrt2	chr7	TRUE	FALSE
Spcs1	chr14	FALSE	FALSE
Zfp707	chr15	FALSE	FALSE
Snx15	chr19	FALSE	FALSE
Mitd1	chr1	FALSE	FALSE
Smdt1	chr15	FALSE	FALSE
1810006J02Rik	chr1	FALSE	FALSE
Lyzl4	chr9	FALSE	FALSE
Nupr2	chr5	FALSE	FALSE
Zdhhc3	chr9	TRUE	FALSE
Zg16	chr7	FALSE	FALSE
Tmem258	chr19	FALSE	FALSE
Isca1	chr13	FALSE	FALSE
Atp2c2	chr8	FALSE	TRUE
Slc30a5	chr13	FALSE	FALSE
Nat8f5	chr6	FALSE	FALSE
1810013A23Rik	chr17	FALSE	TRUE
Pycr2	chr1	FALSE	FALSE
Hapstr1	chr16	FALSE	FALSE
1810007C17Rik	chr12	FALSE	FALSE
1810007D17Rik	chr19	FALSE	FALSE
Pnlip	chr19	FALSE	FALSE
Fuom	chr7	TRUE	FALSE
Chac1	chr2	TRUE	TRUE
1810010H24Rik	chr11	FALSE	FALSE
Tcim	chr8	FALSE	TRUE
Tmem273	chr14	FALSE	FALSE
Tmem97	chr11	FALSE	FALSE
Ebna1bp2	chr4	FALSE	FALSE
Kdf1	chr4	FALSE	FALSE
Triap1	chr5	FALSE	FALSE
Gmppa	chr1	TRUE	TRUE
Zc3h15	chr2	FALSE	FALSE
Sult1c2	chr17	FALSE	FALSE
Zcchc9	chr13	FALSE	FALSE
Oxa1l	chr14	FALSE	FALSE
Ascc1	chr10	FALSE	FALSE
Vps26b	chr9	TRUE	FALSE
Tmem160	chr7	FALSE	TRUE
Trim15	chr17	FALSE	FALSE
Ydjc	chr16	FALSE	FALSE
Marchf5	chr19	FALSE	FALSE
Stoml1	chr9	FALSE	FALSE
1810012K16Rik	chr8	FALSE	FALSE
Ccnq	chr11	FALSE	TRUE
Alkbh3	chr2	FALSE	TRUE
Ubr4	chr4	FALSE	FALSE
Adh6a	chr3	FALSE	FALSE
1810021B22Rik	chr15	FALSE	FALSE
Chrdl2	chr7	FALSE	TRUE
Eci3	chr13	FALSE	FALSE
Cnot8	chr11	FALSE	FALSE
Rbis	chr3	FALSE	FALSE
Pex11g	chr8	FALSE	FALSE
Cdk12	chr11	FALSE	FALSE
Fam25a	chr14	FALSE	FALSE
Tusc1	chr4	FALSE	TRUE
Vstm5	chr9	TRUE	FALSE
Ctrcos	chr4	FALSE	FALSE
Cd209f	chr8	FALSE	FALSE
Gsdmd	chr15	FALSE	TRUE
2200002J24Rik	chr7	FALSE	FALSE
Kbtbd3	chr9	FALSE	FALSE
Snx4	chr16	FALSE	FALSE
Lzic	chr4	FALSE	FALSE
1810030O07Rik	chrX	FALSE	FALSE
Comtd1	chr14	FALSE	TRUE
Rhebl1	chr15	FALSE	FALSE
Manbal	chr2	FALSE	FALSE
Sec31a	chr5	FALSE	FALSE
Mrpl44	chr1	FALSE	FALSE
1810018F18Rik	chr19	FALSE	FALSE
Bola1	chr3	FALSE	FALSE
Fcmr	chr1	FALSE	TRUE
Chaserr	chr7	FALSE	FALSE
Cnppd1	chr1	FALSE	FALSE
Snx5	chr2	FALSE	FALSE
Stimate	chr14	FALSE	FALSE
Dyrk2	chr10	FALSE	TRUE
C1qtnf2	chr11	FALSE	FALSE
Dtwd1	chr2	FALSE	FALSE
Tmem256	chr11	FALSE	TRUE
Erp27	chr6	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Mcemp1	chr8	FALSE	FALSE
Dym	chr18	FALSE	FALSE
Pdia2	chr17	FALSE	FALSE
Dhx16	chr17	FALSE	FALSE
Tmem121	chr12	FALSE	TRUE
Ptms	chr6	FALSE	TRUE
2010016I18Rik	chr3	FALSE	TRUE
Srsf11	chr3	FALSE	FALSE
Trappc3l	chr10	FALSE	FALSE
Sat2	chr11	FALSE	FALSE
Svbp	chr4	TRUE	FALSE
Plekha4	chr7	FALSE	FALSE
Ddah1	chr3	FALSE	FALSE
2410006H16Rik	chr11	FALSE	FALSE
Naxd	chr8	FALSE	FALSE
Snx24	chr18	FALSE	FALSE
Selenot	chr3	FALSE	FALSE
Zfp746	chr6	FALSE	FALSE
Zfp688	chr7	FALSE	FALSE
Gtpbp4	chr13	FALSE	FALSE
Pdzph1	chr17	FALSE	FALSE
Polr2d	chr18	FALSE	FALSE
2610035F20Rik	chr14	FALSE	TRUE
Hspb2	chr9	FALSE	TRUE
Zfp397	chr18	FALSE	FALSE
Elf2	chr3	FALSE	FALSE
Kctd5	chr17	FALSE	FALSE
Ing2	chr8	FALSE	TRUE
Rfc3	chr5	FALSE	FALSE
Scnm1	chr3	FALSE	FALSE
Gins1	chr2	FALSE	FALSE
Ctdspl	chr9	FALSE	FALSE
Sec62	chr3	FALSE	FALSE
3300002I08Rik	chr2	FALSE	FALSE
1700001D01Rik	chr8	FALSE	TRUE
Spata4	chr8	FALSE	FALSE
1700001J03Rik	chr5	FALSE	FALSE
Glipr1l1	chr10	FALSE	FALSE
Cimap1a	chr7	FALSE	FALSE
Rhobtb1	chr10	FALSE	FALSE
1700001L05Rik	chr15	FALSE	FALSE
Cst13	chr2	FALSE	FALSE
Far1os	chr7	FALSE	FALSE
Tmigd3	chr3	FALSE	FALSE
Lrrc46	chr11	FALSE	FALSE
Asb9	chrX	FALSE	FALSE
Tescl	chr7	FALSE	FALSE
1700001G11Rik	chr14	FALSE	TRUE
Dcps	chr9	FALSE	FALSE
Efcab9	chr11	FALSE	FALSE
Pxt1	chr17	FALSE	FALSE
1700007P06Rik	chr1	FALSE	FALSE
Slc16a13	chr11	FALSE	FALSE
Pacrg	chr17	FALSE	FALSE
1700008K24Rik	chr17	FALSE	TRUE
Ppp1r42	chr1	FALSE	FALSE
Izumo3	chr4	FALSE	FALSE
Cfap90	chr13	FALSE	FALSE
Hmgb4	chr4	FALSE	TRUE
Fam24b	chr7	FALSE	FALSE
1700001K23Rik	chr19	FALSE	TRUE
1700007J10Rik	chr11	FALSE	FALSE
1700012B07Rik	chr11	FALSE	FALSE
1700012B09Rik	chr9	FALSE	FALSE
Pierce1	chr2	TRUE	TRUE
Cfap206	chr4	TRUE	FALSE
Lelp1	chr3	FALSE	FALSE
1700012I11Rik	chr15	FALSE	FALSE
1700012C14Rik	chr6	FALSE	TRUE
1700003D09Rik	chr11	FALSE	FALSE
Ccdc54	chr16	FALSE	TRUE
1700008P02Rik	chr3	FALSE	FALSE
1700008O03Rik	chr7	FALSE	FALSE
1700003G18Rik	chr7	FALSE	FALSE
Smim23	chr11	FALSE	TRUE
Necab1	chr4	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
1700010J16Rik	chr10	FALSE	FALSE
1700003I22Rik	chr1	FALSE	FALSE
Lrrc51	chr7	FALSE	FALSE
Cypt3	chrX	FALSE	FALSE
Cst12	chr2	FALSE	FALSE
Spaca4	chr7	FALSE	FALSE
Glrx2	chr1	FALSE	FALSE
Wdfy1	chr1	FALSE	FALSE
Ms4a20	chr19	FALSE	FALSE
1700017L05Rik	chr5	FALSE	TRUE
Smco2	chr6	FALSE	FALSE
Mocs3	chr2	FALSE	FALSE
Zpbp2	chr11	FALSE	FALSE
C8g	chr2	FALSE	TRUE
1700013G24Rik	chr4	FALSE	TRUE
Tmem89	chr9	FALSE	TRUE
Dnajb13	chr7	TRUE	FALSE
Fam236c	chrX	FALSE	TRUE
H2bw2	chrX	FALSE	FALSE
1700024B18Rik	chr14	FALSE	FALSE
1700018F24Rik	chr5	FALSE	FALSE
1700019A02Rik	chr1	FALSE	FALSE
1700025G04Rik	chr1	FALSE	FALSE
Plac8l1	chr18	FALSE	FALSE
1700025J12Rik	chr7	FALSE	TRUE
Dnajc17	chr2	FALSE	FALSE
1700021N21Rik	chr4	FALSE	FALSE
1700016L04Rik	chr10	FALSE	FALSE
1700016P04Rik	chr6	FALSE	FALSE
1700025K24Rik	chr17	FALSE	FALSE
1700026F02Rik	chr8	FALSE	FALSE
1700022H16Rik	chr12	FALSE	TRUE
Spmip3	chr1	FALSE	FALSE
1700048O20Rik	chr9	FALSE	FALSE
1700026J14Rik	chr6	FALSE	TRUE
1700023F02Rik	chr10	FALSE	FALSE
Snhg10	chr12	FALSE	FALSE
Mroh4	chr15	FALSE	TRUE
Dennd6b	chr15	FALSE	TRUE
Efcab15	chr11	FALSE	FALSE
1700027J07Rik	chr10	FALSE	FALSE
Lyzl6	chr11	FALSE	FALSE
Teshl	chr1	FALSE	TRUE
Prss56	chr1	FALSE	TRUE
Clic3	chr2	FALSE	TRUE
Commd10	chr18	FALSE	FALSE
Tmem45a2	chr16	FALSE	FALSE
Ubl7	chr9	FALSE	FALSE
1700028M03Rik	chr3	FALSE	FALSE
Slurp2	chr15	TRUE	TRUE
Krtap4-13	chr11	FALSE	FALSE
Tmco2	chr4	FALSE	FALSE
Tmem127	chr2	FALSE	FALSE
Krtap3-1	chr11	FALSE	FALSE
2300009A05Rik	chr9	FALSE	FALSE
Cfap96	chr8	FALSE	FALSE
Ttc9	chr12	FALSE	FALSE
Actl9	chr17	FALSE	FALSE
Nup35	chr2	FALSE	FALSE
Ndufaf5	chr2	FALSE	FALSE
1700029N11Rik	chr13	FALSE	FALSE
Dydc1	chr14	FALSE	FALSE
Tsr2	chrX	FALSE	FALSE
Etd	chrX	FALSE	FALSE
Klk12	chr7	FALSE	FALSE
Lce3e	chr3	FALSE	FALSE
Rwdd2a	chr9	FALSE	TRUE
Lce3f	chr3	FALSE	FALSE
2310002D06Rik	chr12	FALSE	TRUE
Esam	chr9	FALSE	TRUE
Mrps9	chr1	FALSE	FALSE
1700030J22Rik	chr8	FALSE	FALSE
Krtap26-1	chr16	FALSE	TRUE
Avpi1	chr19	FALSE	TRUE
Ten1	chr11	FALSE	FALSE
Hemk1	chr9	FALSE	FALSE
Dnase1l1	chrX	FALSE	FALSE
Antxr1	chr6	FALSE	FALSE
Trnp1	chr4	TRUE	TRUE
Klk10	chr7	FALSE	FALSE
Lyg1	chr1	FALSE	FALSE
2300002M23Rik	chr17	FALSE	TRUE
Capns2	chr8	FALSE	TRUE
Wdr5b	chr16	FALSE	FALSE
Mapk1ip1	chr7	FALSE	FALSE
Nkpd1	chr7	FALSE	TRUE
2310015A10Rik	chr12	FALSE	TRUE
2310009B15Rik	chr1	FALSE	TRUE
Bst2	chr8	TRUE	TRUE
2310022B05Rik	chr8	FALSE	FALSE
Ripor3	chr2	FALSE	TRUE
Klhdc2	chr12	FALSE	FALSE
Bod1	chr11	FALSE	FALSE
Cdk13	chr13	FALSE	FALSE
Mrln	chr10	FALSE	FALSE
Nmrk2	chr10	FALSE	TRUE
2310016D03Rik	chr12	FALSE	FALSE
Vkorc1l1	chr5	FALSE	FALSE
2310034O05Rik	chr5	FALSE	FALSE
Mfsd3	chr15	FALSE	TRUE
Hilpda	chr6	FALSE	TRUE
Cmbl	chr15	FALSE	FALSE
Smco1	chr16	FALSE	FALSE
Fastkd3	chr13	FALSE	FALSE
2310016G11Rik	chr7	FALSE	FALSE
Rhou	chr8	FALSE	FALSE
Plekhm2	chr4	FALSE	FALSE
Tnfsf13	chr11	FALSE	TRUE
Hjv	chr3	FALSE	TRUE
Pcgf3	chr5	FALSE	FALSE
Gpx8	chr13	FALSE	TRUE
Odam	chr5	FALSE	FALSE
Ap5s1	chr2	FALSE	FALSE
Afg3l2	chr18	TRUE	FALSE
Dab2ip	chr2	TRUE	TRUE
Otop3	chr11	FALSE	TRUE
2310020H05Rik	chr13	FALSE	TRUE
Lnpk	chr2	FALSE	FALSE
Mtfmt	chr9	FALSE	FALSE
Sec24d	chr3	FALSE	FALSE
Lce1d	chr3	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Pitrm1	chr13	FALSE	FALSE
Fam89a	chr8	FALSE	TRUE
2310039L15Rik	chr10	FALSE	FALSE
Plet1os	chr9	FALSE	FALSE
Arhgef12	chr9	FALSE	FALSE
Clybl	chr14	FALSE	FALSE
Dapk1	chr13	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Exosc8	chr3	FALSE	FALSE
Fam83g	chr11	FALSE	TRUE
Wdr20	chr12	FALSE	FALSE
Mlip	chr9	FALSE	FALSE
2310069B03Rik	chr6	FALSE	FALSE
Dctn2	chr10	FALSE	FALSE
Cd164l2	chr4	FALSE	TRUE
Pir	chrX	FALSE	FALSE
2310069G16Rik	chr15	FALSE	FALSE
Tmbim1	chr1	TRUE	TRUE
Krtap13-22	chr16	FALSE	TRUE
2310061I04Rik	chr17	FALSE	FALSE
Ddx51	chr5	FALSE	FALSE
Krtap1-5	chr11	FALSE	FALSE
Upk3bl	chr5	FALSE	FALSE
Psmg4	chr13	FALSE	FALSE
Ccdc115	chr1	FALSE	FALSE
Tmem52	chr4	FALSE	TRUE
Txndc15	chr13	FALSE	FALSE
Mif4gd	chr11	FALSE	FALSE
Pxdn	chr12	FALSE	FALSE
Il36b	chr2	FALSE	FALSE
Atcayos	chr10	FALSE	FALSE
2310043O21Rik	chr15	FALSE	FALSE
Cdk3	chr11	FALSE	TRUE
Emc10	chr7	FALSE	FALSE
Aarsd1	chr11	FALSE	FALSE
Hddc2	chr10	FALSE	FALSE
Pof1b	chrX	FALSE	FALSE
Tatdn1	chr15	FALSE	FALSE
Krtap13-21	chr16	FALSE	FALSE
Camsap3	chr8	TRUE	FALSE
Slc52a3	chr2	TRUE	TRUE
2310079G19Rik	chr16	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Ndufaf1	chr2	FALSE	FALSE
Lrr1	chr12	FALSE	FALSE
Iqcg	chr16	TRUE	FALSE
Ptrhd1	chr12	FALSE	FALSE
Arap1	chr7	FALSE	FALSE
Pin4	chrX	FALSE	FALSE
Tfpt	chr7	FALSE	FALSE
Trip13	chr13	TRUE	FALSE
Gm10499	chr17	FALSE	TRUE
Ipmk	chr10	TRUE	FALSE
Cad	chr5	FALSE	FALSE
Nkiras1	chr14	FALSE	FALSE
Rpain	chr11	FALSE	FALSE
Rnaseh2a	chr8	FALSE	FALSE
Smyd3	chr1	FALSE	FALSE
Usp46	chr5	TRUE	FALSE
2410003L11Rik	chr11	FALSE	FALSE
Gemin7	chr7	FALSE	FALSE
Nup37	chr10	FALSE	FALSE
