gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
Aph1b	chr9	FALSE	TRUE
Ggps1	chr13	FALSE	FALSE
Calr	chr8	FALSE	FALSE
Mt1	chr8	FALSE	TRUE
Mrps33	chr6	FALSE	FALSE
Zbtb43	chr2	FALSE	FALSE
Bzw1	chr1	FALSE	FALSE
Hspb6	chr7	FALSE	FALSE
Trabd	chr15	FALSE	FALSE
Ulk1	chr5	FALSE	FALSE
Rnf144b	chr13	FALSE	TRUE
Ndufaf7	chr17	FALSE	FALSE
Cep120	chr18	FALSE	TRUE
Zfp775	chr6	FALSE	FALSE
Cpxm2	chr7	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Nelfb	chr2	FALSE	FALSE
Per3	chr4	FALSE	FALSE
Trhr2	chr8	FALSE	TRUE
Plekhj1	chr10	FALSE	FALSE
Otol1	chr3	FALSE	TRUE
Ppa1	chr10	FALSE	FALSE
Swi5	chr2	FALSE	FALSE
Sf3b6	chr12	FALSE	FALSE
Bloc1s6	chr2	FALSE	FALSE
Ing2	chr8	FALSE	FALSE
Wdr13	chrX	FALSE	FALSE
Galr1	chr18	FALSE	TRUE
Lgr5	chr10	FALSE	TRUE
Sdcbp	chr4	TRUE	FALSE
Rps23	chr13	FALSE	FALSE
Dynlt3	chrX	FALSE	FALSE
Plppr3	chr10	FALSE	TRUE
Cox5a	chr9	FALSE	FALSE
Calm2	chr17	FALSE	FALSE
Enc1	chr13	FALSE	TRUE
E030018B13Rik	chr7	FALSE	FALSE
Asb8	chr15	FALSE	TRUE
Gabrg2	chr11	TRUE	TRUE
Ttc8	chr12	TRUE	FALSE
Tspyl4	chr10	FALSE	FALSE
Gpr21	chr2	FALSE	FALSE
Gpr87	chr3	FALSE	TRUE
Amfr	chr8	FALSE	FALSE
Rhob	chr12	FALSE	TRUE
Odf2l	chr3	FALSE	FALSE
Enpp4	chr17	FALSE	FALSE
Prdx3	chr19	FALSE	FALSE
Sec14l2	chr11	FALSE	FALSE
Tardbp	chr4	FALSE	FALSE
Plpbp	chr8	FALSE	TRUE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	FALSE	FALSE
Mcl1	chr3	FALSE	FALSE
Klhl23	chr2	FALSE	TRUE
Il23a	chr10	FALSE	TRUE
Nr2c1	chr10	FALSE	TRUE
Ier2	chr8	FALSE	FALSE
E030025P04Rik	chr11	FALSE	TRUE
Pomk	chr8	FALSE	FALSE
Nudt5	chr2	FALSE	FALSE
Cavin3	chr7	FALSE	FALSE
Smarcb1	chr10	FALSE	FALSE
Mtbp	chr15	FALSE	FALSE
Slc7a8	chr14	FALSE	FALSE
Akain1	chr17	FALSE	FALSE
Gpr142	chr11	FALSE	TRUE
Coa6	chr8	FALSE	FALSE
Nom1	chr5	FALSE	FALSE
Trpv2	chr11	FALSE	FALSE
Fem1a	chr17	FALSE	FALSE
Cdh8	chr8	FALSE	TRUE
Aldob	chr4	FALSE	TRUE
Fuz	chr7	FALSE	FALSE
Tsen15	chr1	FALSE	FALSE
Ccdc85c	chr12	FALSE	FALSE
Crtc2	chr3	FALSE	TRUE
Actb	chr5	FALSE	FALSE
Slc39a13	chr2	FALSE	FALSE
Osgep	chr14	FALSE	FALSE
Mfsd11	chr11	FALSE	FALSE
Ing1	chr8	FALSE	FALSE
Idnk	chr13	FALSE	FALSE
Mfsd3	chr15	FALSE	FALSE
Sprtn	chr8	FALSE	FALSE
Fos	chr12	FALSE	FALSE
Unc5d	chr8	FALSE	TRUE
Rpl39	chrX	FALSE	FALSE
Scnn1b	chr7	FALSE	TRUE
H4c3	chr13	FALSE	FALSE
Tspyl3	chr2	FALSE	FALSE
Ctdsp1	chr1	FALSE	FALSE
Pip5k1a	chr3	FALSE	FALSE
Psmd7	chr8	FALSE	TRUE
Hint3	chr10	FALSE	FALSE
Ercc3	chr18	FALSE	FALSE
Ppp1r15a	chr7	FALSE	FALSE
Gsr	chr8	FALSE	FALSE
Echs1	chr7	FALSE	FALSE
Mat2a	chr6	FALSE	FALSE
Rfk	chr19	FALSE	FALSE
Mmp24	chr2	FALSE	FALSE
Surf4	chr2	FALSE	FALSE
Pcna	chr2	FALSE	FALSE
Stard10	chr7	FALSE	FALSE
Jaml	chr9	FALSE	FALSE
Zbtb5	chr4	FALSE	FALSE
Srp14	chr2	FALSE	FALSE
Tmc3	chr7	FALSE	TRUE
Ntpcr	chr8	FALSE	FALSE
Trim8	chr19	FALSE	FALSE
Gramd1a	chr7	FALSE	FALSE
Zfp938	chr10	FALSE	FALSE
Morf4l2	chrX	FALSE	FALSE
Klhl33	chr14	FALSE	FALSE
Cdc16	chr8	FALSE	FALSE
Ndufs3	chr2	FALSE	FALSE
Zfp444	chr7	FALSE	FALSE
Ankrd37	chr8	FALSE	FALSE
Rbsn	chr6	FALSE	FALSE
Fam210a	chr18	FALSE	FALSE
Cuta	chr17	FALSE	FALSE
Fam161a	chr11	FALSE	FALSE
Mtss2	chr8	FALSE	FALSE
Mgat4d	chr8	FALSE	FALSE
Dut	chr2	FALSE	FALSE
Tmem14c	chr13	FALSE	FALSE
Rpl30	chr15	FALSE	FALSE
Srsf12	chr4	FALSE	TRUE
Cdh15	chr8	FALSE	FALSE
Slc1a6	chr10	FALSE	FALSE
Sirt4	chr5	FALSE	FALSE
Nup50	chr15	FALSE	TRUE
Hsph1	chr5	FALSE	FALSE
Pm20d2	chr4	FALSE	FALSE
Dlg4	chr11	FALSE	FALSE
Ndufs1	chr1	FALSE	FALSE
Cpne3	chr4	FALSE	FALSE
Synpo2l	chr14	FALSE	FALSE
Emilin3	chr2	FALSE	TRUE
Alkbh7	chr17	FALSE	FALSE
Mlh1	chr9	FALSE	FALSE
Mef2c	chr13	FALSE	TRUE
Asap2	chr12	FALSE	TRUE
Camk2d	chr3	FALSE	FALSE
Mms19	chr19	FALSE	FALSE
Zfp30	chr7	FALSE	FALSE
Tmem164	chrX	FALSE	TRUE
Hrh2	chr13	FALSE	TRUE
Shd	chr17	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Klhdc9	chr1	FALSE	FALSE
Psap	chr10	FALSE	TRUE
Mettl3	chr14	FALSE	FALSE
Tmem41b	chr7	FALSE	FALSE
Anxa7	chr14	FALSE	FALSE
Ccnl1	chr3	FALSE	FALSE
Neurod2	chr11	TRUE	FALSE
Rad23b	chr4	FALSE	FALSE
Rcan2	chr17	FALSE	FALSE
Mgat1	chr11	FALSE	FALSE
Dedd	chr1	FALSE	FALSE
Rbbp7	chrX	FALSE	FALSE
Atp6v0e	chr17	FALSE	FALSE
Babam2	chr5	FALSE	FALSE
Tufm	chr7	FALSE	FALSE
Brsk1	chr7	FALSE	FALSE
Frmpd4	chrX	FALSE	TRUE
Slc35e3	chr10	FALSE	FALSE
Hnrnpf	chr6	FALSE	FALSE
Akap8l	chr17	FALSE	FALSE
Creg1	chr1	FALSE	FALSE
Nr1d1	chr11	FALSE	FALSE
Thap1	chr8	FALSE	FALSE
Degs1	chr1	FALSE	FALSE
Zfp518b	chr5	FALSE	FALSE
Dtwd1	chr2	FALSE	FALSE
Pin4	chrX	FALSE	FALSE
Krtcap3	chr5	FALSE	TRUE
Pex12	chr11	FALSE	FALSE
Ppp1r3b	chr8	FALSE	TRUE
Rbck1	chr2	FALSE	FALSE
Chst2	chr9	FALSE	TRUE
Ercc1	chr7	FALSE	FALSE
Lurap1	chr4	FALSE	FALSE
Akap17b	chrX	FALSE	FALSE
Ino80c	chr18	FALSE	TRUE
Scaf1	chr7	FALSE	FALSE
Zranb1	chr7	FALSE	FALSE
Psmc2	chr5	FALSE	FALSE
Rpusd1	chr17	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Dmac1	chr4	FALSE	FALSE
Carmil2	chr8	FALSE	FALSE
H1f10	chr6	FALSE	FALSE
Clpp	chr17	FALSE	FALSE
Kbtbd2	chr6	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
R3hcc1l	chr19	FALSE	FALSE
Mmp23	chr4	FALSE	FALSE
Igip	chr18	FALSE	TRUE
Sac3d1	chr19	FALSE	FALSE
E430018J23Rik	chr7	FALSE	FALSE
Tceal6	chrX	FALSE	TRUE
Srp19	chr18	FALSE	FALSE
Fam89b	chr19	FALSE	FALSE
Rap2b	chr3	FALSE	FALSE
Pygo2	chr3	FALSE	FALSE
Inpp5f	chr7	FALSE	TRUE
Gna13	chr11	FALSE	TRUE
C1qtnf12	chr4	FALSE	FALSE
Nlgn3	chrX	FALSE	FALSE
Ndufc2	chr7	FALSE	FALSE
Kcnd1	chrX	FALSE	TRUE
Rps29	chr12	FALSE	FALSE
Nyap2	chr1	FALSE	FALSE
Kcna4	chr2	FALSE	FALSE
Chrac1	chr15	FALSE	FALSE
Anapc7	chr5	FALSE	FALSE
Mdm2	chr10	FALSE	FALSE
Zfp273	chr13	FALSE	FALSE
Scamp5	chr9	FALSE	FALSE
Bbc3	chr7	FALSE	FALSE
Dctpp1	chr7	FALSE	FALSE
Parp2	chr14	FALSE	FALSE
Kat14	chr2	FALSE	FALSE
Polr2h	chr16	FALSE	FALSE
Nabp2	chr10	FALSE	FALSE
Tesk1	chr4	FALSE	FALSE
Ubtd2	chr11	FALSE	FALSE
Tbl2	chr5	FALSE	FALSE
Septin3	chr15	FALSE	TRUE
Ube2m	chr7	FALSE	FALSE
Chmp6	chr11	FALSE	FALSE
Tmem106b	chr6	FALSE	FALSE
Hacl1	chr14	FALSE	FALSE
Papolg	chr11	FALSE	FALSE
Clk1	chr1	FALSE	FALSE
Gdpd4	chr7	FALSE	TRUE
Abhd17a	chr10	FALSE	FALSE
Snapc4	chr2	FALSE	FALSE
Reep5	chr18	FALSE	FALSE
Yipf6	chrX	FALSE	FALSE
Slc6a7	chr18	FALSE	FALSE
Usp42	chr5	FALSE	FALSE
Ube2j1	chr4	FALSE	FALSE
Mpv17	chr5	FALSE	FALSE
Ptcd2	chr13	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
2210016L21Rik	chr5	FALSE	FALSE
Ehmt2	chr17	FALSE	FALSE
Snrpb	chr2	FALSE	FALSE
Tmsb4x	chrX	FALSE	TRUE
Ccdc142	chr6	FALSE	FALSE
Mog	chr17	FALSE	FALSE
Olfm1	chr2	FALSE	FALSE
Sipa1l3	chr7	FALSE	FALSE
Lypla2	chr4	FALSE	FALSE
Pdgfb	chr15	FALSE	FALSE
Ctbp1	chr5	FALSE	FALSE
Pfn2	chr3	FALSE	FALSE
Zfp764	chr7	FALSE	FALSE
Nrip1	chr16	FALSE	FALSE
Trappc6a	chr7	FALSE	FALSE
Stx4a	chr7	FALSE	FALSE
Bpifb6	chr2	FALSE	FALSE
Nsmce4a	chr7	FALSE	FALSE
Eif3j2	chr18	FALSE	FALSE
Prrc2a	chr17	FALSE	FALSE
Aqp5	chr15	FALSE	TRUE
Mcts2	chr2	FALSE	TRUE
Ly6e	chr15	FALSE	FALSE
Gatd3a	chr10	FALSE	FALSE
Cby1	chr15	FALSE	FALSE
Ss18l2	chr9	FALSE	FALSE
Wdr83os	chr8	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Tmem107	chr11	FALSE	FALSE
Cep152	chr2	FALSE	FALSE
Nup85	chr11	FALSE	FALSE
Cers2	chr3	FALSE	FALSE
Paqr7	chr4	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Nmral1	chr16	FALSE	TRUE
Dhcr7	chr7	FALSE	FALSE
Rusc1	chr3	FALSE	FALSE
Fmc1	chr6	FALSE	TRUE
Ripk1	chr13	FALSE	FALSE
Sertad1	chr7	FALSE	TRUE
Mthfr	chr4	FALSE	TRUE
Mterf1b	chr5	FALSE	TRUE
Mcm8	chr2	FALSE	FALSE
Rpl4	chr9	FALSE	TRUE
Dlg3	chrX	FALSE	FALSE
Pyurf	chr6	FALSE	FALSE
Adcy8	chr15	FALSE	FALSE
Ubl4a	chrX	FALSE	FALSE
Tmem160	chr7	FALSE	FALSE
H3c7	chr13	FALSE	FALSE
Qpctl	chr7	FALSE	FALSE
Rad1	chr15	FALSE	TRUE
Mapk8ip2	chr15	FALSE	FALSE
Plekho1	chr3	FALSE	FALSE
Psmg4	chr13	FALSE	TRUE
Zfp382	chr7	FALSE	FALSE
Rps6ka1	chr4	FALSE	TRUE
Uqcr11	chr10	FALSE	FALSE
Gnb2	chr5	FALSE	TRUE
Chd9	chr8	FALSE	FALSE
Cflar	chr1	FALSE	TRUE
Fcrlb	chr1	FALSE	FALSE
Tcaim	chr9	FALSE	FALSE
Timm29	chr9	FALSE	FALSE
Upf1	chr8	FALSE	FALSE
Zfp712	chr13	FALSE	TRUE
Ubtd1	chr19	FALSE	FALSE
Sema4c	chr1	FALSE	TRUE
Wbp4	chr14	FALSE	FALSE
Nuf2	chr1	FALSE	FALSE
Tox2	chr2	FALSE	TRUE
Spag7	chr11	FALSE	TRUE
4933434E20Rik	chr3	FALSE	FALSE
Atg3	chr16	FALSE	FALSE
Cdadc1	chr14	FALSE	FALSE
Rpl27a	chr7	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Orc6	chr8	FALSE	FALSE
Acp1	chr12	FALSE	FALSE
Men1	chr19	FALSE	FALSE
Cdpf1	chr15	FALSE	FALSE
Riok2	chr17	FALSE	FALSE
Tmem101	chr11	FALSE	FALSE
Marcks	chr10	FALSE	FALSE
Slfn14	chr11	FALSE	FALSE
Ssna1	chr2	FALSE	FALSE
Sdhc	chr1	FALSE	FALSE
Wbp1	chr6	FALSE	FALSE
Siah2	chr3	FALSE	FALSE
Leng1	chr7	FALSE	FALSE
Qdpr	chr5	FALSE	FALSE
Bhlha9	chr11	FALSE	TRUE
Sf3b4	chr3	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Colec11	chr12	FALSE	FALSE
Lmo4	chr3	FALSE	FALSE
Zfp239	chr6	FALSE	TRUE
Pogk	chr1	FALSE	TRUE
Usp25	chr16	FALSE	FALSE
Bach2	chr4	FALSE	FALSE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	FALSE	FALSE
Nanos1	chr19	FALSE	FALSE
Ints6l	chrX	FALSE	FALSE
Acot13	chr13	FALSE	FALSE
Rmi2	chr16	FALSE	TRUE
P2ry13	chr3	FALSE	TRUE
Usp38	chr8	FALSE	FALSE
Psenen	chr7	FALSE	FALSE
Rarres2	chr6	FALSE	TRUE
Apln	chrX	FALSE	TRUE
Acyp1	chr12	FALSE	FALSE
Lrrc66	chr5	FALSE	TRUE
Gstz1	chr12	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Flot1	chr17	FALSE	FALSE
Nasp	chr4	FALSE	FALSE
Mrps31	chr8	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
B3galt4	chr17	FALSE	FALSE
Ccdc124	chr8	FALSE	TRUE
Tor3a	chr1	FALSE	FALSE
Apbb1	chr7	FALSE	FALSE
Trp53inp1	chr4	FALSE	FALSE
Arl5b	chr2	FALSE	TRUE
Ptp4a1	chr1	FALSE	FALSE
Sdhaf4	chr1	FALSE	FALSE
Vps4b	chr1	FALSE	FALSE
Mapk1ip1l	chr14	FALSE	FALSE
Mlycd	chr8	FALSE	FALSE
Bop1	chr15	FALSE	FALSE
Pex16	chr2	FALSE	FALSE
Otor	chr2	FALSE	TRUE
Socs7	chr11	FALSE	FALSE
Capn10	chr1	FALSE	FALSE
Tacc3	chr5	FALSE	FALSE
Cdipt	chr7	FALSE	TRUE
Dusp26	chr8	FALSE	FALSE
Lin7c	chr2	FALSE	FALSE
Zfp281	chr1	FALSE	FALSE
Zfp768	chr7	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Snapc5	chr9	FALSE	FALSE
Ttc19	chr11	FALSE	TRUE
Zmynd8	chr2	FALSE	TRUE
Gpr173	chrX	FALSE	FALSE
Cep85l	chr10	FALSE	TRUE
Letmd1	chr15	FALSE	FALSE
Map1lc3b	chr8	FALSE	TRUE
Irf3	chr7	FALSE	FALSE
Maz	chr7	FALSE	FALSE
Gm19668	chr10	FALSE	TRUE
Ccdc89	chr7	FALSE	TRUE
Farsa	chr8	FALSE	FALSE
Pnp	chr14	FALSE	FALSE
Trim32	chr4	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Ets2	chr16	FALSE	FALSE
Lgals8	chr13	FALSE	FALSE
Otub1	chr19	FALSE	FALSE
Zfp512b	chr2	FALSE	FALSE
Sh2b1	chr7	FALSE	TRUE
Secisbp2	chr13	FALSE	FALSE
Nbn	chr4	FALSE	FALSE
Ncaph2	chr15	FALSE	TRUE
Mtx3	chr13	FALSE	FALSE
Cdca7	chr2	FALSE	FALSE
Zfp212	chr6	FALSE	FALSE
Vldlr	chr19	FALSE	TRUE
Exosc7	chr9	FALSE	FALSE
Tmem126a	chr7	FALSE	FALSE
Pus3	chr9	FALSE	FALSE
Il17d	chr14	FALSE	TRUE
Nacad	chr11	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Gprasp2	chrX	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Clk2	chr3	FALSE	FALSE
Gpr84	chr15	FALSE	FALSE
Aars2	chr17	FALSE	FALSE
Kctd20	chr17	FALSE	FALSE
Cyc1	chr15	FALSE	FALSE
Nudt16	chr9	FALSE	FALSE
Zfp746	chr6	FALSE	FALSE
Mrps14	chr1	FALSE	FALSE
Cetn3	chr13	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Hibch	chr1	FALSE	TRUE
Slc25a42	chr8	FALSE	FALSE
Smim27	chr4	FALSE	TRUE
Hmgcr	chr13	FALSE	FALSE
Rdh14	chr12	FALSE	FALSE
H4c11	chr13	FALSE	FALSE
Ivd	chr2	FALSE	FALSE
Scd3	chr19	FALSE	TRUE
Fam221b	chr4	FALSE	TRUE
Cpvl	chr6	FALSE	TRUE
Aup1	chr6	FALSE	FALSE
N4bp3	chr11	FALSE	FALSE
Cct2	chr10	FALSE	FALSE
Neurl4	chr11	FALSE	FALSE
Amz2	chr11	FALSE	TRUE
Suds3	chr5	FALSE	FALSE
Prdx5	chr19	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Npff	chr15	FALSE	FALSE
Nrg3	chr14	FALSE	FALSE
Sipa1l2	chr8	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Cluh	chr11	FALSE	FALSE
Snurf	chr7	FALSE	FALSE
Rab9b	chrX	FALSE	FALSE
Cirbp	chr10	FALSE	FALSE
Ppia	chr11	FALSE	FALSE
Swsap1	chr9	FALSE	FALSE
Ginm1	chr10	FALSE	FALSE
Rpp38	chr2	FALSE	FALSE
Thoc6	chr17	FALSE	FALSE
Myc	chr15	FALSE	TRUE
Tpp1	chr7	FALSE	TRUE
Rundc3a	chr11	FALSE	FALSE
Gga3	chr11	FALSE	FALSE
Puf60	chr15	FALSE	FALSE
Klhdc8b	chr9	FALSE	TRUE
Zfp119a	chr17	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Hmgcll1	chr9	FALSE	TRUE
Bcap29	chr12	FALSE	TRUE
Wsb1	chr11	FALSE	FALSE
Zfp9	chr6	FALSE	FALSE
Naa20	chr2	FALSE	FALSE
Taok2	chr7	FALSE	FALSE
Trmt44	chr5	FALSE	FALSE
Zfp959	chr17	FALSE	FALSE
Fam184a	chr10	FALSE	TRUE
Fcho1	chr8	FALSE	FALSE
Rnh1	chr7	FALSE	FALSE
Ier5l	chr2	FALSE	FALSE
Bcl2l11	chr2	FALSE	FALSE
Lxn	chr3	FALSE	FALSE
Ino80e	chr7	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Zfp182	chrX	FALSE	FALSE
Zfp251	chr15	FALSE	FALSE
Clpx	chr9	FALSE	TRUE
Zfp709	chr8	FALSE	TRUE
Lrcol1	chr5	FALSE	TRUE
Zfp612	chr8	FALSE	FALSE
Kif2a	chr13	FALSE	FALSE
Pja1	chrX	FALSE	FALSE
Rgcc	chr14	FALSE	TRUE
Rpl31	chr1	FALSE	FALSE
Atg5	chr10	FALSE	FALSE
Rnf181	chr6	FALSE	FALSE
AF067063	chr13	FALSE	TRUE
Pcyox1l	chr18	FALSE	FALSE
Keap1	chr9	FALSE	FALSE
Rpl19	chr11	FALSE	FALSE
B3gntl1	chr11	FALSE	FALSE
Tmem81	chr1	FALSE	FALSE
Gtf2e1	chr16	FALSE	TRUE
Sfr1	chr19	FALSE	FALSE
Isyna1	chr8	FALSE	FALSE
Cables2	chr2	FALSE	FALSE
Rab14	chr2	FALSE	FALSE
Lsm6	chr8	FALSE	FALSE
Shcbp1l	chr1	FALSE	FALSE
Tusc1	chr4	FALSE	FALSE
Asrgl1	chr19	FALSE	FALSE
Tspan18	chr2	FALSE	TRUE
Fra10ac1	chr19	FALSE	FALSE
2700062C07Rik	chr18	FALSE	TRUE
Ccdc115	chr1	FALSE	FALSE
Mospd2	chrX	FALSE	FALSE
Ppp1r11	chr17	FALSE	FALSE
Tmem19	chr10	FALSE	FALSE
Surf6	chr2	FALSE	FALSE
Cmtr1	chr17	FALSE	FALSE
Wrap73	chr4	FALSE	TRUE
Zfp354b	chr11	FALSE	FALSE
Tmtc2	chr10	FALSE	TRUE
Hsd3b7	chr7	FALSE	FALSE
Chd3	chr11	FALSE	FALSE
Zfp874b	chr13	FALSE	FALSE
Slc29a1	chr17	FALSE	TRUE
Rpe	chr1	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Rnf133	chr6	FALSE	TRUE
Med7	chr11	FALSE	FALSE
Barhl2	chr5	TRUE	TRUE
Spag1	chr15	FALSE	TRUE
Cic	chr7	FALSE	FALSE
Arrb2	chr11	FALSE	FALSE
Rims2	chr15	FALSE	TRUE
Nab1	chr1	TRUE	TRUE
Erich3	chr3	FALSE	FALSE
Rpl15	chr14	FALSE	FALSE
Ccng2	chr5	FALSE	FALSE
Ifitm7	chr16	FALSE	FALSE
Ptch1	chr13	FALSE	FALSE
Rnf225	chr7	FALSE	TRUE
Slc16a13	chr11	FALSE	FALSE
Zbtb7b	chr3	FALSE	FALSE
Rwdd4a	chr8	FALSE	FALSE
Coa7	chr4	FALSE	FALSE
Wdr5	chr2	FALSE	FALSE
Foxred2	chr15	FALSE	TRUE
Nek2	chr1	FALSE	FALSE
Tomm20l	chr12	FALSE	TRUE
Kank2	chr9	FALSE	FALSE
B4galt6	chr18	FALSE	FALSE
Prelid1	chr13	FALSE	FALSE
Nrep	chr18	TRUE	FALSE
Atxn7l3b	chr10	FALSE	FALSE
Khk	chr5	FALSE	FALSE
Dnaja4	chr9	FALSE	FALSE
Rps11	chr7	FALSE	FALSE
Gorasp1	chr9	FALSE	FALSE
Sspn	chr6	FALSE	FALSE
Rgl3	chr9	FALSE	FALSE
Stard7	chr2	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Hnrnpc	chr14	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Tceal3	chrX	FALSE	FALSE
Lin37	chr7	FALSE	FALSE
Gm15446	chr5	FALSE	FALSE
Pigq	chr17	FALSE	FALSE
Mrpl18	chr17	FALSE	TRUE
Gmfb	chr14	FALSE	TRUE
Pard3	chr8	FALSE	TRUE
Spice1	chr16	FALSE	FALSE
Csmd1	chr8	FALSE	TRUE
Dus4l	chr12	FALSE	TRUE
A130010J15Rik	chr1	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Gtf3c6	chr10	FALSE	FALSE
Oma1	chr4	FALSE	FALSE
Sec61a1	chr6	FALSE	FALSE
Slc25a44	chr3	FALSE	FALSE
Pdlim4	chr11	FALSE	FALSE
Tmem88b	chr4	FALSE	FALSE
Rell2	chr18	FALSE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Hmgcl	chr4	FALSE	TRUE
Zfp963	chr8	FALSE	FALSE
Rbm24	chr13	FALSE	TRUE
Ptn	chr6	FALSE	TRUE
Bmp1	chr14	FALSE	TRUE
Rnf5	chr17	FALSE	FALSE
Npm2	chr14	FALSE	TRUE
Synpr	chr14	TRUE	TRUE
Tcea1	chr1	FALSE	FALSE
Rgs2	chr1	FALSE	FALSE
Harbi1	chr2	FALSE	FALSE
Golt1b	chr6	FALSE	FALSE
Paxbp1	chr16	FALSE	FALSE
Irx3	chr8	FALSE	TRUE
Mphosph6	chr8	FALSE	FALSE
Las1l	chrX	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Isy1	chr6	FALSE	FALSE
Txlng	chrX	FALSE	FALSE
Lrrc40	chr3	FALSE	FALSE
Mdh1	chr11	FALSE	TRUE
Ttc7	chr17	FALSE	TRUE
Endog	chr2	FALSE	FALSE
Pigm	chr1	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Tbx6	chr7	FALSE	FALSE
Gnai1	chr5	FALSE	TRUE
Ints10	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Alkbh2	chr5	FALSE	FALSE
Pjvk	chr2	FALSE	TRUE
Cited2	chr10	FALSE	FALSE
Mier2	chr10	FALSE	TRUE
Slc35b2	chr17	FALSE	FALSE
Pabpc5	chrX	FALSE	TRUE
Zfp619	chr7	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Astn1	chr1	FALSE	FALSE
Irgq	chr7	FALSE	FALSE
Tcte2	chr17	FALSE	FALSE
Txlna	chr4	FALSE	FALSE
Ap4b1	chr3	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Bdh1	chr16	FALSE	TRUE
Zscan12	chr13	FALSE	FALSE
Faf2	chr13	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Tmem121	chr12	FALSE	FALSE
Zfp628	chr7	FALSE	FALSE
Rnaset2a	chr17	FALSE	TRUE
Acp2	chr2	FALSE	FALSE
Syncrip	chr9	FALSE	FALSE
Tgds	chr14	FALSE	FALSE
Nab2	chr10	FALSE	TRUE
Phf23	chr11	FALSE	FALSE
Ccdc47	chr11	FALSE	FALSE
Fsbp	chr4	FALSE	TRUE
Phf7	chr14	FALSE	FALSE
Tmbim6	chr15	FALSE	FALSE
Mboat1	chr13	FALSE	TRUE
Arl14ep	chr2	FALSE	FALSE
Agtr1b	chr3	TRUE	TRUE
Crot	chr5	FALSE	FALSE
Cct6b	chr11	FALSE	FALSE
Zfp874a	chr13	FALSE	FALSE
Sh2d1a	chrX	FALSE	FALSE
Bag6	chr17	FALSE	FALSE
Hyal3	chr9	FALSE	TRUE
Sox12	chr2	FALSE	TRUE
Atp6ap1	chrX	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Jkamp	chr12	FALSE	FALSE
Upf3a	chr8	FALSE	FALSE
Uba52	chr8	FALSE	FALSE
Setx	chr2	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
Ahcy	chr2	FALSE	FALSE
Mplkip	chr13	FALSE	FALSE
Ubqln1	chr13	FALSE	FALSE
Cblb	chr16	FALSE	TRUE
Coq8a	chr1	FALSE	FALSE
Gpd1	chr15	FALSE	TRUE
Scyl2	chr10	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Tmem42	chr9	FALSE	FALSE
Ppp1r8	chr4	FALSE	FALSE
Ankle2	chr5	FALSE	FALSE
Zdhhc8	chr16	FALSE	FALSE
Jph3	chr8	FALSE	TRUE
Tpk1	chr6	FALSE	TRUE
Selenow	chr7	FALSE	FALSE
Zhx1	chr15	FALSE	FALSE
Cops4	chr5	FALSE	FALSE
Ift27	chr15	FALSE	FALSE
Uqcrc2	chr7	FALSE	FALSE
Rpl32	chr6	FALSE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Sncb	chr13	FALSE	FALSE
Toe1	chr4	FALSE	FALSE
