gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Slc30a6	ENSMUSG00000024069.14	chr17	74395607	74424221	+	protein_coding	28614	11878	216186	2442
Nlrc4	ENSMUSG00000039193.9	chr17	74425437	74459142	-	protein_coding	33705	14478	256901	2865
Yipf4	ENSMUSG00000024072.9	chr17	74489492	74500277	+	protein_coding	10785	3993	76232	788
Birc6	ENSMUSG00000024073.16	chr17	74528294	74703356	+	protein_coding	175062	64866	1151486	12624
Ttc27	ENSMUSG00000024078.7	chr17	74717731	74863570	+	protein_coding	145839	56742	1040071	11994
Ltbp1	ENSMUSG00000001870.16	chr17	75005567	75392512	+	protein_coding	386945	156797	2994130	42120
Rasgrp3	ENSMUSG00000071042.12	chr17	75435895	75529054	+	protein_coding	93159	36887	688810	8993
Fam98a	ENSMUSG00000002017.10	chr17	75537085	75551946	-	protein_coding	14861	5853	116288	1271
Crim1	ENSMUSG00000024074.8	chr17	78200247	78376592	+	protein_coding	176345	73090	1364058	31189
Fez2	ENSMUSG00000056121.16	chr17	78369211	78418152	-	protein_coding	48941	20060	361850	10182
Vit	ENSMUSG00000024076.10	chr17	78508063	78627408	+	protein_coding	119345	50015	853794	19442
Strn	ENSMUSG00000024077.15	chr17	78649912	78737196	-	protein_coding	87284	33136	618083	8104
Heatr5b	ENSMUSG00000039414.10	chr17	78752897	78835364	-	protein_coding	82467	31468	611438	7349
Gpatch11	ENSMUSG00000050668.10	chr17	78835566	78848308	+	protein_coding	12742	5232	102066	1357
Eif2ak2	ENSMUSG00000024079.4	chr17	78852563	78882573	-	protein_coding	30010	12201	223584	3289
Sult6b1	ENSMUSG00000038045.14	chr17	78883937	78906992	-	protein_coding	23055	9214	168798	2633
Cebpzos	ENSMUSG00000062691.10	chr17	78916499	78920306	+	protein_coding	3807	1540	27513	247
Cebpz	ENSMUSG00000024081.9	chr17	78919005	78937066	-	protein_coding	18061	6986	138534	1257
Ndufaf7	ENSMUSG00000024082.5	chr17	78937135	78948052	+	protein_coding	10917	4290	78197	757
Prkd3	ENSMUSG00000024070.15	chr17	78949404	79020816	-	protein_coding	71412	26891	547665	7512
Qpct	ENSMUSG00000024084.8	chr17	79051905	79090378	+	protein_coding	38473	14970	270284	4307
Cdc42ep3	ENSMUSG00000036533.9	chr17	79333726	79355091	-	protein_coding	21365	9308	163596	2916
Rmdn2	ENSMUSG00000036368.8	chr17	79611862	79693192	+	protein_coding	81330	29248	538808	7064
Cyp1b1	ENSMUSG00000024087.4	chr17	79701536	79715061	-	protein_coding	13525	5521	99470	3166
Atl2	ENSMUSG00000059811.13	chr17	79848389	79896123	-	protein_coding	47734	17666	308751	4136
Hnrnpll	ENSMUSG00000024095.15	chr17	80029486	80062334	-	protein_coding	32848	12086	228645	3303
Galm	ENSMUSG00000035473.10	chr17	80127470	80185101	+	protein_coding	57631	24645	406343	10668
Srsf7	ENSMUSG00000024097.11	chr17	80200079	80207307	-	protein_coding	7228	2662	50851	399
Ttc39d	ENSMUSG00000046196.4	chr17	80207459	80217936	+	protein_coding	10477	4121	73932	950
Gemin6	ENSMUSG00000055760.12	chr17	80224440	80228497	+	protein_coding	4057	1572	30703	594
Dhx57	ENSMUSG00000035051.15	chr17	80238308	80290476	-	protein_coding	52168	21376	398986	5370
Morn2	ENSMUSG00000045257.10	chr17	80290202	80297476	+	protein_coding	7274	2869	50804	1128
Arhgef33	ENSMUSG00000054901.7	chr17	80307406	80400081	+	protein_coding	92675	38040	688726	8825
Gm10190	ENSMUSG00000066938.1	chr17	80373217	80373541	-	protein_coding	324	137	1022	64
Sos1	ENSMUSG00000024241.7	chr17	80393750	80480453	-	protein_coding	86703	32964	635724	7920
Cdkl4	ENSMUSG00000033966.8	chr17	80523549	80577813	-	protein_coding	54264	22579	383746	6009
Map4k3	ENSMUSG00000024242.15	chr17	80580511	80728485	-	protein_coding	147974	60025	1064538	18632
Tmem178	ENSMUSG00000024245.4	chr17	80944631	81001816	+	protein_coding	57185	23626	366161	5544
Thumpd2	ENSMUSG00000024246.9	chr17	81026331	81065082	-	protein_coding	38751	16161	288421	3606
Slc8a1	ENSMUSG00000054640.15	chr17	81373104	81738377	-	protein_coding	365273	134900	2569320	84494
Gm11096	ENSMUSG00000079333.3	chr17	81441762	81441923	+	protein_coding	161	44	1003	25
Pkdcc	ENSMUSG00000024247.14	chr17	83215291	83225070	+	protein_coding	9779	4845	67135	3541
Eml4	ENSMUSG00000032624.16	chr17	83350930	83480361	+	protein_coding	129431	50171	960780	17070
Cox7a2l	ENSMUSG00000024248.14	chr17	83501917	83517330	-	protein_coding	15413	6507	109109	1086
Kcng3	ENSMUSG00000045053.2	chr17	83585956	83631895	-	protein_coding	45939	19971	343373	4968
Mta3	ENSMUSG00000055817.18	chr17	83706162	83821516	+	protein_coding	115354	49420	826630	14122
Haao	ENSMUSG00000000673.9	chr17	83831155	83847963	-	protein_coding	16808	7880	112557	3103
Zfp36l2	ENSMUSG00000045817.8	chr17	84183930	84187947	-	protein_coding	4017	1677	15464	842
Thada	ENSMUSG00000024251.10	chr17	84190075	84466205	-	protein_coding	276130	113270	1952529	37363
Plekhh2	ENSMUSG00000040852.6	chr17	84511894	84622138	+	protein_coding	110244	43613	773298	11793
Dync2li1	ENSMUSG00000024253.9	chr17	84626495	84655588	+	protein_coding	29093	11976	224373	3508
Abcg5	ENSMUSG00000040505.13	chr17	84658233	84683011	-	protein_coding	24778	10449	160008	2519
Abcg8	ENSMUSG00000024254.15	chr17	84676301	84700333	+	protein_coding	24032	11052	165339	2784
Lrpprc	ENSMUSG00000024120.12	chr17	84705246	84790789	-	protein_coding	85543	34237	667624	9682
Ppm1b	ENSMUSG00000061130.13	chr17	84956740	85023991	+	protein_coding	67251	26068	492472	6493
Slc3a1	ENSMUSG00000024131.8	chr17	85028375	85064236	+	protein_coding	35861	15186	255753	3492
Prepl	ENSMUSG00000024127.15	chr17	85063469	85090241	-	protein_coding	26772	10796	204859	2386
Camkmt	ENSMUSG00000071037.6	chr17	85090551	85458588	+	protein_coding	368037	145135	2754533	49164
Six3	ENSMUSG00000038805.10	chr17	85613607	85629302	+	protein_coding	15695	7411	70099	1030
Six2	ENSMUSG00000024134.11	chr17	85684276	85688274	-	protein_coding	3998	1832	19773	186
Srbd1	ENSMUSG00000024135.10	chr17	85984664	86145175	-	protein_coding	160511	63543	1221121	18922
Prkce	ENSMUSG00000045038.14	chr17	86167784	86657919	+	protein_coding	490135	215188	3405477	93044
Gm10309	ENSMUSG00000071036.2	chr17	86497731	86505232	-	protein_coding	7501	3373	50684	1023
Epas1	ENSMUSG00000024140.10	chr17	86753699	86833410	+	protein_coding	79711	35939	632757	20205
Tmem247	ENSMUSG00000037689.6	chr17	86917347	86922374	+	protein_coding	5027	2227	39003	614
Atp6v1e2	ENSMUSG00000053375.8	chr17	86944108	86947897	-	protein_coding	3789	1621	28718	578
Rhoq	ENSMUSG00000024143.15	chr17	86963081	87000069	+	protein_coding	36988	16424	300780	7038
Pigf	ENSMUSG00000024145.6	chr17	86997255	87025406	-	protein_coding	28151	10501	232285	8250
Cript	ENSMUSG00000024146.9	chr17	87025549	87035810	+	protein_coding	10261	4100	82288	850
Socs5	ENSMUSG00000037104.9	chr17	87107678	87137839	+	protein_coding	30161	12315	258408	4615
Mcfd2	ENSMUSG00000024150.12	chr17	87254442	87265935	-	protein_coding	11493	5224	83966	691
Ttc7	ENSMUSG00000036918.16	chr17	87282885	87381769	+	protein_coding	98884	48073	712095	20647
Stpg4	ENSMUSG00000036557.8	chr17	87389570	87427741	-	protein_coding	38171	16229	271116	5928
Calm2	ENSMUSG00000036438.14	chr17	87433411	87446935	-	protein_coding	13524	5091	92990	842
Epcam	ENSMUSG00000045394.9	chr17	87635978	87651129	+	protein_coding	15151	6332	109249	2304
Msh2	ENSMUSG00000024151.13	chr17	87672329	87723713	+	protein_coding	51384	21415	413041	6986
Kcnk12	ENSMUSG00000050138.8	chr17	87745800	87797994	-	protein_coding	52194	22449	338458	5212
Rpl36-ps4	ENSMUSG00000093922.1	chr17	87920976	87921393	+	protein_coding	417	194	3898	49
Msh6	ENSMUSG00000005370.4	chr17	87975061	87990892	+	protein_coding	15831	6613	115292	1335
Fbxo11	ENSMUSG00000005371.15	chr17	87990858	88065291	-	protein_coding	74433	28300	534853	6793
Foxn2	ENSMUSG00000034998.18	chr17	88440710	88490533	+	protein_coding	49823	19197	307481	4226
Ppp1r21	ENSMUSG00000034709.8	chr17	88530117	88588367	+	protein_coding	58250	24876	413148	7309
Ston1	ENSMUSG00000033855.15	chr17	88597683	88662586	+	protein_coding	64903	27103	435835	8593
Gtf2a1l	ENSMUSG00000024154.11	chr17	88668659	88715152	+	protein_coding	46493	18265	321535	5169
Lhcgr	ENSMUSG00000024107.7	chr17	88716480	88791990	-	protein_coding	75510	31102	570485	7857
Fshr	ENSMUSG00000032937.5	chr17	88984951	89200675	-	protein_coding	215724	82705	1553151	17704
Gm10184	ENSMUSG00000066878.5	chr17	89908461	89910449	-	protein_coding	1988	239	1791	26
Nrxn1	ENSMUSG00000024109.18	chr17	90033630	91093071	-	protein_coding	1059441	377789	6732051	122892
Adcyap1	ENSMUSG00000024256.7	chr17	93199016	93206537	+	protein_coding	7521	3168	48021	1043
Mettl4	ENSMUSG00000055660.9	chr17	94722589	94750019	-	protein_coding	27430	10356	186681	2443
Vmn1r238	ENSMUSG00000091539.2	chr18	3122491	3123412	-	protein_coding	921	350	3541	22
Crem	ENSMUSG00000063889.16	chr18	3266047	3337748	-	protein_coding	71701	26693	521013	7830
Cul2	ENSMUSG00000024231.15	chr18	3382987	3436377	+	protein_coding	53390	20399	392253	4343
Bambi	ENSMUSG00000024232.2	chr18	3507922	3516404	+	protein_coding	8482	3430	63490	2038
Lyzl1	ENSMUSG00000024233.10	chr18	4165831	4182232	+	protein_coding	16401	6599	111127	1555
Map3k8	ENSMUSG00000024235.11	chr18	4331326	4353015	-	protein_coding	21689	9051	177422	3617
Mtpap	ENSMUSG00000024234.7	chr18	4375591	4397330	+	protein_coding	21739	8459	158841	1786
Jcad	ENSMUSG00000033960.6	chr18	4634877	4682869	+	protein_coding	47992	18739	345072	5686
Svil	ENSMUSG00000024236.18	chr18	4920539	5119299	+	protein_coding	198760	85747	1560871	54048
Zfp438	ENSMUSG00000050945.8	chr18	5210028	5334807	-	protein_coding	124779	47940	873787	12773
Zeb1	ENSMUSG00000024238.15	chr18	5591859	5775467	+	protein_coding	183608	68478	1265387	23128
Arhgap12	ENSMUSG00000041225.16	chr18	6024426	6136098	-	protein_coding	111672	41893	761165	11283
Kif5b	ENSMUSG00000006740.14	chr18	6201001	6242174	-	protein_coding	41173	15159	295454	2901
Epc1	ENSMUSG00000024240.13	chr18	6435950	6516108	-	protein_coding	80158	32047	606575	7150
4921524L21Rik	ENSMUSG00000039540.9	chr18	6603628	6638970	+	protein_coding	35342	13822	257652	3117
Rab18	ENSMUSG00000073639.6	chr18	6733904	6794429	+	protein_coding	60525	23346	432773	5151
Mkx	ENSMUSG00000061013.6	chr18	6934517	7004780	-	protein_coding	70263	28073	529905	6971
Armc4	ENSMUSG00000061802.6	chr18	7088208	7297936	-	protein_coding	209728	80123	1463807	17166
Mpp7	ENSMUSG00000057440.8	chr18	7347958	7626866	-	protein_coding	278908	104621	1844533	23829
Wac	ENSMUSG00000024283.15	chr18	7868831	7929028	+	protein_coding	60197	21052	402492	5237
Fzd8	ENSMUSG00000036904.6	chr18	9212162	9218136	+	protein_coding	5974	2570	39560	1732
Gjd4	ENSMUSG00000036855.3	chr18	9278606	9282809	-	protein_coding	4203	1814	29963	312
Ccny	ENSMUSG00000024286.8	chr18	9312303	9450154	-	protein_coding	137851	53546	908569	12508
Cetn1	ENSMUSG00000050996.7	chr18	9615523	9619478	-	protein_coding	3955	1571	29486	261
Colec12	ENSMUSG00000036103.9	chr18	9707594	9882644	+	protein_coding	175050	70406	1279766	14359
Thoc1	ENSMUSG00000024287.8	chr18	9957905	9995489	+	protein_coding	37584	13706	256019	2470
Usp14	ENSMUSG00000047879.17	chr18	9993065	10045119	-	protein_coding	52054	19442	346653	4227
Rock1	ENSMUSG00000024290.9	chr18	10064400	10182045	-	protein_coding	117645	41678	746129	8682
Greb1l	ENSMUSG00000042942.18	chr18	10325176	10562940	+	protein_coding	237764	93295	1738969	22753
Esco1	ENSMUSG00000024293.16	chr18	10566506	10610352	-	protein_coding	43846	16047	284810	3689
Snrpd1	ENSMUSG00000002477.5	chr18	10617774	10642079	+	protein_coding	24305	9867	172289	2053
Abhd3	ENSMUSG00000002475.16	chr18	10642091	10706771	-	protein_coding	64680	25499	449013	6353
Mib1	ENSMUSG00000024294.14	chr18	10725547	10818704	+	protein_coding	93157	34493	662687	8542
Gata6	ENSMUSG00000005836.10	chr18	11052063	11085635	+	protein_coding	33572	14002	231097	4700
Rbbp8	ENSMUSG00000041238.16	chr18	11633275	11745221	+	protein_coding	111946	40747	768239	9577
Cables1	ENSMUSG00000040957.15	chr18	11839219	11945630	+	protein_coding	106411	48643	851908	21502
Tmem241	ENSMUSG00000049411.15	chr18	11964449	12121537	-	protein_coding	157088	67747	1167019	20439
Riok3	ENSMUSG00000024404.7	chr18	12128740	12157387	+	protein_coding	28647	11793	228382	2486
Rmc1	ENSMUSG00000024410.15	chr18	12168716	12190658	+	protein_coding	21942	9809	172254	2386
Npc1	ENSMUSG00000024413.14	chr18	12189691	12236400	-	protein_coding	46709	20419	369344	4175
Ankrd29	ENSMUSG00000057766.14	chr18	12252361	12305797	-	protein_coding	53436	22328	392661	6272
Lama3	ENSMUSG00000024421.16	chr18	12333818	12583013	+	protein_coding	249195	105037	1802878	32501
Ttc39c	ENSMUSG00000024424.15	chr18	12599895	12738863	+	protein_coding	138968	59627	1013957	19697
Cabyr	ENSMUSG00000024430.14	chr18	12740321	12755260	+	protein_coding	14939	6177	111899	1751
Osbpl1a	ENSMUSG00000044252.18	chr18	12755313	12941841	-	protein_coding	186528	76331	1330049	29330
Impact	ENSMUSG00000024423.6	chr18	12955851	12992950	+	protein_coding	37099	14730	274345	3038
Hrh4	ENSMUSG00000037346.5	chr18	13006989	13022882	+	protein_coding	15893	6658	116267	1759
Zfp521	ENSMUSG00000024420.9	chr18	13687012	13972787	-	protein_coding	285775	114681	1984411	36893
Ss18	ENSMUSG00000037013.17	chr18	14624197	14682914	-	protein_coding	58717	23559	445512	6525
Psma8	ENSMUSG00000036743.4	chr18	14706150	14762301	+	protein_coding	56151	20043	380046	4743
Taf4b	ENSMUSG00000054321.7	chr18	14783244	14900359	+	protein_coding	117115	43158	798868	12551
Kctd1	ENSMUSG00000036225.15	chr18	14968684	15151446	-	protein_coding	182762	77197	1319098	26317
Aqp4	ENSMUSG00000024411.11	chr18	15389495	15410982	-	protein_coding	21487	8572	166350	2231
Chst9	ENSMUSG00000047161.12	chr18	15451923	15760157	-	protein_coding	308234	109089	2075467	30363
Cdh2	ENSMUSG00000024304.14	chr18	16588876	16809246	-	protein_coding	220370	84536	1586247	30483
Dsc3	ENSMUSG00000059898.9	chr18	19960929	20002351	-	protein_coding	41422	14781	289909	4387
Dsc2	ENSMUSG00000024331.11	chr18	20030632	20059554	-	protein_coding	28922	11090	224393	5040
Dsc1	ENSMUSG00000044322.7	chr18	20084183	20114871	-	protein_coding	30688	11103	205585	3390
Dsg1c	ENSMUSG00000034774.6	chr18	20247339	20285031	+	protein_coding	37692	14033	258982	3317
Dsg1a	ENSMUSG00000069441.3	chr18	20310810	20343350	+	protein_coding	32540	11760	216962	2070
Dsg1b	ENSMUSG00000061928.6	chr18	20376728	20410196	+	protein_coding	33468	12204	220444	2870
Dsg4	ENSMUSG00000001804.9	chr18	20436174	20471821	+	protein_coding	35647	13880	268963	3350
Dsg3	ENSMUSG00000056632.8	chr18	20510273	20547459	+	protein_coding	37186	14327	260982	3928
Dsg2	ENSMUSG00000044393.15	chr18	20558073	20604521	+	protein_coding	46448	18751	358242	13325
Ttr	ENSMUSG00000061808.4	chr18	20665279	20674321	+	protein_coding	9042	3748	62888	1985
B4galt6	ENSMUSG00000056124.5	chr18	20684598	20746404	-	protein_coding	61806	25382	434921	7035
Trappc8	ENSMUSG00000033382.15	chr18	20817222	20896093	-	protein_coding	78871	29908	539743	5809
Rnf125	ENSMUSG00000033107.6	chr18	20944624	20983862	+	protein_coding	39238	16315	280997	5275
Rnf138	ENSMUSG00000024317.15	chr18	21001340	21028224	+	protein_coding	26884	9854	168153	2237
Mep1b	ENSMUSG00000024313.8	chr18	21061922	21100199	+	protein_coding	38277	15450	294178	4060
Garem1	ENSMUSG00000042680.8	chr18	21127200	21300138	-	protein_coding	172938	68104	1281801	22297
Klhl14	ENSMUSG00000042514.11	chr18	21550376	21654718	-	protein_coding	104342	40544	798840	9676
Ccdc178	ENSMUSG00000024306.13	chr18	21810892	22171442	-	protein_coding	360550	132245	2570734	32782
Asxl3	ENSMUSG00000045215.17	chr18	22344245	22530227	+	protein_coding	185982	67602	1332964	22838
Nol4	ENSMUSG00000041923.15	chr18	22693180	23041653	-	protein_coding	348473	121661	2259222	45175
Dtna	ENSMUSG00000024302.16	chr18	23415134	23659715	+	protein_coding	244581	94893	1674155	31215
Mapre2	ENSMUSG00000024277.14	chr18	23752332	23893861	+	protein_coding	141529	56997	955618	17737
Zfp397	ENSMUSG00000024276.7	chr18	23954691	23964673	+	protein_coding	9982	3801	69687	932
Zfp35	ENSMUSG00000063281.9	chr18	23989631	24005376	+	protein_coding	15745	6496	117121	1417
Zfp24	ENSMUSG00000051469.14	chr18	24009701	24020810	-	protein_coding	11109	4368	82437	1059
Ino80c	ENSMUSG00000047989.11	chr18	24104756	24121953	-	protein_coding	17197	7359	122935	2084
Galnt1	ENSMUSG00000000420.15	chr18	24205343	24286818	+	protein_coding	81475	31619	575187	8432
2700062C07Rik	ENSMUSG00000024273.8	chr18	24470849	24477798	+	protein_coding	6949	2886	51919	727
Rprd1a	ENSMUSG00000040446.4	chr18	24484959	24530204	-	protein_coding	45245	17439	297416	3165
Slc39a6	ENSMUSG00000024270.11	chr18	24579880	24603817	-	protein_coding	23937	10262	183143	2515
Elp2	ENSMUSG00000024271.8	chr18	24602865	24639507	+	protein_coding	36642	15166	291608	3875
Mocos	ENSMUSG00000039616.10	chr18	24653690	24701575	+	protein_coding	47885	20796	362048	7416
Fhod3	ENSMUSG00000034295.10	chr18	24708622	25133501	+	protein_coding	424879	180358	3261915	64800
Gm9955	ENSMUSG00000054745.1	chr18	24709039	24709348	-	protein_coding	309	160	1742	10
Tpgs2	ENSMUSG00000024269.11	chr18	25127222	25169007	-	protein_coding	41785	16438	300077	4554
AW554918	ENSMUSG00000033632.16	chr18	25168998	25467321	+	protein_coding	298323	108891	1913066	29573
Celf4	ENSMUSG00000024268.16	chr18	25477631	25754157	-	protein_coding	276526	128031	1846549	48866
Pik3c3	ENSMUSG00000033628.15	chr18	30272746	30348126	+	protein_coding	75380	30090	558196	5749
Rit2	ENSMUSG00000057455.12	chr18	30973488	31317290	-	protein_coding	343802	124019	2252126	92554
Syt4	ENSMUSG00000024261.6	chr18	31437807	31447406	-	protein_coding	9599	3386	55995	631
Slc25a46	ENSMUSG00000024259.9	chr18	31556110	31609911	-	protein_coding	53801	20181	371226	4339
B930094E09Rik	ENSMUSG00000092124.1	chr18	31609511	31610751	+	protein_coding	1240	556	7769	112
Sap130	ENSMUSG00000024260.14	chr18	31634370	31723061	+	protein_coding	88691	35034	656260	7485
Ammecr1l	ENSMUSG00000041915.9	chr18	31759825	31782743	+	protein_coding	22918	9648	162948	1828
Polr2d	ENSMUSG00000024258.4	chr18	31789158	31796701	+	protein_coding	7543	3097	57337	864
Wdr33	ENSMUSG00000024400.16	chr18	31804089	31907397	+	protein_coding	103308	41527	727096	8438
Sft2d3	ENSMUSG00000044982.7	chr18	31909097	31911824	-	protein_coding	2727	1079	20570	230
Lims2	ENSMUSG00000024395.9	chr18	31922289	31958619	+	protein_coding	36330	17341	252549	3255
Gpr17	ENSMUSG00000052229.5	chr18	31942996	31949636	-	protein_coding	6640	3295	48132	807
Myo7b	ENSMUSG00000024388.11	chr18	31959233	32036961	-	protein_coding	77728	35626	590204	7170
Iws1	ENSMUSG00000024384.4	chr18	32067740	32104328	+	protein_coding	36588	13917	270834	2371
Proc	ENSMUSG00000024386.9	chr18	32123125	32139570	-	protein_coding	16445	7255	103049	1671
Map3k2	ENSMUSG00000024383.9	chr18	32163088	32236751	+	protein_coding	73663	27764	510604	5961
Ercc3	ENSMUSG00000024382.13	chr18	32240299	32270151	+	protein_coding	29852	13223	223493	2475
Bin1	ENSMUSG00000024381.16	chr18	32377229	32435737	+	protein_coding	58508	27928	355703	5673
Gm35060	ENSMUSG00000109238.2	chr18	32458082	32472589	-	protein_coding	14507	6204	92218	1311
Gypc	ENSMUSG00000090523.2	chr18	32528321	32560034	-	protein_coding	31713	14419	243942	3427
Tslp	ENSMUSG00000024379.4	chr18	32815382	32819797	+	protein_coding	4415	1755	29854	624
Wdr36	ENSMUSG00000038299.16	chr18	32837224	32867594	+	protein_coding	30370	11042	215658	2322
Camk4	ENSMUSG00000038128.7	chr18	32934930	33191228	+	protein_coding	256298	86738	1465213	22360
Stard4	ENSMUSG00000024378.9	chr18	33199354	33213862	-	protein_coding	14508	5589	110948	1747
Nrep	ENSMUSG00000042834.15	chr18	33437018	33464029	-	protein_coding	27011	10957	184002	2539
Epb41l4a	ENSMUSG00000024376.7	chr18	33796326	34006966	-	protein_coding	210640	88205	1546174	32320
Apc	ENSMUSG00000005871.15	chr18	34220923	34322552	+	protein_coding	101629	39424	735040	9861
Srp19	ENSMUSG00000014504.16	chr18	34330846	34336599	+	protein_coding	5753	2228	41461	343
Reep5	ENSMUSG00000005873.6	chr18	34344884	34374070	-	protein_coding	29186	12786	206820	3545
Pkd2l2	ENSMUSG00000014503.15	chr18	34408488	34444116	+	protein_coding	35628	14906	281810	4704
Fam13b	ENSMUSG00000036501.7	chr18	34442350	34506831	-	protein_coding	64481	25025	447513	7113
Wnt8a	ENSMUSG00000012282.2	chr18	34542312	34548273	+	protein_coding	5961	2781	45846	1836
Nme5	ENSMUSG00000035984.14	chr18	34562633	34579115	-	protein_coding	16482	6805	120486	2621
Brd8dc	ENSMUSG00000049357.11	chr18	34579845	34597468	-	protein_coding	17623	7264	117289	1649
Brd8	ENSMUSG00000003778.14	chr18	34598614	34624601	-	protein_coding	25987	10430	182603	2126
Kif20a	ENSMUSG00000003779.16	chr18	34624612	34633277	+	protein_coding	8665	3773	69271	1019
Cdc23	ENSMUSG00000024370.17	chr18	34630950	34651735	-	protein_coding	20785	8391	165525	1691
Gfra3	ENSMUSG00000024366.8	chr18	34689897	34720387	-	protein_coding	30490	13412	228518	3738
Cdc25c	ENSMUSG00000044201.10	chr18	34732992	34751533	-	protein_coding	18541	7698	144183	1626
Gm3550	ENSMUSG00000078240.2	chr18	34736358	34738014	+	protein_coding	1656	751	11622	177
Fam53c	ENSMUSG00000034300.17	chr18	34758905	34773760	+	protein_coding	14855	6728	120623	1803
Kdm3b	ENSMUSG00000038773.11	chr18	34777046	34838660	+	protein_coding	61614	25364	521007	6508
Reep2	ENSMUSG00000038555.7	chr18	34840588	34847463	+	protein_coding	6875	3454	49002	516
Egr1	ENSMUSG00000038418.7	chr18	34859822	34864984	+	protein_coding	5162	2466	31182	465
Etf1	ENSMUSG00000024360.8	chr18	34902784	34932007	-	protein_coding	29223	11798	269602	3103
Hspa9	ENSMUSG00000024359.10	chr18	34937413	34954357	-	protein_coding	16944	6629	141871	1771
Ctnna1	ENSMUSG00000037815.7	chr18	35118858	35254779	+	protein_coding	135921	52210	940353	16952
Lrrtm2	ENSMUSG00000071862.3	chr18	35209002	35215024	-	protein_coding	6022	2164	37988	442
Sil1	ENSMUSG00000024357.10	chr18	35266395	35499780	-	protein_coding	233385	97905	1569979	38488
Snhg4	ENSMUSG00000117694.1	chr18	35553403	35587708	+	protein_coding	34305	12439	225760	2644
Matr3	ENSMUSG00000037236.16	chr18	35562137	35593835	+	protein_coding	31698	10905	200915	2228
Paip2	ENSMUSG00000037058.16	chr18	35598616	35617187	+	protein_coding	18571	7297	131534	1531
Slc23a1	ENSMUSG00000024354.13	chr18	35614603	35627244	-	protein_coding	12641	5720	96955	1270
Mzb1	ENSMUSG00000024353.5	chr18	35647266	35649367	-	protein_coding	2101	1038	14433	269
Gm50318	ENSMUSG00000117874.1	chr18	35647267	35662163	-	protein_coding	14896	7120	91562	2309
Prob1	ENSMUSG00000073600.5	chr18	35650350	35655238	-	protein_coding	4888	2385	25355	737
Spata24	ENSMUSG00000024352.12	chr18	35656688	35662186	-	protein_coding	5498	2534	35693	949
Dnajc18	ENSMUSG00000024350.6	chr18	35671102	35708414	-	protein_coding	37312	15688	256355	3143
1700066B19Rik	ENSMUSG00000073598.3	chr18	35703224	35730869	+	protein_coding	27645	12164	173472	3590
Ecscr	ENSMUSG00000073599.10	chr18	35713085	35722356	-	protein_coding	9271	4143	52657	1354
Sting1	ENSMUSG00000024349.10	chr18	35733678	35740554	-	protein_coding	6876	3255	51327	1684
Ube2d2a	ENSMUSG00000091896.8	chr18	35771557	35809494	+	protein_coding	37937	14501	280701	2996
Cxxc5	ENSMUSG00000046668.9	chr18	35829396	35861688	+	protein_coding	32292	16156	210920	3386
Psd2	ENSMUSG00000024347.16	chr18	35964829	36014715	+	protein_coding	49886	23180	340229	8854
Nrg2	ENSMUSG00000060275.14	chr18	36017651	36197380	-	protein_coding	179729	81258	1128740	18798
Pura	ENSMUSG00000043991.5	chr18	36281096	36292535	+	protein_coding	11439	4515	64925	1167
Igip	ENSMUSG00000110185.2	chr18	36298678	36301517	+	protein_coding	2839	1028	24588	203
Cystm1	ENSMUSG00000046727.13	chr18	36342519	36403097	+	protein_coding	60578	26343	454187	8704
Pfdn1	ENSMUSG00000024346.6	chr18	36403675	36454524	-	protein_coding	50849	20934	349403	5433
Hbegf	ENSMUSG00000024486.6	chr18	36504926	36515805	-	protein_coding	10879	5019	74466	1283
Slc4a9	ENSMUSG00000024485.16	chr18	36528146	36556273	+	protein_coding	28127	12646	213570	3830
Ankhd1	ENSMUSG00000024483.19	chr18	36559986	36658913	+	protein_coding	98927	35544	711806	8812
Maskbp3	ENSMUSG00000117942.1	chr18	36647859	36665917	+	protein_coding	18058	7022	137216	1314
Eif4ebp3	ENSMUSG00000090264.1	chr18	36664059	36665917	+	protein_coding	1858	850	16491	162
Sra1	ENSMUSG00000006050.12	chr18	36666680	36670815	-	protein_coding	4135	1694	28753	179
Apbb3	ENSMUSG00000117679.1	chr18	36671153	36679366	-	protein_coding	8213	3414	51589	550
Slc35a4	ENSMUSG00000033272.12	chr18	36679214	36683861	+	protein_coding	4647	2177	35036	747
E230025N22Rik	ENSMUSG00000044719.5	chr18	36684922	36695925	-	protein_coding	11003	5036	76320	947
Cd14	ENSMUSG00000051439.7	chr18	36725066	36726798	-	protein_coding	1732	766	9860	63
Tmco6	ENSMUSG00000006850.8	chr18	36735038	36742397	+	protein_coding	7359	3333	56734	565
Ndufa2	ENSMUSG00000014294.4	chr18	36742331	36744557	-	protein_coding	2226	889	14967	235
Ik	ENSMUSG00000024474.7	chr18	36744655	36757639	+	protein_coding	12984	5230	106299	1054
Wdr55	ENSMUSG00000042660.8	chr18	36760219	36763810	+	protein_coding	3591	1624	30850	269
Dnd1	ENSMUSG00000044595.10	chr18	36763670	36766214	-	protein_coding	2544	1220	19812	216
Hars	ENSMUSG00000001380.7	chr18	36766527	36783205	-	protein_coding	16678	6944	129882	1390
Hars2	ENSMUSG00000019143.15	chr18	36783007	36792562	+	protein_coding	9555	3997	69297	638
