gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Rela	ENSMUSG00000024927.8	chr19	5637482	5648130	+	protein_coding	10648	5125	88366	1448
Sipa1	ENSMUSG00000056917.13	chr19	5651184	5663707	-	protein_coding	12523	6267	89915	1963
Pcnx3	ENSMUSG00000054874.12	chr19	5664634	5688908	-	protein_coding	24274	12316	198285	2802
Map3k11	ENSMUSG00000004054.9	chr19	5688741	5702865	+	protein_coding	14124	7081	102181	1861
Kcnk7	ENSMUSG00000024936.8	chr19	5704366	5707109	+	protein_coding	2743	1449	20923	555
Ehbp1l1	ENSMUSG00000024937.15	chr19	5707375	5726317	-	protein_coding	18942	9454	138642	2243
Fam89b	ENSMUSG00000024939.6	chr19	5728086	5729653	-	protein_coding	1567	763	11858	193
Gm50387	ENSMUSG00000118125.1	chr19	5728087	5731713	-	protein_coding	3626	1743	25398	458
Znrd2	ENSMUSG00000079478.9	chr19	5730302	5731732	-	protein_coding	1430	684	9966	179
Ltbp3	ENSMUSG00000024940.11	chr19	5740903	5758532	+	protein_coding	17629	8878	129257	3303
Scyl1	ENSMUSG00000024941.9	chr19	5758350	5771419	-	protein_coding	13069	6458	102845	1875
Frmd8	ENSMUSG00000024816.12	chr19	5849701	5875274	-	protein_coding	25573	12631	204426	3911
Slc25a45	ENSMUSG00000024818.15	chr19	5877807	5885878	+	protein_coding	8071	4008	68320	999
Tigd3	ENSMUSG00000044390.5	chr19	5891137	5894149	-	protein_coding	3012	1511	19570	321
Dpf2	ENSMUSG00000024826.15	chr19	5896515	5913010	-	protein_coding	16495	7337	126364	1295
Cdc42ep2	ENSMUSG00000045664.5	chr19	5915635	5924816	-	protein_coding	9181	4315	74152	1356
Pola2	ENSMUSG00000024833.15	chr19	5940541	5964202	-	protein_coding	23661	10966	199456	4008
Slc22a20	ENSMUSG00000037451.8	chr19	5970233	5986143	-	protein_coding	15910	7371	122652	1853
Capn1	ENSMUSG00000024942.17	chr19	5988544	6015897	-	protein_coding	27353	13242	211332	3912
Syvn1	ENSMUSG00000024807.18	chr19	6046575	6053712	+	protein_coding	7137	3601	50712	477
Mrpl49	ENSMUSG00000007338.10	chr19	6053621	6057785	-	protein_coding	4164	1849	35169	442
Fau	ENSMUSG00000038274.13	chr19	6057843	6059524	+	protein_coding	1681	767	10902	118
Znhit2	ENSMUSG00000075227.6	chr19	6061191	6062472	+	protein_coding	1281	615	6972	57
Tm7sf2	ENSMUSG00000024799.16	chr19	6062820	6068373	-	protein_coding	5553	2671	43297	816
Vps51	ENSMUSG00000024797.14	chr19	6067841	6077231	-	protein_coding	9390	4456	80090	1140
Gm28374	ENSMUSG00000100621.2	chr19	6076944	6082256	-	protein_coding	5312	2468	42092	481
Tmem262	ENSMUSG00000047733.10	chr19	6080032	6080788	+	protein_coding	756	362	6530	49
Zfpl1	ENSMUSG00000024792.9	chr19	6080761	6084956	-	protein_coding	4195	2043	30611	545
Cdca5	ENSMUSG00000024791.10	chr19	6084982	6091777	+	protein_coding	6795	3117	57678	420
Gm550	ENSMUSG00000117666.1	chr19	6094418	6098241	+	protein_coding	3823	1831	29892	406
Naaladl1	ENSMUSG00000054999.2	chr19	6105781	6115792	+	protein_coding	10011	4913	73861	1176
Sac3d1	ENSMUSG00000024790.8	chr19	6115999	6118650	-	protein_coding	2651	1245	18541	296
Snx15	ENSMUSG00000024787.14	chr19	6119398	6128304	-	protein_coding	8906	3961	66318	1139
Arl2	ENSMUSG00000024944.6	chr19	6134373	6141548	-	protein_coding	7175	3450	57990	1019
Batf2	ENSMUSG00000039699.14	chr19	6140982	6172476	+	protein_coding	31494	14641	240764	4900
Majin	ENSMUSG00000024786.9	chr19	6184387	6224225	+	protein_coding	39838	16670	313363	5569
Gpha2	ENSMUSG00000024784.13	chr19	6226379	6227768	+	protein_coding	1389	766	11388	259
Ppp2r5b	ENSMUSG00000024777.10	chr19	6227764	6235872	-	protein_coding	8108	4205	60288	844
Atg2a	ENSMUSG00000024773.15	chr19	6241667	6262335	+	protein_coding	20668	10790	170839	3314
Ehd1	ENSMUSG00000024772.9	chr19	6276724	6300096	+	protein_coding	23372	11474	183980	2859
Cdc42bpg	ENSMUSG00000024769.7	chr19	6306455	6325652	+	protein_coding	19197	9956	158098	2582
Men1	ENSMUSG00000024947.17	chr19	6334978	6340891	+	protein_coding	5913	2976	43221	357
Map4k2	ENSMUSG00000024948.15	chr19	6341134	6355615	+	protein_coding	14481	7297	107796	2334
Sf1	ENSMUSG00000024949.17	chr19	6363689	6378030	+	protein_coding	14341	6215	106398	1737
Pygm	ENSMUSG00000032648.14	chr19	6384398	6398459	+	protein_coding	14061	6844	118869	3600
Rasgrp2	ENSMUSG00000032946.16	chr19	6399339	6415216	+	protein_coding	15877	7634	125831	4205
Nrxn2	ENSMUSG00000033768.17	chr19	6418730	6544169	+	protein_coding	125439	62195	886187	16859
Slc22a12	ENSMUSG00000061742.12	chr19	6535844	6543032	-	protein_coding	7188	3798	57633	1074
Rps6ka4	ENSMUSG00000024952.13	chr19	6829084	6840636	-	protein_coding	11552	5677	95100	2479
Ccdc88b	ENSMUSG00000047810.9	chr19	6844622	6858211	-	protein_coding	13589	7066	101886	3969
Prdx5	ENSMUSG00000024953.17	chr19	6906696	6910106	-	protein_coding	3410	1638	22222	246
Trmt112	ENSMUSG00000038812.16	chr19	6909697	6911049	+	protein_coding	1352	597	8132	187
Esrra	ENSMUSG00000024955.15	chr19	6910976	6921840	-	protein_coding	10864	5347	75398	971
Catsperz	ENSMUSG00000050623.5	chr19	6922370	6925380	-	protein_coding	3010	1365	21291	435
Kcnk4	ENSMUSG00000024957.9	chr19	6923965	6934515	-	protein_coding	10550	4996	76291	2625
Gpr137	ENSMUSG00000024958.13	chr19	6938056	6942480	-	protein_coding	4424	2273	29119	489
Bad	ENSMUSG00000024959.14	chr19	6941860	6951899	+	protein_coding	10039	4753	73825	976
Plcb3	ENSMUSG00000024960.9	chr19	6952324	6976470	-	protein_coding	24146	12279	174674	3559
Ppp1r14b	ENSMUSG00000056612.7	chr19	6974967	6977324	+	protein_coding	2357	1200	14410	272
Fkbp2	ENSMUSG00000056629.16	chr19	6977740	6980501	-	protein_coding	2761	1457	15798	309
Vegfb	ENSMUSG00000024962.13	chr19	6982472	6987651	-	protein_coding	5179	2476	38058	727
Dnajc4	ENSMUSG00000024963.12	chr19	6987910	6992572	-	protein_coding	4662	2171	36644	649
Nudt22	ENSMUSG00000037349.9	chr19	6993017	6996117	-	protein_coding	3100	1561	21985	401
Trpt1	ENSMUSG00000047656.9	chr19	6996130	6999046	+	protein_coding	2916	1458	21973	434
Fermt3	ENSMUSG00000024965.9	chr19	6998957	7019469	-	protein_coding	20512	9634	159016	3151
Stip1	ENSMUSG00000024966.9	chr19	7020701	7039967	-	protein_coding	19266	8314	152770	2466
Macrod1	ENSMUSG00000036278.7	chr19	7056809	7198057	+	protein_coding	141248	71696	1141967	39253
Flrt1	ENSMUSG00000047787.8	chr19	7092000	7105729	-	protein_coding	13729	6874	117765	3263
Otub1	ENSMUSG00000024767.11	chr19	7198201	7206316	-	protein_coding	8115	3930	59421	736
Cox8a	ENSMUSG00000035885.5	chr19	7215152	7217616	-	protein_coding	2464	1135	17329	183
Naa40	ENSMUSG00000024764.10	chr19	7225667	7241183	-	protein_coding	15516	7101	120844	2066
Rcor2	ENSMUSG00000024968.14	chr19	7267324	7275225	+	protein_coding	7901	4027	52976	2121
Mark2	ENSMUSG00000024969.15	chr19	7275395	7341860	-	protein_coding	66465	30154	515968	9361
Spindoc	ENSMUSG00000024970.5	chr19	7354077	7382994	-	protein_coding	28917	12601	225429	3295
2700081O15Rik	ENSMUSG00000053080.10	chr19	7417624	7425904	+	protein_coding	8280	4120	54714	1618
Rtn3	ENSMUSG00000024758.15	chr19	7425900	7483281	-	protein_coding	57381	22338	438725	6335
Atl3	ENSMUSG00000024759.14	chr19	7494039	7539674	+	protein_coding	45635	17838	344483	6069
Plaat3	ENSMUSG00000060675.13	chr19	7557458	7588545	+	protein_coding	31087	13532	235605	4427
Lgals12	ENSMUSG00000024972.16	chr19	7596659	7607193	-	protein_coding	10534	4994	82383	2445
Plaat5	ENSMUSG00000024973.17	chr19	7612540	7639642	+	protein_coding	27102	11108	206292	3052
Slc22a19	ENSMUSG00000024757.7	chr19	7673060	7711310	-	protein_coding	38250	12789	225527	3129
Slc22a26	ENSMUSG00000053303.14	chr19	7781040	7802667	-	protein_coding	21627	8062	155581	2050
Slc22a27	ENSMUSG00000067656.13	chr19	7864387	7966027	-	protein_coding	101640	37021	626357	8853
Slc22a28	ENSMUSG00000063590.3	chr19	8062208	8131982	-	protein_coding	69774	26686	436272	5701
Slc22a29	ENSMUSG00000075044.14	chr19	8160164	8218900	-	protein_coding	58736	21951	385257	4210
Slc22a30	ENSMUSG00000052562.15	chr19	8335370	8405111	-	protein_coding	69741	26046	416538	5308
Slc22a8	ENSMUSG00000063796.9	chr19	8591253	8611835	+	protein_coding	20582	9336	158659	2319
Slc22a6	ENSMUSG00000024650.5	chr19	8618038	8628299	+	protein_coding	10261	4749	74491	1100
Chrm1	ENSMUSG00000032773.9	chr19	8663788	8683587	+	protein_coding	19799	8998	147132	3310
Slc3a2	ENSMUSG00000010095.13	chr19	8706881	8723369	-	protein_coding	16488	7107	124241	1999
Wdr74	ENSMUSG00000042729.11	chr19	8735826	8740624	+	protein_coding	4798	2102	36391	548
1700092M07Rik	ENSMUSG00000090840.2	chr19	8740717	8741225	+	protein_coding	508	241	3614	10
Stx5a	ENSMUSG00000010110.17	chr19	8741412	8756069	+	protein_coding	14657	6182	111136	1201
Nxf1	ENSMUSG00000010097.15	chr19	8757072	8770922	+	protein_coding	13850	5943	103696	1344
Tmem223	ENSMUSG00000117924.1	chr19	8770995	8772475	+	protein_coding	1480	667	11200	211
Tmem179b	ENSMUSG00000118346.1	chr19	8772524	8774467	-	protein_coding	1943	875	13654	194
Taf6l	ENSMUSG00000003680.16	chr19	8774486	8786417	-	protein_coding	11931	5383	91623	1197
Polr2g	ENSMUSG00000071662.4	chr19	8793126	8798577	-	protein_coding	5451	2314	37951	542
Zbtb3	ENSMUSG00000071661.7	chr19	8802554	8804846	+	protein_coding	2292	1159	16322	223
Ttc9c	ENSMUSG00000071660.10	chr19	8809074	8819333	-	protein_coding	10259	4101	77284	1027
Hnrnpul2	ENSMUSG00000071659.4	chr19	8820009	8834143	+	protein_coding	14134	5755	104995	1243
Gm50139	ENSMUSG00000118124.1	chr19	8829772	8841137	+	protein_coding	11365	4948	83923	898
Gng3	ENSMUSG00000071658.5	chr19	8836932	8839194	-	protein_coding	2262	1046	15562	234
Bscl2	ENSMUSG00000071657.12	chr19	8837466	8848683	+	protein_coding	11217	5148	89625	1395
Lrrn4cl	ENSMUSG00000071656.7	chr19	8850767	8853909	+	protein_coding	3142	1417	22153	294
Ubxn1	ENSMUSG00000071655.12	chr19	8871495	8875863	+	protein_coding	4368	1978	30248	649
Uqcc3	ENSMUSG00000071654.6	chr19	8880013	8880923	-	protein_coding	910	398	7125	203
Lbhd1	ENSMUSG00000096740.8	chr19	8883731	8892627	+	protein_coding	8896	3766	68979	825
Gm49403	ENSMUSG00000116166.1	chr19	8883929	8887258	+	protein_coding	3329	1423	28486	384
1810009A15Rik	ENSMUSG00000071653.9	chr19	8888852	8890881	+	protein_coding	2029	864	12736	159
Gm49416	ENSMUSG00000116347.1	chr19	8888925	8895227	+	protein_coding	6302	2695	45899	433
Ints5	ENSMUSG00000071652.8	chr19	8893004	8897888	+	protein_coding	4884	2332	36213	356
Ganab	ENSMUSG00000071650.6	chr19	8898070	8916672	+	protein_coding	18602	8045	143045	1571
B3gat3	ENSMUSG00000071649.6	chr19	8920373	8927236	+	protein_coding	6863	3052	46818	612
Rom1	ENSMUSG00000071648.4	chr19	8927390	8929356	-	protein_coding	1966	997	13945	184
Eml3	ENSMUSG00000071647.5	chr19	8929551	8941582	+	protein_coding	12031	5768	86458	1144
Mta2	ENSMUSG00000071646.9	chr19	8941874	8952303	+	protein_coding	10429	4664	72492	1397
Tut1	ENSMUSG00000071645.6	chr19	8953846	8966210	+	protein_coding	12364	5450	97437	1081
Eef1g	ENSMUSG00000071644.10	chr19	8967040	8978479	+	protein_coding	11439	4965	89803	1075
Ahnak	ENSMUSG00000069833.13	chr19	8989283	9076914	+	protein_coding	87631	39268	678689	15341
Scgb1a1	ENSMUSG00000024653.2	chr19	9083635	9087958	-	protein_coding	4323	1885	27730	408
Asrgl1	ENSMUSG00000024654.8	chr19	9109867	9135636	-	protein_coding	25769	10613	188678	3157
Scgb2a2	ENSMUSG00000096872.2	chr19	9847561	9852808	+	protein_coding	5247	2129	36744	348
Incenp	ENSMUSG00000024660.9	chr19	9872295	9899551	-	protein_coding	27256	12367	211004	2806
Fth1	ENSMUSG00000024661.7	chr19	9980597	9985098	+	protein_coding	4501	1936	38019	486
Best1	ENSMUSG00000037418.6	chr19	9985173	10001633	-	protein_coding	16460	7336	116618	2129
Rab3il1	ENSMUSG00000024663.20	chr19	10001668	10038380	+	protein_coding	36712	17573	275808	5685
Fads3	ENSMUSG00000024664.5	chr19	10041568	10060110	+	protein_coding	18542	8951	143439	2811
Fads2	ENSMUSG00000024665.8	chr19	10062764	10101746	-	protein_coding	38982	17977	315580	5673
Fads1	ENSMUSG00000010663.5	chr19	10182887	10196877	+	protein_coding	13990	6634	112169	2475
Fen1	ENSMUSG00000024742.15	chr19	10199131	10204169	-	protein_coding	5038	2260	38783	726
Tmem258	ENSMUSG00000036372.14	chr19	10204013	10207824	+	protein_coding	3811	1685	34605	575
Myrf	ENSMUSG00000036098.15	chr19	10208271	10240748	-	protein_coding	32477	16752	224063	3735
Dagla	ENSMUSG00000035735.10	chr19	10245264	10304877	-	protein_coding	59613	30431	489423	20987
Syt7	ENSMUSG00000024743.16	chr19	10389089	10453180	+	protein_coding	64091	31989	462458	10302
Lrrc10b	ENSMUSG00000090291.3	chr19	10455370	10457473	-	protein_coding	2103	1039	13232	356
Ppp1r32	ENSMUSG00000035179.4	chr19	10474234	10482928	-	protein_coding	8694	4349	64960	1149
Sdhaf2	ENSMUSG00000024668.8	chr19	10500533	10526142	-	protein_coding	25609	10612	187724	2718
Cpsf7	ENSMUSG00000034820.4	chr19	10525265	10547653	+	protein_coding	22388	8985	156002	1932
Tmem216	ENSMUSG00000024667.12	chr19	10533864	10556238	-	protein_coding	22374	9106	167537	2003
Tmem138	ENSMUSG00000024666.6	chr19	10570477	10577362	-	protein_coding	6885	2985	50579	418
Cyb561a3	ENSMUSG00000034445.8	chr19	10577171	10595961	+	protein_coding	18790	8524	149359	2110
Tkfc	ENSMUSG00000034371.9	chr19	10587790	10605654	-	protein_coding	17864	8471	139627	2136
Ddb1	ENSMUSG00000024740.10	chr19	10605326	10629819	+	protein_coding	24493	10320	189974	2435
Vwce	ENSMUSG00000043789.8	chr19	10634212	10666213	+	protein_coding	32001	14961	233620	3295
Pga5	ENSMUSG00000024738.6	chr19	10668955	10678071	-	protein_coding	9116	4486	71026	1915
Vps37c	ENSMUSG00000048832.9	chr19	10688734	10714627	+	protein_coding	25893	12200	210036	4070
Cd5	ENSMUSG00000024669.8	chr19	10717115	10739002	-	protein_coding	21887	10527	177574	5201
Cd6	ENSMUSG00000024670.17	chr19	10789340	10830058	-	protein_coding	40718	18558	343640	10520
Slc15a3	ENSMUSG00000024737.2	chr19	10839726	10859362	+	protein_coding	19636	9265	152552	3066
Tmem132a	ENSMUSG00000024736.15	chr19	10857821	10869940	-	protein_coding	12119	6088	89972	1179
Tmem109	ENSMUSG00000034659.14	chr19	10870659	10882001	-	protein_coding	11342	5241	82932	1319
Prpf19	ENSMUSG00000024735.13	chr19	10895230	10909559	+	protein_coding	14329	6624	116219	1314
Zp1	ENSMUSG00000024734.8	chr19	10914286	10920632	-	protein_coding	6346	3197	55818	796
Ptgdr2	ENSMUSG00000034117.3	chr19	10937159	10942511	+	protein_coding	5352	2539	42683	878
Ccdc86	ENSMUSG00000024732.7	chr19	10941480	10949266	-	protein_coding	7786	3646	57443	971
Ms4a10	ENSMUSG00000024731.15	chr19	10962292	10974670	-	protein_coding	12378	5844	92120	1460
Ms4a15	ENSMUSG00000067571.4	chr19	10978306	10993250	-	protein_coding	14944	6979	120991	1602
Ms4a18	ENSMUSG00000094584.2	chr19	10997024	11018031	-	protein_coding	21007	9060	165080	1947
Ms4a8a	ENSMUSG00000024730.7	chr19	11067470	11081102	-	protein_coding	13632	5555	101499	1710
Ms4a20	ENSMUSG00000024729.7	chr19	11096815	11130876	-	protein_coding	34061	12526	226187	2400
Ms4a19	ENSMUSG00000024728.13	chr19	11139663	11165320	-	protein_coding	25657	9341	172270	1831
Ms4a13	ENSMUSG00000057240.14	chr19	11169417	11196737	-	protein_coding	27320	10520	194615	2205
Ms4a12	ENSMUSG00000101031.2	chr19	11214081	11232448	-	protein_coding	18367	4667	91928	901
Ms4a1	ENSMUSG00000024673.9	chr19	11249674	11266241	-	protein_coding	16567	6641	125855	1791
Ms4a5	ENSMUSG00000054523.13	chr19	11273237	11283873	-	protein_coding	10636	4183	85281	864
Ms4a14	ENSMUSG00000099398.1	chr19	11301248	11314454	-	protein_coding	13206	5062	93722	1278
Ms4a7	ENSMUSG00000024672.11	chr19	11321038	11336146	-	protein_coding	15108	5889	108070	1448
Ms4a4a	ENSMUSG00000101389.1	chr19	11375522	11392790	+	protein_coding	17268	6355	120987	1299
Ms4a4c	ENSMUSG00000024675.19	chr19	11404769	11427246	+	protein_coding	22477	8227	140788	1694
Ms4a4b	ENSMUSG00000056290.16	chr19	11443552	11467055	+	protein_coding	23503	8651	153054	1855
Ms4a6c	ENSMUSG00000079419.4	chr19	11469365	11482192	+	protein_coding	12827	4967	89485	1293
Gm8369	ENSMUSG00000058470.10	chr19	11485937	11512577	+	protein_coding	26640	10264	177016	2001
Ms4a6b	ENSMUSG00000024677.13	chr19	11516511	11531256	+	protein_coding	14745	5705	110777	1384
Ms4a4d	ENSMUSG00000024678.6	chr19	11536800	11558467	+	protein_coding	21667	8323	151717	1941
Ms4a6d	ENSMUSG00000024679.10	chr19	11586603	11604849	-	protein_coding	18246	5133	88816	1559
Ms4a2	ENSMUSG00000024680.12	chr19	11615522	11623719	-	protein_coding	8197	2994	61888	1585
Ms4a3	ENSMUSG00000024681.11	chr19	11629495	11640851	-	protein_coding	11356	4304	78725	1002
Oosp2	ENSMUSG00000055895.6	chr19	11647278	11660559	-	protein_coding	13281	5002	91821	1120
Oosp1	ENSMUSG00000041857.10	chr19	11667459	11691150	-	protein_coding	23691	9071	146327	1876
Oosp3	ENSMUSG00000055933.13	chr19	11697054	11711874	+	protein_coding	14820	5627	104813	1139
Cblif	ENSMUSG00000024682.3	chr19	11747553	11763447	+	protein_coding	15894	6515	120102	1385
Mrpl16	ENSMUSG00000024683.6	chr19	11770390	11774960	+	protein_coding	4570	1842	39000	448
Stx3	ENSMUSG00000041488.16	chr19	11775117	11819403	-	protein_coding	44286	18486	325395	4468
Olfr1417	ENSMUSG00000048292.3	chr19	11826802	11839219	-	protein_coding	12417	5064	93498	1306
Olfr1418	ENSMUSG00000060556.4	chr19	11852586	11861066	-	protein_coding	8480	3353	61267	1104
Olfr1419	ENSMUSG00000067545.3	chr19	11868612	11875106	-	protein_coding	6494	2577	49179	724
Olfr1420	ENSMUSG00000060878.4	chr19	11886564	11898079	+	protein_coding	11515	4244	79790	1028
Patl1	ENSMUSG00000046139.8	chr19	11912398	11945091	+	protein_coding	32693	12861	241995	2691
Osbp	ENSMUSG00000024687.11	chr19	11965940	11994112	+	protein_coding	28172	11585	219702	2684
Olfr1423	ENSMUSG00000067529.2	chr19	12031786	12041317	-	protein_coding	9531	3702	70965	728
Olfr1424	ENSMUSG00000067528.3	chr19	12058623	12062682	-	protein_coding	4059	1526	29529	430
Olfr1425	ENSMUSG00000067526.3	chr19	12073233	12077731	-	protein_coding	4498	1620	28824	217
Olfr1426	ENSMUSG00000044994.10	chr19	12086745	12092013	-	protein_coding	5268	2000	37668	811
Olfr1427	ENSMUSG00000067525.3	chr19	12098005	12103334	-	protein_coding	5329	2043	40718	321
Olfr1428	ENSMUSG00000067524.4	chr19	12107715	12115897	-	protein_coding	8182	3128	60981	754
Olfr76	ENSMUSG00000067522.3	chr19	12117995	12123203	-	protein_coding	5208	2174	38147	631
Olfr1555-ps1	ENSMUSG00000108889.2	chr19	12164423	12170112	-	protein_coding	5689	2122	37711	513
Olfr1431	ENSMUSG00000094133.2	chr19	12200633	12212191	+	protein_coding	11558	4398	82930	1016
Olfr1432	ENSMUSG00000109022.2	chr19	12227754	12232596	-	protein_coding	4842	1799	30871	313
Olfr262	ENSMUSG00000067519.1	chr19	12240720	12241659	-	protein_coding	939	383	8004	57
Olfr235	ENSMUSG00000060049.5	chr19	12261031	12270387	+	protein_coding	9356	3563	63309	576
Olfr1434	ENSMUSG00000095640.4	chr19	12279853	12285626	+	protein_coding	5773	2123	48902	635
Olfr1436	ENSMUSG00000067513.1	chr19	12298182	12299130	-	protein_coding	948	384	7227	49
Olfr1437	ENSMUSG00000096436.3	chr19	12319206	12325101	-	protein_coding	5895	2174	41902	408
Olfr1438-ps1	ENSMUSG00000109328.2	chr19	12329421	12335910	-	protein_coding	6489	2594	50655	524
Olfr1440	ENSMUSG00000046650.4	chr19	12387278	12401584	+	protein_coding	14306	5314	105413	1288
Olfr1441	ENSMUSG00000050815.6	chr19	12417432	12423569	+	protein_coding	6137	2259	43541	513
Pfpl	ENSMUSG00000040065.8	chr19	12427904	12432110	+	protein_coding	4206	1755	34085	324
Mpeg1	ENSMUSG00000046805.10	chr19	12460778	12465283	+	protein_coding	4505	1963	33218	555
Dtx4	ENSMUSG00000039982.8	chr19	12466337	12501454	-	protein_coding	35117	15642	266997	5503
Fam111a	ENSMUSG00000024691.13	chr19	12545739	12589768	+	protein_coding	44029	17312	302130	4934
Gm4952	ENSMUSG00000071633.11	chr19	12599973	12628251	+	protein_coding	28278	10685	201203	2635
Glyat	ENSMUSG00000063683.12	chr19	12633307	12653911	+	protein_coding	20604	7899	157145	1707
Olfr1442	ENSMUSG00000044441.5	chr19	12670438	12677277	+	protein_coding	6839	2522	56747	579
Olfr1443	ENSMUSG00000045030.8	chr19	12678111	12683851	+	protein_coding	5740	2142	42017	463
Keg1	ENSMUSG00000024694.9	chr19	12695785	12719902	+	protein_coding	24117	8982	171281	2057
Cntf	ENSMUSG00000079415.2	chr19	12763659	12765632	-	protein_coding	1973	796	15374	250
Zfp91	ENSMUSG00000118491.1	chr19	12763659	12796126	-	protein_coding	32467	11772	221436	2516
Zfp91	ENSMUSG00000024695.16	chr19	12767019	12796126	-	protein_coding	29107	10461	196276	2156
Lpxn	ENSMUSG00000024696.9	chr19	12796192	12833807	+	protein_coding	37615	13988	264331	4199
Gm5244	ENSMUSG00000091014.3	chr19	12846681	12847424	+	protein_coding	743	334	5799	101
Olfr1444	ENSMUSG00000046272.4	chr19	12857282	12863440	+	protein_coding	6158	2198	46668	746
Olfr1445	ENSMUSG00000045126.2	chr19	12883854	12884855	+	protein_coding	1001	436	8909	274
Olfr1446	ENSMUSG00000057817.6	chr19	12888265	12893524	-	protein_coding	5259	1803	35437	586
Olfr1447	ENSMUSG00000060303.4	chr19	12899433	12903743	-	protein_coding	4310	1506	29598	284
Olfr1448	ENSMUSG00000048456.3	chr19	12916660	12924419	-	protein_coding	7759	2638	48080	530
Olfr1449	ENSMUSG00000049498.5	chr19	12930839	12935752	+	protein_coding	4913	1717	34845	341
Olfr1450	ENSMUSG00000062892.4	chr19	12950257	12956406	+	protein_coding	6149	2076	42232	457
Olfr1451	ENSMUSG00000046913.3	chr19	12995013	13000417	+	protein_coding	5404	1894	34625	368
Olfr1453	ENSMUSG00000094755.1	chr19	13027403	13028327	-	protein_coding	924	370	8770	42
Olfr1454	ENSMUSG00000094986.3	chr19	13060609	13067157	+	protein_coding	6548	2330	47841	508
Olfr1457	ENSMUSG00000061637.5	chr19	13093378	13097891	-	protein_coding	4513	1507	30880	224
Olfr1458	ENSMUSG00000062844.6	chr19	13101592	13106775	-	protein_coding	5183	1590	35691	392
Olfr1459	ENSMUSG00000057503.6	chr19	13138020	13149549	-	protein_coding	11529	4082	67299	974
Olfr1461	ENSMUSG00000045883.5	chr19	13162999	13168130	+	protein_coding	5131	1624	35898	297
Olfr1462	ENSMUSG00000094721.3	chr19	13185733	13193775	+	protein_coding	8042	2871	54663	475
Olfr1463	ENSMUSG00000096365.4	chr19	13231327	13236400	+	protein_coding	5073	1682	32787	127
Olfr1465	ENSMUSG00000062199.2	chr19	13312767	13315541	-	protein_coding	2774	918	19384	129
Olfr1466	ENSMUSG00000096485.3	chr19	13338861	13343572	+	protein_coding	4711	1565	32386	341
Olfr1467	ENSMUSG00000049015.3	chr19	13362235	13368054	+	protein_coding	5819	1822	41476	515
Olfr1469	ENSMUSG00000063777.3	chr19	13407848	13414540	+	protein_coding	6692	2195	48375	592
Olfr1471	ENSMUSG00000096320.2	chr19	13443408	13451527	+	protein_coding	8119	2731	59416	810
Olfr1472	ENSMUSG00000095189.2	chr19	13453279	13456086	-	protein_coding	2807	940	22735	261
Olfr1474	ENSMUSG00000096273.3	chr19	13469564	13472157	+	protein_coding	2593	889	17846	219
Olfr1475	ENSMUSG00000096708.1	chr19	13479251	13480196	-	protein_coding	945	370	8172	89
Olfr1477	ENSMUSG00000071629.3	chr19	13500545	13506192	+	protein_coding	5647	1907	39712	652
Olfr1480	ENSMUSG00000095484.4	chr19	13527912	13531275	+	protein_coding	3363	1146	25057	233
Olfr1484	ENSMUSG00000096289.4	chr19	13583510	13588832	+	protein_coding	5322	1797	36147	380
Olfr1487	ENSMUSG00000094846.4	chr19	13617374	13623072	+	protein_coding	5698	1931	37302	494
Olfr1489	ENSMUSG00000045678.8	chr19	13631620	13643987	+	protein_coding	12367	4431	82153	913
Olfr1490	ENSMUSG00000061387.3	chr19	13651090	13659545	+	protein_coding	8455	2895	55004	559
Olfr1491	ENSMUSG00000051156.2	chr19	13697267	13706127	+	protein_coding	8860	3036	56729	668
Olfr1493-ps1	ENSMUSG00000109520.2	chr19	13723277	13727983	+	protein_coding	4706	1537	30985	215
Olfr1494	ENSMUSG00000050865.5	chr19	13739727	13750479	+	protein_coding	10752	3682	73052	1429
Olfr1495	ENSMUSG00000047207.3	chr19	13764605	13770248	+	protein_coding	5643	1984	37942	737
Olfr1496	ENSMUSG00000048356.6	chr19	13777877	13782920	+	protein_coding	5043	1785	34391	470
Olfr1497	ENSMUSG00000044040.3	chr19	13794323	13798202	-	protein_coding	3879	1432	30537	478
Olfr1499	ENSMUSG00000045395.4	chr19	13814274	13819447	-	protein_coding	5173	1746	32432	438
Olfr1500	ENSMUSG00000054526.5	chr19	13826881	13830488	-	protein_coding	3607	1303	24103	292
Olfr1501	ENSMUSG00000057270.3	chr19	13835032	13850692	-	protein_coding	15660	5734	112360	1198
Olfr1502	ENSMUSG00000056858.1	chr19	13861794	13862745	+	protein_coding	951	403	6897	75
Olfr1504	ENSMUSG00000059105.4	chr19	13886919	13897928	-	protein_coding	11009	4084	72230	1160
Olfr1505	ENSMUSG00000062314.3	chr19	13913529	13921866	+	protein_coding	8337	2981	55068	854
Tle4	ENSMUSG00000024642.17	chr19	14448149	14598051	-	protein_coding	149902	56591	1144219	39063
Psat1	ENSMUSG00000024640.9	chr19	15904677	15947337	-	protein_coding	42660	18195	346104	5884
Cep78	ENSMUSG00000041491.8	chr19	15955772	15984989	-	protein_coding	29217	11709	222097	3340
Gnaq	ENSMUSG00000024639.5	chr19	16132830	16387463	+	protein_coding	254633	100313	2002619	54317
